True_depth(m),Y_dimension(mm),meas,Button,Button_raw
174.0405359375,44.762,2.552815e-05,0.0,0.0
174.0405359375,44.762,-1.031571e-06,0.0,0.0
174.0405359375,44.762,-4.455505e-07,0.0,0.0
174.0404102924794,44.762,-1.153094e-07,0.0,0.0
174.04022963606732,44.762,1.273002e-07,0.0,0.0
174.04000261703905,44.762,3.169989e-07,0.0,0.0
174.03975030914543,44.762,4.154717e-07,0.0,0.0
174.03946084967723,44.762,9.329669e-07,0.0,0.0
174.03911604411783,44.762,7.029594e-07,0.0,0.0
174.03872697190124,44.762,9.898504e-07,0.0,0.0
174.03829351961042,44.762,1.057997e-06,0.0,0.0
174.03787154378708,44.762,1.145745e-06,0.0,0.0
174.03745853214136,44.762,8.831848e-07,0.0,0.0
174.03706361260282,44.762,1.098029e-06,0.0,0.0
174.0366260795465,44.762,8.412753e-07,0.0,0.0
174.03623014015332,44.762,8.485076e-07,0.0,0.0
174.0357950560496,44.762,8.920324e-07,0.0,0.0
174.0353723944018,44.762,8.320058e-07,0.0,0.0
174.0349930638753,44.762,1.040113e-06,0.0,0.0
174.03456198602697,44.762,1.278298e-06,0.0,0.0
174.0341441432653,44.762,1.140419e-06,0.0,0.0
174.03372097590542,44.762,1.316381e-06,0.0,0.0
174.0332807736134,44.762,1.081047e-06,0.0,0.0
174.03287834818815,44.762,1.264925e-06,0.0,0.0
174.03245181755844,44.762,1.106469e-06,0.0,0.0
174.03203610607696,44.762,1.303808e-06,0.0,0.0
174.03161012109118,44.762,1.246881e-06,0.0,0.0
174.0312069178484,44.762,1.08777e-06,0.0,0.0
174.03077080649737,44.762,1.273249e-06,0.0,0.0
174.03032832153008,44.762,1.087581e-06,0.0,0.0
174.02994244577476,44.762,1.225329e-06,0.0,0.0
174.02954126731535,44.762,1.350709e-06,0.0,0.0
174.02910120379823,44.762,1.483117e-06,0.0,0.0
174.02870074673197,44.762,1.553606e-06,0.0,0.0
174.0282613938676,44.762,1.084365e-06,0.0,0.0
174.02785898033005,44.762,1.246168e-06,0.0,0.0
174.02743810352803,44.762,1.026478e-06,0.0,0.0
174.0270250428192,44.762,1.230583e-06,0.0,0.0
174.0266234020873,44.762,1.042426e-06,0.0,0.0
174.02619010762265,44.762,1.278255e-06,0.0,0.0
174.0257871687207,44.762,1.277178e-06,0.0,0.0
174.02536965386952,44.762,1.388122e-06,0.0,0.0
174.02493148182853,44.762,1.446693e-06,0.0,0.0
174.02452383153295,44.762,1.200329e-06,0.0,0.0
174.02412612065345,44.762,1.364882e-06,0.0,0.0
174.02368721277628,44.762,1.230801e-06,0.0,0.0
174.02324779182152,44.762,1.320033e-06,0.0,0.0
174.02284797680656,44.762,1.200824e-06,0.0,0.0
174.02243836707385,44.762,1.117674e-06,0.0,0.0
174.02201454247484,44.762,1.168926e-06,0.0,0.0
174.02158766093524,44.762,1.124907e-06,0.0,0.0
174.02118987633654,44.762,1.310618e-06,0.0,0.0
174.02075122916312,44.762,1.153996e-06,0.0,0.0
174.02031523775466,44.762,1.218301e-06,0.0,0.0
174.01990829066304,44.762,1.055159e-06,0.0,0.0
174.01947467560183,44.762,1.174645e-06,0.0,0.0
174.01907812155736,44.762,1.257649e-06,0.0,0.0
174.01864624939464,44.762,1.352368e-06,0.0,0.0
174.01822147769326,44.762,1.240347e-06,0.0,0.0
174.0178148477103,44.762,9.920768e-07,0.0,0.0
174.01740142396991,44.762,1.162654e-06,0.0,0.0
174.01698686838452,44.762,1.168097e-06,0.0,0.0
174.0165931289784,44.762,1.495297e-06,0.0,0.0
174.0161581825357,44.762,1.469234e-06,0.0,0.0
174.01571220996811,44.762,1.514229e-06,0.0,0.0
174.01532982269632,44.762,1.248991e-06,0.0,0.0
174.01491423981545,44.762,9.751529e-07,0.0,0.0
174.01449366613855,44.762,1.0113e-06,0.0,0.0
174.01408360554774,44.762,1.042587e-06,0.0,0.0
174.01366007837316,44.762,1.444656e-06,0.0,0.0
174.01322267591522,44.762,1.1917e-06,0.0,0.0
174.01282713239604,44.762,1.45215e-06,0.0,0.0
174.01240656514068,44.762,1.262917e-06,0.0,0.0
174.01197809954382,44.762,1.377659e-06,0.0,0.0
174.01155218555357,44.762,1.366978e-06,0.0,0.0
174.0111344309265,44.762,1.741166e-06,0.0,0.0
174.0107195251118,44.762,1.893932e-06,0.0,0.0
174.01028666692508,44.762,1.908775e-06,0.0,0.0
174.00986290984292,44.762,2.265617e-06,0.0,0.0
