ECM File Output,,,,,
Filename (includes date): 2025-09-08-10-32-dic13-170.txt,,,,,
AC Collect Speed: 10,,,,,
DC Collect Speed: 25,,,,,
DC Voltage: 1000,,,,,
Note: 2breaks, crater on bottom piece,,,,,
mm per encode step: 0.25,,,,,
Number of Expected tracks: 6,,,,,
ACDC offset: 305,,,,,
Laser offset: -10,,,,,
Y Left: 33.41241015624998,,,,,
Y Right: 106.94491406249993,,,,,
AC edgespace 16,,,,,
DC edgespace 12,,,,,
Index Mark (raw - not laser corrected): 178.7359375,,,,,
Index Mark Relative Depth: ,,,,,
Index Mark 2 Relative Depth: 0.0,,,,,
Index Mark 3 Relative Depth: 0.0,,,,,
(first) Index Mark Absolute Depth: ,,,,,
X min Position (raw - not laser corrected): 188.7359375,,,,,
X max Position (raw - not laser corrected): 945.5078125,,,,,
Y_dimension(mm),X_dimension(mm),Button,AC,DC,True_depth(m)
73.412,320.0,0.0,3.34567e-08,--,na
73.412,320.25,0.0,3.354735e-08,--,na
73.412,320.5,0.0,3.35702e-08,--,na
73.412,320.75,0.0,3.524255e-08,--,na
73.412,321.0,0.0,3.47748e-08,--,na
73.412,321.25,0.0,3.49021e-08,--,na
73.412,321.5,0.0,3.5168e-08,--,na
73.412,321.75,0.0,3.6013700000000004e-08,--,na
73.412,322.0,0.0,3.51561e-08,--,na
73.412,322.25,0.0,3.6527499999999994e-08,--,na
73.412,322.5,0.0,3.59542e-08,--,na
73.412,322.75,0.0,3.686155e-08,--,na
73.412,323.0,0.0,3.78525e-08,--,na
73.412,323.25,0.0,3.75461e-08,--,na
73.412,323.5,0.0,3.88351e-08,--,na
73.412,323.75,0.0,3.90369e-08,--,na
73.412,324.0,0.0,3.88356e-08,--,na
73.412,324.25,0.0,3.894565e-08,--,na
73.412,324.5,0.0,3.93844e-08,--,na
73.412,324.75,0.0,3.920475e-08,--,na
73.412,325.0,0.0,3.94703e-08,--,na
73.412,325.25,0.0,3.99358e-08,--,na
73.412,325.5,0.0,4.0104450000000004e-08,--,na
73.412,325.75,0.0,4.140155e-08,--,na
73.412,326.0,0.0,3.93826e-08,--,na
73.412,326.25,0.0,4.068395e-08,--,na
73.412,326.5,0.0,4.1515e-08,--,na
73.412,326.75,0.0,4.066075e-08,--,na
73.412,327.0,0.0,4.11836e-08,--,na
73.412,327.25,0.0,4.120005e-08,--,na
73.412,327.5,0.0,4.199055e-08,--,na
73.412,327.75,0.0,4.208175e-08,--,na
73.412,328.0,0.0,4.1864e-08,--,na
73.412,328.25,0.0,4.07652e-08,--,na
73.412,328.5,0.0,4.3037500000000004e-08,--,na
73.412,328.75,0.0,4.3251900000000004e-08,--,na
73.412,329.0,0.0,4.47593e-08,--,na
73.412,329.25,0.0,4.42282e-08,--,na
73.412,329.5,0.0,4.41443e-08,--,na
73.412,329.75,0.0,4.513205e-08,--,na
73.412,330.0,0.0,4.46068e-08,--,na
73.412,330.25,0.0,4.489895e-08,--,na
73.412,330.5,0.0,4.56124e-08,--,na
73.412,330.75,0.0,4.576695e-08,--,na
73.412,331.0,0.0,4.59222e-08,--,na
73.412,331.25,0.0,4.54326e-08,--,na
73.412,331.5,0.0,4.57851e-08,--,na
73.412,331.75,0.0,4.5745650000000006e-08,--,na
73.412,332.0,0.0,4.58118e-08,--,na
73.412,332.25,0.0,4.6169e-08,--,na
73.412,332.5,0.0,4.53471e-08,--,na
73.412,332.75,0.0,4.5360099999999996e-08,--,na
73.412,333.0,0.0,4.558e-08,--,na
73.412,333.25,0.0,4.41917e-08,--,na
73.412,333.5,0.0,4.47869e-08,--,na
73.412,333.75,0.0,4.4331650000000004e-08,--,na
73.412,334.0,0.0,4.21155e-08,--,na
73.412,334.25,0.0,4.3416699999999995e-08,--,na
73.412,334.5,0.0,4.313985e-08,--,na
73.412,334.75,0.0,4.24912e-08,--,na
73.412,335.0,0.0,4.257445e-08,--,na
73.412,335.25,0.0,4.0666e-08,--,na
73.412,335.5,0.0,4.11016e-08,--,na
73.412,335.75,0.0,4.02358e-08,--,na
73.412,336.0,0.0,3.98756e-08,--,na
73.412,336.25,0.0,3.9641000000000004e-08,--,na
73.412,336.5,0.0,3.91272e-08,--,na
73.412,336.75,0.0,3.84165e-08,--,na
73.412,337.0,0.0,3.82647e-08,--,na
73.412,337.25,0.0,3.80458e-08,--,na
73.412,337.5,0.0,3.71244e-08,--,na
73.412,337.75,0.0,3.6753750000000006e-08,--,na
73.412,338.0,0.0,3.58775e-08,--,na
73.412,338.25,0.0,3.63221e-08,--,na
73.412,338.5,0.0,3.594915e-08,--,na
73.412,338.75,0.0,3.55346e-08,--,na
73.412,339.0,0.0,3.548525e-08,--,na
73.412,339.25,0.0,3.5376e-08,--,na
73.412,339.5,0.0,3.5567099999999996e-08,--,na
73.412,339.75,0.0,3.527995e-08,--,na
73.412,340.0,0.0,3.43751e-08,--,na
73.412,340.25,0.0,3.479725e-08,--,na
73.412,340.5,0.0,3.475485e-08,--,na
73.412,340.75,0.0,3.59283e-08,--,na
73.412,341.0,0.0,3.554895e-08,--,na
73.412,341.25,0.0,3.65441e-08,--,na
73.412,341.5,0.0,3.627525e-08,--,na
73.412,341.75,0.0,3.64068e-08,--,na
73.412,342.0,0.0,3.7106399999999997e-08,--,na
73.412,342.25,0.0,3.751945e-08,--,na
73.412,342.5,0.0,3.80214e-08,--,na
73.412,342.75,0.0,3.86012e-08,--,na
73.412,343.0,0.0,3.84294e-08,--,na
73.412,343.25,0.0,3.9435e-08,--,na
73.412,343.5,0.0,3.9780650000000005e-08,--,na
73.412,343.75,0.0,4.02099e-08,--,na
73.412,344.0,0.0,4.076495e-08,--,na
73.412,344.25,0.0,4.112075e-08,--,na
73.412,344.5,0.0,4.11147e-08,--,na
73.412,344.75,0.0,4.08386e-08,--,na
73.412,345.0,0.0,4.1893150000000005e-08,--,na
73.412,345.25,0.0,4.21258e-08,--,na
73.412,345.5,0.0,4.166455e-08,--,na
73.412,345.75,0.0,4.20474e-08,--,na
73.412,346.0,0.0,4.2100899999999996e-08,--,na
73.412,346.25,0.0,4.06618e-08,--,na
73.412,346.5,0.0,4.2041950000000004e-08,--,na
73.412,346.75,0.0,4.18063e-08,--,na
73.412,347.0,0.0,4.2419000000000004e-08,--,na
73.412,347.25,0.0,4.17918e-08,--,na
73.412,347.5,0.0,4.1193599999999996e-08,--,na
73.412,347.75,0.0,4.079e-08,--,na
73.412,348.0,0.0,4.099715e-08,--,na
73.412,348.25,0.0,4.1056e-08,--,na
73.412,348.5,0.0,4.02721e-08,--,na
73.412,348.75,0.0,4.0225350000000004e-08,--,na
73.412,349.0,0.0,4.04396e-08,--,na
73.412,349.25,0.0,4.03302e-08,--,na
73.412,349.5,0.0,4.0651e-08,--,na
73.412,349.75,0.0,4.0058e-08,--,na
73.412,350.0,0.0,4.0678150000000004e-08,--,na
73.412,350.25,0.0,4.201565e-08,--,na
73.412,350.5,0.0,4.06505e-08,--,na
73.412,350.75,0.0,4.08162e-08,--,na
73.412,351.0,0.0,4.10532e-08,--,na
73.412,351.25,0.0,4.128465e-08,--,na
73.412,351.5,0.0,4.12551e-08,--,na
73.412,351.75,0.0,4.15956e-08,--,na
73.412,352.0,0.0,4.1578099999999996e-08,--,na
73.412,352.25,0.0,4.16881e-08,--,na
73.412,352.5,0.0,4.25752e-08,--,na
73.412,352.75,0.0,4.134075e-08,--,na
73.412,353.0,0.0,4.13574e-08,--,na
73.412,353.25,0.0,4.148345e-08,--,na
73.412,353.5,0.0,4.238035e-08,--,na
73.412,353.75,0.0,4.23747e-08,--,na
73.412,354.0,0.0,4.22158e-08,--,na
73.412,354.25,0.0,4.25261e-08,--,na
73.412,354.5,0.0,4.28601e-08,--,na
73.412,354.75,0.0,4.293965e-08,--,na
73.412,355.0,0.0,4.24865e-08,--,na
73.412,355.25,0.0,4.314185e-08,--,na
73.412,355.5,0.0,4.321625e-08,--,na
73.412,355.75,0.0,4.35314e-08,--,na
73.412,356.0,0.0,4.336185e-08,--,na
73.412,356.25,0.0,4.343075e-08,--,na
73.412,356.5,0.0,4.3362800000000005e-08,--,na
73.412,356.75,0.0,4.2687e-08,--,na
73.412,357.0,0.0,4.22792e-08,--,na
73.412,357.25,0.0,4.2414199999999996e-08,--,na
73.412,357.5,0.0,4.23331e-08,--,na
73.412,357.75,0.0,4.20311e-08,--,na
73.412,358.0,0.0,4.215765e-08,--,na
73.412,358.25,0.0,4.219805e-08,--,na
73.412,358.5,0.0,4.16454e-08,--,na
73.412,358.75,0.0,4.159665e-08,--,na
73.412,359.0,0.0,4.08493e-08,--,na
73.412,359.25,0.0,4.156855e-08,--,na
73.412,359.5,0.0,4.114445e-08,--,na
73.412,359.75,0.0,4.01955e-08,--,na
73.412,360.0,0.0,4.1046400000000004e-08,--,na
73.412,360.25,0.0,4.02558e-08,--,na
73.412,360.5,0.0,4.06484e-08,--,na
73.412,360.75,0.0,3.989535e-08,--,na
73.412,361.0,0.0,3.96933e-08,--,na
73.412,361.25,0.0,3.928845e-08,--,na
73.412,361.5,0.0,3.89758e-08,--,na
73.412,361.75,0.0,3.86859e-08,--,na
73.412,362.0,0.0,3.8509850000000004e-08,--,na
73.412,362.25,0.0,3.8785049999999996e-08,--,na
73.412,362.5,0.0,3.73159e-08,--,na
73.412,362.75,0.0,3.76024e-08,--,na
73.412,363.0,0.0,3.76465e-08,--,na
73.412,363.25,0.0,3.7394699999999995e-08,--,na
73.412,363.5,0.0,3.72733e-08,--,na
73.412,363.75,0.0,3.635335e-08,--,na
73.412,364.0,0.0,3.6304449999999997e-08,--,na
73.412,364.25,0.0,3.5993e-08,--,na
73.412,364.5,0.0,3.60547e-08,--,na
73.412,364.75,0.0,3.5654400000000005e-08,--,na
73.412,365.0,0.0,3.505555e-08,--,na
73.412,365.25,0.0,3.520185e-08,--,na
73.412,365.5,0.0,3.48255e-08,--,na
73.412,365.75,0.0,3.450795e-08,--,na
73.412,366.0,0.0,3.43162e-08,--,na
73.412,366.25,0.0,3.423185e-08,--,na
73.412,366.5,0.0,3.38527e-08,--,na
73.412,366.75,0.0,3.3619350000000004e-08,--,na
73.412,367.0,0.0,3.3223200000000003e-08,--,na
73.412,367.25,0.0,3.374235e-08,--,na
73.412,367.5,0.0,3.30463e-08,--,na
73.412,367.75,0.0,3.3631350000000004e-08,--,na
73.412,368.0,0.0,3.31334e-08,--,na
73.412,368.25,0.0,3.2558299999999996e-08,--,na
73.412,368.5,0.0,3.27415e-08,--,na
73.412,368.75,0.0,3.258765e-08,--,na
73.412,369.0,0.0,3.214315e-08,--,na
73.412,369.25,0.0,3.2541549999999997e-08,--,na
73.412,369.5,0.0,3.25337e-08,--,na
73.412,369.75,0.0,3.16129e-08,--,na
73.412,370.0,0.0,3.25469e-08,--,na
73.412,370.25,0.0,3.2567e-08,--,na
73.412,370.5,0.0,3.25626e-08,--,na
73.412,370.75,0.0,3.2423950000000004e-08,--,na
73.412,371.0,0.0,3.169415e-08,--,na
73.412,371.25,0.0,3.239545e-08,--,na
73.412,371.5,0.0,3.18975e-08,--,na
73.412,371.75,0.0,3.22288e-08,--,na
73.412,372.0,0.0,3.281505e-08,--,na
73.412,372.25,0.0,3.2768700000000004e-08,--,na
73.412,372.5,0.0,3.28924e-08,--,na
73.412,372.75,0.0,3.30039e-08,--,na
73.412,373.0,0.0,3.30587e-08,--,na
73.412,373.25,0.0,3.362985e-08,--,na
73.412,373.5,0.0,3.38147e-08,--,na
73.412,373.75,0.0,3.43497e-08,--,na
73.412,374.0,0.0,3.42884e-08,--,na
73.412,374.25,0.0,3.46886e-08,--,na
73.412,374.5,0.0,3.52992e-08,--,na
73.412,374.75,0.0,3.62496e-08,--,na
73.412,375.0,0.0,3.58309e-08,--,na
73.412,375.25,0.0,3.63477e-08,--,na
73.412,375.5,0.0,3.71282e-08,--,na
73.412,375.75,0.0,3.7675199999999996e-08,--,na
73.412,376.0,0.0,3.81383e-08,--,na
73.412,376.25,0.0,3.9023299999999994e-08,--,na
73.412,376.5,0.0,3.82411e-08,--,na
73.412,376.75,0.0,3.933685e-08,--,na
73.412,377.0,0.0,4.043065e-08,--,na
73.412,377.25,0.0,4.05441e-08,--,na
73.412,377.5,0.0,4.07371e-08,--,na
73.412,377.75,0.0,4.37016e-08,--,na
73.412,378.0,0.0,4.222635e-08,--,na
73.412,378.25,0.0,4.33517e-08,--,na
73.412,378.5,0.0,4.35277e-08,--,na
73.412,378.75,0.0,4.37927e-08,--,na
73.412,379.0,0.0,4.430975e-08,--,na
73.412,379.25,0.0,4.42759e-08,--,na
73.412,379.5,0.0,4.5640000000000004e-08,--,na
73.412,379.75,0.0,4.675565e-08,--,na
73.412,380.0,0.0,4.62428e-08,--,na
73.412,380.25,0.0,4.68124e-08,--,na
73.412,380.5,0.0,4.7150349999999994e-08,--,na
73.412,380.75,0.0,4.78273e-08,--,na
73.412,381.0,0.0,4.799215e-08,--,na
73.412,381.25,0.0,5.05725e-08,--,na
73.412,381.5,0.0,4.96349e-08,--,na
73.412,381.75,0.0,4.89454e-08,--,na
73.412,382.0,0.0,4.925985e-08,--,na
73.412,382.25,0.0,4.95449e-08,--,na
73.412,382.5,0.0,4.9526949999999995e-08,--,na
73.412,382.75,0.0,5.000825e-08,--,na
73.412,383.0,0.0,4.95222e-08,--,na
73.412,383.25,0.0,4.99617e-08,--,na
73.412,383.5,0.0,5.09299e-08,--,na
73.412,383.75,0.0,5.03016e-08,--,na
73.412,384.0,0.0,5.02823e-08,--,na
73.412,384.25,0.0,4.9921e-08,--,na
73.412,384.5,0.0,5.022985e-08,--,na
73.412,384.75,0.0,5.022825e-08,--,na
73.412,385.0,0.0,5.03354e-08,--,na
73.412,385.25,0.0,5.00315e-08,--,na
73.412,385.5,0.0,5.0088e-08,--,na
73.412,385.75,0.0,4.9841449999999994e-08,--,na
73.412,386.0,0.0,5.004025e-08,--,na
73.412,386.25,0.0,4.95915e-08,--,na
73.412,386.5,0.0,4.97228e-08,--,na
73.412,386.75,0.0,4.934075e-08,--,na
73.412,387.0,0.0,4.934345e-08,--,na
73.412,387.25,0.0,4.90043e-08,--,na
73.412,387.5,0.0,4.94773e-08,--,na
73.412,387.75,0.0,4.880275e-08,--,na
73.412,388.0,0.0,4.9186399999999996e-08,--,na
73.412,388.25,0.0,4.90516e-08,--,na
73.412,388.5,0.0,4.88394e-08,--,na
73.412,388.75,0.0,4.855535e-08,--,na
73.412,389.0,0.0,4.913725e-08,--,na
73.412,389.25,0.0,4.91578e-08,--,na
73.412,389.5,0.0,4.791445e-08,--,na
73.412,389.75,0.0,4.89881e-08,--,na
73.412,390.0,0.0,4.82143e-08,--,na
73.412,390.25,0.0,4.84451e-08,--,na
73.412,390.5,0.0,4.79174e-08,--,na
73.412,390.75,0.0,4.749935e-08,--,na
73.412,391.0,0.0,4.788835e-08,--,na
73.412,391.25,0.0,4.67424e-08,--,na
73.412,391.5,0.0,4.7373199999999994e-08,--,na
73.412,391.75,0.0,4.6523899999999995e-08,--,na
73.412,392.0,0.0,4.68015e-08,--,na
73.412,392.25,0.0,4.6649e-08,--,na
73.412,392.5,0.0,4.61456e-08,--,na
73.412,392.75,0.0,4.633345e-08,--,na
73.412,393.0,0.0,4.50272e-08,--,na
73.412,393.25,0.0,4.52395e-08,--,na
73.412,393.5,0.0,4.5077800000000004e-08,--,na
73.412,393.75,0.0,4.46818e-08,--,na
73.412,394.0,0.0,4.4042000000000005e-08,--,na
73.412,394.25,0.0,4.37255e-08,--,na
73.412,394.5,0.0,4.3147750000000003e-08,--,na
73.412,394.75,0.0,4.23093e-08,--,na
73.412,395.0,0.0,4.2021500000000003e-08,--,na
73.412,395.25,0.0,4.084175e-08,--,na
73.412,395.5,0.0,4.0757e-08,--,na
73.412,395.75,0.0,4.047415e-08,--,na
73.412,396.0,0.0,3.93208e-08,--,na
73.412,396.25,0.0,3.895e-08,--,na
73.412,396.5,0.0,3.8263500000000004e-08,--,na
73.412,396.75,0.0,3.78527e-08,--,na
73.412,397.0,0.0,3.75927e-08,--,na
73.412,397.25,0.0,3.674355e-08,--,na
73.412,397.5,0.0,3.62294e-08,--,na
73.412,397.75,0.0,3.5417500000000006e-08,--,na
73.412,398.0,0.0,3.552205e-08,--,na
73.412,398.25,0.0,3.44451e-08,--,na
73.412,398.5,0.0,3.38528e-08,--,na
73.412,398.75,0.0,3.40026e-08,--,na
73.412,399.0,0.0,3.34588e-08,--,na
73.412,399.25,0.0,3.242965e-08,--,na
73.412,399.5,0.0,3.31577e-08,--,na
73.412,399.75,0.0,3.291325e-08,--,na
73.412,400.0,0.0,3.26763e-08,--,na
73.412,400.25,0.0,3.211e-08,--,na
73.412,400.5,0.0,3.1833949999999996e-08,--,na
73.412,400.75,0.0,3.184515e-08,--,na
73.412,401.0,0.0,3.19768e-08,--,na
73.412,401.25,0.0,3.1869500000000006e-08,--,na
73.412,401.5,0.0,3.15149e-08,--,na
73.412,401.75,0.0,3.1934600000000006e-08,--,na
73.412,402.0,0.0,3.26492e-08,--,na
73.412,402.25,0.0,3.24746e-08,--,na
73.412,402.5,0.0,3.205065e-08,--,na
73.412,402.75,0.0,3.329855e-08,--,na
73.412,403.0,0.0,3.3642e-08,--,na
73.412,403.25,0.0,3.4070800000000004e-08,--,na
73.412,403.5,0.0,3.41978e-08,--,na
73.412,403.75,0.0,3.50547e-08,--,na
73.412,404.0,0.0,3.56524e-08,--,na
73.412,404.25,0.0,3.595035e-08,--,na
73.412,404.5,0.0,3.6559949999999995e-08,--,na
73.412,404.75,0.0,3.67696e-08,--,na
73.412,405.0,0.0,3.72593e-08,--,na
73.412,405.25,0.0,3.7272099999999997e-08,--,na
73.412,405.5,0.0,3.8262599999999995e-08,--,na
73.412,405.75,0.0,3.876875e-08,--,na
73.412,406.0,0.0,3.8236e-08,--,na
73.412,406.25,0.0,3.8988299999999994e-08,--,na
73.412,406.5,0.0,3.94888e-08,--,na
73.412,406.75,0.0,3.98125e-08,--,na
73.412,407.0,0.0,4.07329e-08,--,na
73.412,407.25,0.0,4.0127100000000005e-08,--,na
73.412,407.5,0.0,4.15957e-08,--,na
73.412,407.75,0.0,4.18296e-08,--,na
73.412,408.0,0.0,4.25088e-08,--,na
73.412,408.25,0.0,4.196565e-08,--,na
73.412,408.5,0.0,4.340735e-08,--,na
73.412,408.75,0.0,4.34046e-08,--,na
73.412,409.0,0.0,4.14361e-08,--,na
73.412,409.25,0.0,4.3947e-08,--,na
73.412,409.5,0.0,4.4146850000000003e-08,--,na
73.412,409.75,0.0,4.422285e-08,--,na
73.412,410.0,0.0,4.54876e-08,--,na
73.412,410.25,0.0,4.51323e-08,--,na
73.412,410.5,0.0,4.545695e-08,--,na
73.412,410.75,0.0,4.5485e-08,--,na
73.412,411.0,0.0,4.50664e-08,--,na
73.412,411.25,0.0,4.57559e-08,--,na
73.412,411.5,0.0,4.55428e-08,--,na
73.412,411.75,0.0,4.59287e-08,--,na
73.412,412.0,0.0,4.55145e-08,--,na
73.412,412.25,0.0,4.648985e-08,--,na
73.412,412.5,0.0,4.625745e-08,--,na
73.412,412.75,0.0,4.58501e-08,--,na
73.412,413.0,0.0,4.71341e-08,--,na
73.412,413.25,0.0,4.591275e-08,--,na
73.412,413.5,0.0,4.5916100000000004e-08,--,na
73.412,413.75,0.0,4.555665e-08,--,na
73.412,414.0,0.0,4.5693e-08,--,na
73.412,414.25,0.0,4.501315e-08,--,na
73.412,414.5,0.0,4.49718e-08,--,na
73.412,414.75,0.0,4.47827e-08,--,na
73.412,415.0,0.0,4.47715e-08,--,na
73.412,415.25,0.0,4.45206e-08,--,na
73.412,415.5,0.0,4.410395e-08,--,na
73.412,415.75,0.0,4.393005e-08,--,na
73.412,416.0,0.0,4.35406e-08,--,na
73.412,416.25,0.0,4.283785e-08,--,na
73.412,416.5,0.0,4.177755e-08,--,na
73.412,416.75,0.0,4.21649e-08,--,na
73.412,417.0,0.0,4.26027e-08,--,na
73.412,417.25,0.0,4.142685e-08,--,na
73.412,417.5,0.0,4.07888e-08,--,na
73.412,417.75,0.0,4.15569e-08,--,na
73.412,418.0,0.0,4.003955e-08,--,na
73.412,418.25,0.0,4.16244e-08,--,na
73.412,418.5,0.0,4.0931199999999995e-08,--,na
73.412,418.75,0.0,4.05984e-08,--,na
73.412,419.0,0.0,4.044355e-08,--,na
73.412,419.25,0.0,4.027665e-08,--,na
73.412,419.5,0.0,4.01383e-08,--,na
73.412,419.75,0.0,4.16283e-08,--,na
73.412,420.0,0.0,4.04643e-08,--,na
73.412,420.25,0.0,4.0458799999999994e-08,--,na
73.412,420.5,0.0,4.02886e-08,--,na
73.412,420.75,0.0,4.08638e-08,--,na
73.412,421.0,0.0,4.0868700000000004e-08,--,na
73.412,421.25,0.0,4.057785e-08,--,na
73.412,421.5,0.0,4.11969e-08,--,na
73.412,421.75,0.0,4.063405e-08,--,na
73.412,422.0,0.0,4.12031e-08,--,na
73.412,422.25,0.0,4.07069e-08,--,na
73.412,422.5,0.0,4.1228599999999996e-08,--,na
73.412,422.75,0.0,4.09396e-08,--,na
73.412,423.0,0.0,4.05009e-08,--,na
73.412,423.25,0.0,4.1714199999999996e-08,--,na
73.412,423.5,0.0,4.14415e-08,--,na
73.412,423.75,0.0,4.19832e-08,--,na
73.412,424.0,0.0,4.24901e-08,--,na
73.412,424.25,0.0,4.29701e-08,--,na
73.412,424.5,0.0,4.30164e-08,--,na
73.412,424.75,0.0,4.27741e-08,--,na
73.412,425.0,0.0,4.34905e-08,--,na
73.412,425.25,0.0,4.3192649999999996e-08,--,na
73.412,425.5,0.0,4.32944e-08,--,na
73.412,425.75,0.0,4.3731e-08,--,na
73.412,426.0,0.0,4.29753e-08,--,na
73.412,426.25,0.0,4.47048e-08,--,na
73.412,426.5,0.0,4.2907300000000005e-08,--,na
73.412,426.75,0.0,4.29128e-08,--,na
73.412,427.0,0.0,4.3233749999999995e-08,--,na
73.412,427.25,0.0,4.33064e-08,--,na
73.412,427.5,0.0,4.25021e-08,--,na
73.412,427.75,0.0,4.14253e-08,--,na
73.412,428.0,0.0,4.218385e-08,--,na
73.412,428.25,0.0,4.2103e-08,--,na
73.412,428.5,0.0,4.24097e-08,--,na
73.412,428.75,0.0,4.1856300000000004e-08,--,na
73.412,429.0,0.0,4.22101e-08,--,na
73.412,429.25,0.0,4.1777000000000004e-08,--,na
73.412,429.5,0.0,4.13624e-08,--,na
73.412,429.75,0.0,4.09915e-08,--,na
73.412,430.0,0.0,4.1077e-08,--,na
73.412,430.25,0.0,4.025935e-08,--,na
73.412,430.5,0.0,4.0526249999999995e-08,--,na
73.412,430.75,0.0,4.04675e-08,--,na
73.412,431.0,0.0,4.045685e-08,--,na
73.412,431.25,0.0,4.05188e-08,--,na
73.412,431.5,0.0,4.100095e-08,--,na
73.412,431.75,0.0,4.123165e-08,--,na
73.412,432.0,0.0,4.00089e-08,--,na
73.412,432.25,0.0,4.038525e-08,--,na
73.412,432.5,0.0,4.044135e-08,--,na
73.412,432.75,0.0,4.01008e-08,--,na
73.412,433.0,0.0,4.0182400000000004e-08,--,na
73.412,433.25,0.0,4.0428849999999996e-08,--,na
73.412,433.5,0.0,4.01874e-08,--,na
73.412,433.75,0.0,3.994985e-08,--,na
73.412,434.0,0.0,4.03773e-08,--,na
73.412,434.25,0.0,3.984595e-08,--,na
73.412,434.5,0.0,4.0357349999999994e-08,--,na
73.412,434.75,0.0,4.00425e-08,--,na
73.412,435.0,0.0,4.0938799999999996e-08,--,na
73.412,435.25,0.0,3.94614e-08,--,na
73.412,435.5,0.0,3.91209e-08,--,na
73.412,435.75,0.0,4.0263200000000005e-08,--,na
73.412,436.0,0.0,3.99242e-08,--,na
73.412,436.25,0.0,3.93513e-08,--,na
73.412,436.5,0.0,3.941305e-08,--,na
73.412,436.75,0.0,3.95309e-08,--,na
73.412,437.0,0.0,4.012015e-08,--,na
73.412,437.25,0.0,3.94999e-08,--,na
73.412,437.5,0.0,3.99624e-08,--,na
73.412,437.75,0.0,3.96564e-08,--,na
73.412,438.0,0.0,3.94095e-08,--,na
73.412,438.25,0.0,3.960405e-08,--,na
73.412,438.5,0.0,3.73246e-08,--,na
73.412,438.75,0.0,3.89977e-08,--,na
73.412,439.0,0.0,4.0074e-08,--,na
73.412,439.25,0.0,3.8514349999999996e-08,--,na
73.412,439.5,0.0,3.94134e-08,--,na
73.412,439.75,0.0,3.89053e-08,--,na
73.412,440.0,0.0,3.88357e-08,--,na
73.412,440.25,0.0,3.882405e-08,--,na
73.412,440.5,0.0,3.82845e-08,--,na
73.412,440.75,0.0,3.83461e-08,--,na
73.412,441.0,0.0,3.87799e-08,--,na
73.412,441.25,0.0,3.84021e-08,--,na
73.412,441.5,0.0,3.73288e-08,--,na
73.412,441.75,0.0,3.7687600000000005e-08,--,na
73.412,442.0,0.0,3.8307399999999995e-08,--,na
73.412,442.25,0.0,3.7488600000000004e-08,--,na
73.412,442.5,0.0,3.91693e-08,--,na
73.412,442.75,0.0,3.75525e-08,--,na
73.412,443.0,0.0,3.805455e-08,--,na
73.412,443.25,0.0,3.9152449999999997e-08,--,na
73.412,443.5,0.0,3.7808e-08,--,na
73.412,443.75,0.0,3.62779e-08,--,na
73.412,444.0,0.0,3.80321e-08,--,na
73.412,444.25,0.0,3.785925e-08,--,na
73.412,444.5,0.0,3.75185e-08,--,na
73.412,444.75,0.0,3.739565e-08,--,na
73.412,445.0,0.0,3.748885e-08,--,na
73.412,445.25,0.0,3.859915e-08,--,na
73.412,445.5,0.0,3.77367e-08,--,na
73.412,445.75,0.0,3.78335e-08,--,na
73.412,446.0,0.0,3.75235e-08,--,na
73.412,446.25,0.0,3.85721e-08,--,na
73.412,446.5,0.0,3.73303e-08,--,na
73.412,446.75,0.0,3.77077e-08,--,na
73.412,447.0,0.0,3.719255e-08,--,na
73.412,447.25,0.0,3.7739000000000005e-08,--,na
73.412,447.5,0.0,3.75286e-08,--,na
73.412,447.75,0.0,3.752825e-08,--,na
73.412,448.0,0.0,3.691685e-08,--,na
73.412,448.25,0.0,3.6675150000000004e-08,--,na
73.412,448.5,0.0,3.7621e-08,--,na
73.412,448.75,0.0,3.69868e-08,--,na
73.412,449.0,0.0,3.71203e-08,--,na
73.412,449.25,0.0,3.702845e-08,--,na
73.412,449.5,0.0,3.71901e-08,--,na
73.412,449.75,0.0,3.693155e-08,--,na
73.412,450.0,0.0,3.6858549999999995e-08,--,na
73.412,450.25,0.0,3.712875e-08,--,na
73.412,450.5,0.0,3.66631e-08,--,na
73.412,450.75,0.0,3.658325e-08,--,na
73.412,451.0,0.0,3.639385e-08,--,na
73.412,451.25,0.0,3.66206e-08,--,na
73.412,451.5,0.0,3.598515e-08,--,na
73.412,451.75,0.0,3.62839e-08,--,na
73.412,452.0,0.0,3.594835e-08,--,na
73.412,452.25,0.0,3.513095e-08,--,na
73.412,452.5,0.0,3.48009e-08,--,na
73.412,452.75,0.0,3.550165e-08,--,na
73.412,453.0,0.0,3.465935e-08,--,na
73.412,453.25,0.0,3.47624e-08,--,na
73.412,453.5,0.0,3.419985e-08,--,na
73.412,453.75,0.0,3.39133e-08,--,na
73.412,454.0,0.0,3.429215e-08,--,na
73.412,454.25,0.0,3.394515e-08,--,na
73.412,454.5,0.0,3.41761e-08,--,na
73.412,454.75,0.0,3.391745e-08,--,na
73.412,455.0,0.0,3.3312e-08,--,na
73.412,455.25,0.0,3.31933e-08,--,na
73.412,455.5,0.0,3.309175e-08,--,na
73.412,455.75,0.0,3.35303e-08,--,na
73.412,456.0,0.0,3.28266e-08,--,na
73.412,456.25,0.0,3.2910050000000004e-08,--,na
73.412,456.5,0.0,3.2554e-08,--,na
73.412,456.75,0.0,3.08673e-08,--,na
73.412,457.0,0.0,3.095855e-08,--,na
