ECM File Output,,,,,
Filename (includes date): 2025-09-08-10-32-dic13-170.txt,,,,,
AC Collect Speed: 10,,,,,
DC Collect Speed: 25,,,,,
DC Voltage: 1000,,,,,
Note: 2breaks, crater on bottom piece,,,,,
mm per encode step: 0.25,,,,,
Number of Expected tracks: 6,,,,,
ACDC offset: 305,,,,,
Laser offset: -10,,,,,
Y Left: 33.41241015624998,,,,,
Y Right: 106.94491406249993,,,,,
AC edgespace 16,,,,,
DC edgespace 12,,,,,
Index Mark (raw - not laser corrected): 178.7359375,,,,,
Index Mark Relative Depth: ,,,,,
Index Mark 2 Relative Depth: 0.0,,,,,
Index Mark 3 Relative Depth: 0.0,,,,,
(first) Index Mark Absolute Depth: ,,,,,
X min Position (raw - not laser corrected): 188.7359375,,,,,
X max Position (raw - not laser corrected): 945.5078125,,,,,
Y_dimension(mm),X_dimension(mm),Button,AC,DC,True_depth(m)
61.412,88.75,0.0,4.778995e-08,--,na
61.412,89.0,0.0,4.8274e-08,--,na
61.412,89.25,0.0,4.7295e-08,--,na
61.412,89.5,0.0,4.58201e-08,--,na
61.412,89.75,0.0,4.672805e-08,--,na
61.412,90.0,0.0,4.54307e-08,--,na
61.412,90.25,0.0,4.41611e-08,--,na
61.412,90.5,0.0,4.5676e-08,--,na
61.412,90.75,0.0,4.3155e-08,--,na
61.412,91.0,0.0,4.475105e-08,--,na
61.412,91.25,0.0,4.38691e-08,--,na
61.412,91.5,0.0,4.41178e-08,--,na
61.412,91.75,0.0,4.034565e-08,--,na
61.412,92.0,0.0,4.31853e-08,--,na
61.412,92.25,0.0,4.22006e-08,--,na
61.412,92.5,0.0,4.22913e-08,--,na
61.412,92.75,0.0,4.204935e-08,--,na
61.412,93.0,0.0,4.1469049999999995e-08,--,na
61.412,93.25,0.0,4.25002e-08,--,na
61.412,93.5,0.0,4.16034e-08,--,na
61.412,93.75,0.0,4.046195e-08,--,na
61.412,94.0,0.0,4.05062e-08,--,na
61.412,94.25,0.0,3.947015e-08,--,na
61.412,94.5,0.0,3.92804e-08,--,na
61.412,94.75,0.0,4.029065e-08,--,na
61.412,95.0,0.0,3.98005e-08,--,na
61.412,95.25,0.0,3.9909449999999995e-08,--,na
61.412,95.5,0.0,3.90788e-08,--,na
61.412,95.75,0.0,3.87571e-08,--,na
61.412,96.0,0.0,3.9351350000000005e-08,--,na
61.412,96.25,0.0,3.89208e-08,--,na
61.412,96.5,0.0,3.8303900000000005e-08,--,na
61.412,96.75,0.0,3.73617e-08,--,na
61.412,97.0,0.0,3.6426e-08,--,na
61.412,97.25,0.0,3.705035e-08,--,na
61.412,97.5,0.0,3.62551e-08,--,na
61.412,97.75,0.0,3.60256e-08,--,na
61.412,98.0,0.0,3.59994e-08,--,na
61.412,98.25,0.0,3.43144e-08,--,na
61.412,98.5,0.0,3.625535e-08,--,na
61.412,98.75,0.0,3.597045e-08,--,na
61.412,99.0,0.0,3.6317e-08,--,na
61.412,99.25,0.0,3.5058900000000004e-08,--,na
61.412,99.5,0.0,3.4678e-08,--,na
61.412,99.75,0.0,3.480695e-08,--,na
61.412,100.0,0.0,3.417975e-08,--,na
61.412,100.25,0.0,3.4572e-08,--,na
61.412,100.5,0.0,3.54492e-08,--,na
61.412,100.75,0.0,3.4267e-08,--,na
61.412,101.0,0.0,3.31374e-08,--,na
61.412,101.25,0.0,2.97202e-08,--,na
61.412,101.5,0.0,3.257445e-08,--,na
61.412,101.75,0.0,3.234085e-08,--,na
61.412,102.0,0.0,3.14151e-08,--,na
61.412,102.25,0.0,3.12511e-08,--,na
61.412,102.5,0.0,3.0460750000000004e-08,--,na
61.412,102.75,0.0,3.11402e-08,--,na
61.412,103.0,0.0,3.11626e-08,--,na
61.412,103.25,0.0,2.95207e-08,--,na
61.412,103.5,0.0,2.8853900000000003e-08,--,na
61.412,103.75,0.0,2.810285e-08,--,na
61.412,104.0,0.0,2.88472e-08,--,na
61.412,104.25,0.0,2.79342e-08,--,na
61.412,104.5,0.0,2.85489e-08,--,na
61.412,104.75,0.0,2.795545e-08,--,na
61.412,105.0,0.0,2.797665e-08,--,na
61.412,105.25,0.0,2.64236e-08,--,na
61.412,105.5,0.0,2.62302e-08,--,na
61.412,105.75,0.0,2.6249050000000002e-08,--,na
61.412,106.0,0.0,2.5853650000000002e-08,--,na
61.412,106.25,0.0,2.46295e-08,--,na
61.412,106.5,0.0,2.64411e-08,--,na
61.412,106.75,0.0,2.530335e-08,--,na
61.412,107.0,0.0,2.5370500000000002e-08,--,na
61.412,107.25,0.0,2.45682e-08,--,na
61.412,107.5,0.0,2.468965e-08,--,na
61.412,107.75,0.0,2.34203e-08,--,na
61.412,108.0,0.0,2.43595e-08,--,na
61.412,108.25,0.0,2.41702e-08,--,na
61.412,108.5,0.0,2.45824e-08,--,na
61.412,108.75,0.0,2.667715e-08,--,na
61.412,109.0,0.0,2.64108e-08,--,na
61.412,109.25,0.0,2.40727e-08,--,na
61.412,109.5,0.0,2.51418e-08,--,na
61.412,109.75,0.0,2.64704e-08,--,na
61.412,110.0,0.0,2.68362e-08,--,na
61.412,110.25,0.0,2.70282e-08,--,na
61.412,110.5,0.0,2.7569150000000002e-08,--,na
61.412,110.75,0.0,2.86475e-08,--,na
61.412,111.0,0.0,2.8138e-08,--,na
61.412,111.25,0.0,2.99701e-08,--,na
61.412,111.5,0.0,3.02552e-08,--,na
61.412,111.75,0.0,3.10596e-08,--,na
61.412,112.0,0.0,3.191845e-08,--,na
61.412,112.25,0.0,3.21744e-08,--,na
61.412,112.5,0.0,3.239625e-08,--,na
61.412,112.75,0.0,3.338975e-08,--,na
61.412,113.0,0.0,3.26341e-08,--,na
61.412,113.25,0.0,3.41025e-08,--,na
61.412,113.5,0.0,3.47395e-08,--,na
61.412,113.75,0.0,3.56853e-08,--,na
61.412,114.0,0.0,3.57778e-08,--,na
61.412,114.25,0.0,3.5113e-08,--,na
61.412,114.5,0.0,3.67956e-08,--,na
61.412,114.75,0.0,3.70139e-08,--,na
61.412,115.0,0.0,3.70193e-08,--,na
61.412,115.25,0.0,3.762275e-08,--,na
61.412,115.5,0.0,3.75359e-08,--,na
61.412,115.75,0.0,3.79128e-08,--,na
61.412,116.0,0.0,3.79432e-08,--,na
61.412,116.25,0.0,3.75084e-08,--,na
61.412,116.5,0.0,3.83755e-08,--,na
61.412,116.75,0.0,3.87167e-08,--,na
61.412,117.0,0.0,3.87758e-08,--,na
61.412,117.25,0.0,3.8558200000000004e-08,--,na
61.412,117.5,0.0,3.77579e-08,--,na
61.412,117.75,0.0,3.8714199999999996e-08,--,na
61.412,118.0,0.0,3.89176e-08,--,na
61.412,118.25,0.0,3.810305e-08,--,na
61.412,118.5,0.0,3.88654e-08,--,na
61.412,118.75,0.0,3.94145e-08,--,na
61.412,119.0,0.0,3.86257e-08,--,na
61.412,119.25,0.0,3.886705e-08,--,na
61.412,119.5,0.0,3.92748e-08,--,na
61.412,119.75,0.0,3.952115e-08,--,na
61.412,120.0,0.0,3.92737e-08,--,na
61.412,120.25,0.0,3.86852e-08,--,na
61.412,120.5,0.0,3.94395e-08,--,na
61.412,120.75,0.0,3.972655e-08,--,na
61.412,121.0,0.0,3.9715e-08,--,na
61.412,121.25,0.0,3.9791249999999996e-08,--,na
61.412,121.5,0.0,3.9867e-08,--,na
61.412,121.75,0.0,4.0889599999999996e-08,--,na
61.412,122.0,0.0,4.00752e-08,--,na
61.412,122.25,0.0,4.1633549999999996e-08,--,na
61.412,122.5,0.0,4.09242e-08,--,na
61.412,122.75,0.0,4.10666e-08,--,na
61.412,123.0,0.0,4.1394e-08,--,na
61.412,123.25,0.0,4.207625e-08,--,na
61.412,123.5,0.0,4.13398e-08,--,na
61.412,123.75,0.0,4.229115e-08,--,na
61.412,124.0,0.0,4.28264e-08,--,na
61.412,124.25,0.0,4.214295e-08,--,na
61.412,124.5,0.0,4.31392e-08,--,na
61.412,124.75,0.0,4.333195e-08,--,na
61.412,125.0,0.0,4.32477e-08,--,na
61.412,125.25,0.0,4.34887e-08,--,na
61.412,125.5,0.0,4.371115e-08,--,na
61.412,125.75,0.0,4.5081e-08,--,na
61.412,126.0,0.0,4.4375049999999995e-08,--,na
61.412,126.25,0.0,4.41394e-08,--,na
61.412,126.5,0.0,4.39487e-08,--,na
61.412,126.75,0.0,4.41196e-08,--,na
61.412,127.0,0.0,4.36333e-08,--,na
61.412,127.25,0.0,4.495975e-08,--,na
61.412,127.5,0.0,4.53479e-08,--,na
61.412,127.75,0.0,4.47369e-08,--,na
61.412,128.0,0.0,4.4766700000000003e-08,--,na
61.412,128.25,0.0,4.45549e-08,--,na
61.412,128.5,0.0,4.4065500000000005e-08,--,na
61.412,128.75,0.0,4.488305e-08,--,na
61.412,129.0,0.0,4.46614e-08,--,na
61.412,129.25,0.0,4.491325e-08,--,na
61.412,129.5,0.0,4.4762e-08,--,na
61.412,129.75,0.0,4.466645e-08,--,na
61.412,130.0,0.0,4.39824e-08,--,na
61.412,130.25,0.0,4.41195e-08,--,na
61.412,130.5,0.0,4.4343650000000004e-08,--,na
61.412,130.75,0.0,4.51702e-08,--,na
61.412,131.0,0.0,4.49695e-08,--,na
61.412,131.25,0.0,4.36722e-08,--,na
61.412,131.5,0.0,4.389505e-08,--,na
61.412,131.75,0.0,4.40952e-08,--,na
61.412,132.0,0.0,4.36951e-08,--,na
61.412,132.25,0.0,4.3098e-08,--,na
61.412,132.5,0.0,4.30364e-08,--,na
61.412,132.75,0.0,4.24194e-08,--,na
61.412,133.0,0.0,4.240535e-08,--,na
61.412,133.25,0.0,4.21039e-08,--,na
61.412,133.5,0.0,4.25845e-08,--,na
61.412,133.75,0.0,4.18096e-08,--,na
61.412,134.0,0.0,4.20496e-08,--,na
61.412,134.25,0.0,4.119115e-08,--,na
61.412,134.5,0.0,4.07423e-08,--,na
61.412,134.75,0.0,4.197465e-08,--,na
61.412,135.0,0.0,3.86988e-08,--,na
61.412,135.25,0.0,4.06812e-08,--,na
61.412,135.5,0.0,4.10292e-08,--,na
61.412,135.75,0.0,4.0095449999999994e-08,--,na
61.412,136.0,0.0,3.99152e-08,--,na
61.412,136.25,0.0,4.020215e-08,--,na
61.412,136.5,0.0,3.8663e-08,--,na
61.412,136.75,0.0,3.959825e-08,--,na
61.412,137.0,0.0,3.93093e-08,--,na
61.412,137.25,0.0,3.966895e-08,--,na
61.412,137.5,0.0,3.986525e-08,--,na
61.412,137.75,0.0,3.8946e-08,--,na
61.412,138.0,0.0,3.93987e-08,--,na
61.412,138.25,0.0,3.716405e-08,--,na
61.412,138.5,0.0,3.8697649999999994e-08,--,na
61.412,138.75,0.0,3.95988e-08,--,na
61.412,139.0,0.0,3.80188e-08,--,na
61.412,139.25,0.0,3.78226e-08,--,na
61.412,139.5,0.0,3.83234e-08,--,na
61.412,139.75,0.0,3.73131e-08,--,na
61.412,140.0,0.0,3.7392e-08,--,na
61.412,140.25,0.0,3.76793e-08,--,na
61.412,140.5,0.0,3.750335e-08,--,na
61.412,140.75,0.0,3.76004e-08,--,na
61.412,141.0,0.0,3.79634e-08,--,na
61.412,141.25,0.0,3.652965e-08,--,na
61.412,141.5,0.0,3.67059e-08,--,na
61.412,141.75,0.0,3.4516e-08,--,na
61.412,142.0,0.0,3.65439e-08,--,na
61.412,142.25,0.0,3.66217e-08,--,na
61.412,142.5,0.0,3.54879e-08,--,na
61.412,142.75,0.0,3.724555e-08,--,na
61.412,143.0,0.0,3.50072e-08,--,na
61.412,143.25,0.0,3.5078000000000005e-08,--,na
61.412,143.5,0.0,3.49444e-08,--,na
61.412,143.75,0.0,3.376285e-08,--,na
61.412,144.0,0.0,3.45463e-08,--,na
61.412,144.25,0.0,3.434275e-08,--,na
61.412,144.5,0.0,3.345045e-08,--,na
61.412,144.75,0.0,3.36582e-08,--,na
61.412,145.0,0.0,3.3728849999999996e-08,--,na
61.412,145.25,0.0,3.341935e-08,--,na
61.412,145.5,0.0,3.33258e-08,--,na
61.412,145.75,0.0,3.32158e-08,--,na
61.412,146.0,0.0,3.32633e-08,--,na
61.412,146.25,0.0,3.2400750000000006e-08,--,na
61.412,146.5,0.0,3.45077e-08,--,na
61.412,146.75,0.0,3.1666800000000004e-08,--,na
61.412,147.0,0.0,3.01682e-08,--,na
61.412,147.25,0.0,3.19853e-08,--,na
61.412,147.5,0.0,3.075635e-08,--,na
61.412,147.75,0.0,3.09366e-08,--,na
61.412,148.0,0.0,3.06156e-08,--,na
61.412,148.25,0.0,3.02773e-08,--,na
61.412,148.5,0.0,3.053265e-08,--,na
61.412,148.75,0.0,2.95925e-08,--,na
61.412,149.0,0.0,2.99034e-08,--,na
61.412,149.25,0.0,2.89009e-08,--,na
61.412,149.5,0.0,2.94354e-08,--,na
61.412,149.75,0.0,2.92795e-08,--,na
61.412,150.0,0.0,2.895445e-08,--,na
61.412,150.25,0.0,2.9019149999999998e-08,--,na
61.412,150.5,0.0,3.09215e-08,--,na
61.412,150.75,0.0,2.88245e-08,--,na
61.412,151.0,0.0,2.85983e-08,--,na
61.412,151.25,0.0,2.897425e-08,--,na
61.412,151.5,0.0,2.88538e-08,--,na
61.412,151.75,0.0,2.79679e-08,--,na
61.412,152.0,0.0,2.8598000000000002e-08,--,na
61.412,152.25,0.0,2.8365350000000002e-08,--,na
61.412,152.5,0.0,2.8805e-08,--,na
61.412,152.75,0.0,2.82319e-08,--,na
61.412,153.0,0.0,2.81989e-08,--,na
61.412,153.25,0.0,2.84249e-08,--,na
61.412,153.5,0.0,2.86706e-08,--,na
61.412,153.75,0.0,2.83873e-08,--,na
61.412,154.0,0.0,2.837515e-08,--,na
61.412,154.25,0.0,2.85577e-08,--,na
61.412,154.5,0.0,2.93953e-08,--,na
61.412,154.75,0.0,2.8133e-08,--,na
61.412,155.0,0.0,2.931895e-08,--,na
61.412,155.25,0.0,2.955335e-08,--,na
61.412,155.5,0.0,2.96694e-08,--,na
61.412,155.75,0.0,2.97872e-08,--,na
61.412,156.0,0.0,3.00409e-08,--,na
61.412,156.25,0.0,2.95732e-08,--,na
61.412,156.5,0.0,3.04999e-08,--,na
61.412,156.75,0.0,3.0809999999999996e-08,--,na
61.412,157.0,0.0,3.00085e-08,--,na
61.412,157.25,0.0,3.10446e-08,--,na
61.412,157.5,0.0,3.08432e-08,--,na
61.412,157.75,0.0,3.096095e-08,--,na
61.412,158.0,0.0,3.20509e-08,--,na
61.412,158.25,0.0,3.143485e-08,--,na
61.412,158.5,0.0,3.19933e-08,--,na
61.412,158.75,0.0,3.222565e-08,--,na
61.412,159.0,0.0,3.24867e-08,--,na
61.412,159.25,0.0,3.26759e-08,--,na
61.412,159.5,0.0,3.34951e-08,--,na
61.412,159.75,0.0,3.33237e-08,--,na
61.412,160.0,0.0,3.33518e-08,--,na
61.412,160.25,0.0,3.40723e-08,--,na
61.412,160.5,0.0,3.43142e-08,--,na
61.412,160.75,0.0,3.4218849999999995e-08,--,na
61.412,161.0,0.0,3.48755e-08,--,na
61.412,161.25,0.0,3.44391e-08,--,na
61.412,161.5,0.0,3.57799e-08,--,na
61.412,161.75,0.0,3.5451650000000006e-08,--,na
61.412,162.0,0.0,3.66255e-08,--,na
61.412,162.25,0.0,3.56285e-08,--,na
61.412,162.5,0.0,3.59795e-08,--,na
61.412,162.75,0.0,3.86289e-08,--,na
61.412,163.0,0.0,3.591785e-08,--,na
61.412,163.25,0.0,3.76528e-08,--,na
61.412,163.5,0.0,3.85492e-08,--,na
61.412,163.75,0.0,3.852115e-08,--,na
61.412,164.0,0.0,3.91478e-08,--,na
61.412,164.25,0.0,3.9514799999999996e-08,--,na
61.412,164.5,0.0,4.00732e-08,--,na
61.412,164.75,0.0,3.97917e-08,--,na
61.412,165.0,0.0,4.08511e-08,--,na
61.412,165.25,0.0,4.1045050000000004e-08,--,na
61.412,165.5,0.0,4.23614e-08,--,na
61.412,165.75,0.0,4.22292e-08,--,na
61.412,166.0,0.0,4.20467e-08,--,na
61.412,166.25,0.0,4.19676e-08,--,na
61.412,166.5,0.0,4.33816e-08,--,na
61.412,166.75,0.0,4.3222399999999997e-08,--,na
61.412,167.0,0.0,4.39289e-08,--,na
61.412,167.25,0.0,4.244225e-08,--,na
61.412,167.5,0.0,4.43581e-08,--,na
61.412,167.75,0.0,4.4422199999999997e-08,--,na
61.412,168.0,0.0,4.52756e-08,--,na
61.412,168.25,0.0,4.5859e-08,--,na
61.412,168.5,0.0,4.62442e-08,--,na
61.412,168.75,0.0,4.72814e-08,--,na
61.412,169.0,0.0,4.8531899999999995e-08,--,na
61.412,169.25,0.0,4.77564e-08,--,na
61.412,169.5,0.0,4.85498e-08,--,na
61.412,169.75,0.0,4.86082e-08,--,na
61.412,170.0,0.0,4.791215e-08,--,na
61.412,170.25,0.0,4.67139e-08,--,na
61.412,170.5,0.0,4.83499e-08,--,na
61.412,170.75,0.0,4.9644000000000004e-08,--,na
61.412,171.0,0.0,5.01525e-08,--,na
61.412,171.25,0.0,4.91074e-08,--,na
61.412,171.5,0.0,5.015995e-08,--,na
61.412,171.75,0.0,4.86935e-08,--,na
61.412,172.0,0.0,4.9892999999999996e-08,--,na
61.412,172.25,0.0,5.00362e-08,--,na
61.412,172.5,0.0,5.09151e-08,--,na
61.412,172.75,0.0,5.04134e-08,--,na
61.412,173.0,0.0,5.1276150000000004e-08,--,na
61.412,173.25,0.0,4.92732e-08,--,na
61.412,173.5,0.0,4.99495e-08,--,na
61.412,173.75,0.0,4.7664e-08,--,na
61.412,174.0,0.0,4.8118050000000004e-08,--,na
61.412,174.25,0.0,4.82747e-08,--,na
61.412,174.5,0.0,4.781295e-08,--,na
61.412,174.75,0.0,4.75565e-08,--,na
61.412,175.0,0.0,4.77102e-08,--,na
61.412,175.25,0.0,4.697e-08,--,na
61.412,175.5,0.0,4.6785350000000004e-08,--,na
61.412,175.75,0.0,4.643475e-08,--,na
61.412,176.0,0.0,4.47412e-08,--,na
61.412,176.25,0.0,4.4323e-08,--,na
61.412,176.5,0.0,4.35509e-08,--,na
61.412,176.75,0.0,4.2950250000000004e-08,--,na
61.412,177.0,0.0,4.37149e-08,--,na
61.412,177.25,0.0,4.050775e-08,--,na
61.412,177.5,0.0,4.07163e-08,--,na
61.412,177.75,0.0,4.04729e-08,--,na
61.412,178.0,0.0,3.983015e-08,--,na
61.412,178.25,0.0,3.77528e-08,--,na
61.412,178.5,0.0,4.087635e-08,--,na
61.412,178.75,0.0,3.93625e-08,--,na
61.412,179.0,0.0,3.8284800000000004e-08,--,na
61.412,179.25,0.0,3.84447e-08,--,na
61.412,179.5,0.0,3.70095e-08,--,na
61.412,179.75,0.0,3.77719e-08,--,na
61.412,180.0,0.0,3.94366e-08,--,na
61.412,180.25,0.0,3.6637e-08,--,na
61.412,180.5,0.0,3.445425e-08,--,na
61.412,180.75,0.0,3.538325e-08,--,na
61.412,181.0,0.0,3.6169e-08,--,na
61.412,181.25,0.0,3.33458e-08,--,na
61.412,181.5,0.0,3.31038e-08,--,na
61.412,181.75,0.0,3.40052e-08,--,na
61.412,182.0,0.0,3.04953e-08,--,na
61.412,182.25,0.0,3.2515e-08,--,na
61.412,182.5,0.0,3.224085e-08,--,na
61.412,182.75,0.0,3.1315e-08,--,na
61.412,183.0,0.0,3.05777e-08,--,na
61.412,183.25,0.0,3.28188e-08,--,na
61.412,183.5,0.0,3.128255e-08,--,na
61.412,183.75,0.0,3.052915e-08,--,na
61.412,184.0,0.0,3.13952e-08,--,na
61.412,184.25,0.0,3.1948650000000005e-08,--,na
61.412,184.5,0.0,3.22819e-08,--,na
61.412,184.75,0.0,3.2451949999999996e-08,--,na
61.412,185.0,0.0,3.308545e-08,--,na
61.412,185.25,0.0,3.16793e-08,--,na
61.412,185.5,0.0,3.28196e-08,--,na
61.412,185.75,0.0,3.250235e-08,--,na
61.412,186.0,0.0,3.29503e-08,--,na
61.412,186.25,0.0,3.40025e-08,--,na
61.412,186.5,0.0,3.44828e-08,--,na
61.412,186.75,0.0,3.43539e-08,--,na
61.412,187.0,0.0,3.30653e-08,--,na
61.412,187.25,0.0,3.35992e-08,--,na
61.412,187.5,0.0,3.45966e-08,--,na
61.412,187.75,0.0,3.503035e-08,--,na
61.412,188.0,0.0,3.54167e-08,--,na
61.412,188.25,0.0,3.79298e-08,--,na
61.412,188.5,0.0,3.520665e-08,--,na
61.412,188.75,0.0,3.779395e-08,--,na
61.412,189.0,0.0,3.48599e-08,--,na
61.412,189.25,0.0,3.75524e-08,--,na
61.412,189.5,0.0,3.90106e-08,--,na
61.412,189.75,0.0,3.9256500000000005e-08,--,na
61.412,190.0,0.0,3.66005e-08,--,na
61.412,190.25,0.0,4.0344200000000005e-08,--,na
61.412,190.5,0.0,3.82798e-08,--,na
61.412,190.75,0.0,4.00656e-08,--,na
61.412,191.0,0.0,3.56018e-08,--,na
61.412,191.25,0.0,3.9010599999999996e-08,--,na
61.412,191.5,0.0,3.86609e-08,--,na
61.412,191.75,0.0,3.83102e-08,--,na
61.412,192.0,0.0,3.48279e-08,--,na
61.412,192.25,0.0,3.8691e-08,--,na
61.412,192.5,0.0,3.8208e-08,--,na
61.412,192.75,0.0,3.880235e-08,--,na
61.412,193.0,0.0,3.98316e-08,--,na
61.412,193.25,0.0,3.98237e-08,--,na
61.412,193.5,0.0,3.79216e-08,--,na
61.412,193.75,0.0,3.98481e-08,--,na
61.412,194.0,0.0,3.96374e-08,--,na
61.412,194.25,0.0,3.996995e-08,--,na
61.412,194.5,0.0,3.911975e-08,--,na
61.412,194.75,0.0,3.93992e-08,--,na
61.412,195.0,0.0,3.9977249999999995e-08,--,na
61.412,195.25,0.0,3.94612e-08,--,na
61.412,195.5,0.0,4.148975e-08,--,na
61.412,195.75,0.0,4.02445e-08,--,na
61.412,196.0,0.0,3.82034e-08,--,na
61.412,196.25,0.0,4.14254e-08,--,na
61.412,196.5,0.0,4.078305e-08,--,na
61.412,196.75,0.0,4.061625e-08,--,na
61.412,197.0,0.0,3.94568e-08,--,na
61.412,197.25,0.0,4.072145e-08,--,na
61.412,197.5,0.0,4.08169e-08,--,na
61.412,197.75,0.0,4.12e-08,--,na
61.412,198.0,0.0,3.97798e-08,--,na
61.412,198.25,0.0,3.8490349999999995e-08,--,na
61.412,198.5,0.0,3.73235e-08,--,na
61.412,198.75,0.0,3.97381e-08,--,na
61.412,199.0,0.0,4.37822e-08,--,na
61.412,199.25,0.0,4.0717149999999995e-08,--,na
61.412,199.5,0.0,4.042305e-08,--,na
61.412,199.75,0.0,4.30407e-08,--,na
61.412,200.0,0.0,4.07604e-08,--,na
61.412,200.25,0.0,4.129555e-08,--,na
61.412,200.5,0.0,4.062065e-08,--,na
61.412,200.75,0.0,4.16295e-08,--,na
61.412,201.0,0.0,4.17941e-08,--,na
61.412,201.25,0.0,4.12813e-08,--,na
61.412,201.5,0.0,4.3416849999999996e-08,--,na
61.412,201.75,0.0,4.267795e-08,--,na
61.412,202.0,0.0,4.27606e-08,--,na
61.412,202.25,0.0,4.20553e-08,--,na
61.412,202.5,0.0,4.18545e-08,--,na
61.412,202.75,0.0,4.2406449999999994e-08,--,na
61.412,203.0,0.0,4.25933e-08,--,na
61.412,203.25,0.0,4.24595e-08,--,na
61.412,203.5,0.0,4.27453e-08,--,na
61.412,203.75,0.0,4.2988800000000004e-08,--,na
61.412,204.0,0.0,4.27789e-08,--,na
61.412,204.25,0.0,4.20185e-08,--,na
61.412,204.5,0.0,4.35789e-08,--,na
61.412,204.75,0.0,4.46098e-08,--,na
61.412,205.0,0.0,4.38957e-08,--,na
61.412,205.25,0.0,4.382055e-08,--,na
61.412,205.5,0.0,4.5289e-08,--,na
61.412,205.75,0.0,4.4342899999999997e-08,--,na
61.412,206.0,0.0,4.39522e-08,--,na
61.412,206.25,0.0,4.39958e-08,--,na
61.412,206.5,0.0,4.428105e-08,--,na
61.412,206.75,0.0,4.14598e-08,--,na
61.412,207.0,0.0,4.38797e-08,--,na
61.412,207.25,0.0,4.414635e-08,--,na
61.412,207.5,0.0,4.29978e-08,--,na
61.412,207.75,0.0,4.17811e-08,--,na
61.412,208.0,0.0,4.32598e-08,--,na
61.412,208.25,0.0,4.34824e-08,--,na
61.412,208.5,0.0,4.4518150000000003e-08,--,na
61.412,208.75,0.0,4.26085e-08,--,na
61.412,209.0,0.0,4.307055e-08,--,na
61.412,209.25,0.0,4.32755e-08,--,na
61.412,209.5,0.0,4.3392400000000004e-08,--,na
61.412,209.75,0.0,4.1724e-08,--,na
61.412,210.0,0.0,4.28972e-08,--,na
61.412,210.25,0.0,4.21875e-08,--,na
61.412,210.5,0.0,4.2927049999999994e-08,--,na
61.412,210.75,0.0,4.27551e-08,--,na
61.412,211.0,0.0,4.23013e-08,--,na
61.412,211.25,0.0,4.2150500000000004e-08,--,na
61.412,211.5,0.0,4.3334e-08,--,na
61.412,211.75,0.0,4.260345e-08,--,na
61.412,212.0,0.0,4.29773e-08,--,na
61.412,212.25,0.0,4.28983e-08,--,na
61.412,212.5,0.0,4.308385e-08,--,na
61.412,212.75,0.0,4.318e-08,--,na
61.412,213.0,0.0,4.26468e-08,--,na
61.412,213.25,0.0,4.31485e-08,--,na
61.412,213.5,0.0,4.334715e-08,--,na
61.412,213.75,0.0,4.2393e-08,--,na
61.412,214.0,0.0,4.31644e-08,--,na
61.412,214.25,0.0,4.3484050000000004e-08,--,na
61.412,214.5,0.0,4.34849e-08,--,na
61.412,214.75,0.0,4.32028e-08,--,na
61.412,215.0,0.0,4.3188e-08,--,na
61.412,215.25,0.0,4.26873e-08,--,na
61.412,215.5,0.0,4.29563e-08,--,na
61.412,215.75,0.0,4.33891e-08,--,na
61.412,216.0,0.0,4.33122e-08,--,na
61.412,216.25,0.0,4.32903e-08,--,na
61.412,216.5,0.0,4.2645349999999995e-08,--,na
61.412,216.75,0.0,4.3474e-08,--,na
61.412,217.0,0.0,4.410765e-08,--,na
61.412,217.25,0.0,4.25337e-08,--,na
61.412,217.5,0.0,4.283535e-08,--,na
61.412,217.75,0.0,4.35221e-08,--,na
61.412,218.0,0.0,4.291575e-08,--,na
61.412,218.25,0.0,4.394775e-08,--,na
61.412,218.5,0.0,4.31385e-08,--,na
61.412,218.75,0.0,4.33911e-08,--,na
61.412,219.0,0.0,4.27025e-08,--,na
61.412,219.25,0.0,4.28115e-08,--,na
61.412,219.5,0.0,4.21619e-08,--,na
61.412,219.75,0.0,4.254425e-08,--,na
61.412,220.0,0.0,4.41049e-08,--,na
61.412,220.25,0.0,4.095105e-08,--,na
61.412,220.5,0.0,4.2404300000000003e-08,--,na
61.412,220.75,0.0,4.22959e-08,--,na
61.412,221.0,0.0,4.2559850000000004e-08,--,na
61.412,221.25,0.0,4.31681e-08,--,na
61.412,221.5,0.0,4.284685e-08,--,na
61.412,221.75,0.0,4.27913e-08,--,na
61.412,222.0,0.0,4.2537850000000005e-08,--,na
61.412,222.25,0.0,4.34426e-08,--,na
61.412,222.5,0.0,4.2016e-08,--,na
61.412,222.75,0.0,4.14525e-08,--,na
61.412,223.0,0.0,4.1964099999999997e-08,--,na
61.412,223.25,0.0,4.09653e-08,--,na
61.412,223.5,0.0,4.1763249999999995e-08,--,na
61.412,223.75,0.0,4.38975e-08,--,na
61.412,224.0,0.0,4.1205799999999994e-08,--,na
61.412,224.25,0.0,4.06643e-08,--,na
61.412,224.5,0.0,4.15601e-08,--,na
61.412,224.75,0.0,4.07793e-08,--,na
61.412,225.0,0.0,4.17132e-08,--,na
61.412,225.25,0.0,4.0288250000000003e-08,--,na
61.412,225.5,0.0,4.119e-08,--,na
61.412,225.75,0.0,4.00532e-08,--,na
61.412,226.0,0.0,4.039275e-08,--,na
61.412,226.25,0.0,4.00994e-08,--,na
61.412,226.5,0.0,4.18496e-08,--,na
