ECM File Output,,,,,
Filename (includes date): 2025-09-09-10-07-dic-161.txt,,,,,
AC Collect Speed: 10,,,,,
DC Collect Speed: 25,,,,,
DC Voltage: 1000,,,,,
Note: 1break, took the two good sections in middle for scan, left out junk above and below,,,,,
mm per encode step: 0.25,,,,,
Number of Expected tracks: 6,,,,,
ACDC offset: 305,,,,,
Laser offset: -10,,,,,
Y Left: 28.034753906249986,,,,,
Y Right: 102.18092578124994,,,,,
AC edgespace 16,,,,,
DC edgespace 12,,,,,
Index Mark (raw - not laser corrected): 130.5625,,,,,
Index Mark Relative Depth: ,,,,,
Index Mark 2 Relative Depth: 0.0,,,,,
Index Mark 3 Relative Depth: 0.0,,,,,
(first) Index Mark Absolute Depth: ,,,,,
X min Position (raw - not laser corrected): 133.553125,,,,,
X max Position (raw - not laser corrected): 803.0359375,,,,,
Y_dimension(mm),X_dimension(mm),Button,AC,DC,True_depth(m)
56.035,285.25,0.0,4.0549e-08,--,na
56.035,285.5,0.0,4.05354e-08,--,na
56.035,285.75,0.0,4.06175e-08,--,na
56.035,286.0,0.0,4.111345e-08,--,na
56.035,286.25,0.0,4.04635e-08,--,na
56.035,286.5,0.0,4.0996449999999997e-08,--,na
56.035,286.75,0.0,4.17149e-08,--,na
56.035,287.0,0.0,4.092175e-08,--,na
56.035,287.25,0.0,4.11215e-08,--,na
56.035,287.5,0.0,4.15233e-08,--,na
56.035,287.75,0.0,4.1130199999999996e-08,--,na
56.035,288.0,0.0,4.05486e-08,--,na
56.035,288.25,0.0,4.17886e-08,--,na
56.035,288.5,0.0,4.124915e-08,--,na
56.035,288.75,0.0,4.131675e-08,--,na
56.035,289.0,0.0,4.12909e-08,--,na
56.035,289.25,0.0,4.14259e-08,--,na
56.035,289.5,0.0,4.16077e-08,--,na
56.035,289.75,0.0,4.1395e-08,--,na
56.035,290.0,0.0,4.19025e-08,--,na
56.035,290.25,0.0,4.25515e-08,--,na
56.035,290.5,0.0,4.251465e-08,--,na
56.035,290.75,0.0,4.2643299999999996e-08,--,na
56.035,291.0,0.0,4.15336e-08,--,na
56.035,291.25,0.0,4.26707e-08,--,na
56.035,291.5,0.0,4.3139800000000004e-08,--,na
56.035,291.75,0.0,4.340075e-08,--,na
56.035,292.0,0.0,4.33557e-08,--,na
56.035,292.25,0.0,4.38802e-08,--,na
56.035,292.5,0.0,4.4140849999999997e-08,--,na
56.035,292.75,0.0,4.457935e-08,--,na
56.035,293.0,0.0,4.48537e-08,--,na
56.035,293.25,0.0,4.53869e-08,--,na
56.035,293.5,0.0,4.5711e-08,--,na
56.035,293.75,0.0,4.563665e-08,--,na
56.035,294.0,0.0,4.60137e-08,--,na
56.035,294.25,0.0,4.588265e-08,--,na
56.035,294.5,0.0,4.611865e-08,--,na
56.035,294.75,0.0,4.65007e-08,--,na
56.035,295.0,0.0,4.68111e-08,--,na
56.035,295.25,0.0,4.6653800000000004e-08,--,na
56.035,295.5,0.0,4.68875e-08,--,na
56.035,295.75,0.0,4.71501e-08,--,na
56.035,296.0,0.0,4.66302e-08,--,na
56.035,296.25,0.0,4.65069e-08,--,na
56.035,296.5,0.0,4.6323349999999996e-08,--,na
56.035,296.75,0.0,4.57974e-08,--,na
56.035,297.0,0.0,4.65751e-08,--,na
56.035,297.25,0.0,4.5930249999999995e-08,--,na
56.035,297.5,0.0,4.588015e-08,--,na
56.035,297.75,0.0,4.54785e-08,--,na
56.035,298.0,0.0,4.58724e-08,--,na
56.035,298.25,0.0,4.50249e-08,--,na
56.035,298.5,0.0,4.46553e-08,--,na
56.035,298.75,0.0,4.54355e-08,--,na
56.035,299.0,0.0,4.21686e-08,--,na
56.035,299.25,0.0,4.4621100000000005e-08,--,na
56.035,299.5,0.0,4.38094e-08,--,na
56.035,299.75,0.0,4.42033e-08,--,na
56.035,300.0,0.0,4.40169e-08,--,na
56.035,300.25,0.0,4.36149e-08,--,na
56.035,300.5,0.0,4.355035e-08,--,na
56.035,300.75,0.0,4.31503e-08,--,na
56.035,301.0,0.0,4.22575e-08,--,na
56.035,301.25,0.0,4.2456649999999995e-08,--,na
56.035,301.5,0.0,4.29282e-08,--,na
56.035,301.75,0.0,4.19844e-08,--,na
56.035,302.0,0.0,4.25199e-08,--,na
56.035,302.25,0.0,4.299915e-08,--,na
56.035,302.5,0.0,4.3276699999999995e-08,--,na
56.035,302.75,0.0,4.43477e-08,--,na
56.035,303.0,0.0,4.31695e-08,--,na
56.035,303.25,0.0,4.387485e-08,--,na
56.035,303.5,0.0,4.426295e-08,--,na
56.035,303.75,0.0,4.31086e-08,--,na
56.035,304.0,0.0,4.4909400000000004e-08,--,na
56.035,304.25,0.0,4.47463e-08,--,na
56.035,304.5,0.0,4.60793e-08,--,na
56.035,304.75,0.0,4.66409e-08,--,na
56.035,305.0,0.0,4.733805e-08,--,na
56.035,305.25,0.0,4.74221e-08,--,na
56.035,305.5,0.0,4.82465e-08,--,na
56.035,305.75,0.0,4.94873e-08,--,na
56.035,306.0,0.0,4.9602349999999995e-08,--,na
56.035,306.25,0.0,5.00798e-08,--,na
56.035,306.5,0.0,5.06265e-08,--,na
56.035,306.75,0.0,5.41625e-08,--,na
56.035,307.0,0.0,5.201945e-08,--,na
56.035,307.25,0.0,5.253375e-08,--,na
56.035,307.5,0.0,5.2346e-08,--,na
56.035,307.75,0.0,5.3121e-08,--,na
56.035,308.0,0.0,5.39017e-08,--,na
56.035,308.25,0.0,5.396015e-08,--,na
56.035,308.5,0.0,5.43528e-08,--,na
56.035,308.75,0.0,5.48386e-08,--,na
56.035,309.0,0.0,5.4641000000000006e-08,--,na
56.035,309.25,0.0,5.57762e-08,--,na
56.035,309.5,0.0,5.64447e-08,--,na
56.035,309.75,0.0,5.56243e-08,--,na
56.035,310.0,0.0,5.6804e-08,--,na
56.035,310.25,0.0,5.6105199999999996e-08,--,na
56.035,310.5,0.0,5.74788e-08,--,na
56.035,310.75,0.0,5.67494e-08,--,na
56.035,311.0,0.0,5.6894e-08,--,na
56.035,311.25,0.0,5.7093649999999996e-08,--,na
56.035,311.5,0.0,5.7213750000000005e-08,--,na
56.035,311.75,0.0,5.77459e-08,--,na
56.035,312.0,0.0,5.698995e-08,--,na
56.035,312.25,0.0,5.69456e-08,--,na
56.035,312.5,0.0,5.68261e-08,--,na
56.035,312.75,0.0,5.65483e-08,--,na
56.035,313.0,0.0,5.65152e-08,--,na
56.035,313.25,0.0,5.6275e-08,--,na
56.035,313.5,0.0,5.5988699999999996e-08,--,na
56.035,313.75,0.0,5.58781e-08,--,na
56.035,314.0,0.0,5.554345e-08,--,na
56.035,314.25,0.0,5.52097e-08,--,na
56.035,314.5,0.0,5.4646e-08,--,na
56.035,314.75,0.0,5.39371e-08,--,na
56.035,315.0,0.0,5.3542449999999995e-08,--,na
56.035,315.25,0.0,5.255775e-08,--,na
56.035,315.5,0.0,5.25393e-08,--,na
56.035,315.75,0.0,5.12517e-08,--,na
56.035,316.0,0.0,5.06376e-08,--,na
56.035,316.25,0.0,4.96997e-08,--,na
56.035,316.5,0.0,4.92339e-08,--,na
56.035,316.75,0.0,4.84625e-08,--,na
56.035,317.0,0.0,4.78803e-08,--,na
56.035,317.25,0.0,4.68437e-08,--,na
56.035,317.5,0.0,4.56666e-08,--,na
56.035,317.75,0.0,4.49946e-08,--,na
56.035,318.0,0.0,4.4547400000000004e-08,--,na
56.035,318.25,0.0,4.45112e-08,--,na
56.035,318.5,0.0,4.348225e-08,--,na
56.035,318.75,0.0,4.17038e-08,--,na
56.035,319.0,0.0,4.1078700000000004e-08,--,na
56.035,319.25,0.0,4.03444e-08,--,na
56.035,319.5,0.0,3.9936849999999994e-08,--,na
56.035,319.75,0.0,3.8414e-08,--,na
56.035,320.0,0.0,3.748625e-08,--,na
56.035,320.25,0.0,3.73075e-08,--,na
56.035,320.5,0.0,3.6486950000000005e-08,--,na
56.035,320.75,0.0,3.55763e-08,--,na
56.035,321.0,0.0,3.5544850000000003e-08,--,na
56.035,321.25,0.0,3.40224e-08,--,na
56.035,321.5,0.0,3.363205e-08,--,na
56.035,321.75,0.0,3.33151e-08,--,na
56.035,322.0,0.0,3.3053199999999996e-08,--,na
56.035,322.25,0.0,3.30348e-08,--,na
56.035,322.5,0.0,3.31231e-08,--,na
56.035,322.75,0.0,3.221e-08,--,na
56.035,323.0,0.0,3.25476e-08,--,na
56.035,323.25,0.0,3.2140999999999996e-08,--,na
56.035,323.5,0.0,3.22766e-08,--,na
56.035,323.75,0.0,3.198075e-08,--,na
56.035,324.0,0.0,3.24377e-08,--,na
56.035,324.25,0.0,3.25671e-08,--,na
56.035,324.5,0.0,3.26717e-08,--,na
56.035,324.75,0.0,3.318355e-08,--,na
56.035,325.0,0.0,3.37203e-08,--,na
56.035,325.25,0.0,3.37746e-08,--,na
56.035,325.5,0.0,3.32927e-08,--,na
56.035,325.75,0.0,3.47464e-08,--,na
56.035,326.0,0.0,3.53324e-08,--,na
56.035,326.25,0.0,3.62994e-08,--,na
56.035,326.5,0.0,3.60821e-08,--,na
56.035,326.75,0.0,3.72516e-08,--,na
56.035,327.0,0.0,3.73457e-08,--,na
56.035,327.25,0.0,3.77212e-08,--,na
56.035,327.5,0.0,3.85697e-08,--,na
56.035,327.75,0.0,3.892575e-08,--,na
56.035,328.0,0.0,3.901485e-08,--,na
56.035,328.25,0.0,3.97023e-08,--,na
56.035,328.5,0.0,3.946885e-08,--,na
56.035,328.75,0.0,4.06367e-08,--,na
56.035,329.0,0.0,4.0167850000000005e-08,--,na
56.035,329.25,0.0,4.0128899999999996e-08,--,na
56.035,329.5,0.0,4.07331e-08,--,na
56.035,329.75,0.0,4.09709e-08,--,na
56.035,330.0,0.0,4.1196700000000005e-08,--,na
56.035,330.25,0.0,4.1066e-08,--,na
56.035,330.5,0.0,4.18693e-08,--,na
56.035,330.75,0.0,4.112325e-08,--,na
56.035,331.0,0.0,4.2768e-08,--,na
56.035,331.25,0.0,4.150855e-08,--,na
56.035,331.5,0.0,4.15331e-08,--,na
56.035,331.75,0.0,4.13493e-08,--,na
56.035,332.0,0.0,4.09444e-08,--,na
56.035,332.25,0.0,4.20112e-08,--,na
56.035,332.5,0.0,4.15842e-08,--,na
56.035,332.75,0.0,4.156185e-08,--,na
56.035,333.0,0.0,4.1067e-08,--,na
56.035,333.25,0.0,4.1419849999999995e-08,--,na
56.035,333.5,0.0,4.13916e-08,--,na
56.035,333.75,0.0,4.147595e-08,--,na
56.035,334.0,0.0,4.167085e-08,--,na
56.035,334.25,0.0,4.13683e-08,--,na
56.035,334.5,0.0,4.1345e-08,--,na
56.035,334.75,0.0,4.084055e-08,--,na
56.035,335.0,0.0,4.173375e-08,--,na
56.035,335.25,0.0,4.09471e-08,--,na
56.035,335.5,0.0,4.24363e-08,--,na
56.035,335.75,0.0,4.107065e-08,--,na
56.035,336.0,0.0,4.1013250000000005e-08,--,na
56.035,336.25,0.0,4.11288e-08,--,na
56.035,336.5,0.0,4.06376e-08,--,na
56.035,336.75,0.0,4.07425e-08,--,na
56.035,337.0,0.0,4.06275e-08,--,na
56.035,337.25,0.0,4.078225e-08,--,na
56.035,337.5,0.0,4.06503e-08,--,na
56.035,337.75,0.0,3.967555e-08,--,na
56.035,338.0,0.0,4.05614e-08,--,na
56.035,338.25,0.0,4.082395e-08,--,na
56.035,338.5,0.0,4.05725e-08,--,na
56.035,338.75,0.0,4.0674699999999996e-08,--,na
56.035,339.0,0.0,4.03851e-08,--,na
56.035,339.25,0.0,4.05643e-08,--,na
56.035,339.5,0.0,4.05937e-08,--,na
56.035,339.75,0.0,4.109865e-08,--,na
56.035,340.0,0.0,4.042115e-08,--,na
56.035,340.25,0.0,4.06433e-08,--,na
56.035,340.5,0.0,4.04886e-08,--,na
56.035,340.75,0.0,4.01771e-08,--,na
56.035,341.0,0.0,4.0685699999999995e-08,--,na
56.035,341.25,0.0,3.98372e-08,--,na
56.035,341.5,0.0,3.93291e-08,--,na
56.035,341.75,0.0,3.9713649999999995e-08,--,na
56.035,342.0,0.0,3.97038e-08,--,na
56.035,342.25,0.0,3.96281e-08,--,na
56.035,342.5,0.0,3.95111e-08,--,na
56.035,342.75,0.0,3.98846e-08,--,na
56.035,343.0,0.0,3.9840350000000004e-08,--,na
56.035,343.25,0.0,3.93069e-08,--,na
56.035,343.5,0.0,3.9867050000000005e-08,--,na
56.035,343.75,0.0,3.91545e-08,--,na
56.035,344.0,0.0,3.939385e-08,--,na
56.035,344.25,0.0,3.86965e-08,--,na
56.035,344.5,0.0,3.8661949999999996e-08,--,na
56.035,344.75,0.0,3.86191e-08,--,na
56.035,345.0,0.0,3.8526e-08,--,na
56.035,345.25,0.0,3.86077e-08,--,na
56.035,345.5,0.0,3.81213e-08,--,na
56.035,345.75,0.0,3.8842e-08,--,na
56.035,346.0,0.0,3.81519e-08,--,na
56.035,346.25,0.0,3.85662e-08,--,na
56.035,346.5,0.0,3.81656e-08,--,na
56.035,346.75,0.0,3.7809799999999995e-08,--,na
56.035,347.0,0.0,3.776805e-08,--,na
56.035,347.25,0.0,3.74859e-08,--,na
56.035,347.5,0.0,3.848785e-08,--,na
56.035,347.75,0.0,3.75787e-08,--,na
56.035,348.0,0.0,3.7789e-08,--,na
56.035,348.25,0.0,3.71557e-08,--,na
56.035,348.5,0.0,3.7004e-08,--,na
56.035,348.75,0.0,3.71324e-08,--,na
56.035,349.0,0.0,3.706475e-08,--,na
56.035,349.25,0.0,3.71609e-08,--,na
56.035,349.5,0.0,3.70773e-08,--,na
56.035,349.75,0.0,3.68892e-08,--,na
56.035,350.0,0.0,3.70258e-08,--,na
56.035,350.25,0.0,3.75587e-08,--,na
56.035,350.5,0.0,3.711925e-08,--,na
56.035,350.75,0.0,3.69473e-08,--,na
56.035,351.0,0.0,3.673785e-08,--,na
56.035,351.25,0.0,3.84846e-08,--,na
56.035,351.5,0.0,3.82448e-08,--,na
56.035,351.75,0.0,3.60169e-08,--,na
56.035,352.0,0.0,3.7533849999999996e-08,--,na
56.035,352.25,0.0,3.72248e-08,--,na
56.035,352.5,0.0,3.7749249999999996e-08,--,na
56.035,352.75,0.0,3.76884e-08,--,na
56.035,353.0,0.0,3.765925e-08,--,na
56.035,353.25,0.0,3.80893e-08,--,na
56.035,353.5,0.0,3.85755e-08,--,na
56.035,353.75,0.0,3.8259100000000004e-08,--,na
56.035,354.0,0.0,3.84772e-08,--,na
56.035,354.25,0.0,3.8662e-08,--,na
56.035,354.5,0.0,3.908375e-08,--,na
56.035,354.75,0.0,3.927415e-08,--,na
56.035,355.0,0.0,3.9469649999999996e-08,--,na
56.035,355.25,0.0,3.94509e-08,--,na
56.035,355.5,0.0,3.87824e-08,--,na
56.035,355.75,0.0,4.02997e-08,--,na
56.035,356.0,0.0,4.0194849999999995e-08,--,na
56.035,356.25,0.0,4.17214e-08,--,na
56.035,356.5,0.0,4.08049e-08,--,na
56.035,356.75,0.0,4.10788e-08,--,na
56.035,357.0,0.0,4.107135e-08,--,na
56.035,357.25,0.0,4.10091e-08,--,na
56.035,357.5,0.0,4.1450099999999996e-08,--,na
56.035,357.75,0.0,4.30466e-08,--,na
56.035,358.0,1.0,4.23489e-08,--,na
56.035,358.25,1.0,4.29475e-08,--,na
56.035,358.5,1.0,4.29475e-08,--,na
56.035,358.75,1.0,4.3377350000000004e-08,--,na
56.035,359.0,1.0,4.34904e-08,--,na
56.035,359.25,1.0,4.38504e-08,--,na
56.035,359.5,1.0,4.5025550000000004e-08,--,na
56.035,359.75,1.0,4.38341e-08,--,na
56.035,360.0,1.0,4.45424e-08,--,na
56.035,360.25,1.0,4.27028e-08,--,na
56.035,360.5,1.0,4.21734e-08,--,na
56.035,360.75,1.0,4.399525e-08,--,na
56.035,361.0,1.0,4.31173e-08,--,na
56.035,361.25,1.0,4.320155e-08,--,na
56.035,361.5,1.0,4.2561e-08,--,na
56.035,361.75,1.0,4.208495e-08,--,na
56.035,362.0,1.0,4.16771e-08,--,na
56.035,362.25,1.0,4.078115e-08,--,na
56.035,362.5,1.0,4.03121e-08,--,na
56.035,362.75,1.0,3.7148750000000004e-08,--,na
56.035,363.0,1.0,3.81858e-08,--,na
56.035,363.25,1.0,3.845765e-08,--,na
56.035,363.5,1.0,3.55653e-08,--,na
56.035,363.75,1.0,3.65115e-08,--,na
56.035,364.0,1.0,3.52186e-08,--,na
56.035,364.25,1.0,3.38797e-08,--,na
56.035,364.5,1.0,3.338015e-08,--,na
56.035,364.75,1.0,3.16571e-08,--,na
56.035,365.0,1.0,3.37737e-08,--,na
56.035,365.25,1.0,2.9182649999999998e-08,--,na
56.035,365.5,1.0,2.7737349999999998e-08,--,na
56.035,365.75,1.0,2.80899e-08,--,na
56.035,366.0,1.0,2.66589e-08,--,na
56.035,366.25,1.0,2.921085e-08,--,na
56.035,366.5,1.0,2.4387099999999997e-08,--,na
56.035,366.75,1.0,2.35976e-08,--,na
56.035,367.0,1.0,2.3183149999999998e-08,--,na
56.035,367.25,1.0,2.35562e-08,--,na
56.035,367.5,1.0,2.127285e-08,--,na
56.035,367.75,1.0,2.0145900000000002e-08,--,na
56.035,368.0,1.0,2.03954e-08,--,na
56.035,368.25,1.0,1.941275e-08,--,na
56.035,368.5,1.0,1.91945e-08,--,na
56.035,368.75,1.0,1.78359e-08,--,na
56.035,369.0,1.0,1.77025e-08,--,na
56.035,369.25,1.0,1.8054450000000002e-08,--,na
56.035,369.5,1.0,1.963655e-08,--,na
56.035,369.75,1.0,2.01899e-08,--,na
56.035,370.0,1.0,2.161795e-08,--,na
56.035,370.25,1.0,2.03111e-08,--,na
56.035,370.5,1.0,2.420075e-08,--,na
56.035,370.75,1.0,2.37698e-08,--,na
56.035,371.0,1.0,2.6793449999999998e-08,--,na
56.035,371.25,1.0,3.06396e-08,--,na
56.035,371.5,1.0,2.71378e-08,--,na
56.035,371.75,1.0,2.8499350000000002e-08,--,na
56.035,372.0,1.0,2.92655e-08,--,na
56.035,372.25,0.0,3.03759e-08,--,na
56.035,372.5,0.0,3.19439e-08,--,na
56.035,372.75,0.0,3.04777e-08,--,na
56.035,373.0,0.0,3.07998e-08,--,na
56.035,373.25,0.0,3.27476e-08,--,na
56.035,373.5,0.0,3.1028000000000005e-08,--,na
56.035,373.75,0.0,3.30245e-08,--,na
56.035,374.0,0.0,3.24509e-08,--,na
56.035,374.25,0.0,3.15803e-08,--,na
56.035,374.5,0.0,3.37644e-08,--,na
56.035,374.75,0.0,3.3344e-08,--,na
56.035,375.0,0.0,3.35832e-08,--,na
56.035,375.25,0.0,3.6999e-08,--,na
56.035,375.5,0.0,3.376345e-08,--,na
56.035,375.75,0.0,3.28459e-08,--,na
56.035,376.0,0.0,3.45089e-08,--,na
56.035,376.25,0.0,3.45125e-08,--,na
56.035,376.5,0.0,3.142915e-08,--,na
56.035,376.75,0.0,3.40643e-08,--,na
56.035,377.0,0.0,3.5838e-08,--,na
56.035,377.25,0.0,3.42567e-08,--,na
56.035,377.5,0.0,3.249025e-08,--,na
56.035,377.75,0.0,3.26653e-08,--,na
56.035,378.0,0.0,3.47938e-08,--,na
56.035,378.25,0.0,3.63756e-08,--,na
56.035,378.5,0.0,3.5961049999999996e-08,--,na
56.035,378.75,0.0,3.52687e-08,--,na
56.035,379.0,0.0,3.495315e-08,--,na
56.035,379.25,0.0,3.46985e-08,--,na
56.035,379.5,0.0,3.55141e-08,--,na
56.035,379.75,0.0,2.97712e-08,--,na
56.035,380.0,0.0,3.532085e-08,--,na
56.035,380.25,0.0,3.53475e-08,--,na
56.035,380.5,0.0,3.557245e-08,--,na
56.035,380.75,0.0,3.48564e-08,--,na
56.035,381.0,0.0,3.373515e-08,--,na
56.035,381.25,0.0,3.55614e-08,--,na
56.035,381.5,0.0,3.63838e-08,--,na
56.035,381.75,0.0,3.53963e-08,--,na
56.035,382.0,0.0,3.776585e-08,--,na
56.035,382.25,0.0,3.66596e-08,--,na
56.035,382.5,0.0,3.710565e-08,--,na
56.035,382.75,0.0,3.55012e-08,--,na
56.035,383.0,0.0,3.6682e-08,--,na
56.035,383.25,0.0,3.656865e-08,--,na
56.035,383.5,0.0,3.75563e-08,--,na
56.035,383.75,0.0,3.62001e-08,--,na
56.035,384.0,0.0,3.751435e-08,--,na
56.035,384.25,0.0,3.72083e-08,--,na
56.035,384.5,0.0,3.74285e-08,--,na
56.035,384.75,0.0,3.69984e-08,--,na
56.035,385.0,0.0,3.7824e-08,--,na
56.035,385.25,0.0,3.80417e-08,--,na
56.035,385.5,0.0,3.86521e-08,--,na
56.035,385.75,0.0,3.28463e-08,--,na
56.035,386.0,0.0,3.76513e-08,--,na
56.035,386.25,0.0,3.85931e-08,--,na
56.035,386.5,0.0,3.881895e-08,--,na
56.035,386.75,0.0,3.88493e-08,--,na
56.035,387.0,0.0,3.9049149999999996e-08,--,na
56.035,387.25,0.0,3.93455e-08,--,na
56.035,387.5,0.0,3.9378e-08,--,na
56.035,387.75,0.0,3.979e-08,--,na
56.035,388.0,0.0,4.0138600000000004e-08,--,na
56.035,388.25,0.0,4.02949e-08,--,na
56.035,388.5,0.0,4.15254e-08,--,na
56.035,388.75,0.0,4.21492e-08,--,na
56.035,389.0,0.0,3.93366e-08,--,na
56.035,389.25,0.0,3.9956850000000004e-08,--,na
56.035,389.5,0.0,4.05486e-08,--,na
56.035,389.75,0.0,3.54464e-08,--,na
56.035,390.0,0.0,4.138775e-08,--,na
56.035,390.25,0.0,4.06965e-08,--,na
56.035,390.5,0.0,4.055195e-08,--,na
56.035,390.75,0.0,4.20066e-08,--,na
56.035,391.0,0.0,4.08754e-08,--,na
56.035,391.25,0.0,4.12018e-08,--,na
56.035,391.5,0.0,4.04304e-08,--,na
56.035,391.75,0.0,4.07454e-08,--,na
56.035,392.0,0.0,3.97826e-08,--,na
56.035,392.25,0.0,3.74262e-08,--,na
56.035,392.5,0.0,4.1672500000000005e-08,--,na
56.035,392.75,0.0,4.19187e-08,--,na
56.035,393.0,0.0,4.2290500000000004e-08,--,na
56.035,393.25,0.0,4.07558e-08,--,na
56.035,393.5,0.0,4.20234e-08,--,na
56.035,393.75,0.0,4.16584e-08,--,na
56.035,394.0,0.0,4.2144349999999996e-08,--,na
56.035,394.25,0.0,4.2256799999999995e-08,--,na
56.035,394.5,0.0,4.175835e-08,--,na
56.035,394.75,0.0,4.2431e-08,--,na
56.035,395.0,0.0,4.41466e-08,--,na
56.035,395.25,0.0,4.14716e-08,--,na
56.035,395.5,0.0,4.161025e-08,--,na
56.035,395.75,0.0,3.85967e-08,--,na
56.035,396.0,0.0,4.07543e-08,--,na
56.035,396.25,0.0,4.1281199999999995e-08,--,na
56.035,396.5,0.0,4.174e-08,--,na
56.035,396.75,0.0,4.12928e-08,--,na
56.035,397.0,0.0,4.0956450000000004e-08,--,na
56.035,397.25,0.0,3.9422550000000004e-08,--,na
56.035,397.5,0.0,4.145685e-08,--,na
56.035,397.75,0.0,4.17582e-08,--,na
56.035,398.0,0.0,4.077025e-08,--,na
56.035,398.25,0.0,3.99765e-08,--,na
56.035,398.5,0.0,3.93372e-08,--,na
56.035,398.75,0.0,3.93437e-08,--,na
56.035,399.0,0.0,3.95714e-08,--,na
56.035,399.25,0.0,3.80915e-08,--,na
56.035,399.5,0.0,3.75879e-08,--,na
56.035,399.75,0.0,3.83423e-08,--,na
56.035,400.0,0.0,3.9143550000000005e-08,--,na
56.035,400.25,0.0,3.94815e-08,--,na
56.035,400.5,0.0,3.778785e-08,--,na
56.035,400.75,0.0,3.58424e-08,--,na
56.035,401.0,0.0,3.48394e-08,--,na
56.035,401.25,0.0,3.7446099999999995e-08,--,na
56.035,401.5,0.0,3.68453e-08,--,na
56.035,401.75,0.0,3.572205e-08,--,na
56.035,402.0,0.0,3.76141e-08,--,na
56.035,402.25,0.0,3.80666e-08,--,na
56.035,402.5,0.0,3.5776e-08,--,na
56.035,402.75,0.0,3.51123e-08,--,na
56.035,403.0,0.0,3.512815e-08,--,na
56.035,403.25,0.0,3.543145e-08,--,na
56.035,403.5,0.0,3.52126e-08,--,na
56.035,403.75,0.0,3.547085e-08,--,na
56.035,404.0,0.0,3.43645e-08,--,na
56.035,404.25,0.0,3.4562150000000004e-08,--,na
56.035,404.5,0.0,3.48246e-08,--,na
56.035,404.75,0.0,3.511155e-08,--,na
56.035,405.0,0.0,3.52935e-08,--,na
56.035,405.25,0.0,3.4391149999999995e-08,--,na
56.035,405.5,0.0,3.44477e-08,--,na
56.035,405.75,0.0,3.47967e-08,--,na
56.035,406.0,0.0,3.479495e-08,--,na
56.035,406.25,0.0,3.4839e-08,--,na
56.035,406.5,0.0,3.51936e-08,--,na
56.035,406.75,0.0,3.493995e-08,--,na
56.035,407.0,0.0,3.4953900000000004e-08,--,na
56.035,407.25,0.0,3.48053e-08,--,na
56.035,407.5,0.0,3.4474999999999996e-08,--,na
56.035,407.75,0.0,3.56152e-08,--,na
56.035,408.0,0.0,3.4772099999999994e-08,--,na
56.035,408.25,0.0,3.71965e-08,--,na
56.035,408.5,0.0,3.60442e-08,--,na
56.035,408.75,0.0,3.57621e-08,--,na
56.035,409.0,0.0,3.59568e-08,--,na
56.035,409.25,0.0,3.50126e-08,--,na
56.035,409.5,0.0,3.55419e-08,--,na
56.035,409.75,0.0,3.5827e-08,--,na
56.035,410.0,0.0,3.4168e-08,--,na
56.035,410.25,0.0,3.64693e-08,--,na
56.035,410.5,0.0,3.61799e-08,--,na
56.035,410.75,0.0,3.5599049999999996e-08,--,na
56.035,411.0,0.0,3.629e-08,--,na
56.035,411.25,0.0,3.7708050000000005e-08,--,na
56.035,411.5,0.0,3.61352e-08,--,na
56.035,411.75,0.0,3.779945e-08,--,na
56.035,412.0,0.0,3.769205e-08,--,na
56.035,412.25,0.0,3.78443e-08,--,na
56.035,412.5,0.0,3.63257e-08,--,na
56.035,412.75,0.0,3.67873e-08,--,na
56.035,413.0,0.0,3.89351e-08,--,na
56.035,413.25,0.0,3.78465e-08,--,na
56.035,413.5,0.0,3.91367e-08,--,na
56.035,413.75,0.0,4.0065999999999996e-08,--,na
56.035,414.0,0.0,3.8394299999999996e-08,--,na
56.035,414.25,0.0,4.00236e-08,--,na
56.035,414.5,0.0,4.0863e-08,--,na
56.035,414.75,0.0,4.17085e-08,--,na
56.035,415.0,0.0,4.06554e-08,--,na
56.035,415.25,0.0,4.379865e-08,--,na
56.035,415.5,0.0,4.24094e-08,--,na
56.035,415.75,0.0,4.21768e-08,--,na
56.035,416.0,0.0,4.553985e-08,--,na
56.035,416.25,0.0,4.50171e-08,--,na
56.035,416.5,0.0,4.510175e-08,--,na
56.035,416.75,0.0,4.62977e-08,--,na
56.035,417.0,0.0,4.734865e-08,--,na
56.035,417.25,0.0,4.710735e-08,--,na
56.035,417.5,0.0,4.79462e-08,--,na
56.035,417.75,0.0,4.6457150000000005e-08,--,na
56.035,418.0,0.0,5.001165e-08,--,na
56.035,418.25,0.0,5.07471e-08,--,na
56.035,418.5,0.0,4.933035e-08,--,na
56.035,418.75,0.0,5.141165e-08,--,na
56.035,419.0,0.0,4.94281e-08,--,na
56.035,419.25,0.0,5.101515e-08,--,na
56.035,419.5,0.0,5.18315e-08,--,na
56.035,419.75,0.0,5.4718749999999995e-08,--,na
56.035,420.0,0.0,5.3139250000000004e-08,--,na
56.035,420.25,0.0,5.32931e-08,--,na
56.035,420.5,0.0,5.30381e-08,--,na
56.035,420.75,0.0,5.39256e-08,--,na
56.035,421.0,0.0,5.289905e-08,--,na
56.035,421.25,0.0,5.42073e-08,--,na
56.035,421.5,0.0,5.43524e-08,--,na
56.035,421.75,0.0,5.53256e-08,--,na
56.035,422.0,0.0,5.371295e-08,--,na
56.035,422.25,0.0,5.44044e-08,--,na
56.035,422.5,0.0,5.22012e-08,--,na
