ECM File Output,,,,,
Filename (includes date): 2025-09-08-15-31-den13a-175.txt,,,,,
AC Collect Speed: 10,,,,,
DC Collect Speed: 25,,,,,
DC Voltage: 1000,,,,,
Note: redo for x axis, 6 breaks!!!!!,,,,,
mm per encode step: 0.25,,,,,
Number of Expected tracks: 5,,,,,
ACDC offset: 305,,,,,
Laser offset: -10,,,,,
Y Left: 34.887792968749984,,,,,
Y Right: 102.02862499999995,,,,,
AC edgespace 16,,,,,
DC edgespace 12,,,,,
Index Mark (raw - not laser corrected): 19.3265625,,,,,
Index Mark Relative Depth: ,,,,,
Index Mark 2 Relative Depth: 0.0,,,,,
Index Mark 3 Relative Depth: 0.0,,,,,
(first) Index Mark Absolute Depth: ,,,,,
X min Position (raw - not laser corrected): 19.3265625,,,,,
X max Position (raw - not laser corrected): 922.0812500000001,,,,,
Y_dimension(mm),X_dimension(mm),Button,AC,DC,True_depth(m)
50.888,692.0,0.0,1.0922200000000001e-08,--,na
50.888,692.25,0.0,1.13025e-08,--,na
50.888,692.5,0.0,1.0784950000000001e-08,--,na
50.888,692.75,0.0,1.0769249999999999e-08,--,na
50.888,693.0,0.0,1.085175e-08,--,na
50.888,693.25,0.0,1.09407e-08,--,na
50.888,693.5,0.0,1.10221e-08,--,na
50.888,693.75,0.0,1.0869599999999999e-08,--,na
50.888,694.0,0.0,1.114335e-08,--,na
50.888,694.25,0.0,1.07089e-08,--,na
50.888,694.5,0.0,1.11817e-08,--,na
50.888,694.75,0.0,1.04889e-08,--,na
50.888,695.0,0.0,1.094175e-08,--,na
50.888,695.25,0.0,1.08469e-08,--,na
50.888,695.5,0.0,1.0695449999999999e-08,--,na
50.888,695.75,0.0,1.10208e-08,--,na
50.888,696.0,0.0,1.1632449999999999e-08,--,na
50.888,696.25,0.0,1.1061e-08,--,na
50.888,696.5,0.0,1.071295e-08,--,na
50.888,696.75,0.0,1.10351e-08,--,na
50.888,697.0,0.0,1.09327e-08,--,na
50.888,697.25,0.0,1.106485e-08,--,na
50.888,697.5,0.0,1.08816e-08,--,na
50.888,697.75,0.0,1.1948249999999999e-08,--,na
50.888,698.0,0.0,1.075055e-08,--,na
50.888,698.25,0.0,1.14381e-08,--,na
50.888,698.5,0.0,1.041788e-08,--,na
50.888,698.75,0.0,1.10327e-08,--,na
50.888,699.0,0.0,1.12319e-08,--,na
50.888,699.25,0.0,1.17997e-08,--,na
50.888,699.5,0.0,1.0854400000000001e-08,--,na
50.888,699.75,0.0,1.040965e-08,--,na
50.888,700.0,0.0,1.05916e-08,--,na
50.888,700.25,0.0,1.0626644999999999e-08,--,na
50.888,700.5,0.0,1.077275e-08,--,na
50.888,700.75,0.0,1.144595e-08,--,na
50.888,701.0,0.0,1.12462e-08,--,na
50.888,701.25,0.0,1.1753150000000001e-08,--,na
50.888,701.5,0.0,1.21391e-08,--,na
50.888,701.75,0.0,1.1167899999999999e-08,--,na
50.888,702.0,0.0,1.12927e-08,--,na
50.888,702.25,0.0,1.17283e-08,--,na
50.888,702.5,0.0,1.165535e-08,--,na
50.888,702.75,0.0,1.18936e-08,--,na
50.888,703.0,0.0,1.16832e-08,--,na
50.888,703.25,0.0,1.22536e-08,--,na
50.888,703.5,0.0,1.216965e-08,--,na
50.888,703.75,0.0,1.21842e-08,--,na
50.888,704.0,0.0,1.215815e-08,--,na
50.888,704.25,0.0,1.25825e-08,--,na
50.888,704.5,0.0,1.2540350000000001e-08,--,na
50.888,704.75,0.0,1.345475e-08,--,na
50.888,705.0,0.0,1.29155e-08,--,na
50.888,705.25,0.0,1.288065e-08,--,na
50.888,705.5,0.0,1.30922e-08,--,na
50.888,705.75,0.0,1.4345e-08,--,na
50.888,706.0,0.0,1.41452e-08,--,na
50.888,706.25,0.0,1.33375e-08,--,na
50.888,706.5,0.0,1.321305e-08,--,na
50.888,706.75,0.0,1.344525e-08,--,na
50.888,707.0,0.0,1.40641e-08,--,na
50.888,707.25,0.0,1.40521e-08,--,na
50.888,707.5,0.0,1.37282e-08,--,na
50.888,707.75,0.0,1.410275e-08,--,na
50.888,708.0,0.0,1.40472e-08,--,na
50.888,708.25,0.0,1.42861e-08,--,na
50.888,708.5,0.0,1.44708e-08,--,na
50.888,708.75,0.0,1.40655e-08,--,na
50.888,709.0,0.0,1.46785e-08,--,na
50.888,709.25,0.0,1.4606499999999999e-08,--,na
50.888,709.5,0.0,1.4620850000000001e-08,--,na
50.888,709.75,0.0,1.474565e-08,--,na
50.888,710.0,0.0,1.4325e-08,--,na
50.888,710.25,0.0,1.458725e-08,--,na
50.888,710.5,0.0,1.464e-08,--,na
50.888,710.75,0.0,1.47581e-08,--,na
50.888,711.0,0.0,1.409555e-08,--,na
50.888,711.25,0.0,1.47507e-08,--,na
50.888,711.5,0.0,1.46831e-08,--,na
50.888,711.75,0.0,1.4665849999999999e-08,--,na
50.888,712.0,0.0,1.35929e-08,--,na
50.888,712.25,0.0,1.475815e-08,--,na
50.888,712.5,0.0,1.54806e-08,--,na
50.888,712.75,0.0,1.49652e-08,--,na
50.888,713.0,0.0,1.4242e-08,--,na
50.888,713.25,0.0,1.48719e-08,--,na
50.888,713.5,0.0,1.5246100000000002e-08,--,na
50.888,713.75,0.0,1.595585e-08,--,na
50.888,714.0,0.0,1.54868e-08,--,na
50.888,714.25,0.0,1.5118749999999998e-08,--,na
50.888,714.5,0.0,1.5398999999999998e-08,--,na
50.888,714.75,0.0,1.4998650000000002e-08,--,na
50.888,715.0,0.0,1.50095e-08,--,na
50.888,715.25,0.0,1.4635249999999999e-08,--,na
50.888,715.5,0.0,1.6241050000000002e-08,--,na
50.888,715.75,0.0,1.46588e-08,--,na
50.888,716.0,0.0,1.566135e-08,--,na
50.888,716.25,0.0,1.50498e-08,--,na
50.888,716.5,0.0,1.56399e-08,--,na
50.888,716.75,0.0,1.5657300000000002e-08,--,na
50.888,717.0,0.0,1.57202e-08,--,na
50.888,717.25,0.0,1.5738849999999998e-08,--,na
50.888,717.5,0.0,1.59051e-08,--,na
50.888,717.75,0.0,1.43322e-08,--,na
50.888,718.0,0.0,1.59298e-08,--,na
50.888,718.25,0.0,1.601825e-08,--,na
50.888,718.5,0.0,1.53403e-08,--,na
50.888,718.75,0.0,1.63644e-08,--,na
50.888,719.0,0.0,1.66065e-08,--,na
50.888,719.25,0.0,1.6946450000000003e-08,--,na
50.888,719.5,0.0,1.661205e-08,--,na
50.888,719.75,0.0,1.6515e-08,--,na
50.888,720.0,0.0,1.699705e-08,--,na
50.888,720.25,0.0,1.688805e-08,--,na
50.888,720.5,0.0,1.737845e-08,--,na
50.888,720.75,0.0,1.74915e-08,--,na
50.888,721.0,0.0,1.70034e-08,--,na
50.888,721.25,0.0,1.775e-08,--,na
50.888,721.5,0.0,1.78437e-08,--,na
50.888,721.75,0.0,1.72303e-08,--,na
50.888,722.0,0.0,1.7838700000000002e-08,--,na
50.888,722.25,0.0,1.79526e-08,--,na
50.888,722.5,0.0,1.8434e-08,--,na
50.888,722.75,0.0,1.82168e-08,--,na
50.888,723.0,0.0,1.82692e-08,--,na
50.888,723.25,0.0,1.893895e-08,--,na
50.888,723.5,0.0,1.8715349999999998e-08,--,na
50.888,723.75,0.0,1.92441e-08,--,na
50.888,724.0,0.0,1.911915e-08,--,na
50.888,724.25,0.0,1.90009e-08,--,na
50.888,724.5,0.0,1.88374e-08,--,na
50.888,724.75,0.0,1.90366e-08,--,na
50.888,725.0,0.0,1.8915150000000002e-08,--,na
50.888,725.25,0.0,1.94996e-08,--,na
50.888,725.5,0.0,1.95044e-08,--,na
50.888,725.75,0.0,2.09231e-08,--,na
50.888,726.0,0.0,1.910475e-08,--,na
50.888,726.25,0.0,1.8486450000000002e-08,--,na
50.888,726.5,0.0,1.9052700000000002e-08,--,na
50.888,726.75,0.0,1.94118e-08,--,na
50.888,727.0,0.0,1.88068e-08,--,na
50.888,727.25,0.0,1.92097e-08,--,na
50.888,727.5,0.0,1.860375e-08,--,na
50.888,727.75,0.0,1.84275e-08,--,na
50.888,728.0,0.0,1.754525e-08,--,na
50.888,728.25,0.0,1.76034e-08,--,na
50.888,728.5,0.0,1.7220249999999998e-08,--,na
50.888,728.75,0.0,1.76367e-08,--,na
50.888,729.0,0.0,1.74549e-08,--,na
50.888,729.25,0.0,1.71913e-08,--,na
50.888,729.5,0.0,1.69438e-08,--,na
50.888,729.75,0.0,1.647845e-08,--,na
50.888,730.0,0.0,1.51874e-08,--,na
50.888,730.25,0.0,1.62577e-08,--,na
50.888,730.5,0.0,1.517275e-08,--,na
50.888,730.75,0.0,1.55331e-08,--,na
50.888,731.0,0.0,1.3902699999999999e-08,--,na
50.888,731.25,0.0,1.469625e-08,--,na
50.888,731.5,0.0,2.27011e-08,--,na
50.888,731.75,0.0,2.45476e-08,--,na
50.888,732.0,0.0,2.44981e-08,--,na
50.888,732.25,0.0,2.5807900000000003e-08,--,na
50.888,732.5,0.0,2.538725e-08,--,na
50.888,732.75,0.0,2.53833e-08,--,na
50.888,733.0,0.0,2.57458e-08,--,na
50.888,733.25,0.0,2.55549e-08,--,na
50.888,733.5,0.0,2.530995e-08,--,na
50.888,733.75,0.0,2.55373e-08,--,na
50.888,734.0,0.0,2.641105e-08,--,na
50.888,734.25,0.0,2.58532e-08,--,na
50.888,734.5,0.0,2.597625e-08,--,na
50.888,734.75,0.0,2.58563e-08,--,na
50.888,735.0,0.0,2.6171499999999997e-08,--,na
50.888,735.25,0.0,2.53122e-08,--,na
50.888,735.5,0.0,2.576605e-08,--,na
50.888,735.75,0.0,2.45161e-08,--,na
50.888,736.0,0.0,2.65885e-08,--,na
50.888,736.25,0.0,2.76204e-08,--,na
50.888,736.5,0.0,2.64367e-08,--,na
50.888,736.75,0.0,2.653635e-08,--,na
50.888,737.0,0.0,2.63028e-08,--,na
50.888,737.25,0.0,2.55609e-08,--,na
50.888,737.5,0.0,2.41586e-08,--,na
50.888,737.75,0.0,2.35188e-08,--,na
50.888,738.0,0.0,2.428045e-08,--,na
50.888,738.25,0.0,2.49326e-08,--,na
50.888,738.5,0.0,2.42448e-08,--,na
50.888,738.75,0.0,2.41438e-08,--,na
50.888,739.0,0.0,2.32653e-08,--,na
50.888,739.25,0.0,2.253635e-08,--,na
50.888,739.5,0.0,2.0991e-08,--,na
50.888,739.75,0.0,2.11272e-08,--,na
50.888,740.0,0.0,2.099935e-08,--,na
50.888,740.25,0.0,2.05341e-08,--,na
50.888,740.5,0.0,1.94469e-08,--,na
50.888,740.75,0.0,1.9122350000000003e-08,--,na
50.888,741.0,0.0,1.998755e-08,--,na
50.888,741.25,0.0,1.96537e-08,--,na
50.888,741.5,0.0,1.81901e-08,--,na
50.888,741.75,0.0,1.74753e-08,--,na
50.888,742.0,0.0,1.69689e-08,--,na
50.888,742.25,0.0,1.62458e-08,--,na
50.888,742.5,0.0,1.5267900000000003e-08,--,na
50.888,742.75,0.0,1.52102e-08,--,na
50.888,743.0,0.0,1.507615e-08,--,na
50.888,743.25,0.0,1.403275e-08,--,na
50.888,743.5,0.0,1.40368e-08,--,na
50.888,743.75,0.0,1.29218e-08,--,na
50.888,744.0,0.0,1.34079e-08,--,na
50.888,744.25,0.0,1.32135e-08,--,na
50.888,744.5,0.0,1.142645e-08,--,na
50.888,744.75,0.0,1.11443e-08,--,na
50.888,745.0,0.0,1.0806000000000001e-08,--,na
50.888,745.25,0.0,1.0080600000000001e-08,--,na
50.888,745.5,0.0,1.00762e-08,--,na
50.888,745.75,0.0,9.74457e-09,--,na
50.888,746.0,0.0,9.3061e-09,--,na
50.888,746.25,0.0,9.14614e-09,--,na
50.888,746.5,0.0,7.65135e-09,--,na
50.888,746.75,0.0,9.154740000000001e-09,--,na
50.888,747.0,0.0,8.478775e-09,--,na
50.888,747.25,0.0,9.29786e-09,--,na
50.888,747.5,0.0,9.555275e-09,--,na
50.888,747.75,0.0,8.56881e-09,--,na
50.888,748.0,0.0,9.517570000000001e-09,--,na
50.888,748.25,0.0,9.930635000000001e-09,--,na
50.888,748.5,0.0,8.97618e-09,--,na
50.888,748.75,0.0,8.241135e-09,--,na
50.888,749.0,0.0,8.3605e-09,--,na
50.888,749.25,0.0,7.46124e-09,--,na
50.888,749.5,0.0,7.767915e-09,--,na
50.888,749.75,0.0,7.362085e-09,--,na
50.888,750.0,0.0,7.08116e-09,--,na
50.888,750.25,0.0,7.1901150000000005e-09,--,na
50.888,750.5,0.0,6.30725e-09,--,na
50.888,750.75,0.0,6.681475e-09,--,na
50.888,751.0,0.0,6.484515e-09,--,na
50.888,751.25,0.0,6.37546e-09,--,na
50.888,751.5,0.0,6.31018e-09,--,na
50.888,751.75,0.0,7.88333e-09,--,na
50.888,752.0,0.0,6.460495e-09,--,na
50.888,752.25,0.0,5.8195600000000005e-09,--,na
50.888,752.5,0.0,4.19924e-09,--,na
50.888,752.75,0.0,5.17215e-09,--,na
50.888,753.0,0.0,4.204085e-09,--,na
50.888,753.25,0.0,2.976715e-09,--,na
50.888,753.5,0.0,1.90318e-09,--,na
50.888,753.75,1.0,1.90322e-09,--,na
50.888,754.0,1.0,1.358295e-09,--,na
50.888,754.25,1.0,1.06701e-09,--,na
50.888,754.5,1.0,1.47399e-09,--,na
50.888,754.75,1.0,1.73491e-09,--,na
50.888,755.0,1.0,8.59481e-10,--,na
50.888,755.25,1.0,4.748805e-10,--,na
50.888,755.5,1.0,7.64887e-10,--,na
50.888,755.75,1.0,4.31972e-10,--,na
50.888,756.0,1.0,5.0043250000000004e-11,--,na
50.888,756.25,1.0,1.22761e-10,--,na
50.888,756.5,1.0,-3.1086899999999997e-10,--,na
50.888,756.75,1.0,-3.86819e-10,--,na
50.888,757.0,1.0,-5.258949999999999e-11,--,na
50.888,757.25,1.0,-2.51711e-10,--,na
50.888,757.5,1.0,-3.107025e-10,--,na
50.888,757.75,1.0,3.5152999999999977e-11,--,na
50.888,758.0,1.0,-3.13133e-10,--,na
50.888,758.25,1.0,-4.18915e-10,--,na
50.888,758.5,1.0,-2.3990150000000003e-10,--,na
50.888,758.75,1.0,-6.20446e-10,--,na
50.888,759.0,1.0,-4.6978500000000015e-11,--,na
50.888,759.25,1.0,-1.46349e-10,--,na
50.888,759.5,1.0,1.611221e-10,--,na
50.888,759.75,1.0,4.6059000000000005e-11,--,na
50.888,760.0,1.0,2.6613735e-09,--,na
50.888,760.25,1.0,5.09057e-09,--,na
50.888,760.5,1.0,4.428295e-09,--,na
50.888,760.75,1.0,4.61426e-09,--,na
50.888,761.0,1.0,5.0766149999999994e-09,--,na
50.888,761.25,1.0,4.11894e-09,--,na
50.888,761.5,1.0,5.564139999999999e-09,--,na
50.888,761.75,1.0,7.688835e-09,--,na
50.888,762.0,1.0,6.69135e-09,--,na
50.888,762.25,1.0,6.54769e-09,--,na
50.888,762.5,1.0,7.648794999999999e-09,--,na
50.888,762.75,1.0,8.000815e-09,--,na
50.888,763.0,1.0,8.28137e-09,--,na
50.888,763.25,1.0,8.7791e-09,--,na
50.888,763.5,1.0,9.44908e-09,--,na
50.888,763.75,1.0,9.30472e-09,--,na
50.888,764.0,1.0,1.007369e-08,--,na
50.888,764.25,1.0,9.79178e-09,--,na
50.888,764.5,1.0,1.0940149999999999e-08,--,na
50.888,764.75,1.0,1.11139e-08,--,na
50.888,765.0,1.0,1.1280950000000001e-08,--,na
50.888,765.25,1.0,1.22531e-08,--,na
50.888,765.5,1.0,1.2565399999999999e-08,--,na
50.888,765.75,1.0,1.29527e-08,--,na
50.888,766.0,1.0,1.4347e-08,--,na
50.888,766.25,1.0,1.43028e-08,--,na
50.888,766.5,1.0,1.445845e-08,--,na
50.888,766.75,1.0,1.60845e-08,--,na
50.888,767.0,1.0,1.56063e-08,--,na
50.888,767.25,1.0,1.57937e-08,--,na
50.888,767.5,1.0,1.635885e-08,--,na
50.888,767.75,1.0,1.659335e-08,--,na
50.888,768.0,1.0,1.671855e-08,--,na
50.888,768.25,1.0,1.65716e-08,--,na
50.888,768.5,1.0,1.71134e-08,--,na
50.888,768.75,1.0,1.765425e-08,--,na
50.888,769.0,1.0,1.72883e-08,--,na
50.888,769.25,1.0,1.74925e-08,--,na
50.888,769.5,1.0,1.75103e-08,--,na
50.888,769.75,1.0,1.78368e-08,--,na
50.888,770.0,1.0,1.77128e-08,--,na
50.888,770.25,1.0,1.79395e-08,--,na
50.888,770.5,1.0,1.75087e-08,--,na
50.888,770.75,1.0,1.78301e-08,--,na
50.888,771.0,0.0,1.8128000000000002e-08,--,na
50.888,771.25,0.0,1.82711e-08,--,na
50.888,771.5,0.0,1.815195e-08,--,na
50.888,771.75,0.0,1.94551e-08,--,na
50.888,772.0,0.0,1.81121e-08,--,na
50.888,772.25,0.0,1.83759e-08,--,na
50.888,772.5,0.0,1.90154e-08,--,na
50.888,772.75,0.0,1.9271e-08,--,na
50.888,773.0,0.0,1.95157e-08,--,na
50.888,773.25,0.0,1.97523e-08,--,na
50.888,773.5,0.0,1.8540550000000003e-08,--,na
50.888,773.75,0.0,1.90665e-08,--,na
50.888,774.0,0.0,1.88921e-08,--,na
50.888,774.25,0.0,1.973835e-08,--,na
50.888,774.5,0.0,1.944445e-08,--,na
50.888,774.75,0.0,1.86305e-08,--,na
50.888,775.0,0.0,1.939635e-08,--,na
50.888,775.25,0.0,1.99699e-08,--,na
50.888,775.5,0.0,1.909205e-08,--,na
50.888,775.75,0.0,1.875445e-08,--,na
50.888,776.0,0.0,1.87412e-08,--,na
50.888,776.25,0.0,1.936975e-08,--,na
50.888,776.5,0.0,1.8137099999999998e-08,--,na
50.888,776.75,0.0,1.907005e-08,--,na
50.888,777.0,0.0,1.9737e-08,--,na
50.888,777.25,0.0,1.95253e-08,--,na
50.888,777.5,0.0,1.9403450000000003e-08,--,na
50.888,777.75,0.0,1.94922e-08,--,na
50.888,778.0,0.0,1.93595e-08,--,na
50.888,778.25,0.0,1.92525e-08,--,na
50.888,778.5,0.0,2.06901e-08,--,na
50.888,778.75,0.0,1.97276e-08,--,na
50.888,779.0,0.0,2.0357e-08,--,na
50.888,779.25,0.0,1.969135e-08,--,na
50.888,779.5,0.0,1.94032e-08,--,na
50.888,779.75,0.0,2.06827e-08,--,na
50.888,780.0,0.0,1.92491e-08,--,na
50.888,780.25,0.0,1.99867e-08,--,na
50.888,780.5,0.0,1.9598500000000002e-08,--,na
50.888,780.75,0.0,2.036725e-08,--,na
50.888,781.0,0.0,2.07336e-08,--,na
50.888,781.25,0.0,2.037705e-08,--,na
50.888,781.5,0.0,2.0221199999999997e-08,--,na
50.888,781.75,0.0,2.08729e-08,--,na
50.888,782.0,0.0,2.08081e-08,--,na
50.888,782.25,0.0,2.0276850000000002e-08,--,na
50.888,782.5,0.0,2.1589500000000003e-08,--,na
50.888,782.75,0.0,2.09324e-08,--,na
50.888,783.0,0.0,2.191105e-08,--,na
50.888,783.25,0.0,2.15363e-08,--,na
50.888,783.5,0.0,2.120395e-08,--,na
50.888,783.75,0.0,2.1612899999999998e-08,--,na
50.888,784.0,0.0,2.15284e-08,--,na
50.888,784.25,0.0,2.091115e-08,--,na
50.888,784.5,0.0,2.18269e-08,--,na
50.888,784.75,0.0,2.20616e-08,--,na
50.888,785.0,0.0,2.15276e-08,--,na
50.888,785.25,0.0,2.251995e-08,--,na
50.888,785.5,0.0,2.232735e-08,--,na
50.888,785.75,0.0,2.13543e-08,--,na
50.888,786.0,0.0,2.309085e-08,--,na
50.888,786.25,0.0,2.36697e-08,--,na
50.888,786.5,0.0,2.3160700000000002e-08,--,na
50.888,786.75,0.0,2.36553e-08,--,na
50.888,787.0,0.0,2.31813e-08,--,na
50.888,787.25,0.0,2.3590549999999998e-08,--,na
50.888,787.5,0.0,2.378885e-08,--,na
50.888,787.75,0.0,2.44236e-08,--,na
50.888,788.0,0.0,2.48669e-08,--,na
50.888,788.25,0.0,2.447295e-08,--,na
50.888,788.5,0.0,2.51185e-08,--,na
50.888,788.75,0.0,2.4165e-08,--,na
50.888,789.0,0.0,2.52866e-08,--,na
50.888,789.25,0.0,2.569035e-08,--,na
50.888,789.5,0.0,2.594985e-08,--,na
50.888,789.75,0.0,2.48502e-08,--,na
50.888,790.0,0.0,2.69688e-08,--,na
50.888,790.25,0.0,2.743045e-08,--,na
50.888,790.5,0.0,2.73921e-08,--,na
50.888,790.75,0.0,2.77232e-08,--,na
50.888,791.0,0.0,3.09588e-08,--,na
50.888,791.25,0.0,2.825965e-08,--,na
50.888,791.5,0.0,2.906955e-08,--,na
50.888,791.75,0.0,2.94182e-08,--,na
50.888,792.0,0.0,2.87925e-08,--,na
50.888,792.25,0.0,2.937575e-08,--,na
50.888,792.5,0.0,2.9487849999999998e-08,--,na
50.888,792.75,0.0,3.01395e-08,--,na
50.888,793.0,0.0,3.21521e-08,--,na
50.888,793.25,0.0,3.07123e-08,--,na
50.888,793.5,0.0,3.09006e-08,--,na
50.888,793.75,0.0,3.17869e-08,--,na
50.888,794.0,0.0,3.05555e-08,--,na
50.888,794.25,0.0,3.1366449999999996e-08,--,na
50.888,794.5,0.0,3.07401e-08,--,na
50.888,794.75,0.0,3.22986e-08,--,na
50.888,795.0,0.0,3.359575e-08,--,na
50.888,795.25,0.0,3.3194e-08,--,na
50.888,795.5,0.0,3.46316e-08,--,na
50.888,795.75,0.0,3.26118e-08,--,na
50.888,796.0,0.0,3.33063e-08,--,na
50.888,796.25,0.0,3.373125e-08,--,na
50.888,796.5,0.0,3.271845e-08,--,na
50.888,796.75,0.0,3.2997e-08,--,na
50.888,797.0,0.0,3.24333e-08,--,na
50.888,797.25,0.0,3.3689799999999995e-08,--,na
50.888,797.5,0.0,3.278495e-08,--,na
50.888,797.75,0.0,3.23322e-08,--,na
50.888,798.0,0.0,3.245055e-08,--,na
50.888,798.25,0.0,3.18145e-08,--,na
50.888,798.5,0.0,3.1711899999999994e-08,--,na
50.888,798.75,0.0,3.225555e-08,--,na
50.888,799.0,0.0,3.18907e-08,--,na
50.888,799.25,0.0,3.1160349999999995e-08,--,na
50.888,799.5,0.0,3.1523349999999996e-08,--,na
50.888,799.75,0.0,3.12782e-08,--,na
50.888,800.0,0.0,3.09004e-08,--,na
50.888,800.25,0.0,2.98196e-08,--,na
50.888,800.5,0.0,3.059115e-08,--,na
50.888,800.75,0.0,2.9886e-08,--,na
50.888,801.0,0.0,3.024665e-08,--,na
50.888,801.25,0.0,2.984475e-08,--,na
50.888,801.5,0.0,2.987865e-08,--,na
50.888,801.75,0.0,2.90743e-08,--,na
50.888,802.0,0.0,3.01683e-08,--,na
50.888,802.25,0.0,2.9380399999999998e-08,--,na
50.888,802.5,0.0,2.938055e-08,--,na
50.888,802.75,0.0,2.96638e-08,--,na
50.888,803.0,0.0,2.9388849999999998e-08,--,na
50.888,803.25,0.0,2.91716e-08,--,na
50.888,803.5,0.0,2.916435e-08,--,na
50.888,803.75,0.0,2.9807e-08,--,na
50.888,804.0,0.0,2.9815799999999996e-08,--,na
50.888,804.25,0.0,3.043335e-08,--,na
50.888,804.5,0.0,3.041345e-08,--,na
50.888,804.75,0.0,3.02328e-08,--,na
50.888,805.0,0.0,2.97519e-08,--,na
50.888,805.25,0.0,2.96236e-08,--,na
50.888,805.5,0.0,3.017715e-08,--,na
50.888,805.75,0.0,3.23503e-08,--,na
50.888,806.0,0.0,2.96188e-08,--,na
50.888,806.25,0.0,3.01685e-08,--,na
50.888,806.5,0.0,2.924225e-08,--,na
50.888,806.75,0.0,2.94481e-08,--,na
50.888,807.0,0.0,2.97745e-08,--,na
50.888,807.25,0.0,3.061205e-08,--,na
50.888,807.5,0.0,3.03264e-08,--,na
50.888,807.75,0.0,2.91465e-08,--,na
50.888,808.0,0.0,2.944175e-08,--,na
50.888,808.25,0.0,2.929275e-08,--,na
50.888,808.5,0.0,2.961845e-08,--,na
50.888,808.75,0.0,2.78073e-08,--,na
50.888,809.0,0.0,2.81326e-08,--,na
50.888,809.25,0.0,2.9091e-08,--,na
50.888,809.5,0.0,2.734065e-08,--,na
50.888,809.75,0.0,2.93525e-08,--,na
50.888,810.0,0.0,2.816975e-08,--,na
50.888,810.25,0.0,2.823925e-08,--,na
50.888,810.5,0.0,2.80842e-08,--,na
50.888,810.75,0.0,2.7255500000000002e-08,--,na
50.888,811.0,0.0,2.72978e-08,--,na
50.888,811.25,0.0,2.670255e-08,--,na
50.888,811.5,0.0,2.6248599999999997e-08,--,na
50.888,811.75,0.0,2.29397e-08,--,na
50.888,812.0,0.0,2.556355e-08,--,na
50.888,812.25,0.0,2.5290950000000002e-08,--,na
50.888,812.5,0.0,2.56179e-08,--,na
50.888,812.75,0.0,2.49686e-08,--,na
50.888,813.0,0.0,2.59543e-08,--,na
50.888,813.25,0.0,2.510195e-08,--,na
50.888,813.5,0.0,2.466495e-08,--,na
50.888,813.75,0.0,2.49572e-08,--,na
50.888,814.0,0.0,2.44014e-08,--,na
50.888,814.25,0.0,2.56014e-08,--,na
50.888,814.5,0.0,2.36156e-08,--,na
50.888,814.75,0.0,2.2990350000000002e-08,--,na
50.888,815.0,0.0,2.2625449999999997e-08,--,na
50.888,815.25,0.0,2.41392e-08,--,na
50.888,815.5,0.0,2.3230749999999998e-08,--,na
50.888,815.75,0.0,2.41602e-08,--,na
50.888,816.0,0.0,2.30882e-08,--,na
50.888,816.25,0.0,2.27075e-08,--,na
50.888,816.5,0.0,2.07168e-08,--,na
50.888,816.75,0.0,2.25816e-08,--,na
50.888,817.0,0.0,2.067195e-08,--,na
50.888,817.25,0.0,2.1869500000000003e-08,--,na
50.888,817.5,0.0,2.16284e-08,--,na
50.888,817.75,0.0,2.121315e-08,--,na
50.888,818.0,0.0,2.0804800000000002e-08,--,na
50.888,818.25,0.0,2.02497e-08,--,na
50.888,818.5,0.0,1.9891e-08,--,na
50.888,818.75,0.0,1.99707e-08,--,na
50.888,819.0,0.0,1.960715e-08,--,na
50.888,819.25,0.0,1.947225e-08,--,na
50.888,819.5,0.0,1.91601e-08,--,na
50.888,819.75,0.0,1.85043e-08,--,na
50.888,820.0,0.0,1.9394500000000002e-08,--,na
50.888,820.25,0.0,1.84836e-08,--,na
50.888,820.5,0.0,1.90737e-08,--,na
50.888,820.75,0.0,1.8360150000000002e-08,--,na
50.888,821.0,0.0,1.7612e-08,--,na
50.888,821.25,0.0,1.847615e-08,--,na
50.888,821.5,0.0,1.81451e-08,--,na
50.888,821.75,0.0,2.04177e-08,--,na
50.888,822.0,0.0,1.78519e-08,--,na
50.888,822.25,0.0,1.884315e-08,--,na
50.888,822.5,0.0,1.89716e-08,--,na
50.888,822.75,0.0,1.8978900000000002e-08,--,na
50.888,823.0,0.0,1.80381e-08,--,na
50.888,823.25,0.0,1.855495e-08,--,na
50.888,823.5,0.0,1.587715e-08,--,na
50.888,823.75,0.0,1.97068e-08,--,na
50.888,824.0,0.0,1.997035e-08,--,na
50.888,824.25,0.0,2.07473e-08,--,na
50.888,824.5,0.0,2.0333e-08,--,na
50.888,824.75,0.0,2.031935e-08,--,na
50.888,825.0,0.0,2.126185e-08,--,na
50.888,825.25,0.0,2.1176e-08,--,na
50.888,825.5,0.0,2.0921050000000002e-08,--,na
50.888,825.75,0.0,2.215625e-08,--,na
50.888,826.0,0.0,2.18105e-08,--,na
50.888,826.25,0.0,2.177155e-08,--,na
50.888,826.5,0.0,2.27181e-08,--,na
50.888,826.75,0.0,2.35189e-08,--,na
50.888,827.0,0.0,2.40769e-08,--,na
50.888,827.25,0.0,2.41031e-08,--,na
50.888,827.5,0.0,2.13534e-08,--,na
50.888,827.75,0.0,2.46017e-08,--,na
50.888,828.0,0.0,2.584745e-08,--,na
50.888,828.25,0.0,2.49904e-08,--,na
50.888,828.5,0.0,2.6239750000000002e-08,--,na
50.888,828.75,0.0,2.52997e-08,--,na
