ECM File Output,,,,,
Filename (includes date): 2025-09-08-15-31-den13a-175.txt,,,,,
AC Collect Speed: 10,,,,,
DC Collect Speed: 25,,,,,
DC Voltage: 1000,,,,,
Note: redo for x axis, 6 breaks!!!!!,,,,,
mm per encode step: 0.25,,,,,
Number of Expected tracks: 5,,,,,
ACDC offset: 305,,,,,
Laser offset: -10,,,,,
Y Left: 34.887792968749984,,,,,
Y Right: 102.02862499999995,,,,,
AC edgespace 16,,,,,
DC edgespace 12,,,,,
Index Mark (raw - not laser corrected): 19.3265625,,,,,
Index Mark Relative Depth: ,,,,,
Index Mark 2 Relative Depth: 0.0,,,,,
Index Mark 3 Relative Depth: 0.0,,,,,
(first) Index Mark Absolute Depth: ,,,,,
X min Position (raw - not laser corrected): 19.3265625,,,,,
X max Position (raw - not laser corrected): 922.0812500000001,,,,,
Y_dimension(mm),X_dimension(mm),Button,AC,DC,True_depth(m)
62.888,805.5,0.0,4.29422e-08,--,na
62.888,805.75,0.0,4.29219e-08,--,na
62.888,806.0,0.0,4.3072099999999996e-08,--,na
62.888,806.25,0.0,4.2511099999999995e-08,--,na
62.888,806.5,0.0,4.29131e-08,--,na
62.888,806.75,0.0,4.308725e-08,--,na
62.888,807.0,0.0,4.20228e-08,--,na
62.888,807.25,0.0,4.25789e-08,--,na
62.888,807.5,0.0,4.266185e-08,--,na
62.888,807.75,0.0,4.167585e-08,--,na
62.888,808.0,0.0,4.16157e-08,--,na
62.888,808.25,0.0,4.14207e-08,--,na
62.888,808.5,0.0,4.1766649999999994e-08,--,na
62.888,808.75,0.0,4.114915e-08,--,na
62.888,809.0,0.0,4.203675e-08,--,na
62.888,809.25,0.0,4.19268e-08,--,na
62.888,809.5,0.0,4.113535e-08,--,na
62.888,809.75,0.0,4.04254e-08,--,na
62.888,810.0,0.0,4.0648e-08,--,na
62.888,810.25,0.0,3.99893e-08,--,na
62.888,810.5,0.0,3.955875e-08,--,na
62.888,810.75,0.0,3.93424e-08,--,na
62.888,811.0,0.0,3.773835e-08,--,na
62.888,811.25,0.0,3.84216e-08,--,na
62.888,811.5,0.0,3.77662e-08,--,na
62.888,811.75,0.0,3.7473999999999995e-08,--,na
62.888,812.0,0.0,3.6697399999999996e-08,--,na
62.888,812.25,0.0,3.73631e-08,--,na
62.888,812.5,0.0,3.829915e-08,--,na
62.888,812.75,0.0,3.70952e-08,--,na
62.888,813.0,0.0,3.655705e-08,--,na
62.888,813.25,0.0,3.62368e-08,--,na
62.888,813.5,0.0,3.609715e-08,--,na
62.888,813.75,0.0,3.48711e-08,--,na
62.888,814.0,0.0,3.542735e-08,--,na
62.888,814.25,0.0,3.44895e-08,--,na
62.888,814.5,0.0,3.455205e-08,--,na
62.888,814.75,0.0,3.356505e-08,--,na
62.888,815.0,0.0,3.42945e-08,--,na
62.888,815.25,0.0,3.31643e-08,--,na
62.888,815.5,0.0,3.2305e-08,--,na
62.888,815.75,0.0,3.15925e-08,--,na
62.888,816.0,0.0,3.287965e-08,--,na
62.888,816.25,0.0,3.20371e-08,--,na
62.888,816.5,0.0,3.23822e-08,--,na
62.888,816.75,0.0,3.12443e-08,--,na
62.888,817.0,0.0,3.125895e-08,--,na
62.888,817.25,0.0,3.04158e-08,--,na
62.888,817.5,0.0,3.02204e-08,--,na
62.888,817.75,0.0,2.99091e-08,--,na
62.888,818.0,0.0,2.93937e-08,--,na
62.888,818.25,0.0,2.94192e-08,--,na
62.888,818.5,0.0,2.88737e-08,--,na
62.888,818.75,0.0,2.9036399999999998e-08,--,na
62.888,819.0,0.0,2.8809950000000002e-08,--,na
62.888,819.25,0.0,2.98257e-08,--,na
62.888,819.5,0.0,2.79485e-08,--,na
62.888,819.75,0.0,2.772065e-08,--,na
62.888,820.0,0.0,2.86623e-08,--,na
62.888,820.25,0.0,2.69944e-08,--,na
62.888,820.5,0.0,2.7610400000000002e-08,--,na
62.888,820.75,0.0,2.76316e-08,--,na
62.888,821.0,0.0,2.655765e-08,--,na
62.888,821.25,0.0,3.02498e-08,--,na
62.888,821.5,0.0,2.644305e-08,--,na
62.888,821.75,0.0,2.6570699999999997e-08,--,na
62.888,822.0,0.0,2.69251e-08,--,na
62.888,822.25,0.0,2.6788500000000002e-08,--,na
62.888,822.5,0.0,2.592995e-08,--,na
62.888,822.75,0.0,2.669455e-08,--,na
62.888,823.0,0.0,2.64339e-08,--,na
62.888,823.25,0.0,2.662375e-08,--,na
62.888,823.5,0.0,2.724935e-08,--,na
62.888,823.75,0.0,2.79008e-08,--,na
62.888,824.0,0.0,2.66363e-08,--,na
62.888,824.25,0.0,2.83038e-08,--,na
62.888,824.5,0.0,2.8527549999999998e-08,--,na
62.888,824.75,0.0,2.8196999999999998e-08,--,na
62.888,825.0,0.0,2.967e-08,--,na
62.888,825.25,0.0,2.937825e-08,--,na
62.888,825.5,0.0,2.9242950000000003e-08,--,na
62.888,825.75,0.0,3.0484e-08,--,na
62.888,826.0,0.0,3.02001e-08,--,na
62.888,826.25,0.0,3.04045e-08,--,na
62.888,826.5,0.0,3.09683e-08,--,na
62.888,826.75,0.0,3.3620799999999996e-08,--,na
62.888,827.0,0.0,3.29332e-08,--,na
62.888,827.25,0.0,3.1614e-08,--,na
62.888,827.5,0.0,3.2663799999999996e-08,--,na
62.888,827.75,0.0,3.3994200000000004e-08,--,na
62.888,828.0,0.0,3.54914e-08,--,na
62.888,828.25,0.0,3.612115e-08,--,na
62.888,828.5,0.0,3.7294650000000005e-08,--,na
62.888,828.75,0.0,3.797525e-08,--,na
62.888,829.0,0.0,3.84864e-08,--,na
62.888,829.25,0.0,3.853605e-08,--,na
62.888,829.5,0.0,3.93766e-08,--,na
62.888,829.75,0.0,4.027055e-08,--,na
62.888,830.0,0.0,4.25611e-08,--,na
62.888,830.25,0.0,4.1309500000000003e-08,--,na
62.888,830.5,0.0,4.17073e-08,--,na
62.888,830.75,0.0,4.109495e-08,--,na
62.888,831.0,0.0,4.32267e-08,--,na
62.888,831.25,0.0,4.3157550000000004e-08,--,na
62.888,831.5,0.0,4.32716e-08,--,na
62.888,831.75,0.0,4.4272800000000005e-08,--,na
62.888,832.0,0.0,4.28843e-08,--,na
62.888,832.25,0.0,4.688125e-08,--,na
62.888,832.5,0.0,4.24764e-08,--,na
62.888,832.75,0.0,4.3569600000000004e-08,--,na
62.888,833.0,0.0,4.42709e-08,--,na
62.888,833.25,0.0,4.457955e-08,--,na
62.888,833.5,0.0,4.314755e-08,--,na
62.888,833.75,0.0,4.05842e-08,--,na
62.888,834.0,0.0,4.26761e-08,--,na
62.888,834.25,0.0,4.24654e-08,--,na
62.888,834.5,0.0,4.14257e-08,--,na
62.888,834.75,0.0,4.23766e-08,--,na
62.888,835.0,0.0,4.1284599999999994e-08,--,na
62.888,835.25,0.0,4.00939e-08,--,na
62.888,835.5,0.0,4.3629450000000004e-08,--,na
62.888,835.75,0.0,4.0531550000000004e-08,--,na
62.888,836.0,0.0,4.01139e-08,--,na
62.888,836.25,0.0,3.968955e-08,--,na
62.888,836.5,0.0,3.94677e-08,--,na
62.888,836.75,0.0,3.941145e-08,--,na
62.888,837.0,0.0,3.99491e-08,--,na
62.888,837.25,0.0,3.861405e-08,--,na
62.888,837.5,0.0,3.8106e-08,--,na
62.888,837.75,0.0,3.7715850000000004e-08,--,na
62.888,838.0,0.0,3.63215e-08,--,na
62.888,838.25,0.0,3.67496e-08,--,na
62.888,838.5,0.0,3.587785e-08,--,na
62.888,838.75,0.0,3.63293e-08,--,na
62.888,839.0,0.0,3.441135e-08,--,na
62.888,839.25,0.0,3.67396e-08,--,na
62.888,839.5,0.0,3.459955e-08,--,na
62.888,839.75,0.0,3.34989e-08,--,na
62.888,840.0,0.0,3.3918e-08,--,na
62.888,840.25,0.0,3.334455e-08,--,na
62.888,840.5,0.0,3.148355e-08,--,na
62.888,840.75,0.0,3.13492e-08,--,na
62.888,841.0,0.0,3.329605e-08,--,na
62.888,841.25,0.0,3.20937e-08,--,na
62.888,841.5,0.0,3.225545e-08,--,na
62.888,841.75,0.0,3.25298e-08,--,na
62.888,842.0,0.0,3.23091e-08,--,na
62.888,842.25,0.0,3.19758e-08,--,na
62.888,842.5,0.0,3.094125e-08,--,na
62.888,842.75,0.0,3.17117e-08,--,na
62.888,843.0,0.0,3.18126e-08,--,na
62.888,843.25,0.0,3.1657000000000003e-08,--,na
62.888,843.5,0.0,3.1181350000000005e-08,--,na
62.888,843.75,0.0,3.12986e-08,--,na
62.888,844.0,0.0,3.11251e-08,--,na
62.888,844.25,0.0,3.24008e-08,--,na
62.888,844.5,0.0,3.094275e-08,--,na
62.888,844.75,0.0,3.11892e-08,--,na
62.888,845.0,0.0,3.041835e-08,--,na
62.888,845.25,0.0,3.22092e-08,--,na
62.888,845.5,0.0,3.08381e-08,--,na
62.888,845.75,0.0,3.47486e-08,--,na
62.888,846.0,0.0,3.13072e-08,--,na
62.888,846.25,0.0,3.10411e-08,--,na
62.888,846.5,0.0,2.94853e-08,--,na
62.888,846.75,0.0,2.63997e-08,--,na
62.888,847.0,0.0,3.02463e-08,--,na
62.888,847.25,0.0,3.137985e-08,--,na
62.888,847.5,0.0,3.11393e-08,--,na
62.888,847.75,0.0,3.05331e-08,--,na
62.888,848.0,0.0,3.0986849999999997e-08,--,na
62.888,848.25,0.0,3.1072e-08,--,na
62.888,848.5,0.0,3.0073550000000004e-08,--,na
62.888,848.75,0.0,2.75601e-08,--,na
62.888,849.0,0.0,3.13988e-08,--,na
62.888,849.25,0.0,3.141685e-08,--,na
62.888,849.5,0.0,3.225065e-08,--,na
62.888,849.75,0.0,3.11495e-08,--,na
62.888,850.0,0.0,3.167e-08,--,na
62.888,850.25,0.0,3.317435e-08,--,na
62.888,850.5,0.0,3.212835e-08,--,na
62.888,850.75,0.0,3.31825e-08,--,na
62.888,851.0,0.0,3.53291e-08,--,na
62.888,851.25,0.0,3.2993849999999996e-08,--,na
62.888,851.5,0.0,3.34596e-08,--,na
62.888,851.75,0.0,3.12155e-08,--,na
62.888,852.0,0.0,3.598295e-08,--,na
62.888,852.25,0.0,3.35943e-08,--,na
62.888,852.5,0.0,3.435515e-08,--,na
62.888,852.75,0.0,3.51676e-08,--,na
62.888,853.0,0.0,3.446655e-08,--,na
62.888,853.25,0.0,3.34792e-08,--,na
62.888,853.5,0.0,3.35563e-08,--,na
62.888,853.75,0.0,3.89683e-08,--,na
62.888,854.0,0.0,3.52431e-08,--,na
62.888,854.25,0.0,3.545e-08,--,na
62.888,854.5,0.0,3.44956e-08,--,na
62.888,854.75,0.0,3.5557e-08,--,na
62.888,855.0,0.0,3.513265e-08,--,na
62.888,855.25,0.0,3.4461200000000004e-08,--,na
62.888,855.5,0.0,3.55423e-08,--,na
62.888,855.75,0.0,3.66373e-08,--,na
62.888,856.0,0.0,3.6767e-08,--,na
62.888,856.25,0.0,3.675925e-08,--,na
62.888,856.5,0.0,3.7195e-08,--,na
62.888,856.75,0.0,3.6848899999999996e-08,--,na
62.888,857.0,0.0,3.61184e-08,--,na
62.888,857.25,0.0,3.589845e-08,--,na
62.888,857.5,0.0,3.63808e-08,--,na
62.888,857.75,0.0,3.730055e-08,--,na
62.888,858.0,0.0,3.87713e-08,--,na
62.888,858.25,0.0,3.792455e-08,--,na
62.888,858.5,0.0,3.86687e-08,--,na
62.888,858.75,0.0,3.859525e-08,--,na
62.888,859.0,0.0,3.918265e-08,--,na
62.888,859.25,0.0,3.39186e-08,--,na
62.888,859.5,0.0,3.92479e-08,--,na
62.888,859.75,0.0,3.941585e-08,--,na
62.888,860.0,0.0,4.06567e-08,--,na
62.888,860.25,0.0,4.06883e-08,--,na
62.888,860.5,0.0,4.08432e-08,--,na
62.888,860.75,0.0,4.176945e-08,--,na
62.888,861.0,0.0,4.04133e-08,--,na
62.888,861.25,0.0,4.24119e-08,--,na
62.888,861.5,0.0,3.95523e-08,--,na
62.888,861.75,0.0,4.240005e-08,--,na
62.888,862.0,0.0,4.282105e-08,--,na
62.888,862.25,0.0,4.23181e-08,--,na
62.888,862.5,0.0,4.392645e-08,--,na
62.888,862.75,0.0,4.28482e-08,--,na
62.888,863.0,0.0,4.2983200000000006e-08,--,na
62.888,863.25,0.0,4.514065e-08,--,na
62.888,863.5,0.0,4.35985e-08,--,na
62.888,863.75,0.0,4.405475e-08,--,na
62.888,864.0,0.0,4.38384e-08,--,na
62.888,864.25,0.0,4.512235e-08,--,na
62.888,864.5,0.0,4.54022e-08,--,na
62.888,864.75,0.0,4.4405200000000004e-08,--,na
62.888,865.0,0.0,4.4998500000000004e-08,--,na
62.888,865.25,0.0,4.32099e-08,--,na
62.888,865.5,0.0,4.48681e-08,--,na
62.888,865.75,0.0,4.36744e-08,--,na
62.888,866.0,0.0,4.56177e-08,--,na
62.888,866.25,0.0,4.64721e-08,--,na
62.888,866.5,0.0,4.34494e-08,--,na
62.888,866.75,0.0,4.5596550000000003e-08,--,na
62.888,867.0,0.0,4.630995e-08,--,na
62.888,867.25,0.0,4.47105e-08,--,na
62.888,867.5,0.0,4.592455e-08,--,na
62.888,867.75,0.0,4.34503e-08,--,na
62.888,868.0,0.0,4.49722e-08,--,na
62.888,868.25,0.0,4.4535900000000004e-08,--,na
62.888,868.5,0.0,4.50304e-08,--,na
62.888,868.75,0.0,4.43787e-08,--,na
62.888,869.0,0.0,4.45752e-08,--,na
62.888,869.25,0.0,4.47402e-08,--,na
62.888,869.5,0.0,4.52663e-08,--,na
62.888,869.75,0.0,4.40693e-08,--,na
62.888,870.0,0.0,4.43135e-08,--,na
62.888,870.25,0.0,4.253655e-08,--,na
62.888,870.5,0.0,4.53316e-08,--,na
62.888,870.75,0.0,4.31248e-08,--,na
62.888,871.0,0.0,4.5845e-08,--,na
62.888,871.25,0.0,4.0508e-08,--,na
62.888,871.5,0.0,4.15974e-08,--,na
62.888,871.75,0.0,4.187005e-08,--,na
62.888,872.0,0.0,4.193065e-08,--,na
62.888,872.25,0.0,4.17911e-08,--,na
62.888,872.5,0.0,4.21328e-08,--,na
62.888,872.75,0.0,4.1921550000000005e-08,--,na
62.888,873.0,0.0,4.127135e-08,--,na
62.888,873.25,0.0,4.10101e-08,--,na
62.888,873.5,0.0,4.06221e-08,--,na
62.888,873.75,0.0,4.1664050000000004e-08,--,na
62.888,874.0,0.0,3.9323899999999997e-08,--,na
62.888,874.25,0.0,4.01326e-08,--,na
62.888,874.5,0.0,3.95998e-08,--,na
62.888,874.75,0.0,3.95088e-08,--,na
62.888,875.0,0.0,3.89999e-08,--,na
62.888,875.25,0.0,3.96114e-08,--,na
62.888,875.5,0.0,3.9259649999999996e-08,--,na
62.888,875.75,0.0,3.79983e-08,--,na
62.888,876.0,0.0,3.8931e-08,--,na
62.888,876.25,0.0,3.86309e-08,--,na
62.888,876.5,0.0,4.0115199999999996e-08,--,na
62.888,876.75,0.0,3.7241400000000004e-08,--,na
62.888,877.0,0.0,3.698195e-08,--,na
62.888,877.25,0.0,3.54628e-08,--,na
62.888,877.5,0.0,3.71688e-08,--,na
62.888,877.75,0.0,3.7654800000000004e-08,--,na
62.888,878.0,0.0,3.6446649999999996e-08,--,na
62.888,878.25,0.0,3.64334e-08,--,na
62.888,878.5,0.0,3.68037e-08,--,na
62.888,878.75,0.0,3.67784e-08,--,na
62.888,879.0,0.0,3.595785e-08,--,na
62.888,879.25,0.0,3.64731e-08,--,na
62.888,879.5,0.0,3.522085e-08,--,na
62.888,879.75,0.0,3.24588e-08,--,na
62.888,880.0,0.0,3.581e-08,--,na
62.888,880.25,0.0,3.77404e-08,--,na
62.888,880.5,0.0,3.4939200000000004e-08,--,na
62.888,880.75,0.0,3.4122700000000004e-08,--,na
62.888,881.0,0.0,3.1054e-08,--,na
62.888,881.25,0.0,3.31153e-08,--,na
62.888,881.5,0.0,3.3441249999999995e-08,--,na
62.888,881.75,0.0,3.323505e-08,--,na
62.888,882.0,0.0,3.2819600000000004e-08,--,na
62.888,882.25,0.0,3.22668e-08,--,na
62.888,882.5,0.0,3.2329e-08,--,na
62.888,882.75,0.0,3.25235e-08,--,na
62.888,883.0,0.0,3.16338e-08,--,na
62.888,883.25,0.0,3.1465e-08,--,na
62.888,883.5,0.0,3.24605e-08,--,na
62.888,883.75,0.0,3.07725e-08,--,na
62.888,884.0,0.0,3.16039e-08,--,na
62.888,884.25,0.0,3.12892e-08,--,na
62.888,884.5,0.0,3.01497e-08,--,na
62.888,884.75,0.0,2.9911749999999997e-08,--,na
62.888,885.0,0.0,2.94872e-08,--,na
62.888,885.25,0.0,3.024085e-08,--,na
62.888,885.5,0.0,3.04388e-08,--,na
62.888,885.75,0.0,3.1159900000000004e-08,--,na
62.888,886.0,0.0,3.0459700000000006e-08,--,na
62.888,886.25,0.0,3.05749e-08,--,na
62.888,886.5,0.0,3.19893e-08,--,na
62.888,886.75,0.0,2.99325e-08,--,na
62.888,887.0,0.0,3.01336e-08,--,na
62.888,887.25,0.0,3.10561e-08,--,na
62.888,887.5,0.0,3.0231e-08,--,na
62.888,887.75,0.0,3.23345e-08,--,na
62.888,888.0,0.0,2.965655e-08,--,na
62.888,888.25,0.0,3.16547e-08,--,na
62.888,888.5,0.0,3.22365e-08,--,na
62.888,888.75,0.0,3.1261e-08,--,na
62.888,889.0,0.0,3.1805549999999996e-08,--,na
62.888,889.25,0.0,3.26547e-08,--,na
62.888,889.5,0.0,3.3582e-08,--,na
62.888,889.75,0.0,3.31271e-08,--,na
62.888,890.0,0.0,3.427085e-08,--,na
62.888,890.25,0.0,3.51029e-08,--,na
62.888,890.5,0.0,3.550135e-08,--,na
62.888,890.75,0.0,3.63558e-08,--,na
62.888,891.0,0.0,3.609955e-08,--,na
62.888,891.25,0.0,3.45449e-08,--,na
62.888,891.5,0.0,3.72699e-08,--,na
62.888,891.75,0.0,3.7133649999999994e-08,--,na
62.888,892.0,0.0,3.78318e-08,--,na
62.888,892.25,0.0,3.69477e-08,--,na
62.888,892.5,0.0,3.64564e-08,--,na
62.888,892.75,0.0,3.69493e-08,--,na
62.888,893.0,0.0,3.81841e-08,--,na
62.888,893.25,0.0,3.65362e-08,--,na
62.888,893.5,0.0,3.73684e-08,--,na
62.888,893.75,0.0,3.639235e-08,--,na
62.888,894.0,0.0,3.69018e-08,--,na
62.888,894.25,0.0,3.670225e-08,--,na
62.888,894.5,0.0,3.7573e-08,--,na
62.888,894.75,0.0,3.6609550000000004e-08,--,na
62.888,895.0,0.0,3.67294e-08,--,na
62.888,895.25,0.0,3.7776e-08,--,na
62.888,895.5,0.0,3.75621e-08,--,na
62.888,895.75,0.0,3.84017e-08,--,na
62.888,896.0,0.0,3.9305649999999996e-08,--,na
62.888,896.25,0.0,3.80315e-08,--,na
62.888,896.5,0.0,3.894575e-08,--,na
62.888,896.75,0.0,3.7214799999999995e-08,--,na
62.888,897.0,0.0,3.63128e-08,--,na
62.888,897.25,0.0,3.5635249999999995e-08,--,na
62.888,897.5,0.0,3.422575e-08,--,na
62.888,897.75,0.0,3.48638e-08,--,na
62.888,898.0,0.0,3.44078e-08,--,na
62.888,898.25,0.0,3.315805e-08,--,na
62.888,898.5,0.0,3.2596400000000005e-08,--,na
62.888,898.75,0.0,3.18053e-08,--,na
62.888,899.0,0.0,3.09712e-08,--,na
62.888,899.25,0.0,3.121555e-08,--,na
62.888,899.5,0.0,2.88903e-08,--,na
62.888,899.75,0.0,2.73852e-08,--,na
62.888,900.0,0.0,2.75087e-08,--,na
62.888,900.25,0.0,2.6165000000000003e-08,--,na
62.888,900.5,0.0,2.469125e-08,--,na
62.888,900.75,0.0,2.41803e-08,--,na
62.888,901.0,0.0,2.26014e-08,--,na
62.888,901.25,0.0,2.15118e-08,--,na
62.888,901.5,0.0,2.0545100000000002e-08,--,na
62.888,901.75,0.0,1.7873100000000003e-08,--,na
62.888,902.0,0.0,1.67762e-08,--,na
62.888,902.25,0.0,1.69793e-08,--,na
62.888,902.5,0.0,1.64101e-08,--,na
74.888,0.0,0.0,3.7835649999999996e-08,--,na
74.888,0.25,0.0,3.73038e-08,--,na
74.888,0.5,0.0,3.7200650000000004e-08,--,na
74.888,0.75,0.0,3.811355e-08,--,na
74.888,1.0,0.0,3.7319449999999996e-08,--,na
74.888,1.25,0.0,3.66681e-08,--,na
74.888,1.5,0.0,3.90373e-08,--,na
74.888,1.75,0.0,3.576215e-08,--,na
74.888,2.0,0.0,3.49916e-08,--,na
74.888,2.25,0.0,3.3542750000000004e-08,--,na
74.888,2.5,0.0,3.46761e-08,--,na
74.888,2.75,0.0,3.376045e-08,--,na
74.888,3.0,0.0,3.36738e-08,--,na
74.888,3.25,0.0,3.442945e-08,--,na
74.888,3.5,0.0,3.31629e-08,--,na
74.888,3.75,0.0,3.556335e-08,--,na
74.888,4.0,0.0,3.1309e-08,--,na
74.888,4.25,0.0,3.54284e-08,--,na
74.888,4.5,0.0,3.6576900000000005e-08,--,na
74.888,4.75,0.0,3.81645e-08,--,na
74.888,5.0,0.0,3.96962e-08,--,na
74.888,5.25,0.0,3.96465e-08,--,na
74.888,5.5,0.0,4.21662e-08,--,na
74.888,5.75,0.0,4.34408e-08,--,na
74.888,6.0,0.0,4.5192e-08,--,na
74.888,6.25,0.0,4.75918e-08,--,na
74.888,6.5,0.0,4.4185849999999995e-08,--,na
74.888,6.75,0.0,4.27664e-08,--,na
74.888,7.0,0.0,4.0891700000000003e-08,--,na
74.888,7.25,0.0,4.09598e-08,--,na
74.888,7.5,0.0,3.9334049999999996e-08,--,na
74.888,7.75,0.0,3.92767e-08,--,na
74.888,8.0,0.0,3.9593e-08,--,na
74.888,8.25,0.0,3.83045e-08,--,na
74.888,8.5,0.0,3.70608e-08,--,na
74.888,8.75,0.0,3.516065e-08,--,na
74.888,9.0,0.0,3.75041e-08,--,na
74.888,9.25,0.0,3.42546e-08,--,na
74.888,9.5,0.0,3.345345e-08,--,na
74.888,9.75,0.0,3.482155e-08,--,na
74.888,10.0,0.0,3.62866e-08,--,na
74.888,10.25,0.0,3.605065e-08,--,na
74.888,10.5,0.0,3.64073e-08,--,na
74.888,10.75,0.0,3.67462e-08,--,na
74.888,11.0,0.0,3.70789e-08,--,na
74.888,11.25,0.0,3.680335e-08,--,na
74.888,11.5,0.0,3.6709650000000003e-08,--,na
74.888,11.75,0.0,3.810005e-08,--,na
74.888,12.0,0.0,3.852065e-08,--,na
74.888,12.25,0.0,3.817e-08,--,na
74.888,12.5,0.0,3.74562e-08,--,na
74.888,12.75,0.0,3.973575e-08,--,na
74.888,13.0,0.0,4.05742e-08,--,na
74.888,13.25,0.0,3.9984900000000005e-08,--,na
74.888,13.5,0.0,3.915355e-08,--,na
74.888,13.75,0.0,4.03446e-08,--,na
74.888,14.0,0.0,4.04721e-08,--,na
74.888,14.25,0.0,4.1241e-08,--,na
74.888,14.5,0.0,4.0702099999999995e-08,--,na
74.888,14.75,0.0,4.16347e-08,--,na
74.888,15.0,0.0,4.19752e-08,--,na
74.888,15.25,0.0,4.38472e-08,--,na
74.888,15.5,0.0,4.307755e-08,--,na
74.888,15.75,0.0,4.26982e-08,--,na
74.888,16.0,0.0,4.352725e-08,--,na
74.888,16.25,0.0,4.4144300000000004e-08,--,na
74.888,16.5,0.0,4.50404e-08,--,na
74.888,16.75,0.0,4.4737e-08,--,na
74.888,17.0,0.0,4.556725e-08,--,na
74.888,17.25,0.0,4.49182e-08,--,na
74.888,17.5,0.0,4.55803e-08,--,na
74.888,17.75,0.0,4.49812e-08,--,na
74.888,18.0,0.0,4.4836e-08,--,na
74.888,18.25,0.0,4.50215e-08,--,na
74.888,18.5,0.0,4.4944550000000005e-08,--,na
74.888,18.75,0.0,4.50297e-08,--,na
74.888,19.0,0.0,4.50492e-08,--,na
74.888,19.25,0.0,4.4456e-08,--,na
74.888,19.5,0.0,4.4734200000000006e-08,--,na
74.888,19.75,0.0,4.403445e-08,--,na
74.888,20.0,0.0,4.27921e-08,--,na
74.888,20.25,0.0,4.46341e-08,--,na
74.888,20.5,0.0,4.2740199999999995e-08,--,na
74.888,20.75,0.0,4.1757e-08,--,na
74.888,21.0,0.0,4.2065e-08,--,na
74.888,21.25,0.0,4.2774400000000005e-08,--,na
74.888,21.5,0.0,4.06696e-08,--,na
74.888,21.75,0.0,3.993455e-08,--,na
74.888,22.0,0.0,4.03569e-08,--,na
74.888,22.25,0.0,3.94029e-08,--,na
74.888,22.5,0.0,3.795505e-08,--,na
74.888,22.75,0.0,3.95224e-08,--,na
74.888,23.0,0.0,4.005865e-08,--,na
74.888,23.25,0.0,3.913415e-08,--,na
74.888,23.5,0.0,3.8226800000000005e-08,--,na
74.888,23.75,0.0,3.65383e-08,--,na
74.888,24.0,0.0,3.656825e-08,--,na
74.888,24.25,0.0,3.793775e-08,--,na
74.888,24.5,0.0,3.72511e-08,--,na
74.888,24.75,0.0,3.89827e-08,--,na
74.888,25.0,0.0,4.0005e-08,--,na
74.888,25.25,0.0,4.18668e-08,--,na
74.888,25.5,0.0,4.3716299999999996e-08,--,na
74.888,25.75,0.0,4.70372e-08,--,na
74.888,26.0,0.0,4.83861e-08,--,na
74.888,26.25,0.0,4.8582949999999996e-08,--,na
74.888,26.5,0.0,4.805705e-08,--,na
74.888,26.75,0.0,4.57187e-08,--,na
74.888,27.0,0.0,4.51769e-08,--,na
74.888,27.25,0.0,4.46341e-08,--,na
74.888,27.5,0.0,4.52402e-08,--,na
74.888,27.75,0.0,4.54669e-08,--,na
74.888,28.0,0.0,4.467135e-08,--,na
74.888,28.25,0.0,4.23569e-08,--,na
74.888,28.5,0.0,3.703905e-08,--,na
74.888,28.75,0.0,3.02931e-08,--,na
74.888,29.0,0.0,3.15769e-08,--,na
74.888,29.25,0.0,3.23895e-08,--,na
74.888,29.5,0.0,3.1658949999999996e-08,--,na
74.888,29.75,0.0,2.84898e-08,--,na
74.888,30.0,0.0,2.840475e-08,--,na
74.888,30.25,0.0,2.9661999999999998e-08,--,na
74.888,30.5,0.0,2.96652e-08,--,na
74.888,30.75,0.0,2.99208e-08,--,na
74.888,31.0,0.0,2.958665e-08,--,na
74.888,31.25,0.0,2.91341e-08,--,na
74.888,31.5,0.0,2.99056e-08,--,na
74.888,31.75,0.0,2.79643e-08,--,na
74.888,32.0,0.0,3.223885e-08,--,na
74.888,32.25,0.0,3.3117500000000005e-08,--,na
74.888,32.5,0.0,3.19085e-08,--,na
74.888,32.75,0.0,3.295715e-08,--,na
74.888,33.0,0.0,3.1341150000000004e-08,--,na
74.888,33.25,0.0,3.45519e-08,--,na
74.888,33.5,0.0,3.282435e-08,--,na
74.888,33.75,0.0,3.43163e-08,--,na
74.888,34.0,0.0,3.6923000000000006e-08,--,na
74.888,34.25,0.0,3.84607e-08,--,na
74.888,34.5,0.0,3.97264e-08,--,na
74.888,34.75,0.0,3.8861700000000004e-08,--,na
74.888,35.0,0.0,3.80058e-08,--,na
74.888,35.25,0.0,3.861465e-08,--,na
74.888,35.5,0.0,3.56052e-08,--,na
74.888,35.75,0.0,3.46479e-08,--,na
74.888,36.0,0.0,3.27464e-08,--,na
74.888,36.25,0.0,3.26219e-08,--,na
74.888,36.5,0.0,3.3214849999999995e-08,--,na
74.888,36.75,0.0,3.18896e-08,--,na
74.888,37.0,0.0,3.42989e-08,--,na
74.888,37.25,0.0,3.3302099999999995e-08,--,na
74.888,37.5,0.0,3.09908e-08,--,na
74.888,37.75,0.0,3.27507e-08,--,na
74.888,38.0,0.0,3.1483949999999997e-08,--,na
74.888,38.25,0.0,3.1321e-08,--,na
74.888,38.5,0.0,3.1445e-08,--,na
74.888,38.75,0.0,3.04944e-08,--,na
74.888,39.0,0.0,3.1536600000000005e-08,--,na
74.888,39.25,0.0,3.05247e-08,--,na
74.888,39.5,0.0,3.37238e-08,--,na
74.888,39.75,0.0,3.20517e-08,--,na
