ECM File Output,,,,,
Filename (includes date): 2025-09-12-12-58-dic-184a.txt,,,,,
AC Collect Speed: 10,,,,,
DC Collect Speed: 25,,,,,
DC Voltage: 1000,,,,,
Note: ,,,,,
mm per encode step: 0.25,,,,,
Number of Expected tracks: 6,,,,,
ACDC offset: 305,,,,,
Laser offset: -10,,,,,
Y Left: 33.414890624999984,,,,,
Y Right: 101.17633593749994,,,,,
AC edgespace 16,,,,,
DC edgespace 12,,,,,
Index Mark (raw - not laser corrected): 403.3125,,,,,
Index Mark Relative Depth: ,,,,,
Index Mark 2 Relative Depth: 0.0,,,,,
Index Mark 3 Relative Depth: 0.0,,,,,
(first) Index Mark Absolute Depth: ,,,,,
X min Position (raw - not laser corrected): 407.3125,,,,,
X max Position (raw - not laser corrected): 628.2640625,,,,,
Y_dimension(mm),X_dimension(mm),Button,AC,DC,True_depth(m)
45.415,0.0,0.0,--,3.089824e-05,na
45.415,0.0,0.0,--,5.234062e-06,na
45.415,0.0,0.0,--,5.896043e-06,na
45.415,0.08753011344625114,0.0,--,6.306058e-06,na
45.415,0.2798578871880347,0.0,--,6.606875e-06,na
45.415,0.5002580478639331,0.0,--,6.820759e-06,na
45.415,0.7699478147457371,0.0,--,6.819057e-06,na
45.415,1.0485711103266617,0.0,--,5.68488e-06,na
45.415,1.3886480758975142,0.0,--,4.434201e-06,na
45.415,1.7962105354741362,0.0,--,5.795242e-06,na
45.415,2.18968122115329,0.0,--,4.895293e-06,na
45.415,2.608730978746958,0.0,--,5.653841e-06,na
45.415,3.0131454433613802,0.0,--,6.815288e-06,na
45.415,3.447274343177804,0.0,--,5.977417e-06,na
45.415,3.8488173086215203,0.0,--,5.266818e-06,na
45.415,4.271230290442675,0.0,--,6.363058e-06,na
45.415,4.6886558774356075,0.0,--,7.121096e-06,na
45.415,5.090033823957876,0.0,--,5.589973e-06,na
45.415,5.506901874373836,0.0,--,6.268194e-06,na
45.415,5.938878144863615,0.0,--,6.862174e-06,na
45.415,6.3713788052810525,0.0,--,5.435577e-06,na
45.415,6.804091921356883,0.0,--,5.221795e-06,na
45.415,7.2249091646230745,0.0,--,7.453578e-06,na
45.415,7.597316173149073,0.0,--,6.305083e-06,na
45.415,8.014757869322164,0.0,--,5.941838e-06,na
45.415,8.44602796898619,0.0,--,7.446535e-06,na
45.415,8.878514412920401,0.0,--,6.114264e-06,na
45.415,9.310658821152163,0.0,--,5.855953e-06,na
45.415,9.74126005591045,0.0,--,7.438663e-06,na
45.415,10.117636984091687,0.0,--,6.377741e-06,na
45.415,10.536089748704201,0.0,--,5.737835e-06,na
45.415,10.978133540660123,0.0,--,6.695627e-06,na
45.415,11.399342337766713,0.0,--,6.192247e-06,na
45.415,11.833723433379383,0.0,--,5.374677e-06,na
45.415,12.228903089713285,0.0,--,6.336413e-06,na
45.415,12.661444413781696,0.0,--,6.201837e-06,na
45.415,13.084736936375357,0.0,--,5.397291e-06,na
45.415,13.500545491572483,0.0,--,6.013463e-06,na
45.415,13.89447586417621,0.0,--,6.350878e-06,na
45.415,14.331312846573658,0.0,--,5.390364e-06,na
45.415,14.757929519254798,0.0,--,5.200302e-06,na
45.415,15.181300565479454,0.0,--,5.813563e-06,na
45.415,15.555615609697474,0.0,--,5.157475e-06,na
45.415,15.977546462901401,0.0,--,4.934263e-06,na
45.415,16.411611956134838,0.0,--,5.839844e-06,na
45.415,16.84379306782007,0.0,--,5.858485e-06,na
45.415,17.22625464563574,0.0,--,5.370093e-06,na
45.415,17.681542449555515,0.0,--,5.833179e-06,na
45.415,18.055199081018312,0.0,--,5.495225e-06,na
45.415,18.47744454440782,0.0,--,4.979127e-06,na
45.415,18.91532292610978,0.0,--,5.171882e-06,na
45.415,19.340451640261012,0.0,--,5.011185e-06,na
45.415,19.75856940615296,0.0,--,4.627262e-06,na
45.415,20.179734380153352,0.0,--,5.117356e-06,na
45.415,20.586050053878424,0.0,--,5.303737e-06,na
45.415,21.01616009314609,0.0,--,4.753951e-06,na
45.415,21.420039561780698,0.0,--,5.018708e-06,na
45.415,21.84099723930244,0.0,--,5.70745e-06,na
45.415,22.27559703845794,0.0,--,5.122754e-06,na
45.415,22.67099637450893,0.0,--,5.53907e-06,na
45.415,23.077595817536537,0.0,--,6.420814e-06,na
45.415,23.49445151842924,0.0,--,6.089307e-06,na
45.415,23.92449670183096,0.0,--,6.227623e-06,na
45.415,24.35419446046704,0.0,--,6.795715e-06,na
45.415,24.778745064445218,0.0,--,6.108967e-06,na
45.415,25.165885663928144,0.0,--,5.886308e-06,na
45.415,25.584409363900754,0.0,--,6.777584e-06,na
45.415,26.00604299648106,0.0,--,6.507864e-06,na
45.415,26.435726085841498,0.0,--,6.201662e-06,na
45.415,26.852556235059605,0.0,--,7.031267e-06,na
45.415,27.26053389603155,0.0,--,6.491115e-06,na
45.415,27.68073121055616,0.0,--,6.153816e-06,na
45.415,28.093425281525924,0.0,--,6.821298e-06,na
45.415,28.51669614406316,0.0,--,5.866852e-06,na
45.415,28.958714326864058,0.0,--,5.186273e-06,na
45.415,29.369206190423384,0.0,--,6.665796e-06,na
45.415,29.794617709806598,0.0,--,7.317329e-06,na
45.415,30.182855600800085,0.0,--,6.12445e-06,na
45.415,30.598368304914324,0.0,--,6.669536e-06,na
45.415,31.023192897948572,0.0,--,7.188151e-06,na
45.415,31.45055739943242,0.0,--,5.885129e-06,na
45.415,31.884226375150405,0.0,--,5.710157e-06,na
45.415,32.328747544063916,0.0,--,6.763745e-06,na
45.415,32.70136668727082,0.0,--,5.693248e-06,na
45.415,33.11426611042426,0.0,--,5.324793e-06,na
45.415,33.53882670042641,0.0,--,6.620452e-06,na
45.415,33.96641921138588,0.0,--,5.668306e-06,na
45.415,34.400518549157994,0.0,--,4.911708e-06,na
45.415,34.82346293702099,0.0,--,6.562375e-06,na
45.415,35.222623710115755,0.0,--,6.01566e-06,na
45.415,35.64714598463502,0.0,--,5.199749e-06,na
45.415,36.039556946316345,0.0,--,5.977723e-06,na
45.415,36.47774919854949,0.0,--,5.759619e-06,na
45.415,36.88615900065726,0.0,--,4.98099e-06,na
45.415,37.30035138462913,0.0,--,6.133865e-06,na
45.415,37.73100012257405,0.0,--,6.276852e-06,na
45.415,38.147015025758755,0.0,--,5.592257e-06,na
45.415,38.52229421437286,0.0,--,5.454625e-06,na
45.415,38.95341463254023,0.0,--,5.033231e-06,na
45.415,39.39520001715281,0.0,--,4.590896e-06,na
45.415,39.79131240387675,0.0,--,5.701368e-06,na
45.415,40.218915294241995,0.0,--,5.783353e-06,na
45.415,40.636824598869524,0.0,--,5.567665e-06,na
45.415,41.0724469287257,0.0,--,5.662761e-06,na
45.415,41.48936581495734,0.0,--,5.408656e-06,na
45.415,41.90413196579284,0.0,--,5.245354e-06,na
45.415,42.327342321845734,0.0,--,5.651949e-06,na
45.415,42.74993119167275,0.0,--,5.974653e-06,na
45.415,43.16056579188593,0.0,--,5.725145e-06,na
45.415,43.57171799405043,0.0,--,5.556489e-06,na
45.415,43.986785643174656,0.0,--,5.816299e-06,na
45.415,44.396649163361495,0.0,--,5.662194e-06,na
45.415,44.823720958442856,0.0,--,5.508162e-06,na
45.415,45.25411192872014,0.0,--,5.510752e-06,na
45.415,45.651727663591586,0.0,--,5.66979e-06,na
45.415,46.05428481929759,0.0,--,5.537702e-06,na
45.415,46.48342364885667,0.0,--,5.377995e-06,na
45.415,46.89718539257702,0.0,--,5.208785e-06,na
45.415,47.313037348050685,0.0,--,5.816415e-06,na
45.415,47.74159318538538,0.0,--,5.920083e-06,na
45.415,48.16625134319794,0.0,--,5.412105e-06,na
45.415,48.578556343820026,0.0,--,5.387468e-06,na
45.415,48.972857298632555,0.0,--,5.646958e-06,na
45.415,49.40300878452843,0.0,--,5.311231e-06,na
45.415,49.83703438484368,0.0,--,5.43613e-06,na
45.415,50.28188934173,0.0,--,5.614507e-06,na
45.415,50.65081320533615,0.0,--,5.053647e-06,na
45.415,51.07604897401255,0.0,--,5.189926e-06,na
45.415,51.50292446916539,0.0,--,5.336478e-06,na
45.415,51.93860897523675,0.0,--,5.019974e-06,na
45.415,52.35759494856255,0.0,--,5.271198e-06,na
45.415,52.766583043076494,0.0,--,5.38661e-06,na
45.415,53.21895491011679,0.0,--,4.753587e-06,na
45.415,53.61103448330994,0.0,--,5.167094e-06,na
45.415,54.03509124818296,0.0,--,5.55726e-06,na
45.415,54.45913938575625,0.0,--,5.087451e-06,na
45.415,54.86795731183376,0.0,--,5.534806e-06,na
45.415,55.31497159349306,0.0,--,5.462818e-06,na
45.415,55.720324314374025,0.0,--,4.782472e-06,na
45.415,56.09663196520743,0.0,--,5.136186e-06,na
45.415,56.515941278892576,0.0,--,5.759415e-06,na
45.415,56.9474847655837,0.0,--,5.182272e-06,na
45.415,57.36960509300096,0.0,--,5.40381e-06,na
45.415,57.79266930749246,0.0,--,5.904309e-06,na
45.415,58.18063057948271,0.0,--,5.163733e-06,na
45.415,58.6067420192831,0.0,--,3.818437e-06,na
45.415,59.026764975538036,0.0,--,2.751534e-06,na
45.415,59.44625477047133,0.0,--,2.207482e-06,na
45.415,59.84397525027918,0.0,--,2.480185e-06,na
45.415,60.278302563113485,0.0,--,3.86803e-06,na
45.415,60.69746177921048,0.0,--,4.311732e-06,na
45.415,61.12910073346888,0.0,--,5.184571e-06,na
45.415,61.55297509056869,0.0,--,5.517708e-06,na
45.415,61.980520154603894,0.0,--,5.243986e-06,na
45.415,62.369860087659056,0.0,--,5.651687e-06,na
45.415,62.80943499118661,0.0,--,5.522117e-06,na
45.415,63.245846702852205,0.0,--,4.448855e-06,na
45.415,63.639229927492586,0.0,--,4.596863e-06,na
45.415,64.03117018989289,0.0,--,5.219772e-06,na
45.415,64.45570872562452,0.0,--,5.028618e-06,na
45.415,64.87674708283639,0.0,--,5.997019e-06,na
45.415,65.29904162989891,0.0,--,5.488022e-06,na
45.415,65.72084114438682,0.0,--,5.010981e-06,na
45.415,66.12625496941654,0.0,--,5.205264e-06,na
45.415,66.53894543284252,0.0,--,5.311449e-06,na
45.415,66.94757597701815,0.0,--,4.996822e-06,na
45.415,67.3681536503705,0.0,--,5.379101e-06,na
45.415,67.79825243606324,0.0,--,4.743095e-06,na
45.415,68.22021804504364,0.0,--,4.139743e-06,na
45.415,68.63823721395885,0.0,--,4.385613e-06,na
45.415,69.06780924086632,0.0,--,4.492715e-06,na
45.415,69.47934057658708,0.0,--,4.058587e-06,na
45.415,69.90590813623673,0.0,--,4.646819e-06,na
45.415,70.29887146107143,0.0,--,4.833302e-06,na
45.415,70.72724888453261,0.0,--,4.149144e-06,na
45.415,71.14297700670711,0.0,--,4.644709e-06,na
45.415,71.56282320910252,0.0,--,4.547735e-06,na
45.415,71.98696543904678,0.0,--,3.96221e-06,na
45.415,72.423996885918,0.0,--,4.258225e-06,na
45.415,72.85373214622517,0.0,--,4.511283e-06,na
45.415,73.24881068012326,0.0,--,3.817448e-06,na
45.415,73.68059457305773,0.0,--,4.397109e-06,na
45.415,74.09287493316002,0.0,--,4.783025e-06,na
45.415,74.52924249765212,0.0,--,3.90489e-06,na
45.415,74.9401401369178,0.0,--,4.273548e-06,na
45.415,75.33971952225005,0.0,--,4.968562e-06,na
45.415,75.7661469547815,0.0,--,4.075831e-06,na
45.415,76.19093352267343,0.0,--,3.947949e-06,na
45.415,76.59086680777999,0.0,--,4.849222e-06,na
45.415,76.98479994234476,0.0,--,4.057554e-06,na
45.415,77.41855678295173,0.0,--,3.937676e-06,na
45.415,77.85250301600276,0.0,--,4.658737e-06,na
45.415,78.25151620968863,0.0,--,4.077665e-06,na
45.415,78.67783258003314,0.0,--,3.938738e-06,na
45.415,79.10283859938485,0.0,--,4.729489e-06,na
45.415,79.49344792002677,0.0,--,3.708876e-06,na
45.415,79.92148582199358,0.0,--,3.721201e-06,na
45.415,80.34425128638365,0.0,--,4.367583e-06,na
45.415,80.76722875625029,0.0,--,3.364054e-06,na
45.415,81.19237506165385,0.0,--,3.283887e-06,na
45.415,81.61556421396124,0.0,--,3.566965e-06,na
45.415,82.03556234141666,0.0,--,2.99736e-06,na
45.415,82.43408399632722,0.0,--,2.905101e-06,na
45.415,82.86804206585208,0.0,--,3.889945e-06,na
45.415,83.27615217407721,0.0,--,3.288296e-06,na
