ECM File Output,,,,,
Filename (includes date): 2025-09-08-12-09-dic1-168.txt,,,,,
AC Collect Speed: 10,,,,,
DC Collect Speed: 25,,,,,
DC Voltage: 1000,,,,,
Note: 1piece,,,,,
mm per encode step: 0.25,,,,,
Number of Expected tracks: 6,,,,,
ACDC offset: 305,,,,,
Laser offset: -10,,,,,
Y Left: 32.43014453124998,,,,,
Y Right: 103.57991015624994,,,,,
AC edgespace 16,,,,,
DC edgespace 12,,,,,
Index Mark (raw - not laser corrected): 254.05937500000002,,,,,
Index Mark Relative Depth: ,,,,,
Index Mark 2 Relative Depth: 0.0,,,,,
Index Mark 3 Relative Depth: 0.0,,,,,
(first) Index Mark Absolute Depth: ,,,,,
X min Position (raw - not laser corrected): 254.05937500000002,,,,,
X max Position (raw - not laser corrected): 730.3453125000001,,,,,
Y_dimension(mm),X_dimension(mm),Button,AC,DC,True_depth(m)
44.43,0.0,0.0,--,2.704676e-05,na
44.43,0.0,0.0,--,-1.642911e-08,na
44.43,0.10438466530306513,0.0,--,9.090727e-07,na
44.43,0.23612766093607934,0.0,--,1.494991e-06,na
44.43,0.43861074046800974,0.0,--,1.911554e-06,na
44.43,0.6582485307860535,0.0,--,2.20933e-06,na
44.43,0.927343882039641,0.0,--,2.248125e-06,na
44.43,1.2066366097464452,0.0,--,1.557739e-06,na
44.43,1.5619742100395495,0.0,--,9.522337e-07,na
44.43,1.9445344270215554,0.0,--,8.340721e-07,na
44.43,2.361162817663409,0.0,--,2.11093e-06,na
44.43,2.784536375356883,0.0,--,2.163637e-06,na
44.43,3.2215151493908953,0.0,--,2.061846e-06,na
44.43,3.6337004777189614,0.0,--,2.00246e-06,na
44.43,4.045268009786764,0.0,--,2.463144e-06,na
44.43,4.451153938644,0.0,--,3.626366e-06,na
44.43,4.903152371258445,0.0,--,3.142108e-06,na
44.43,5.292905271411455,0.0,--,3.270965e-06,na
44.43,5.692795164533102,0.0,--,3.89351e-06,na
44.43,6.1380390522021875,0.0,--,3.826761e-06,na
44.43,6.549206284904893,0.0,--,4.439964e-06,na
44.43,6.95376351330902,0.0,--,4.433867e-06,na
44.43,7.388363197919376,0.0,--,4.094982e-06,na
44.43,7.782983124262682,0.0,--,3.631387e-06,na
44.43,8.216372647122903,0.0,--,2.917732e-06,na
44.43,8.630727382782531,0.0,--,3.299647e-06,na
44.43,9.054356398917495,0.0,--,3.270208e-06,na
44.43,9.486251713329555,0.0,--,3.982917e-06,na
44.43,9.886122136008103,0.0,--,3.895111e-06,na
44.43,10.2843191002024,0.0,--,3.696085e-06,na
44.43,10.718348530571955,0.0,--,4.109039e-06,na
44.43,11.130844048413033,0.0,--,4.216825e-06,na
44.43,11.583084786054137,0.0,--,3.477689e-06,na
44.43,11.982360109610646,0.0,--,2.706904e-06,na
44.43,12.406804931906331,0.0,--,2.676257e-06,na
44.43,12.820451325749415,0.0,--,2.599467e-06,na
44.43,13.224162120783507,0.0,--,3.023539e-06,na
44.43,13.655381921125661,0.0,--,4.941001e-06,na
44.43,14.080715902067698,0.0,--,4.604066e-06,na
44.43,14.490639828630115,0.0,--,3.468536e-06,na
44.43,14.924784070267759,0.0,--,2.847417e-06,na
44.43,15.322000049828203,0.0,--,2.086992e-06,na
44.43,15.757424062680492,0.0,--,3.112262e-06,na
44.43,16.166506794470045,0.0,--,5.36711e-06,na
44.43,16.61130410287007,0.0,--,4.671048e-06,na
44.43,17.02487070071299,0.0,--,4.916976e-06,na
44.43,17.430163649213306,0.0,--,4.322123e-06,na
44.43,17.822196157214226,0.0,--,3.690366e-06,na
44.43,18.25987854035088,0.0,--,2.533925e-06,na
44.43,18.66716772850748,0.0,--,3.086112e-06,na
44.43,19.085813536354088,0.0,--,2.659217e-06,na
44.43,19.518561584954472,0.0,--,2.201501e-06,na
44.43,19.91877606628655,0.0,--,2.849993e-06,na
44.43,20.3174880745005,0.0,--,3.670953e-06,na
44.43,20.75372134607819,0.0,--,3.725436e-06,na
44.43,21.166178347653354,0.0,--,3.618043e-06,na
44.43,21.58849098223828,0.0,--,3.360183e-06,na
44.43,22.022234652388487,0.0,--,3.588255e-06,na
44.43,22.424984896130827,0.0,--,3.304332e-06,na
44.43,22.838581744398436,0.0,--,2.646411e-06,na
44.43,23.258068625786624,0.0,--,1.88392e-06,na
44.43,23.694093611237513,0.0,--,1.741166e-06,na
44.43,24.110426891282724,0.0,--,1.762033e-06,na
44.43,24.521400701772475,0.0,--,2.347704e-06,na
44.43,24.95147643782391,0.0,--,2.045679e-06,na
44.43,25.358756569119315,0.0,--,2.171582e-06,na
44.43,25.757110605664923,0.0,--,3.375171e-06,na
44.43,26.19690083337443,0.0,--,3.751324e-06,na
44.43,26.617337309508237,0.0,--,3.549387e-06,na
44.43,27.02862514711991,0.0,--,3.220892e-06,na
44.43,27.43084820630882,0.0,--,3.452369e-06,na
44.43,27.86446563957876,0.0,--,3.39032e-06,na
44.43,28.26079035691438,0.0,--,3.29825e-06,na
44.43,28.698949278415217,0.0,--,3.996654e-06,na
44.43,29.1143964933831,0.0,--,3.186098e-06,na
44.43,29.529348257286138,0.0,--,3.093417e-06,na
44.43,29.964635935212247,0.0,--,4.122412e-06,na
44.43,30.364053113739406,0.0,--,4.104499e-06,na
44.43,30.764271082787374,0.0,--,3.565103e-06,na
44.43,31.203022801305487,0.0,--,2.872694e-06,na
44.43,31.62301412647217,0.0,--,3.377761e-06,na
44.43,32.03693491181218,0.0,--,2.684275e-06,na
44.43,32.47073133188763,0.0,--,3.385256e-06,na
44.43,32.880692703876385,0.0,--,2.542554e-06,na
44.43,33.302289929391996,0.0,--,2.284869e-06,na
44.43,33.70852728117181,0.0,--,2.192144e-06,na
44.43,34.14186218410521,0.0,--,2.969609e-06,na
44.43,34.57067641297283,0.0,--,3.825364e-06,na
44.43,34.979366549369516,0.0,--,5.216963e-06,na
44.43,35.39875504333759,0.0,--,5.845592e-06,na
44.43,35.81090597614187,0.0,--,6.086935e-06,na
44.43,36.246604090079956,0.0,--,6.463277e-06,na
44.43,36.6632845747437,0.0,--,6.892151e-06,na
44.43,37.06799027693615,0.0,--,6.604983e-06,na
44.43,37.47713929023655,0.0,--,6.86392e-06,na
44.43,37.91177022705266,0.0,--,7.002775e-06,na
44.43,38.31258198837979,0.0,--,6.283764e-06,na
44.43,38.73066351921146,0.0,--,6.743212e-06,na
44.43,39.15667269766385,0.0,--,6.962087e-06,na
44.43,39.567402398885875,0.0,--,6.718779e-06,na
44.43,40.00229289715203,0.0,--,6.434711e-06,na
44.43,40.39928178220753,0.0,--,6.52748e-06,na
44.43,40.80638422795874,0.0,--,6.975068e-06,na
44.43,41.23826730938269,0.0,--,6.693794e-06,na
44.43,41.651111262216695,0.0,--,6.540111e-06,na
44.43,42.064212095956826,0.0,--,6.28033e-06,na
44.43,42.50819547738356,0.0,--,6.167727e-06,na
44.43,42.94850625629305,0.0,--,6.385919e-06,na
44.43,43.33702471551915,0.0,--,6.683607e-06,na
44.43,43.74876509376674,0.0,--,7.201219e-06,na
44.43,44.1791182011814,0.0,--,7.527327e-06,na
44.43,44.59322705922311,0.0,--,7.474897e-06,na
44.43,45.008150798421134,0.0,--,7.841591e-06,na
44.43,45.4399443380222,0.0,--,7.943643e-06,na
44.43,45.836459538578765,0.0,--,7.794137e-06,na
44.43,46.23831565135767,0.0,--,7.723749e-06,na
44.43,46.68222753572332,0.0,--,7.376861e-06,na
44.43,47.095752697540284,0.0,--,7.288385e-06,na
44.43,47.50694894174737,0.0,--,7.51669e-06,na
44.43,47.901962926307085,0.0,--,6.929855e-06,na
44.43,48.336613139063765,0.0,--,6.339251e-06,na
44.43,48.73587104019727,0.0,--,6.785267e-06,na
44.43,49.17930220595198,0.0,--,6.421265e-06,na
44.43,49.59038351431551,0.0,--,6.354443e-06,na
44.43,50.002335776254235,0.0,--,6.212984e-06,na
44.43,50.441430540324575,0.0,--,5.554917e-06,na
44.43,50.83786648982698,0.0,--,5.6391e-06,na
44.43,51.27239840928281,0.0,--,5.207155e-06,na
44.43,51.683035791852106,0.0,--,5.3564e-06,na
44.43,52.108254369146,0.0,--,5.724927e-06,na
44.43,52.539763994143975,0.0,--,5.670066e-06,na
44.43,52.9388367922932,0.0,--,5.898954e-06,na
44.43,53.37498837293834,0.0,--,5.841881e-06,na
44.43,53.77220858279382,0.0,--,5.798545e-06,na
44.43,54.2138568155515,0.0,--,5.544294e-06,na
44.43,54.63271809679727,0.0,--,5.316993e-06,na
44.43,55.042423245646354,0.0,--,3.95278e-06,na
44.43,55.47768230333284,0.0,--,2.050918e-06,na
44.43,55.87616366257005,0.0,--,5.397305e-07,na
44.43,56.31183956888105,0.0,--,7.639755e-08,na
44.43,56.71510975412594,0.0,--,3.541936e-08,na
44.43,57.12295341986935,0.0,--,7.406925e-08,na
44.43,57.540052814056764,0.0,--,1.324224e-07,na
44.43,57.97567074098752,0.0,--,2.531306e-07,na
44.43,58.371712725631504,0.0,--,1.644934e-06,na
44.43,58.807123344465786,0.0,--,3.576453e-06,na
44.43,59.21323986263146,0.0,--,5.080146e-06,na
44.43,59.62209444424591,0.0,--,5.283102e-06,na
44.43,60.036251451670296,0.0,--,4.490066e-06,na
44.43,60.47633449122546,0.0,--,3.355031e-06,na
44.43,60.87644691807976,0.0,--,2.334753e-06,na
44.43,61.27047858929604,0.0,--,1.549924e-06,na
44.43,61.72164000198417,0.0,--,2.081666e-06,na
44.43,62.11729068161835,0.0,--,4.121612e-06,na
44.43,62.563352189949164,0.0,--,5.596899e-06,na
44.43,62.97381649030348,0.0,--,6.123999e-06,na
44.43,63.410327630889924,0.0,--,6.528571e-06,na
44.43,63.80960586373539,0.0,--,6.314527e-06,na
44.43,64.2137139302449,0.0,--,6.246526e-06,na
44.43,64.65814077448125,0.0,--,6.531438e-06,na
44.43,65.0672020707047,0.0,--,6.756498e-06,na
44.43,65.47606068351195,0.0,--,6.660382e-06,na
44.43,65.91255705265232,0.0,--,6.312912e-06,na
44.43,66.3065981958656,0.0,--,6.382455e-06,na
44.43,66.74520967849563,0.0,--,6.893388e-06,na
44.43,67.15566933276567,0.0,--,6.944887e-06,na
44.43,67.5676493171586,0.0,--,6.970033e-06,na
44.43,67.97155115709779,0.0,--,6.993534e-06,na
44.43,68.40759408635917,0.0,--,6.89883e-06,na
44.43,68.80566308314208,0.0,--,6.666582e-06,na
44.43,69.23802998092668,0.0,--,6.184055e-06,na
44.43,69.66534892614995,0.0,--,6.582661e-06,na
44.43,70.06166868445946,0.0,--,7.125025e-06,na
44.43,70.5053059785278,0.0,--,6.98345e-06,na
44.43,70.90673418029473,0.0,--,6.968927e-06,na
44.43,71.31267873515012,0.0,--,6.914313e-06,na
44.43,71.7376622142979,0.0,--,6.541595e-06,na
44.43,72.17085049607893,0.0,--,6.464397e-06,na
44.43,72.59358592251237,0.0,--,6.826333e-06,na
44.43,73.00509426337044,0.0,--,7.155177e-06,na
44.43,73.43922804156875,0.0,--,7.109091e-06,na
44.43,73.8341806551136,0.0,--,6.779577e-06,na
44.43,74.26759322362682,0.0,--,6.854083e-06,na
44.43,74.67636912166134,0.0,--,6.80449e-06,na
44.43,75.1285753684835,0.0,--,6.795832e-06,na
44.43,75.53383481796209,0.0,--,6.772345e-06,na
44.43,75.93602095150115,0.0,--,6.688671e-06,na
44.43,76.3711997147838,0.0,--,6.58723e-06,na
44.43,76.76969319878515,0.0,--,6.466289e-06,na
44.43,77.17923953946098,0.0,--,6.419461e-06,na
44.43,77.60615224644503,0.0,--,6.555041e-06,na
44.43,78.03455205944798,0.0,--,6.520568e-06,na
44.43,78.46654102419515,0.0,--,6.666844e-06,na
44.43,78.8456209948301,0.0,--,6.708433e-06,na
44.43,79.28622529102448,0.0,--,6.614049e-06,na
44.43,79.69197864924064,0.0,--,6.579532e-06,na
44.43,80.0973578532068,0.0,--,6.833798e-06,na
44.43,80.53908023023779,0.0,--,6.727831e-06,na
44.43,80.95136865598143,0.0,--,6.427348e-06,na
44.43,81.33864465852542,0.0,--,6.775052e-06,na
44.43,81.78682767958234,0.0,--,6.757298e-06,na
44.43,82.17905243508953,0.0,--,6.619535e-06,na
44.43,82.62561615564267,0.0,--,6.383721e-06,na
44.43,83.04078479260993,0.0,--,6.416696e-06,na
44.43,83.47442116929629,0.0,--,6.842427e-06,na
44.43,83.86941559510171,0.0,--,7.085531e-06,na
44.43,84.30084333004487,0.0,--,6.825736e-06,na
44.43,84.70916629981743,0.0,--,7.109746e-06,na
44.43,85.1237287848953,0.0,--,7.210663e-06,na
44.43,85.5647536961501,0.0,--,6.879884e-06,na
44.43,85.98135989206658,0.0,--,6.852264e-06,na
44.43,86.38662888894073,0.0,--,7.027658e-06,na
44.43,86.81254000439561,0.0,--,7.040944e-06,na
44.43,87.20366324931881,0.0,--,6.937917e-06,na
44.43,87.63360108563022,0.0,--,7.03134e-06,na
44.43,88.06126127830109,0.0,--,7.387585e-06,na
44.43,88.46889889658888,0.0,--,7.400333e-06,na
44.43,88.88354268180223,0.0,--,7.120383e-06,na
44.43,89.30003725736293,0.0,--,7.520692e-06,na
44.43,89.70734992469409,0.0,--,7.564769e-06,na
44.43,90.13514606865442,0.0,--,7.195558e-06,na
44.43,90.56333969474643,0.0,--,7.208335e-06,na
44.43,90.96892261802176,0.0,--,7.442693e-06,na
44.43,91.38542272753374,0.0,--,7.37865e-06,na
44.43,91.79775179355981,0.0,--,7.21986e-06,na
44.43,92.23504533937901,0.0,--,7.276802e-06,na
44.43,92.6544137432772,0.0,--,7.084804e-06,na
44.43,93.07115964569135,0.0,--,6.999631e-06,na
44.43,93.50322318565507,0.0,--,6.81213e-06,na
44.43,93.92578584732253,0.0,--,6.795643e-06,na
44.43,94.33130907890666,0.0,--,6.354094e-06,na
44.43,94.73274706467662,0.0,--,6.149334e-06,na
44.43,95.16936164735043,0.0,--,6.388858e-06,na
44.43,95.59079406861238,0.0,--,6.819799e-06,na
44.43,96.00373737721374,0.0,--,6.905088e-06,na
44.43,96.43208387871698,0.0,--,6.875678e-06,na
44.43,96.82815162993914,0.0,--,7.043403e-06,na
44.43,97.23016793552813,0.0,--,7.079376e-06,na
44.43,97.67755948461209,0.0,--,6.577437e-06,na
44.43,98.08921399302181,0.0,--,6.798393e-06,na
44.43,98.49994228543576,0.0,--,6.999428e-06,na
44.43,98.9332138454868,0.0,--,6.430579e-06,na
44.43,99.32831008339168,0.0,--,6.488088e-06,na
44.43,99.76036539787219,0.0,--,6.634218e-06,na
44.43,100.17070443407155,0.0,--,6.540329e-06,na
44.43,100.58257816883727,0.0,--,6.589224e-06,na
44.43,101.04206475152819,0.0,--,6.469956e-06,na
44.43,101.42924516972737,0.0,--,6.305097e-06,na
44.43,101.83484211501907,0.0,--,6.531307e-06,na
44.43,102.25882968352835,0.0,--,6.495276e-06,na
44.43,102.6724982672399,0.0,--,6.366754e-06,na
44.43,103.11840328040611,0.0,--,6.247297e-06,na
44.43,103.53011762968694,0.0,--,6.279282e-06,na
44.43,103.93343881789153,0.0,--,6.464543e-06,na
44.43,104.37024764973525,0.0,--,6.48835e-06,na
44.43,104.76714954011723,0.0,--,6.343485e-06,na
44.43,105.17350387903521,0.0,--,6.515169e-06,na
44.43,105.6194246692824,0.0,--,6.47438e-06,na
44.43,106.03282690703357,0.0,--,6.537724e-06,na
44.43,106.46563169231639,0.0,--,6.526927e-06,na
44.43,106.86868330450203,0.0,--,6.583025e-06,na
44.43,107.2657685685596,0.0,--,6.442016e-06,na
44.43,107.67237442024631,0.0,--,6.400311e-06,na
44.43,108.1159711607937,0.0,--,6.159084e-06,na
44.43,108.52460046097029,0.0,--,6.280519e-06,na
44.43,108.95474601984924,0.0,--,6.3888e-06,na
44.43,109.35930436365427,0.0,--,6.714341e-06,na
44.43,109.791593165914,0.0,--,6.897637e-06,na
44.43,110.19658525716464,0.0,--,6.666844e-06,na
44.43,110.60875206069082,0.0,--,7.008523e-06,na
44.43,111.02075473935331,0.0,--,7.31989e-06,na
44.43,111.45597590311182,0.0,--,7.411101e-06,na
44.43,111.85382643280137,0.0,--,7.175971e-06,na
44.43,112.28936256840356,0.0,--,7.520153e-06,na
44.43,112.69620501630983,0.0,--,7.788389e-06,na
44.43,113.13634044465695,0.0,--,7.79079e-06,na
44.43,113.56170419191821,0.0,--,7.834518e-06,na
44.43,113.99887205023516,0.0,--,8.195711e-06,na
