ECM File Output,,,,,
Filename (includes date): 2025-09-09-12-01-dic-157.txt,,,,,
AC Collect Speed: 10,,,,,
DC Collect Speed: 25,,,,,
DC Voltage: 1000,,,,,
Note: 1break,,,,,
mm per encode step: 0.25,,,,,
Number of Expected tracks: 7,,,,,
ACDC offset: 305,,,,,
Laser offset: -10,,,,,
Y Left: 25.681285156249988,,,,,
Y Right: 101.10787499999995,,,,,
AC edgespace 16,,,,,
DC edgespace 12,,,,,
Index Mark (raw - not laser corrected): 72.9484375,,,,,
Index Mark Relative Depth: ,,,,,
Index Mark 2 Relative Depth: 0.0,,,,,
Index Mark 3 Relative Depth: 0.0,,,,,
(first) Index Mark Absolute Depth: ,,,,,
X min Position (raw - not laser corrected): 72.9484375,,,,,
X max Position (raw - not laser corrected): 1046.9109375,,,,,
Y_dimension(mm),X_dimension(mm),Button,AC,DC,True_depth(m)
37.681,0.0,0.0,--,2.754992e-05,na
37.681,0.0,0.0,--,1.477005e-06,na
37.681,0.0,0.0,--,2.433633e-06,na
37.681,0.09246022404799153,0.0,--,2.912522e-06,na
37.681,0.25982344388489587,0.0,--,3.300549e-06,na
37.681,0.49530238285638517,0.0,--,3.616646e-06,na
37.681,0.7633493177630761,0.0,--,3.815512e-06,na
37.681,1.0713229050933841,0.0,--,3.439345e-06,na
37.681,1.3985059369954909,0.0,--,3.069814e-06,na
37.681,1.79370620549426,0.0,--,3.548397e-06,na
37.681,2.1866880723725366,0.0,--,3.86899e-06,na
37.681,2.6251134250070143,0.0,--,3.896654e-06,na
37.681,3.047702480232326,0.0,--,3.715395e-06,na
37.681,3.4774828078666773,0.0,--,4.039204e-06,na
37.681,3.9020481737639323,0.0,--,3.886991e-06,na
37.681,4.3132237520339824,0.0,--,3.925481e-06,na
37.681,4.702094470505789,0.0,--,3.417386e-06,na
37.681,5.126850688461624,0.0,--,3.632871e-06,na
37.681,5.554583722697091,0.0,--,4.033776e-06,na
37.681,5.979564283665664,0.0,--,4.193906e-06,na
37.681,6.399545047426365,0.0,--,3.821231e-06,na
37.681,6.818771827053779,0.0,--,3.499197e-06,na
37.681,7.2069640025288555,0.0,--,3.443609e-06,na
37.681,7.630474889395595,0.0,--,3.705383e-06,na
37.681,8.056347373664297,0.0,--,3.732959e-06,na
37.681,8.483358631362684,0.0,--,3.784269e-06,na
37.681,8.904269483746456,0.0,--,3.824549e-06,na
37.681,9.320352211508816,0.0,--,3.511857e-06,na
37.681,9.743570224976091,0.0,--,3.50058e-06,na
37.681,10.180242794541353,0.0,--,3.538866e-06,na
37.681,10.576566662758065,0.0,--,3.163528e-06,na
37.681,11.006479138390231,0.0,--,2.977671e-06,na
37.681,11.431422150272848,0.0,--,3.192676e-06,na
37.681,11.85815891611312,0.0,--,2.833665e-06,na
37.681,12.266218173042732,0.0,--,2.636778e-06,na
37.681,12.709674040504146,0.0,--,2.036075e-06,na
37.681,13.084386941587965,0.0,--,2.140368e-06,na
37.681,13.518855019072602,0.0,--,2.016852e-06,na
37.681,13.943666025526102,0.0,--,2.035391e-06,na
37.681,14.346569985525248,0.0,--,1.78047e-06,na
37.681,14.721396145723686,0.0,--,1.798762e-06,na
37.681,15.18313180784776,0.0,--,1.71976e-06,na
37.681,15.572614279430027,0.0,--,1.640772e-06,na
37.681,16.00717728179586,0.0,--,1.909575e-06,na
37.681,16.425869219979504,0.0,--,1.805151e-06,na
37.681,16.841995447701862,0.0,--,1.9625e-06,na
37.681,17.257285255297262,0.0,--,2.138753e-06,na
37.681,17.667739649923355,0.0,--,2.300891e-06,na
37.681,18.105790211002727,0.0,--,2.721703e-06,na
37.681,18.549574633389355,0.0,--,2.902219e-06,na
37.681,18.952406466940452,0.0,--,2.485089e-06,na
37.681,19.37132122976529,0.0,--,2.36796e-06,na
37.681,19.786072024587504,0.0,--,2.219633e-06,na
37.681,20.181383642350053,0.0,--,2.354485e-06,na
37.681,20.604316813222255,0.0,--,2.427128e-06,na
37.681,21.04025979208306,0.0,--,2.583431e-06,na
37.681,21.466744614757243,0.0,--,2.550369e-06,na
37.681,21.866007890398294,0.0,--,2.431159e-06,na
37.681,22.263386827194395,0.0,--,2.397763e-06,na
37.681,22.68648465699441,0.0,--,2.720073e-06,na
37.681,23.117499932005828,0.0,--,2.90203e-06,na
37.681,23.547335616212482,0.0,--,3.179754e-06,na
37.681,23.942726661276712,0.0,--,3.454741e-06,na
37.681,24.36666482416731,0.0,--,3.005014e-06,na
37.681,24.772354088217774,0.0,--,3.104666e-06,na
37.681,25.1934383363419,0.0,--,3.497873e-06,na
37.681,25.62243198846809,0.0,--,3.645066e-06,na
37.681,26.04278739869583,0.0,--,3.80486e-06,na
37.681,26.433485703565907,0.0,--,4.012356e-06,na
37.681,26.847507277643853,0.0,--,3.646826e-06,na
37.681,27.268293224574084,0.0,--,3.39812e-06,na
37.681,27.69218198549585,0.0,--,3.358073e-06,na
37.681,28.123810154464646,0.0,--,3.7149e-06,na
37.681,28.558734918566483,0.0,--,3.56388e-06,na
37.681,28.99166987785136,0.0,--,3.405585e-06,na
37.681,29.390279342307807,0.0,--,3.062756e-06,na
37.681,29.81353684050476,0.0,--,3.291367e-06,na
37.681,30.23714446113555,0.0,--,3.769746e-06,na
37.681,30.65013973841905,0.0,--,3.92049e-06,na
37.681,31.05438607762607,0.0,--,4.194284e-06,na
37.681,31.482375002102607,0.0,--,4.144371e-06,na
37.681,31.927078311905394,0.0,--,4.161673e-06,na
37.681,32.31661336700901,0.0,--,3.71669e-06,na
37.681,32.75855647941463,0.0,--,3.524736e-06,na
37.681,33.16225383709905,0.0,--,3.439593e-06,na
37.681,33.590804658775546,0.0,--,3.952839e-06,na
37.681,33.986698021317956,0.0,--,4.608766e-06,na
37.681,34.406558735665214,0.0,--,4.709931e-06,na
37.681,34.82727793269231,0.0,--,4.147776e-06,na
37.681,35.21140818826026,0.0,--,4.37822e-06,na
37.681,35.63405688382466,0.0,--,4.610047e-06,na
37.681,36.060336799224736,0.0,--,4.345813e-06,na
37.681,36.491175910216555,0.0,--,3.965935e-06,na
37.681,36.91070380655226,0.0,--,4.151108e-06,na
37.681,37.32935625302552,0.0,--,4.13369e-06,na
37.681,37.709690688911216,0.0,--,3.767113e-06,na
37.681,38.13755611608252,0.0,--,3.633235e-06,na
37.681,38.585419371655526,0.0,--,3.722394e-06,na
37.681,39.02945872789997,0.0,--,3.802634e-06,na
37.681,39.42075106833562,0.0,--,3.889843e-06,na
37.681,39.82799163201433,0.0,--,3.745226e-06,na
37.681,40.24497294371822,0.0,--,4.084679e-06,na
37.681,40.67694391616609,0.0,--,4.044457e-06,na
37.681,41.11397408202683,0.0,--,3.425142e-06,na
37.681,41.49716455377593,0.0,--,2.726578e-06,na
37.681,41.914702427164116,0.0,--,3.265886e-06,na
37.681,42.32903664880662,0.0,--,3.914713e-06,na
37.681,42.74624065400994,0.0,--,3.749476e-06,na
37.681,43.17469991354517,0.0,--,3.768888e-06,na
37.681,43.59744860119855,0.0,--,4.311209e-06,na
37.681,44.02786216827081,0.0,--,4.347938e-06,na
37.681,44.41881362566845,0.0,--,4.166825e-06,na
37.681,44.82584084069148,0.0,--,4.287314e-06,na
37.681,45.24702183424432,0.0,--,4.820104e-06,na
37.681,45.67873151776906,0.0,--,4.669069e-06,na
37.681,46.106039449951915,0.0,--,4.143731e-06,na
37.681,46.49623915466508,0.0,--,4.303933e-06,na
37.681,46.91757470653634,0.0,--,4.909671e-06,na
37.681,47.342710469157254,0.0,--,4.568079e-06,na
37.681,47.76923495602644,0.0,--,4.426271e-06,na
37.681,48.20948143706965,0.0,--,4.500849e-06,na
37.681,48.60570940523867,0.0,--,4.651665e-06,na
37.681,49.047893251321184,0.0,--,4.332105e-06,na
37.681,49.43541345339881,0.0,--,4.216519e-06,na
37.681,49.89534358381624,0.0,--,3.984402e-06,na
37.681,50.304104333679994,0.0,--,4.019195e-06,na
37.681,50.69808409843281,0.0,--,3.548266e-06,na
37.681,51.12897111616437,0.0,--,3.344976e-06,na
37.681,51.559220725562675,0.0,--,3.179986e-06,na
