ECM File Output,,,,,
Filename (includes date): 2025-09-08-14-24-dic13a-177.txt,,,,,
AC Collect Speed: 10,,,,,
DC Collect Speed: 25,,,,,
DC Voltage: 1000,,,,,
Note: redo for x axis alignment, 3 breaks,,,,,
mm per encode step: 0.25,,,,,
Number of Expected tracks: 6,,,,,
ACDC offset: 305,,,,,
Laser offset: -10,,,,,
Y Left: 37.366277343749985,,,,,
Y Right: 113.18230078124994,,,,,
AC edgespace 16,,,,,
DC edgespace 12,,,,,
Index Mark (raw - not laser corrected): 29.103125000000002,,,,,
Index Mark Relative Depth: ,,,,,
Index Mark 2 Relative Depth: 0.0,,,,,
Index Mark 3 Relative Depth: 0.0,,,,,
(first) Index Mark Absolute Depth: ,,,,,
X min Position (raw - not laser corrected): 36.30625,,,,,
X max Position (raw - not laser corrected): 898.6828125000001,,,,,
Y_dimension(mm),X_dimension(mm),Button,AC,DC,True_depth(m)
53.366,756.5,0.0,2.84511e-08,--,na
53.366,756.75,0.0,2.84867e-08,--,na
53.366,757.0,0.0,2.83586e-08,--,na
53.366,757.25,0.0,2.8036400000000002e-08,--,na
53.366,757.5,0.0,2.882985e-08,--,na
53.366,757.75,0.0,2.83454e-08,--,na
53.366,758.0,0.0,2.81036e-08,--,na
53.366,758.25,0.0,2.732455e-08,--,na
53.366,758.5,0.0,2.79456e-08,--,na
53.366,758.75,0.0,2.7432999999999998e-08,--,na
53.366,759.0,0.0,2.77875e-08,--,na
53.366,759.25,0.0,2.73391e-08,--,na
53.366,759.5,0.0,2.67706e-08,--,na
53.366,759.75,0.0,2.73393e-08,--,na
53.366,760.0,0.0,2.817055e-08,--,na
53.366,760.25,0.0,2.80922e-08,--,na
53.366,760.5,0.0,2.73466e-08,--,na
53.366,760.75,0.0,2.78774e-08,--,na
53.366,761.0,0.0,2.6991199999999998e-08,--,na
53.366,761.25,0.0,2.8652450000000002e-08,--,na
53.366,761.5,0.0,2.72556e-08,--,na
53.366,761.75,0.0,2.854505e-08,--,na
53.366,762.0,0.0,2.71579e-08,--,na
53.366,762.25,0.0,2.732135e-08,--,na
53.366,762.5,0.0,2.59829e-08,--,na
53.366,762.75,0.0,2.92974e-08,--,na
53.366,763.0,0.0,2.830025e-08,--,na
53.366,763.25,0.0,2.836275e-08,--,na
53.366,763.5,0.0,2.85777e-08,--,na
53.366,763.75,0.0,2.83717e-08,--,na
53.366,764.0,0.0,2.858e-08,--,na
53.366,764.25,0.0,2.80629e-08,--,na
53.366,764.5,0.0,2.87884e-08,--,na
53.366,764.75,0.0,2.87152e-08,--,na
53.366,765.0,0.0,2.93021e-08,--,na
53.366,765.25,0.0,2.912295e-08,--,na
53.366,765.5,0.0,2.8773e-08,--,na
53.366,765.75,0.0,2.8817050000000002e-08,--,na
53.366,766.0,0.0,2.9101950000000002e-08,--,na
53.366,766.25,0.0,2.90584e-08,--,na
53.366,766.5,0.0,2.87451e-08,--,na
53.366,766.75,0.0,3.11424e-08,--,na
53.366,767.0,0.0,2.936075e-08,--,na
53.366,767.25,0.0,2.9809100000000005e-08,--,na
53.366,767.5,0.0,2.80634e-08,--,na
53.366,767.75,0.0,2.87895e-08,--,na
53.366,768.0,0.0,2.89853e-08,--,na
53.366,768.25,0.0,2.86938e-08,--,na
53.366,768.5,0.0,3.01527e-08,--,na
53.366,768.75,0.0,2.790555e-08,--,na
53.366,769.0,0.0,2.84298e-08,--,na
53.366,769.25,0.0,2.872215e-08,--,na
53.366,769.5,0.0,3.05344e-08,--,na
53.366,769.75,0.0,2.84701e-08,--,na
53.366,770.0,0.0,2.8359600000000002e-08,--,na
53.366,770.25,0.0,2.8062600000000003e-08,--,na
53.366,770.5,0.0,2.82763e-08,--,na
53.366,770.75,0.0,2.80649e-08,--,na
53.366,771.0,0.0,2.76133e-08,--,na
53.366,771.25,0.0,2.914555e-08,--,na
53.366,771.5,0.0,2.75924e-08,--,na
53.366,771.75,0.0,2.771345e-08,--,na
53.366,772.0,0.0,2.6865250000000003e-08,--,na
53.366,772.25,0.0,2.79186e-08,--,na
53.366,772.5,0.0,2.79713e-08,--,na
53.366,772.75,0.0,2.8502449999999997e-08,--,na
53.366,773.0,0.0,2.782775e-08,--,na
53.366,773.25,0.0,2.6774e-08,--,na
53.366,773.5,0.0,2.78231e-08,--,na
53.366,773.75,0.0,2.71759e-08,--,na
53.366,774.0,0.0,2.76976e-08,--,na
53.366,774.25,0.0,2.69827e-08,--,na
53.366,774.5,0.0,2.87006e-08,--,na
53.366,774.75,0.0,2.8485650000000002e-08,--,na
53.366,775.0,0.0,2.71145e-08,--,na
53.366,775.25,0.0,2.64853e-08,--,na
53.366,775.5,0.0,2.74773e-08,--,na
53.366,775.75,0.0,2.7124200000000003e-08,--,na
53.366,776.0,0.0,2.788635e-08,--,na
53.366,776.25,0.0,2.57012e-08,--,na
53.366,776.5,0.0,2.602885e-08,--,na
53.366,776.75,0.0,2.72581e-08,--,na
53.366,777.0,0.0,2.7076700000000002e-08,--,na
53.366,777.25,0.0,2.68093e-08,--,na
53.366,777.5,0.0,2.64285e-08,--,na
53.366,777.75,0.0,2.59826e-08,--,na
53.366,778.0,0.0,2.691245e-08,--,na
53.366,778.25,0.0,2.61404e-08,--,na
53.366,778.5,0.0,2.627705e-08,--,na
53.366,778.75,0.0,2.6024899999999998e-08,--,na
53.366,779.0,0.0,2.59118e-08,--,na
53.366,779.25,0.0,2.61268e-08,--,na
53.366,779.5,0.0,2.632315e-08,--,na
53.366,779.75,0.0,2.572885e-08,--,na
53.366,780.0,0.0,2.53691e-08,--,na
53.366,780.25,0.0,2.63862e-08,--,na
53.366,780.5,0.0,2.49867e-08,--,na
53.366,780.75,0.0,2.5229e-08,--,na
53.366,781.0,0.0,2.51421e-08,--,na
53.366,781.25,0.0,2.58765e-08,--,na
53.366,781.5,0.0,2.58179e-08,--,na
53.366,781.75,0.0,2.6046e-08,--,na
53.366,782.0,0.0,2.458665e-08,--,na
53.366,782.25,0.0,2.5457e-08,--,na
53.366,782.5,0.0,2.5645600000000002e-08,--,na
53.366,782.75,0.0,2.656845e-08,--,na
53.366,783.0,0.0,2.5836e-08,--,na
53.366,783.25,0.0,2.51951e-08,--,na
53.366,783.5,0.0,2.65079e-08,--,na
53.366,783.75,0.0,2.59382e-08,--,na
53.366,784.0,0.0,2.599765e-08,--,na
53.366,784.25,0.0,2.66319e-08,--,na
53.366,784.5,0.0,2.57956e-08,--,na
53.366,784.75,0.0,2.63925e-08,--,na
53.366,785.0,0.0,2.59351e-08,--,na
53.366,785.25,0.0,2.637195e-08,--,na
53.366,785.5,0.0,2.60096e-08,--,na
53.366,785.75,0.0,2.613115e-08,--,na
53.366,786.0,0.0,2.66031e-08,--,na
53.366,786.25,0.0,2.67002e-08,--,na
53.366,786.5,0.0,2.74348e-08,--,na
53.366,786.75,0.0,2.9874e-08,--,na
53.366,787.0,0.0,2.69385e-08,--,na
53.366,787.25,0.0,2.71226e-08,--,na
53.366,787.5,0.0,2.7698e-08,--,na
53.366,787.75,0.0,2.70944e-08,--,na
53.366,788.0,0.0,2.740175e-08,--,na
53.366,788.25,0.0,2.72902e-08,--,na
53.366,788.5,0.0,2.93449e-08,--,na
53.366,788.75,0.0,2.83111e-08,--,na
53.366,789.0,0.0,2.84869e-08,--,na
53.366,789.25,0.0,2.87688e-08,--,na
53.366,789.5,0.0,3.02065e-08,--,na
53.366,789.75,0.0,2.82791e-08,--,na
53.366,790.0,0.0,2.932425e-08,--,na
53.366,790.25,0.0,3.01996e-08,--,na
53.366,790.5,0.0,3.00748e-08,--,na
53.366,790.75,0.0,2.992785e-08,--,na
53.366,791.0,0.0,2.84466e-08,--,na
53.366,791.25,0.0,2.95024e-08,--,na
53.366,791.5,0.0,3.037025e-08,--,na
53.366,791.75,0.0,3.04118e-08,--,na
53.366,792.0,0.0,3.144755e-08,--,na
53.366,792.25,0.0,3.06128e-08,--,na
53.366,792.5,0.0,3.120655e-08,--,na
53.366,792.75,0.0,3.134e-08,--,na
53.366,793.0,0.0,3.1740299999999995e-08,--,na
53.366,793.25,0.0,3.28752e-08,--,na
53.366,793.5,0.0,3.2373849999999994e-08,--,na
53.366,793.75,0.0,3.423805e-08,--,na
53.366,794.0,0.0,3.31102e-08,--,na
53.366,794.25,0.0,3.35037e-08,--,na
53.366,794.5,0.0,3.3727900000000004e-08,--,na
53.366,794.75,0.0,3.395405e-08,--,na
53.366,795.0,0.0,3.35314e-08,--,na
53.366,795.25,0.0,3.29617e-08,--,na
53.366,795.5,0.0,3.52905e-08,--,na
53.366,795.75,0.0,3.42706e-08,--,na
53.366,796.0,0.0,3.4463499999999996e-08,--,na
53.366,796.25,0.0,3.66123e-08,--,na
53.366,796.5,0.0,3.509805e-08,--,na
53.366,796.75,0.0,3.482085e-08,--,na
53.366,797.0,0.0,3.51454e-08,--,na
53.366,797.25,0.0,3.598815e-08,--,na
53.366,797.5,0.0,3.51911e-08,--,na
53.366,797.75,0.0,3.5422400000000006e-08,--,na
53.366,798.0,0.0,3.52481e-08,--,na
53.366,798.25,0.0,3.536565e-08,--,na
53.366,798.5,0.0,3.479825e-08,--,na
53.366,798.75,0.0,3.679965e-08,--,na
53.366,799.0,0.0,3.50819e-08,--,na
53.366,799.25,0.0,3.524025e-08,--,na
53.366,799.5,0.0,3.67079e-08,--,na
53.366,799.75,0.0,3.6473e-08,--,na
53.366,800.0,0.0,3.72712e-08,--,na
53.366,800.25,0.0,3.6290650000000005e-08,--,na
53.366,800.5,0.0,3.632885e-08,--,na
53.366,800.75,0.0,3.69338e-08,--,na
53.366,801.0,0.0,3.68082e-08,--,na
53.366,801.25,0.0,3.59286e-08,--,na
53.366,801.5,0.0,3.623495e-08,--,na
53.366,801.75,0.0,3.667415e-08,--,na
53.366,802.0,0.0,3.64228e-08,--,na
53.366,802.25,0.0,3.73408e-08,--,na
53.366,802.5,0.0,3.590455e-08,--,na
53.366,802.75,0.0,3.60337e-08,--,na
53.366,803.0,0.0,3.73271e-08,--,na
53.366,803.25,0.0,3.60977e-08,--,na
53.366,803.5,0.0,3.6060649999999995e-08,--,na
53.366,803.75,0.0,3.71353e-08,--,na
53.366,804.0,0.0,3.54003e-08,--,na
53.366,804.25,0.0,3.64182e-08,--,na
53.366,804.5,0.0,3.70114e-08,--,na
53.366,804.75,0.0,3.66873e-08,--,na
53.366,805.0,0.0,3.64592e-08,--,na
53.366,805.25,0.0,3.7881700000000005e-08,--,na
53.366,805.5,0.0,3.61042e-08,--,na
53.366,805.75,0.0,3.64822e-08,--,na
53.366,806.0,0.0,4.0861e-08,--,na
53.366,806.25,0.0,3.6936550000000004e-08,--,na
53.366,806.5,0.0,3.701065e-08,--,na
53.366,806.75,0.0,3.65145e-08,--,na
53.366,807.0,0.0,3.74019e-08,--,na
53.366,807.25,0.0,3.74551e-08,--,na
53.366,807.5,0.0,3.698055e-08,--,na
53.366,807.75,0.0,3.79829e-08,--,na
53.366,808.0,0.0,3.84488e-08,--,na
53.366,808.25,0.0,3.7166449999999995e-08,--,na
53.366,808.5,0.0,3.78907e-08,--,na
53.366,808.75,0.0,3.9103150000000004e-08,--,na
53.366,809.0,0.0,3.95714e-08,--,na
53.366,809.25,0.0,3.99255e-08,--,na
53.366,809.5,0.0,4.0243e-08,--,na
53.366,809.75,0.0,3.96478e-08,--,na
53.366,810.0,0.0,4.07689e-08,--,na
53.366,810.25,0.0,4.109565e-08,--,na
53.366,810.5,0.0,3.88662e-08,--,na
53.366,810.75,0.0,4.173755e-08,--,na
53.366,811.0,0.0,4.07639e-08,--,na
53.366,811.25,0.0,4.08549e-08,--,na
53.366,811.5,0.0,4.09313e-08,--,na
53.366,811.75,0.0,4.08428e-08,--,na
53.366,812.0,0.0,4.1170150000000006e-08,--,na
53.366,812.25,0.0,3.99749e-08,--,na
53.366,812.5,0.0,3.969405e-08,--,na
53.366,812.75,0.0,4.18418e-08,--,na
53.366,813.0,0.0,3.930495e-08,--,na
53.366,813.25,0.0,4.447455e-08,--,na
53.366,813.5,0.0,4.15579e-08,--,na
53.366,813.75,0.0,4.126315e-08,--,na
53.366,814.0,0.0,4.1573e-08,--,na
53.366,814.25,0.0,4.109715e-08,--,na
53.366,814.5,0.0,4.2035e-08,--,na
53.366,814.75,0.0,4.26526e-08,--,na
53.366,815.0,0.0,4.1340699999999996e-08,--,na
53.366,815.25,0.0,4.13761e-08,--,na
53.366,815.5,0.0,4.073605e-08,--,na
53.366,815.75,0.0,4.15072e-08,--,na
53.366,816.0,0.0,4.1986249999999997e-08,--,na
53.366,816.25,0.0,4.10196e-08,--,na
53.366,816.5,0.0,4.12775e-08,--,na
53.366,816.75,0.0,4.01228e-08,--,na
53.366,817.0,0.0,4.119305e-08,--,na
53.366,817.25,0.0,4.20514e-08,--,na
53.366,817.5,0.0,4.26153e-08,--,na
53.366,817.75,0.0,4.20312e-08,--,na
53.366,818.0,0.0,4.23553e-08,--,na
53.366,818.25,0.0,4.18502e-08,--,na
53.366,818.5,0.0,4.292605e-08,--,na
53.366,818.75,0.0,4.01575e-08,--,na
53.366,819.0,0.0,4.2030950000000005e-08,--,na
53.366,819.25,0.0,4.17216e-08,--,na
53.366,819.5,0.0,4.23707e-08,--,na
53.366,819.75,0.0,4.18231e-08,--,na
53.366,820.0,0.0,4.227835e-08,--,na
53.366,820.25,0.0,4.12917e-08,--,na
53.366,820.5,0.0,4.12231e-08,--,na
53.366,820.75,0.0,4.34492e-08,--,na
53.366,821.0,0.0,3.9742e-08,--,na
53.366,821.25,0.0,4.31757e-08,--,na
53.366,821.5,0.0,4.376985e-08,--,na
53.366,821.75,0.0,4.21934e-08,--,na
53.366,822.0,0.0,4.3733250000000005e-08,--,na
53.366,822.25,0.0,4.28416e-08,--,na
53.366,822.5,0.0,4.29554e-08,--,na
53.366,822.75,0.0,4.43928e-08,--,na
53.366,823.0,0.0,4.4859350000000004e-08,--,na
53.366,823.25,0.0,4.1265200000000003e-08,--,na
53.366,823.5,0.0,4.42044e-08,--,na
53.366,823.75,0.0,4.36689e-08,--,na
53.366,824.0,0.0,4.26543e-08,--,na
53.366,824.25,0.0,4.56166e-08,--,na
53.366,824.5,0.0,4.61381e-08,--,na
53.366,824.75,0.0,4.573555e-08,--,na
53.366,825.0,0.0,4.58987e-08,--,na
53.366,825.25,0.0,4.59379e-08,--,na
53.366,825.5,0.0,4.54468e-08,--,na
53.366,825.75,0.0,4.53353e-08,--,na
53.366,826.0,0.0,4.51799e-08,--,na
53.366,826.25,0.0,4.518275e-08,--,na
53.366,826.5,0.0,4.66202e-08,--,na
53.366,826.75,0.0,4.67077e-08,--,na
53.366,827.0,0.0,4.5428e-08,--,na
53.366,827.25,0.0,4.3844449999999997e-08,--,na
53.366,827.5,0.0,4.755005e-08,--,na
53.366,827.75,0.0,4.72403e-08,--,na
53.366,828.0,0.0,4.488545e-08,--,na
53.366,828.25,0.0,4.477925e-08,--,na
53.366,828.5,0.0,4.63298e-08,--,na
53.366,828.75,0.0,4.4967e-08,--,na
53.366,829.0,0.0,4.4112000000000005e-08,--,na
53.366,829.25,0.0,4.4973800000000005e-08,--,na
53.366,829.5,0.0,4.32313e-08,--,na
53.366,829.75,0.0,4.3187e-08,--,na
53.366,830.0,0.0,4.79872e-08,--,na
53.366,830.25,0.0,4.47519e-08,--,na
53.366,830.5,0.0,4.67062e-08,--,na
53.366,830.75,0.0,4.22048e-08,--,na
53.366,831.0,0.0,4.29744e-08,--,na
53.366,831.25,0.0,4.1719099999999997e-08,--,na
53.366,831.5,0.0,4.27532e-08,--,na
53.366,831.75,0.0,4.292075e-08,--,na
53.366,832.0,0.0,4.03044e-08,--,na
53.366,832.25,0.0,4.1107549999999995e-08,--,na
53.366,832.5,0.0,3.73362e-08,--,na
53.366,832.75,0.0,3.6610999999999996e-08,--,na
53.366,833.0,0.0,3.90102e-08,--,na
53.366,833.25,0.0,3.8724e-08,--,na
53.366,833.5,0.0,3.8801000000000004e-08,--,na
53.366,833.75,0.0,3.88754e-08,--,na
53.366,834.0,0.0,3.55689e-08,--,na
53.366,834.25,0.0,3.5889e-08,--,na
53.366,834.5,0.0,3.59137e-08,--,na
53.366,834.75,0.0,3.55123e-08,--,na
53.366,835.0,0.0,3.64846e-08,--,na
53.366,835.25,0.0,3.5272450000000004e-08,--,na
53.366,835.5,0.0,3.57465e-08,--,na
53.366,835.75,0.0,3.44009e-08,--,na
53.366,836.0,0.0,3.387395e-08,--,na
53.366,836.25,0.0,3.27809e-08,--,na
53.366,836.5,0.0,3.3913e-08,--,na
53.366,836.75,0.0,3.418795e-08,--,na
53.366,837.0,0.0,3.370695e-08,--,na
53.366,837.25,0.0,3.18941e-08,--,na
53.366,837.5,0.0,3.24776e-08,--,na
53.366,837.75,0.0,3.3422999999999994e-08,--,na
53.366,838.0,0.0,3.21863e-08,--,na
53.366,838.25,0.0,3.19999e-08,--,na
53.366,838.5,0.0,3.06037e-08,--,na
53.366,838.75,0.0,3.34038e-08,--,na
53.366,839.0,0.0,3.2426749999999996e-08,--,na
53.366,839.25,0.0,4.10329e-08,--,na
53.366,839.5,0.0,3.150115e-08,--,na
53.366,839.75,0.0,3.11555e-08,--,na
53.366,840.0,0.0,3.2101949999999996e-08,--,na
53.366,840.25,0.0,3.1710349999999996e-08,--,na
53.366,840.5,0.0,3.2845e-08,--,na
53.366,840.75,0.0,3.16917e-08,--,na
53.366,841.0,0.0,3.228875e-08,--,na
53.366,841.25,0.0,3.0970799999999996e-08,--,na
53.366,841.5,0.0,3.3613e-08,--,na
53.366,841.75,0.0,3.43019e-08,--,na
53.366,842.0,0.0,3.31761e-08,--,na
53.366,842.25,0.0,3.418045e-08,--,na
53.366,842.5,0.0,3.47568e-08,--,na
53.366,842.75,0.0,3.42719e-08,--,na
53.366,843.0,0.0,3.513895e-08,--,na
53.366,843.25,0.0,3.51393e-08,--,na
53.366,843.5,0.0,3.31657e-08,--,na
53.366,843.75,0.0,3.50605e-08,--,na
53.366,844.0,0.0,3.79447e-08,--,na
53.366,844.25,0.0,3.768225e-08,--,na
53.366,844.5,0.0,3.64162e-08,--,na
53.366,844.75,0.0,3.907e-08,--,na
53.366,845.0,0.0,4.074025e-08,--,na
53.366,845.25,0.0,4.07977e-08,--,na
53.366,845.5,0.0,4.15937e-08,--,na
53.366,845.75,0.0,4.1680549999999997e-08,--,na
53.366,846.0,0.0,4.53286e-08,--,na
53.366,846.25,0.0,4.59964e-08,--,na
53.366,846.5,0.0,4.38328e-08,--,na
53.366,846.75,0.0,4.67539e-08,--,na
53.366,847.0,0.0,4.676075e-08,--,na
53.366,847.25,0.0,4.83528e-08,--,na
53.366,847.5,0.0,4.5073e-08,--,na
53.366,847.75,0.0,4.7466e-08,--,na
53.366,848.0,0.0,5.039745e-08,--,na
53.366,848.25,0.0,5.04236e-08,--,na
53.366,848.5,0.0,5.29022e-08,--,na
53.366,848.75,0.0,5.346095e-08,--,na
53.366,849.0,0.0,5.486085e-08,--,na
53.366,849.25,0.0,4.74957e-08,--,na
53.366,849.5,0.0,5.60201e-08,--,na
53.366,849.75,0.0,5.841905e-08,--,na
53.366,850.0,0.0,5.684535e-08,--,na
53.366,850.25,0.0,5.990419999999999e-08,--,na
53.366,850.5,0.0,5.7356e-08,--,na
53.366,850.75,0.0,6.098875e-08,--,na
53.366,851.0,0.0,6.186165e-08,--,na
53.366,851.25,0.0,6.13112e-08,--,na
53.366,851.5,0.0,6.29664e-08,--,na
53.366,851.75,0.0,5.99511e-08,--,na
53.366,852.0,0.0,6.264485e-08,--,na
53.366,852.25,0.0,6.54219e-08,--,na
53.366,852.5,0.0,6.33572e-08,--,na
53.366,852.75,0.0,6.722755e-08,--,na
53.366,853.0,0.0,6.65294e-08,--,na
53.366,853.25,0.0,7.14566e-08,--,na
53.366,853.5,0.0,6.99544e-08,--,na
53.366,853.75,0.0,6.965935e-08,--,na
53.366,854.0,0.0,7.04111e-08,--,na
53.366,854.25,0.0,6.82426e-08,--,na
53.366,854.5,0.0,6.906529999999999e-08,--,na
53.366,854.75,0.0,6.948410000000001e-08,--,na
53.366,855.0,0.0,7.00779e-08,--,na
53.366,855.25,0.0,7.08186e-08,--,na
53.366,855.5,0.0,7.14194e-08,--,na
53.366,855.75,0.0,7.085785e-08,--,na
53.366,856.0,0.0,7.26278e-08,--,na
53.366,856.25,0.0,7.16886e-08,--,na
53.366,856.5,0.0,7.07831e-08,--,na
53.366,856.75,0.0,7.05482e-08,--,na
53.366,857.0,0.0,7.11594e-08,--,na
53.366,857.25,0.0,7.09786e-08,--,na
53.366,857.5,0.0,7.147015e-08,--,na
53.366,857.75,0.0,7.044550000000001e-08,--,na
53.366,858.0,0.0,6.93823e-08,--,na
53.366,858.25,0.0,7.0144e-08,--,na
53.366,858.5,0.0,6.97778e-08,--,na
53.366,858.75,0.0,7.005225e-08,--,na
53.366,859.0,0.0,6.89085e-08,--,na
53.366,859.25,0.0,6.26441e-08,--,na
53.366,859.5,0.0,6.862605e-08,--,na
53.366,859.75,0.0,6.823035e-08,--,na
53.366,860.0,0.0,6.733694999999999e-08,--,na
53.366,860.25,0.0,6.55821e-08,--,na
53.366,860.5,0.0,6.621235000000001e-08,--,na
53.366,860.75,0.0,6.503085000000001e-08,--,na
53.366,861.0,0.0,6.372255e-08,--,na
53.366,861.25,0.0,6.32353e-08,--,na
53.366,861.5,0.0,6.3322e-08,--,na
53.366,861.75,0.0,6.160420000000001e-08,--,na
53.366,862.0,0.0,6.07622e-08,--,na
65.366,0.0,0.0,4.700966666666667e-08,--,na
65.366,0.25,0.0,4.43405e-08,--,na
65.366,0.5,0.0,4.71103e-08,--,na
65.366,0.75,0.0,5.0803499999999996e-08,--,na
65.366,1.0,0.0,4.6072850000000003e-08,--,na
65.366,1.25,0.0,4.8351e-08,--,na
65.366,1.5,0.0,4.90723e-08,--,na
65.366,1.75,0.0,4.823705e-08,--,na
65.366,2.0,0.0,4.76958e-08,--,na
65.366,2.25,0.0,4.894265e-08,--,na
65.366,2.5,0.0,4.90077e-08,--,na
65.366,2.75,0.0,4.768e-08,--,na
65.366,3.0,0.0,4.76269e-08,--,na
65.366,3.25,0.0,4.794675e-08,--,na
65.366,3.5,0.0,4.85665e-08,--,na
65.366,3.75,0.0,4.79269e-08,--,na
65.366,4.0,0.0,4.8762849999999996e-08,--,na
65.366,4.25,0.0,4.9762299999999996e-08,--,na
65.366,4.5,0.0,4.89135e-08,--,na
65.366,4.75,0.0,4.7634249999999995e-08,--,na
65.366,5.0,0.0,5.051365e-08,--,na
65.366,5.25,0.0,4.98222e-08,--,na
65.366,5.5,0.0,4.86792e-08,--,na
65.366,5.75,0.0,4.88152e-08,--,na
65.366,6.0,0.0,4.25354e-08,--,na
65.366,6.25,0.0,4.769665e-08,--,na
65.366,6.5,0.0,4.79626e-08,--,na
65.366,6.75,0.0,4.29794e-08,--,na
65.366,7.0,0.0,4.61981e-08,--,na
65.366,7.25,0.0,4.797725e-08,--,na
65.366,7.5,0.0,4.71383e-08,--,na
65.366,7.75,0.0,4.5332e-08,--,na
65.366,8.0,0.0,4.84813e-08,--,na
65.366,8.25,0.0,4.79218e-08,--,na
65.366,8.5,0.0,4.79663e-08,--,na
65.366,8.75,0.0,4.80531e-08,--,na
65.366,9.0,0.0,4.5576750000000005e-08,--,na
65.366,9.25,0.0,4.7123449999999996e-08,--,na
65.366,9.5,0.0,4.73576e-08,--,na
65.366,9.75,0.0,4.681915e-08,--,na
65.366,10.0,0.0,4.546115e-08,--,na
65.366,10.25,0.0,4.87667e-08,--,na
65.366,10.5,0.0,4.5561200000000004e-08,--,na
65.366,10.75,0.0,4.55923e-08,--,na
65.366,11.0,0.0,4.4721e-08,--,na
65.366,11.25,0.0,4.571555e-08,--,na
65.366,11.5,0.0,4.61824e-08,--,na
65.366,11.75,0.0,4.4211100000000003e-08,--,na
65.366,12.0,0.0,4.500105e-08,--,na
65.366,12.25,0.0,4.49206e-08,--,na
65.366,12.5,0.0,4.47651e-08,--,na
65.366,12.75,0.0,4.42315e-08,--,na
65.366,13.0,0.0,4.16766e-08,--,na
65.366,13.25,0.0,4.293595e-08,--,na
65.366,13.5,0.0,3.8864750000000004e-08,--,na
65.366,13.75,0.0,4.32029e-08,--,na
65.366,14.0,0.0,4.257125e-08,--,na
65.366,14.25,0.0,4.3381900000000005e-08,--,na
65.366,14.5,0.0,4.51285e-08,--,na
65.366,14.75,0.0,4.307505e-08,--,na
65.366,15.0,0.0,4.509365e-08,--,na
65.366,15.25,0.0,4.53966e-08,--,na
65.366,15.5,0.0,4.3429699999999996e-08,--,na
65.366,15.75,0.0,4.30857e-08,--,na
65.366,16.0,0.0,4.302715e-08,--,na
65.366,16.25,0.0,4.3308649999999995e-08,--,na
65.366,16.5,0.0,4.57943e-08,--,na
65.366,16.75,0.0,4.1710550000000004e-08,--,na
65.366,17.0,0.0,4.085925e-08,--,na
65.366,17.25,0.0,4.11201e-08,--,na
65.366,17.5,0.0,4.148705e-08,--,na
65.366,17.75,0.0,4.40109e-08,--,na
65.366,18.0,0.0,4.2364200000000006e-08,--,na
65.366,18.25,0.0,4.04783e-08,--,na
65.366,18.5,0.0,4.27949e-08,--,na
65.366,18.75,0.0,4.407115e-08,--,na
65.366,19.0,0.0,3.992315e-08,--,na
65.366,19.25,0.0,4.23158e-08,--,na
65.366,19.5,0.0,4.07144e-08,--,na
65.366,19.75,0.0,3.83845e-08,--,na
65.366,20.0,0.0,4.09954e-08,--,na
65.366,20.25,0.0,4.02936e-08,--,na
65.366,20.5,0.0,4.251715e-08,--,na
65.366,20.75,0.0,4.2125300000000005e-08,--,na
65.366,21.0,0.0,4.08743e-08,--,na
65.366,21.25,0.0,3.97942e-08,--,na
65.366,21.5,0.0,4.0931600000000004e-08,--,na
65.366,21.75,0.0,4.1478699999999994e-08,--,na
65.366,22.0,0.0,4.19386e-08,--,na
65.366,22.25,0.0,4.14043e-08,--,na
65.366,22.5,0.0,4.014185e-08,--,na
65.366,22.75,0.0,4.0579499999999996e-08,--,na
65.366,23.0,0.0,4.07276e-08,--,na
65.366,23.25,0.0,4.00706e-08,--,na
65.366,23.5,0.0,4.0205050000000004e-08,--,na
65.366,23.75,0.0,4.08324e-08,--,na
65.366,24.0,0.0,4.06812e-08,--,na
65.366,24.25,0.0,3.63102e-08,--,na
65.366,24.5,0.0,3.925625e-08,--,na
65.366,24.75,0.0,3.93039e-08,--,na
65.366,25.0,0.0,3.89692e-08,--,na
65.366,25.25,0.0,4.18262e-08,--,na
65.366,25.5,0.0,4.0139950000000005e-08,--,na
65.366,25.75,0.0,3.64012e-08,--,na
65.366,26.0,0.0,3.997755e-08,--,na
65.366,26.25,0.0,3.49558e-08,--,na
65.366,26.5,0.0,3.84135e-08,--,na
65.366,26.75,0.0,3.6363700000000004e-08,--,na
65.366,27.0,0.0,3.758335e-08,--,na
65.366,27.25,0.0,3.84059e-08,--,na
65.366,27.5,0.0,3.8203300000000004e-08,--,na
65.366,27.75,0.0,3.94805e-08,--,na
65.366,28.0,0.0,4.08734e-08,--,na
65.366,28.25,0.0,3.68114e-08,--,na
65.366,28.5,0.0,3.86385e-08,--,na
65.366,28.75,0.0,3.8245699999999994e-08,--,na
65.366,29.0,0.0,3.68942e-08,--,na
65.366,29.25,0.0,3.81708e-08,--,na
65.366,29.5,0.0,3.777575e-08,--,na
65.366,29.75,0.0,3.754815e-08,--,na
65.366,30.0,0.0,3.88047e-08,--,na
65.366,30.25,0.0,3.53093e-08,--,na
65.366,30.5,0.0,3.68969e-08,--,na
65.366,30.75,0.0,3.65746e-08,--,na
65.366,31.0,0.0,3.67168e-08,--,na
65.366,31.25,0.0,3.92163e-08,--,na
65.366,31.5,0.0,3.52488e-08,--,na
65.366,31.75,0.0,3.240195e-08,--,na
