ECM File Output,,,,,
Filename (includes date): 2025-09-08-14-24-dic13a-177.txt,,,,,
AC Collect Speed: 10,,,,,
DC Collect Speed: 25,,,,,
DC Voltage: 1000,,,,,
Note: redo for x axis alignment, 3 breaks,,,,,
mm per encode step: 0.25,,,,,
Number of Expected tracks: 6,,,,,
ACDC offset: 305,,,,,
Laser offset: -10,,,,,
Y Left: 37.366277343749985,,,,,
Y Right: 113.18230078124994,,,,,
AC edgespace 16,,,,,
DC edgespace 12,,,,,
Index Mark (raw - not laser corrected): 29.103125000000002,,,,,
Index Mark Relative Depth: ,,,,,
Index Mark 2 Relative Depth: 0.0,,,,,
Index Mark 3 Relative Depth: 0.0,,,,,
(first) Index Mark Absolute Depth: ,,,,,
X min Position (raw - not laser corrected): 36.30625,,,,,
X max Position (raw - not laser corrected): 898.6828125000001,,,,,
Y_dimension(mm),X_dimension(mm),Button,AC,DC,True_depth(m)
77.366,238.75,0.0,3.939225e-08,--,na
77.366,239.0,0.0,3.953e-08,--,na
77.366,239.25,0.0,4.03595e-08,--,na
77.366,239.5,0.0,4.24463e-08,--,na
77.366,239.75,0.0,4.075885e-08,--,na
77.366,240.0,0.0,4.145345e-08,--,na
77.366,240.25,0.0,3.989245e-08,--,na
77.366,240.5,0.0,3.95698e-08,--,na
77.366,240.75,0.0,4.006135e-08,--,na
77.366,241.0,0.0,4.05573e-08,--,na
77.366,241.25,0.0,4.0367350000000006e-08,--,na
77.366,241.5,0.0,4.1426e-08,--,na
77.366,241.75,0.0,4.11178e-08,--,na
77.366,242.0,0.0,4.09139e-08,--,na
77.366,242.25,0.0,4.17042e-08,--,na
77.366,242.5,0.0,4.22331e-08,--,na
77.366,242.75,0.0,4.3459850000000005e-08,--,na
77.366,243.0,0.0,4.3318850000000004e-08,--,na
77.366,243.25,0.0,4.32052e-08,--,na
77.366,243.5,0.0,4.1916949999999995e-08,--,na
77.366,243.75,0.0,4.13741e-08,--,na
77.366,244.0,0.0,4.09327e-08,--,na
77.366,244.25,0.0,4.11406e-08,--,na
77.366,244.5,0.0,4.00586e-08,--,na
77.366,244.75,0.0,3.8261e-08,--,na
77.366,245.0,0.0,3.991915e-08,--,na
77.366,245.25,0.0,3.8118349999999997e-08,--,na
77.366,245.5,0.0,3.65172e-08,--,na
77.366,245.75,0.0,3.728735e-08,--,na
77.366,246.0,0.0,3.82858e-08,--,na
77.366,246.25,0.0,3.84778e-08,--,na
77.366,246.5,0.0,3.95105e-08,--,na
77.366,246.75,0.0,3.765535e-08,--,na
77.366,247.0,0.0,3.8398e-08,--,na
77.366,247.25,0.0,3.669835e-08,--,na
77.366,247.5,0.0,3.73994e-08,--,na
77.366,247.75,0.0,3.60286e-08,--,na
77.366,248.0,0.0,3.5757649999999996e-08,--,na
77.366,248.25,0.0,3.440235e-08,--,na
77.366,248.5,0.0,3.33416e-08,--,na
77.366,248.75,0.0,3.3348e-08,--,na
77.366,249.0,0.0,3.3163850000000004e-08,--,na
77.366,249.25,0.0,3.379025e-08,--,na
77.366,249.5,0.0,3.23218e-08,--,na
77.366,249.75,0.0,3.22121e-08,--,na
77.366,250.0,0.0,3.281875e-08,--,na
77.366,250.25,0.0,3.1898549999999995e-08,--,na
77.366,250.5,0.0,3.19995e-08,--,na
77.366,250.75,0.0,3.2194000000000004e-08,--,na
77.366,251.0,0.0,3.23835e-08,--,na
77.366,251.25,0.0,3.15293e-08,--,na
77.366,251.5,0.0,2.97613e-08,--,na
77.366,251.75,0.0,3.127745e-08,--,na
77.366,252.0,0.0,3.0990599999999994e-08,--,na
77.366,252.25,0.0,2.90408e-08,--,na
77.366,252.5,0.0,3.106535e-08,--,na
77.366,252.75,0.0,3.13472e-08,--,na
77.366,253.0,0.0,3.026385e-08,--,na
77.366,253.25,0.0,3.00597e-08,--,na
77.366,253.5,0.0,2.936145e-08,--,na
77.366,253.75,0.0,2.92596e-08,--,na
77.366,254.0,0.0,3.0149300000000004e-08,--,na
77.366,254.25,0.0,2.82224e-08,--,na
77.366,254.5,0.0,2.9422249999999997e-08,--,na
77.366,254.75,0.0,2.86011e-08,--,na
77.366,255.0,0.0,2.8976e-08,--,na
77.366,255.25,0.0,2.907e-08,--,na
77.366,255.5,0.0,2.93683e-08,--,na
77.366,255.75,0.0,2.9824249999999997e-08,--,na
77.366,256.0,0.0,3.040955e-08,--,na
77.366,256.25,0.0,2.97657e-08,--,na
77.366,256.5,0.0,2.95527e-08,--,na
77.366,256.75,0.0,2.9869050000000004e-08,--,na
77.366,257.0,0.0,3.014745e-08,--,na
77.366,257.25,0.0,2.95945e-08,--,na
77.366,257.5,0.0,2.74232e-08,--,na
77.366,257.75,0.0,2.9899499999999996e-08,--,na
77.366,258.0,0.0,2.967975e-08,--,na
77.366,258.25,0.0,3.06152e-08,--,na
77.366,258.5,0.0,3.04023e-08,--,na
77.366,258.75,0.0,3.00169e-08,--,na
77.366,259.0,0.0,3.15625e-08,--,na
77.366,259.25,0.0,3.05207e-08,--,na
77.366,259.5,0.0,2.969945e-08,--,na
77.366,259.75,0.0,2.98104e-08,--,na
77.366,260.0,0.0,2.99167e-08,--,na
77.366,260.25,0.0,3.00493e-08,--,na
77.366,260.5,0.0,3.072735e-08,--,na
77.366,260.75,0.0,3.00187e-08,--,na
77.366,261.0,0.0,2.960635e-08,--,na
77.366,261.25,0.0,2.98152e-08,--,na
77.366,261.5,0.0,2.91008e-08,--,na
77.366,261.75,0.0,2.92943e-08,--,na
77.366,262.0,0.0,2.82482e-08,--,na
77.366,262.25,0.0,2.84428e-08,--,na
77.366,262.5,0.0,2.77011e-08,--,na
77.366,262.75,0.0,2.784825e-08,--,na
77.366,263.0,1.0,2.770875e-08,--,na
77.366,263.25,1.0,2.71313e-08,--,na
77.366,263.5,1.0,2.729235e-08,--,na
77.366,263.75,1.0,2.67284e-08,--,na
77.366,264.0,1.0,2.59115e-08,--,na
77.366,264.25,1.0,2.50546e-08,--,na
77.366,264.5,1.0,2.4876450000000002e-08,--,na
77.366,264.75,1.0,2.35531e-08,--,na
77.366,265.0,1.0,2.402735e-08,--,na
77.366,265.25,1.0,2.27523e-08,--,na
77.366,265.5,1.0,2.169115e-08,--,na
77.366,265.75,1.0,2.11563e-08,--,na
77.366,266.0,1.0,2.0652849999999998e-08,--,na
77.366,266.25,1.0,2.05276e-08,--,na
77.366,266.5,1.0,1.87526e-08,--,na
77.366,266.75,1.0,1.79982e-08,--,na
77.366,267.0,1.0,1.722045e-08,--,na
77.366,267.25,1.0,1.61421e-08,--,na
77.366,267.5,1.0,1.45911e-08,--,na
77.366,267.75,1.0,1.4203e-08,--,na
77.366,268.0,1.0,1.347145e-08,--,na
77.366,268.25,1.0,1.24307e-08,--,na
77.366,268.5,1.0,1.14724e-08,--,na
77.366,268.75,1.0,1.0543455e-08,--,na
77.366,269.0,1.0,8.97766e-09,--,na
77.366,269.25,1.0,8.74933e-09,--,na
77.366,269.5,1.0,8.35116e-09,--,na
77.366,269.75,1.0,6.60008e-09,--,na
77.366,270.0,1.0,6.09852e-09,--,na
77.366,270.25,1.0,4.46268e-09,--,na
77.366,270.5,1.0,3.656935e-09,--,na
77.366,270.75,1.0,3.6864400000000004e-09,--,na
77.366,271.0,1.0,2.09408e-09,--,na
77.366,271.25,1.0,1.5792250000000002e-09,--,na
77.366,271.5,1.0,1.09998e-09,--,na
77.366,271.75,1.0,4.6306334849999997e-10,--,na
77.366,272.0,1.0,-5.86093e-10,--,na
77.366,272.25,1.0,5.39639e-09,--,na
77.366,272.5,1.0,4.673340000000001e-09,--,na
77.366,272.75,1.0,5.58621e-09,--,na
77.366,273.0,1.0,5.244215e-09,--,na
77.366,273.25,1.0,6.05955e-09,--,na
77.366,273.5,1.0,5.92431e-09,--,na
77.366,273.75,1.0,7.106055e-09,--,na
77.366,274.0,1.0,7.91154e-09,--,na
77.366,274.25,1.0,8.02168e-09,--,na
77.366,274.5,1.0,7.915805e-09,--,na
77.366,274.75,1.0,8.88526e-09,--,na
77.366,275.0,1.0,9.88785e-09,--,na
77.366,275.25,1.0,1.12989e-08,--,na
77.366,275.5,1.0,1.183055e-08,--,na
77.366,275.75,1.0,1.2588150000000001e-08,--,na
77.366,276.0,1.0,1.4376e-08,--,na
77.366,276.25,1.0,1.39228e-08,--,na
77.366,276.5,1.0,1.531265e-08,--,na
77.366,276.75,1.0,1.554085e-08,--,na
77.366,277.0,1.0,1.63246e-08,--,na
77.366,277.25,1.0,1.71022e-08,--,na
77.366,277.5,1.0,1.78804e-08,--,na
77.366,277.75,1.0,1.822165e-08,--,na
77.366,278.0,1.0,1.87253e-08,--,na
77.366,278.25,1.0,1.9581000000000002e-08,--,na
77.366,278.5,0.0,1.95193e-08,--,na
77.366,278.75,0.0,2.103725e-08,--,na
77.366,279.0,0.0,2.0234e-08,--,na
77.366,279.25,0.0,1.938025e-08,--,na
77.366,279.5,0.0,1.8881049999999998e-08,--,na
77.366,279.75,0.0,1.84499e-08,--,na
77.366,280.0,0.0,1.898645e-08,--,na
77.366,280.25,0.0,1.90318e-08,--,na
77.366,280.5,0.0,1.887565e-08,--,na
77.366,280.75,0.0,2.006545e-08,--,na
77.366,281.0,0.0,2.04068e-08,--,na
77.366,281.25,0.0,2.1776899999999998e-08,--,na
77.366,281.5,0.0,2.1905149999999998e-08,--,na
77.366,281.75,0.0,2.25323e-08,--,na
77.366,282.0,0.0,2.24774e-08,--,na
77.366,282.25,0.0,2.26081e-08,--,na
77.366,282.5,0.0,2.408525e-08,--,na
77.366,282.75,0.0,2.35608e-08,--,na
77.366,283.0,0.0,2.29898e-08,--,na
77.366,283.25,0.0,2.357225e-08,--,na
77.366,283.5,0.0,2.4643499999999998e-08,--,na
77.366,283.75,0.0,2.49843e-08,--,na
77.366,284.0,0.0,2.56573e-08,--,na
77.366,284.25,0.0,2.60436e-08,--,na
77.366,284.5,0.0,2.6511700000000003e-08,--,na
77.366,284.75,0.0,2.6989e-08,--,na
77.366,285.0,0.0,2.83316e-08,--,na
77.366,285.25,0.0,2.8965549999999998e-08,--,na
77.366,285.5,0.0,3.05292e-08,--,na
77.366,285.75,0.0,3.03447e-08,--,na
77.366,286.0,0.0,3.09281e-08,--,na
77.366,286.25,0.0,3.024005e-08,--,na
77.366,286.5,0.0,3.11656e-08,--,na
77.366,286.75,0.0,3.10554e-08,--,na
77.366,287.0,0.0,3.18757e-08,--,na
77.366,287.25,0.0,3.189155e-08,--,na
77.366,287.5,0.0,3.2469199999999995e-08,--,na
77.366,287.75,0.0,3.29817e-08,--,na
77.366,288.0,0.0,3.32157e-08,--,na
77.366,288.25,0.0,3.3674e-08,--,na
77.366,288.5,0.0,3.46424e-08,--,na
77.366,288.75,0.0,3.50969e-08,--,na
77.366,289.0,0.0,3.5517e-08,--,na
77.366,289.25,0.0,3.55227e-08,--,na
77.366,289.5,0.0,3.554125e-08,--,na
77.366,289.75,0.0,3.608775e-08,--,na
77.366,290.0,0.0,3.68527e-08,--,na
77.366,290.25,0.0,3.76687e-08,--,na
77.366,290.5,0.0,3.716725e-08,--,na
77.366,290.75,0.0,3.5793900000000004e-08,--,na
77.366,291.0,0.0,3.55264e-08,--,na
77.366,291.25,0.0,3.4111200000000004e-08,--,na
77.366,291.5,0.0,3.360295e-08,--,na
77.366,291.75,0.0,3.22217e-08,--,na
77.366,292.0,0.0,3.242815e-08,--,na
77.366,292.25,0.0,3.255805e-08,--,na
77.366,292.5,0.0,3.21038e-08,--,na
77.366,292.75,0.0,3.1928200000000004e-08,--,na
77.366,293.0,0.0,3.22991e-08,--,na
77.366,293.25,0.0,3.2067449999999996e-08,--,na
77.366,293.5,0.0,3.2412100000000005e-08,--,na
77.366,293.75,0.0,3.26861e-08,--,na
77.366,294.0,0.0,3.23952e-08,--,na
77.366,294.25,0.0,3.2840149999999996e-08,--,na
77.366,294.5,0.0,3.25399e-08,--,na
77.366,294.75,0.0,3.24013e-08,--,na
77.366,295.0,0.0,3.2361999999999996e-08,--,na
77.366,295.25,0.0,3.26748e-08,--,na
77.366,295.5,0.0,3.1959800000000005e-08,--,na
77.366,295.75,0.0,3.2323e-08,--,na
77.366,296.0,0.0,3.246215e-08,--,na
77.366,296.25,0.0,3.23121e-08,--,na
77.366,296.5,0.0,3.2186849999999994e-08,--,na
77.366,296.75,0.0,3.15108e-08,--,na
77.366,297.0,0.0,3.15102e-08,--,na
77.366,297.25,0.0,3.14104e-08,--,na
77.366,297.5,0.0,3.096255e-08,--,na
77.366,297.75,0.0,3.08851e-08,--,na
77.366,298.0,0.0,3.1056750000000004e-08,--,na
77.366,298.25,0.0,3.08962e-08,--,na
77.366,298.5,0.0,3.2200349999999996e-08,--,na
77.366,298.75,0.0,3.23344e-08,--,na
77.366,299.0,0.0,3.4258e-08,--,na
77.366,299.25,0.0,3.4631800000000004e-08,--,na
77.366,299.5,0.0,3.564015e-08,--,na
77.366,299.75,0.0,3.68068e-08,--,na
77.366,300.0,0.0,3.6093500000000005e-08,--,na
77.366,300.25,0.0,3.4897049999999994e-08,--,na
77.366,300.5,0.0,3.42102e-08,--,na
77.366,300.75,0.0,3.29627e-08,--,na
77.366,301.0,0.0,3.289645e-08,--,na
77.366,301.25,0.0,3.23735e-08,--,na
77.366,301.5,0.0,3.19315e-08,--,na
77.366,301.75,0.0,3.19085e-08,--,na
77.366,302.0,0.0,3.21216e-08,--,na
77.366,302.25,0.0,3.162065e-08,--,na
77.366,302.5,0.0,3.256585e-08,--,na
77.366,302.75,0.0,3.28105e-08,--,na
77.366,303.0,0.0,3.341115e-08,--,na
77.366,303.25,0.0,3.401335e-08,--,na
77.366,303.5,0.0,3.43843e-08,--,na
77.366,303.75,0.0,3.56085e-08,--,na
77.366,304.0,0.0,3.6214e-08,--,na
77.366,304.25,0.0,3.652265e-08,--,na
77.366,304.5,0.0,3.71603e-08,--,na
77.366,304.75,0.0,3.77339e-08,--,na
77.366,305.0,0.0,3.872705e-08,--,na
77.366,305.25,0.0,3.956875e-08,--,na
77.366,305.5,0.0,4.1193000000000004e-08,--,na
77.366,305.75,0.0,4.28751e-08,--,na
77.366,306.0,0.0,4.33942e-08,--,na
77.366,306.25,0.0,4.42912e-08,--,na
77.366,306.5,0.0,4.337e-08,--,na
77.366,306.75,0.0,4.29049e-08,--,na
77.366,307.0,0.0,4.3055699999999996e-08,--,na
77.366,307.25,0.0,4.202055e-08,--,na
77.366,307.5,0.0,4.154755e-08,--,na
77.366,307.75,0.0,4.10153e-08,--,na
77.366,308.0,0.0,3.9822549999999994e-08,--,na
77.366,308.25,0.0,3.78008e-08,--,na
77.366,308.5,0.0,3.7047399999999996e-08,--,na
77.366,308.75,0.0,3.61273e-08,--,na
77.366,309.0,0.0,3.533e-08,--,na
77.366,309.25,0.0,3.39533e-08,--,na
77.366,309.5,0.0,3.3634900000000004e-08,--,na
77.366,309.75,0.0,3.38837e-08,--,na
77.366,310.0,0.0,3.3454949999999995e-08,--,na
77.366,310.25,0.0,3.28692e-08,--,na
77.366,310.5,0.0,3.29259e-08,--,na
77.366,310.75,0.0,3.34619e-08,--,na
77.366,311.0,0.0,3.3578199999999996e-08,--,na
77.366,311.25,0.0,3.39196e-08,--,na
77.366,311.5,0.0,3.5093999999999996e-08,--,na
77.366,311.75,0.0,3.5394e-08,--,na
77.366,312.0,0.0,3.5887900000000005e-08,--,na
77.366,312.25,0.0,3.64213e-08,--,na
77.366,312.5,0.0,3.55849e-08,--,na
77.366,312.75,0.0,3.61781e-08,--,na
77.366,313.0,0.0,3.46917e-08,--,na
77.366,313.25,0.0,3.39319e-08,--,na
77.366,313.5,0.0,3.3198e-08,--,na
77.366,313.75,0.0,3.24233e-08,--,na
77.366,314.0,0.0,3.258515e-08,--,na
77.366,314.25,0.0,3.1008499999999996e-08,--,na
77.366,314.5,0.0,3.10336e-08,--,na
77.366,314.75,0.0,3.07523e-08,--,na
77.366,315.0,0.0,3.012965e-08,--,na
77.366,315.25,0.0,3.10496e-08,--,na
77.366,315.5,0.0,3.09454e-08,--,na
77.366,315.75,0.0,3.1776700000000004e-08,--,na
77.366,316.0,0.0,3.20308e-08,--,na
77.366,316.25,0.0,3.25815e-08,--,na
77.366,316.5,0.0,3.3071e-08,--,na
77.366,316.75,0.0,3.31767e-08,--,na
77.366,317.0,0.0,3.276555e-08,--,na
77.366,317.25,0.0,3.292955e-08,--,na
77.366,317.5,0.0,3.24206e-08,--,na
77.366,317.75,0.0,3.223185e-08,--,na
77.366,318.0,0.0,3.187195e-08,--,na
77.366,318.25,0.0,3.1424e-08,--,na
77.366,318.5,0.0,3.06501e-08,--,na
77.366,318.75,0.0,3.05286e-08,--,na
77.366,319.0,0.0,3.1066e-08,--,na
77.366,319.25,0.0,3.12808e-08,--,na
77.366,319.5,0.0,3.06515e-08,--,na
77.366,319.75,0.0,3.06831e-08,--,na
77.366,320.0,0.0,2.95852e-08,--,na
77.366,320.25,0.0,2.97724e-08,--,na
77.366,320.5,0.0,2.94544e-08,--,na
77.366,320.75,0.0,2.872565e-08,--,na
77.366,321.0,0.0,2.81323e-08,--,na
77.366,321.25,0.0,2.82837e-08,--,na
77.366,321.5,0.0,2.73476e-08,--,na
77.366,321.75,0.0,2.73164e-08,--,na
77.366,322.0,0.0,2.735995e-08,--,na
77.366,322.25,0.0,2.746855e-08,--,na
77.366,322.5,0.0,2.79532e-08,--,na
77.366,322.75,0.0,2.746105e-08,--,na
77.366,323.0,0.0,2.65204e-08,--,na
77.366,323.25,0.0,2.66959e-08,--,na
77.366,323.5,0.0,2.6741549999999998e-08,--,na
77.366,323.75,0.0,2.648895e-08,--,na
77.366,324.0,0.0,2.70421e-08,--,na
77.366,324.25,0.0,2.634875e-08,--,na
77.366,324.5,0.0,2.64788e-08,--,na
77.366,324.75,0.0,2.600225e-08,--,na
77.366,325.0,0.0,2.53642e-08,--,na
77.366,325.25,0.0,2.517195e-08,--,na
77.366,325.5,0.0,2.47946e-08,--,na
77.366,325.75,0.0,2.48544e-08,--,na
77.366,326.0,0.0,2.4977349999999998e-08,--,na
77.366,326.25,0.0,2.557745e-08,--,na
77.366,326.5,0.0,2.52612e-08,--,na
77.366,326.75,0.0,2.57012e-08,--,na
77.366,327.0,0.0,2.674905e-08,--,na
77.366,327.25,0.0,2.70468e-08,--,na
77.366,327.5,0.0,2.71027e-08,--,na
77.366,327.75,0.0,2.62272e-08,--,na
77.366,328.0,0.0,2.619995e-08,--,na
77.366,328.25,0.0,2.53104e-08,--,na
77.366,328.5,0.0,2.626455e-08,--,na
77.366,328.75,0.0,2.60238e-08,--,na
77.366,329.0,0.0,2.5945200000000003e-08,--,na
77.366,329.25,0.0,2.7853249999999998e-08,--,na
77.366,329.5,0.0,2.74973e-08,--,na
77.366,329.75,0.0,2.8085100000000002e-08,--,na
77.366,330.0,0.0,2.957e-08,--,na
77.366,330.25,0.0,2.9965e-08,--,na
77.366,330.5,0.0,2.975405e-08,--,na
77.366,330.75,0.0,3.02291e-08,--,na
77.366,331.0,0.0,2.9760149999999998e-08,--,na
77.366,331.25,0.0,2.9364e-08,--,na
77.366,331.5,0.0,2.88586e-08,--,na
77.366,331.75,0.0,2.87968e-08,--,na
77.366,332.0,0.0,2.8587100000000002e-08,--,na
77.366,332.25,0.0,2.9091e-08,--,na
77.366,332.5,0.0,2.8940650000000002e-08,--,na
77.366,332.75,0.0,2.8912049999999997e-08,--,na
77.366,333.0,0.0,2.88008e-08,--,na
77.366,333.25,0.0,2.8643e-08,--,na
77.366,333.5,0.0,2.888725e-08,--,na
77.366,333.75,0.0,2.824735e-08,--,na
77.366,334.0,0.0,2.8262800000000002e-08,--,na
77.366,334.25,0.0,2.81708e-08,--,na
77.366,334.5,0.0,2.7816600000000002e-08,--,na
77.366,334.75,0.0,2.767695e-08,--,na
77.366,335.0,0.0,2.7794499999999998e-08,--,na
77.366,335.25,0.0,2.83929e-08,--,na
77.366,335.5,0.0,2.87464e-08,--,na
77.366,335.75,0.0,2.9010550000000003e-08,--,na
77.366,336.0,0.0,2.93685e-08,--,na
77.366,336.25,0.0,3.026655e-08,--,na
77.366,336.5,0.0,2.99669e-08,--,na
77.366,336.75,0.0,3.08044e-08,--,na
77.366,337.0,0.0,3.06127e-08,--,na
77.366,337.25,0.0,3.13843e-08,--,na
77.366,337.5,0.0,3.116025e-08,--,na
77.366,337.75,0.0,3.106525e-08,--,na
77.366,338.0,0.0,3.0825100000000005e-08,--,na
77.366,338.25,0.0,3.14233e-08,--,na
77.366,338.5,0.0,3.11943e-08,--,na
77.366,338.75,0.0,3.12635e-08,--,na
77.366,339.0,0.0,3.1580499999999996e-08,--,na
77.366,339.25,0.0,3.19417e-08,--,na
77.366,339.5,0.0,3.246805e-08,--,na
77.366,339.75,0.0,3.2158150000000004e-08,--,na
77.366,340.0,0.0,3.236795e-08,--,na
77.366,340.25,0.0,3.24128e-08,--,na
77.366,340.5,0.0,3.20598e-08,--,na
77.366,340.75,0.0,3.23966e-08,--,na
77.366,341.0,0.0,3.34875e-08,--,na
77.366,341.25,0.0,3.24167e-08,--,na
77.366,341.5,0.0,3.27455e-08,--,na
77.366,341.75,0.0,3.2407299999999997e-08,--,na
77.366,342.0,0.0,3.324685e-08,--,na
77.366,342.25,0.0,3.2719e-08,--,na
77.366,342.5,0.0,3.27388e-08,--,na
77.366,342.75,0.0,3.2409499999999996e-08,--,na
77.366,343.0,0.0,3.21226e-08,--,na
77.366,343.25,0.0,3.08134e-08,--,na
77.366,343.5,0.0,3.1724e-08,--,na
77.366,343.75,0.0,3.11151e-08,--,na
77.366,344.0,0.0,3.141005e-08,--,na
77.366,344.25,0.0,3.14278e-08,--,na
77.366,344.5,0.0,3.199555e-08,--,na
77.366,344.75,0.0,3.19873e-08,--,na
77.366,345.0,0.0,3.2250749999999995e-08,--,na
77.366,345.25,0.0,3.29963e-08,--,na
77.366,345.5,1.0,3.24827e-08,--,na
77.366,345.75,1.0,3.23196e-08,--,na
77.366,346.0,1.0,3.209685e-08,--,na
77.366,346.25,1.0,3.08533e-08,--,na
77.366,346.5,1.0,2.9882599999999995e-08,--,na
77.366,346.75,1.0,2.91952e-08,--,na
77.366,347.0,1.0,2.82645e-08,--,na
77.366,347.25,1.0,2.715235e-08,--,na
77.366,347.5,1.0,2.68407e-08,--,na
77.366,347.75,1.0,2.5783e-08,--,na
77.366,348.0,1.0,2.5137850000000002e-08,--,na
77.366,348.25,1.0,2.45257e-08,--,na
77.366,348.5,1.0,2.3317399999999998e-08,--,na
77.366,348.75,1.0,2.272245e-08,--,na
77.366,349.0,1.0,2.24273e-08,--,na
77.366,349.25,1.0,2.17208e-08,--,na
77.366,349.5,1.0,2.12507e-08,--,na
77.366,349.75,1.0,2.07696e-08,--,na
77.366,350.0,1.0,1.97066e-08,--,na
77.366,350.25,1.0,1.79639e-08,--,na
77.366,350.5,1.0,1.67474e-08,--,na
77.366,350.75,1.0,1.4529650000000001e-08,--,na
77.366,351.0,1.0,1.35505e-08,--,na
77.366,351.25,1.0,1.2219549999999998e-08,--,na
77.366,351.5,1.0,1.16031e-08,--,na
77.366,351.75,1.0,1.086095e-08,--,na
77.366,352.0,1.0,9.82829e-09,--,na
77.366,352.25,1.0,9.255154999999999e-09,--,na
77.366,352.5,1.0,8.43383e-09,--,na
77.366,352.75,1.0,8.089024999999999e-09,--,na
77.366,353.0,1.0,8.53939e-09,--,na
77.366,353.25,1.0,9.12702e-09,--,na
77.366,353.5,1.0,9.222095e-09,--,na
77.366,353.75,1.0,9.899885e-09,--,na
77.366,354.0,1.0,1.11225e-08,--,na
77.366,354.25,1.0,1.21517e-08,--,na
77.366,354.5,1.0,1.2847900000000002e-08,--,na
77.366,354.75,1.0,1.33117e-08,--,na
77.366,355.0,1.0,1.42348e-08,--,na
77.366,355.25,1.0,1.54099e-08,--,na
77.366,355.5,1.0,1.61004e-08,--,na
77.366,355.75,1.0,1.75644e-08,--,na
77.366,356.0,1.0,1.9317e-08,--,na
77.366,356.25,1.0,1.9682499999999998e-08,--,na
77.366,356.5,1.0,2.101445e-08,--,na
77.366,356.75,1.0,2.30116e-08,--,na
77.366,357.0,1.0,2.4067650000000002e-08,--,na
77.366,357.25,1.0,2.554755e-08,--,na
77.366,357.5,1.0,2.74299e-08,--,na
77.366,357.75,1.0,2.70633e-08,--,na
77.366,358.0,1.0,2.91742e-08,--,na
77.366,358.25,1.0,2.99297e-08,--,na
77.366,358.5,1.0,3.11459e-08,--,na
77.366,358.75,1.0,3.21577e-08,--,na
77.366,359.0,1.0,3.3709e-08,--,na
77.366,359.25,1.0,3.3814e-08,--,na
77.366,359.5,1.0,3.44755e-08,--,na
77.366,359.75,1.0,3.50094e-08,--,na
77.366,360.0,1.0,3.5361499999999995e-08,--,na
77.366,360.25,1.0,3.52426e-08,--,na
77.366,360.5,1.0,3.60133e-08,--,na
77.366,360.75,1.0,3.63419e-08,--,na
77.366,361.0,1.0,3.64931e-08,--,na
77.366,361.25,1.0,3.6635400000000005e-08,--,na
77.366,361.5,1.0,3.72683e-08,--,na
77.366,361.75,0.0,3.758275e-08,--,na
77.366,362.0,0.0,3.7465e-08,--,na
77.366,362.25,0.0,3.76754e-08,--,na
77.366,362.5,0.0,3.7158050000000004e-08,--,na
77.366,362.75,0.0,3.70632e-08,--,na
77.366,363.0,0.0,3.70773e-08,--,na
77.366,363.25,0.0,3.624205e-08,--,na
77.366,363.5,0.0,3.576945e-08,--,na
77.366,363.75,0.0,3.623145e-08,--,na
77.366,364.0,0.0,3.56856e-08,--,na
77.366,364.25,0.0,3.597875e-08,--,na
77.366,364.5,0.0,3.56864e-08,--,na
77.366,364.75,0.0,3.6432e-08,--,na
77.366,365.0,0.0,3.60818e-08,--,na
77.366,365.25,0.0,3.65816e-08,--,na
77.366,365.5,0.0,3.674445e-08,--,na
77.366,365.75,0.0,3.59105e-08,--,na
77.366,366.0,0.0,3.5850550000000003e-08,--,na
77.366,366.25,0.0,3.48352e-08,--,na
77.366,366.5,0.0,3.581655e-08,--,na
77.366,366.75,0.0,3.5420900000000005e-08,--,na
77.366,367.0,0.0,3.4798e-08,--,na
77.366,367.25,0.0,3.4680500000000004e-08,--,na
77.366,367.5,0.0,3.45363e-08,--,na
77.366,367.75,0.0,3.37621e-08,--,na
77.366,368.0,0.0,3.44824e-08,--,na
77.366,368.25,0.0,3.3807350000000005e-08,--,na
77.366,368.5,0.0,3.3261e-08,--,na
77.366,368.75,0.0,3.353405e-08,--,na
77.366,369.0,0.0,3.36623e-08,--,na
77.366,369.25,0.0,3.340915e-08,--,na
77.366,369.5,0.0,3.25775e-08,--,na
77.366,369.75,0.0,3.26451e-08,--,na
77.366,370.0,0.0,3.23025e-08,--,na
77.366,370.25,0.0,3.2007150000000005e-08,--,na
77.366,370.5,0.0,3.1577449999999997e-08,--,na
77.366,370.75,0.0,3.14528e-08,--,na
77.366,371.0,0.0,3.02201e-08,--,na
77.366,371.25,0.0,3.14341e-08,--,na
77.366,371.5,0.0,3.127455e-08,--,na
77.366,371.75,0.0,3.12887e-08,--,na
77.366,372.0,0.0,3.08025e-08,--,na
77.366,372.25,0.0,3.15216e-08,--,na
77.366,372.5,0.0,3.0726499999999994e-08,--,na
77.366,372.75,0.0,3.07356e-08,--,na
77.366,373.0,0.0,3.03372e-08,--,na
77.366,373.25,0.0,3.0471400000000004e-08,--,na
77.366,373.5,0.0,3.11332e-08,--,na
77.366,373.75,0.0,3.02323e-08,--,na
77.366,374.0,0.0,3.042715e-08,--,na
77.366,374.25,0.0,2.97122e-08,--,na
77.366,374.5,0.0,3.017285e-08,--,na
77.366,374.75,0.0,3.04344e-08,--,na
77.366,375.0,0.0,3.0718349999999997e-08,--,na
77.366,375.25,0.0,2.98344e-08,--,na
77.366,375.5,0.0,3.073375e-08,--,na
