ECM File Output,,,,,
Filename (includes date): 2025-09-08-08-19-dic13-174.txt,,,,,
AC Collect Speed: 10,,,,,
DC Collect Speed: 25,,,,,
DC Voltage: 1000,,,,,
Note: 3breaks, top 3cm broke off prescan,,,,,
mm per encode step: 0.25,,,,,
Number of Expected tracks: 6,,,,,
ACDC offset: 305,,,,,
Laser offset: -10,,,,,
Y Left: 34.162007812499986,,,,,
Y Right: 105.23587109374995,,,,,
AC edgespace 16,,,,,
DC edgespace 12,,,,,
Index Mark (raw - not laser corrected): 77.415625,,,,,
Index Mark Relative Depth: ,,,,,
Index Mark 2 Relative Depth: 0.0,,,,,
Index Mark 3 Relative Depth: 0.0,,,,,
(first) Index Mark Absolute Depth: ,,,,,
X min Position (raw - not laser corrected): 84.415625,,,,,
X max Position (raw - not laser corrected): 959.4125,,,,,
Y_dimension(mm),X_dimension(mm),Button,AC,DC,True_depth(m)
50.162,527.0,1.0,4.03238e-08,--,na
50.162,527.25,1.0,4.12195e-08,--,na
50.162,527.5,1.0,4.05745e-08,--,na
50.162,527.75,1.0,4.065545e-08,--,na
50.162,528.0,1.0,4.04568e-08,--,na
50.162,528.25,1.0,4.08238e-08,--,na
50.162,528.5,1.0,3.74845e-08,--,na
50.162,528.75,1.0,4.0121e-08,--,na
50.162,529.0,1.0,3.94871e-08,--,na
50.162,529.25,1.0,4.02536e-08,--,na
50.162,529.5,1.0,3.7373800000000003e-08,--,na
50.162,529.75,1.0,4.0735e-08,--,na
50.162,530.0,1.0,4.1135e-08,--,na
50.162,530.25,1.0,3.9541250000000003e-08,--,na
50.162,530.5,1.0,3.9224e-08,--,na
50.162,530.75,1.0,3.979345e-08,--,na
50.162,531.0,1.0,3.96315e-08,--,na
50.162,531.25,1.0,4.04261e-08,--,na
50.162,531.5,1.0,3.99245e-08,--,na
50.162,531.75,1.0,3.886295e-08,--,na
50.162,532.0,1.0,4.00969e-08,--,na
50.162,532.25,1.0,4.010125e-08,--,na
50.162,532.5,1.0,4.06591e-08,--,na
50.162,532.75,1.0,4.107545e-08,--,na
50.162,533.0,1.0,4.15276e-08,--,na
50.162,533.25,1.0,4.2331250000000004e-08,--,na
50.162,533.5,1.0,4.07737e-08,--,na
50.162,533.75,1.0,3.97793e-08,--,na
50.162,534.0,1.0,4.04425e-08,--,na
50.162,534.25,1.0,4.063135e-08,--,na
50.162,534.5,1.0,4.16249e-08,--,na
50.162,534.75,1.0,4.057765e-08,--,na
50.162,535.0,1.0,4.11512e-08,--,na
50.162,535.25,1.0,4.15055e-08,--,na
50.162,535.5,1.0,4.1154950000000004e-08,--,na
50.162,535.75,1.0,4.245945e-08,--,na
50.162,536.0,1.0,4.13431e-08,--,na
50.162,536.25,1.0,4.1967349999999994e-08,--,na
50.162,536.5,1.0,4.24401e-08,--,na
50.162,536.75,1.0,4.22631e-08,--,na
50.162,537.0,1.0,4.18202e-08,--,na
50.162,537.25,1.0,4.19944e-08,--,na
50.162,537.5,1.0,4.25935e-08,--,na
50.162,537.75,1.0,4.27542e-08,--,na
50.162,538.0,1.0,4.3319e-08,--,na
50.162,538.25,1.0,4.379185e-08,--,na
50.162,538.5,1.0,4.36738e-08,--,na
50.162,538.75,1.0,4.3723e-08,--,na
50.162,539.0,1.0,4.32441e-08,--,na
50.162,539.25,1.0,4.344605e-08,--,na
50.162,539.5,1.0,4.367975e-08,--,na
50.162,539.75,1.0,4.425695e-08,--,na
50.162,540.0,1.0,4.39143e-08,--,na
50.162,540.25,1.0,4.416395e-08,--,na
50.162,540.5,1.0,4.3806650000000004e-08,--,na
50.162,540.75,1.0,4.33903e-08,--,na
50.162,541.0,1.0,4.414665e-08,--,na
50.162,541.25,1.0,4.30977e-08,--,na
50.162,541.5,1.0,4.466465e-08,--,na
50.162,541.75,1.0,4.439355e-08,--,na
50.162,542.0,1.0,4.50172e-08,--,na
50.162,542.25,1.0,4.3978100000000004e-08,--,na
50.162,542.5,1.0,4.479645e-08,--,na
50.162,542.75,1.0,4.40637e-08,--,na
50.162,543.0,1.0,4.41897e-08,--,na
50.162,543.25,1.0,4.37176e-08,--,na
50.162,543.5,1.0,4.34094e-08,--,na
50.162,543.75,1.0,4.3808500000000005e-08,--,na
50.162,544.0,1.0,4.39237e-08,--,na
50.162,544.25,1.0,4.278665e-08,--,na
50.162,544.5,1.0,4.26771e-08,--,na
50.162,544.75,1.0,4.17304e-08,--,na
50.162,545.0,1.0,4.0942199999999995e-08,--,na
50.162,545.25,1.0,4.05798e-08,--,na
50.162,545.5,1.0,3.93735e-08,--,na
50.162,545.75,1.0,3.83421e-08,--,na
50.162,546.0,1.0,3.80229e-08,--,na
50.162,546.25,1.0,3.652725e-08,--,na
50.162,546.5,1.0,3.4575099999999996e-08,--,na
50.162,546.75,1.0,3.52042e-08,--,na
50.162,547.0,1.0,3.170675e-08,--,na
50.162,547.25,1.0,3.09854e-08,--,na
50.162,547.5,1.0,3.0287e-08,--,na
50.162,547.75,1.0,3.13878e-08,--,na
50.162,548.0,1.0,2.7889e-08,--,na
50.162,548.25,1.0,2.547855e-08,--,na
50.162,548.5,1.0,2.46765e-08,--,na
50.162,548.75,1.0,2.43688e-08,--,na
50.162,549.0,1.0,2.08493e-08,--,na
50.162,549.25,1.0,2.100715e-08,--,na
50.162,549.5,1.0,2.00666e-08,--,na
50.162,549.75,1.0,1.85521e-08,--,na
50.162,550.0,1.0,1.6692250000000002e-08,--,na
50.162,550.25,1.0,1.501855e-08,--,na
50.162,550.5,1.0,1.4843049999999999e-08,--,na
50.162,550.75,1.0,1.19819e-08,--,na
50.162,551.0,1.0,1.093475e-08,--,na
50.162,551.25,1.0,9.52238e-09,--,na
50.162,551.5,1.0,8.407145e-09,--,na
50.162,551.75,1.0,6.1468e-09,--,na
50.162,552.0,1.0,5.0558850000000005e-09,--,na
50.162,552.25,1.0,3.289425e-09,--,na
50.162,552.5,1.0,2.66265e-09,--,na
50.162,552.75,1.0,-1.22066e-10,--,na
50.162,553.0,1.0,7.64302e-09,--,na
50.162,553.25,1.0,9.4276e-09,--,na
50.162,553.5,1.0,9.09996e-09,--,na
50.162,553.75,1.0,7.74435e-09,--,na
50.162,554.0,1.0,6.24774e-09,--,na
50.162,554.25,1.0,6.013455e-09,--,na
50.162,554.5,1.0,4.9872e-09,--,na
50.162,554.75,1.0,3.318265e-09,--,na
50.162,555.0,1.0,4.22885e-09,--,na
50.162,555.25,1.0,2.86097e-09,--,na
50.162,555.5,1.0,3.495685e-09,--,na
50.162,555.75,1.0,5.3322e-09,--,na
50.162,556.0,1.0,4.23322e-09,--,na
50.162,556.25,1.0,5.53977e-09,--,na
50.162,556.5,1.0,7.3175300000000005e-09,--,na
50.162,556.75,1.0,7.85756e-09,--,na
50.162,557.0,1.0,8.66643e-09,--,na
50.162,557.25,1.0,9.56139e-09,--,na
50.162,557.5,1.0,1.092225e-08,--,na
50.162,557.75,1.0,1.18772e-08,--,na
50.162,558.0,1.0,1.15422e-08,--,na
50.162,558.25,1.0,1.294725e-08,--,na
50.162,558.5,1.0,1.46179e-08,--,na
50.162,558.75,1.0,1.59576e-08,--,na
50.162,559.0,1.0,1.7933349999999998e-08,--,na
50.162,559.25,1.0,1.86138e-08,--,na
50.162,559.5,1.0,2.02876e-08,--,na
50.162,559.75,1.0,2.29481e-08,--,na
50.162,560.0,1.0,2.292805e-08,--,na
50.162,560.25,1.0,2.36655e-08,--,na
50.162,560.5,1.0,2.5859e-08,--,na
50.162,560.75,1.0,2.658815e-08,--,na
50.162,561.0,1.0,2.99219e-08,--,na
50.162,561.25,1.0,2.9148499999999998e-08,--,na
50.162,561.5,1.0,3.16106e-08,--,na
50.162,561.75,1.0,3.317485e-08,--,na
50.162,562.0,1.0,3.41557e-08,--,na
50.162,562.25,1.0,3.59772e-08,--,na
50.162,562.5,1.0,3.62643e-08,--,na
50.162,562.75,1.0,3.7095e-08,--,na
50.162,563.0,1.0,3.81434e-08,--,na
50.162,563.25,1.0,3.7995000000000004e-08,--,na
50.162,563.5,1.0,4.030575e-08,--,na
50.162,563.75,1.0,4.11096e-08,--,na
50.162,564.0,1.0,4.145715e-08,--,na
50.162,564.25,1.0,4.11334e-08,--,na
50.162,564.5,1.0,4.33941e-08,--,na
50.162,564.75,1.0,4.429e-08,--,na
50.162,565.0,1.0,4.5164e-08,--,na
50.162,565.25,1.0,4.736965e-08,--,na
50.162,565.5,1.0,4.80707e-08,--,na
50.162,565.75,1.0,4.93463e-08,--,na
50.162,566.0,1.0,4.8034350000000004e-08,--,na
50.162,566.25,1.0,4.628305e-08,--,na
50.162,566.5,1.0,5.16763e-08,--,na
50.162,566.75,1.0,4.7810150000000004e-08,--,na
50.162,567.0,1.0,4.78164e-08,--,na
50.162,567.25,1.0,4.7371700000000006e-08,--,na
50.162,567.5,1.0,4.82466e-08,--,na
50.162,567.75,1.0,4.8330750000000004e-08,--,na
50.162,568.0,1.0,4.881615e-08,--,na
50.162,568.25,1.0,4.87066e-08,--,na
50.162,568.5,1.0,4.97819e-08,--,na
50.162,568.75,1.0,5.201125e-08,--,na
50.162,569.0,1.0,5.2443650000000004e-08,--,na
50.162,569.25,1.0,5.287645e-08,--,na
50.162,569.5,1.0,5.3958e-08,--,na
50.162,569.75,1.0,5.159815e-08,--,na
50.162,570.0,1.0,5.41129e-08,--,na
50.162,570.25,1.0,5.345185e-08,--,na
50.162,570.5,1.0,5.61939e-08,--,na
50.162,570.75,1.0,5.537725e-08,--,na
50.162,571.0,1.0,5.64604e-08,--,na
50.162,571.25,1.0,5.7160599999999996e-08,--,na
50.162,571.5,1.0,5.48069e-08,--,na
50.162,571.75,1.0,5.591915e-08,--,na
50.162,572.0,1.0,5.607175e-08,--,na
50.162,572.25,1.0,5.566645e-08,--,na
50.162,572.5,1.0,5.50473e-08,--,na
50.162,572.75,1.0,5.64748e-08,--,na
50.162,573.0,1.0,5.68506e-08,--,na
50.162,573.25,1.0,5.6888e-08,--,na
50.162,573.5,1.0,5.86319e-08,--,na
50.162,573.75,1.0,5.8598200000000004e-08,--,na
50.162,574.0,1.0,5.85001e-08,--,na
50.162,574.25,1.0,5.83154e-08,--,na
50.162,574.5,1.0,5.72785e-08,--,na
50.162,574.75,1.0,5.74243e-08,--,na
50.162,575.0,1.0,5.755425e-08,--,na
50.162,575.25,1.0,5.8658149999999996e-08,--,na
50.162,575.5,1.0,5.78868e-08,--,na
50.162,575.75,1.0,5.81336e-08,--,na
50.162,576.0,1.0,5.840575e-08,--,na
50.162,576.25,1.0,5.82652e-08,--,na
50.162,576.5,1.0,5.97352e-08,--,na
50.162,576.75,1.0,6.1019e-08,--,na
50.162,577.0,1.0,5.966955e-08,--,na
50.162,577.25,1.0,5.91148e-08,--,na
50.162,577.5,1.0,5.68369e-08,--,na
50.162,577.75,1.0,5.81789e-08,--,na
50.162,578.0,1.0,5.861775e-08,--,na
50.162,578.25,1.0,5.972594999999999e-08,--,na
50.162,578.5,1.0,5.90491e-08,--,na
50.162,578.75,1.0,5.91823e-08,--,na
50.162,579.0,1.0,5.82775e-08,--,na
50.162,579.25,1.0,5.82523e-08,--,na
50.162,579.5,1.0,5.82177e-08,--,na
50.162,579.75,1.0,5.770085e-08,--,na
50.162,580.0,1.0,5.7107250000000003e-08,--,na
50.162,580.25,1.0,5.73909e-08,--,na
50.162,580.5,1.0,5.64246e-08,--,na
50.162,580.75,1.0,5.662775e-08,--,na
50.162,581.0,1.0,5.6035699999999997e-08,--,na
50.162,581.25,1.0,5.74835e-08,--,na
50.162,581.5,1.0,5.52753e-08,--,na
50.162,581.75,1.0,5.4668e-08,--,na
50.162,582.0,1.0,5.255725e-08,--,na
50.162,582.25,1.0,5.411e-08,--,na
50.162,582.5,1.0,5.21336e-08,--,na
50.162,582.75,1.0,5.25901e-08,--,na
50.162,583.0,1.0,5.08809e-08,--,na
50.162,583.25,1.0,5.09077e-08,--,na
50.162,583.5,1.0,4.962915e-08,--,na
50.162,583.75,1.0,4.908235e-08,--,na
50.162,584.0,1.0,4.62295e-08,--,na
50.162,584.25,1.0,4.90051e-08,--,na
50.162,584.5,1.0,4.805505e-08,--,na
50.162,584.75,1.0,4.71498e-08,--,na
50.162,585.0,1.0,4.4763e-08,--,na
50.162,585.25,1.0,4.46429e-08,--,na
50.162,585.5,1.0,4.31465e-08,--,na
50.162,585.75,1.0,3.9785400000000004e-08,--,na
50.162,586.0,1.0,3.93005e-08,--,na
50.162,586.25,1.0,3.842955e-08,--,na
50.162,586.5,1.0,3.41968e-08,--,na
50.162,586.75,1.0,3.289015e-08,--,na
50.162,587.0,1.0,3.27471e-08,--,na
50.162,587.25,1.0,2.991355e-08,--,na
50.162,587.5,1.0,2.9706e-08,--,na
50.162,587.75,1.0,2.689675e-08,--,na
50.162,588.0,1.0,2.4012e-08,--,na
50.162,588.25,1.0,1.76995e-08,--,na
50.162,588.5,1.0,1.335575e-08,--,na
50.162,588.75,1.0,1.29821e-08,--,na
50.162,589.0,1.0,1.2173599999999999e-08,--,na
50.162,589.25,1.0,1.1088e-08,--,na
50.162,589.5,1.0,1.3178250000000001e-08,--,na
50.162,589.75,1.0,1.00195e-08,--,na
50.162,590.0,1.0,1.0590034999999999e-08,--,na
50.162,590.25,1.0,1.20563e-08,--,na
50.162,590.5,1.0,1.228745e-08,--,na
50.162,590.75,1.0,1.247795e-08,--,na
50.162,591.0,1.0,1.33997e-08,--,na
50.162,591.25,1.0,1.418165e-08,--,na
50.162,591.5,1.0,1.46759e-08,--,na
50.162,591.75,1.0,1.56446e-08,--,na
50.162,592.0,1.0,1.67457e-08,--,na
50.162,592.25,1.0,2.06502e-08,--,na
50.162,592.5,1.0,1.74682e-08,--,na
50.162,592.75,1.0,1.77863e-08,--,na
50.162,593.0,1.0,2.037555e-08,--,na
50.162,593.25,1.0,2.42185e-08,--,na
50.162,593.5,1.0,2.3254200000000002e-08,--,na
50.162,593.75,1.0,2.4513600000000002e-08,--,na
50.162,594.0,1.0,2.47578e-08,--,na
50.162,594.25,1.0,2.53115e-08,--,na
50.162,594.5,1.0,2.6419e-08,--,na
50.162,594.75,1.0,2.66349e-08,--,na
50.162,595.0,1.0,2.84351e-08,--,na
50.162,595.25,1.0,2.93209e-08,--,na
50.162,595.5,1.0,3.116215e-08,--,na
50.162,595.75,1.0,3.016235e-08,--,na
50.162,596.0,1.0,3.12343e-08,--,na
50.162,596.25,1.0,3.19271e-08,--,na
50.162,596.5,1.0,3.241045e-08,--,na
50.162,596.75,1.0,3.255205e-08,--,na
50.162,597.0,1.0,3.35437e-08,--,na
50.162,597.25,1.0,3.405765e-08,--,na
50.162,597.5,1.0,3.38612e-08,--,na
50.162,597.75,1.0,3.478845e-08,--,na
50.162,598.0,1.0,3.1400150000000005e-08,--,na
50.162,598.25,1.0,3.43853e-08,--,na
50.162,598.5,1.0,3.4275200000000005e-08,--,na
50.162,598.75,1.0,3.481005e-08,--,na
50.162,599.0,1.0,3.33956e-08,--,na
50.162,599.25,0.0,3.44952e-08,--,na
50.162,599.5,0.0,3.54357e-08,--,na
50.162,599.75,0.0,3.46132e-08,--,na
50.162,600.0,0.0,3.57644e-08,--,na
50.162,600.25,0.0,3.5154100000000004e-08,--,na
50.162,600.5,0.0,3.60591e-08,--,na
50.162,600.75,0.0,3.56001e-08,--,na
50.162,601.0,0.0,3.39828e-08,--,na
50.162,601.25,0.0,3.60271e-08,--,na
50.162,601.5,0.0,3.61954e-08,--,na
50.162,601.75,0.0,3.72477e-08,--,na
50.162,602.0,0.0,3.83538e-08,--,na
50.162,602.25,0.0,3.7901e-08,--,na
50.162,602.5,0.0,3.74801e-08,--,na
50.162,602.75,0.0,3.78779e-08,--,na
50.162,603.0,0.0,3.57248e-08,--,na
50.162,603.25,0.0,3.752755e-08,--,na
50.162,603.5,0.0,3.686305e-08,--,na
50.162,603.75,0.0,4.20327e-08,--,na
50.162,604.0,0.0,3.89465e-08,--,na
50.162,604.25,0.0,3.8395849999999994e-08,--,na
50.162,604.5,0.0,3.8803299999999996e-08,--,na
50.162,604.75,0.0,3.90802e-08,--,na
50.162,605.0,0.0,3.85465e-08,--,na
50.162,605.25,0.0,3.87587e-08,--,na
50.162,605.5,0.0,3.90464e-08,--,na
50.162,605.75,0.0,3.92508e-08,--,na
50.162,606.0,0.0,3.86984e-08,--,na
50.162,606.25,0.0,3.9127500000000004e-08,--,na
50.162,606.5,0.0,3.91871e-08,--,na
50.162,606.75,0.0,3.895645e-08,--,na
50.162,607.0,0.0,3.87553e-08,--,na
50.162,607.25,0.0,3.929745e-08,--,na
50.162,607.5,0.0,3.99054e-08,--,na
50.162,607.75,0.0,3.8684000000000004e-08,--,na
50.162,608.0,0.0,3.91812e-08,--,na
50.162,608.25,0.0,3.8897050000000004e-08,--,na
50.162,608.5,0.0,3.90929e-08,--,na
50.162,608.75,0.0,3.8527100000000004e-08,--,na
50.162,609.0,0.0,3.93102e-08,--,na
50.162,609.25,0.0,3.89264e-08,--,na
50.162,609.5,0.0,3.8707099999999996e-08,--,na
50.162,609.75,0.0,3.89277e-08,--,na
50.162,610.0,0.0,3.99133e-08,--,na
50.162,610.25,0.0,3.84295e-08,--,na
50.162,610.5,0.0,3.9398700000000005e-08,--,na
50.162,610.75,0.0,3.7308e-08,--,na
50.162,611.0,0.0,3.85209e-08,--,na
50.162,611.25,0.0,3.72639e-08,--,na
50.162,611.5,0.0,3.810385e-08,--,na
50.162,611.75,0.0,3.8094199999999994e-08,--,na
50.162,612.0,0.0,3.84185e-08,--,na
50.162,612.25,0.0,3.75282e-08,--,na
50.162,612.5,0.0,3.81007e-08,--,na
50.162,612.75,0.0,3.69187e-08,--,na
50.162,613.0,0.0,3.72987e-08,--,na
50.162,613.25,0.0,3.796885e-08,--,na
50.162,613.5,0.0,3.7428849999999996e-08,--,na
50.162,613.75,0.0,3.94724e-08,--,na
50.162,614.0,0.0,3.71283e-08,--,na
50.162,614.25,0.0,3.6980949999999996e-08,--,na
50.162,614.5,0.0,3.70374e-08,--,na
50.162,614.75,0.0,3.81227e-08,--,na
50.162,615.0,0.0,3.73812e-08,--,na
50.162,615.25,0.0,3.687305e-08,--,na
50.162,615.5,0.0,3.6304e-08,--,na
50.162,615.75,0.0,3.59488e-08,--,na
50.162,616.0,0.0,3.59744e-08,--,na
50.162,616.25,0.0,3.671535e-08,--,na
50.162,616.5,0.0,3.6371650000000004e-08,--,na
50.162,616.75,0.0,3.4459e-08,--,na
50.162,617.0,0.0,3.66138e-08,--,na
50.162,617.25,0.0,3.688355e-08,--,na
50.162,617.5,0.0,3.55226e-08,--,na
50.162,617.75,0.0,3.62237e-08,--,na
50.162,618.0,0.0,3.717835e-08,--,na
50.162,618.25,0.0,3.61046e-08,--,na
50.162,618.5,0.0,3.5720000000000005e-08,--,na
50.162,618.75,0.0,3.483005e-08,--,na
50.162,619.0,0.0,3.70141e-08,--,na
50.162,619.25,0.0,3.894055e-08,--,na
50.162,619.5,0.0,3.67801e-08,--,na
50.162,619.75,0.0,3.6386700000000004e-08,--,na
50.162,620.0,0.0,3.63618e-08,--,na
50.162,620.25,0.0,3.664535e-08,--,na
50.162,620.5,0.0,3.69181e-08,--,na
50.162,620.75,0.0,3.76103e-08,--,na
50.162,621.0,0.0,3.69605e-08,--,na
50.162,621.25,0.0,3.716105e-08,--,na
50.162,621.5,0.0,3.81534e-08,--,na
50.162,621.75,0.0,3.80781e-08,--,na
50.162,622.0,0.0,4.16957e-08,--,na
50.162,622.25,0.0,3.738885e-08,--,na
50.162,622.5,0.0,3.8690250000000005e-08,--,na
50.162,622.75,0.0,3.87847e-08,--,na
50.162,623.0,0.0,3.8762e-08,--,na
50.162,623.25,0.0,3.79636e-08,--,na
50.162,623.5,0.0,3.924135e-08,--,na
50.162,623.75,0.0,3.89171e-08,--,na
50.162,624.0,0.0,3.9462e-08,--,na
50.162,624.25,0.0,4.05228e-08,--,na
50.162,624.5,0.0,4.09912e-08,--,na
50.162,624.75,0.0,4.11697e-08,--,na
50.162,625.0,0.0,4.11205e-08,--,na
50.162,625.25,0.0,4.0562599999999996e-08,--,na
50.162,625.5,0.0,4.034855e-08,--,na
50.162,625.75,0.0,4.16588e-08,--,na
50.162,626.0,0.0,4.19083e-08,--,na
50.162,626.25,0.0,4.178305e-08,--,na
50.162,626.5,0.0,4.26394e-08,--,na
50.162,626.75,0.0,4.23554e-08,--,na
50.162,627.0,0.0,4.170615e-08,--,na
50.162,627.25,0.0,4.356635e-08,--,na
50.162,627.5,0.0,4.3028700000000005e-08,--,na
50.162,627.75,0.0,4.36054e-08,--,na
50.162,628.0,0.0,4.64828e-08,--,na
50.162,628.25,0.0,4.43003e-08,--,na
50.162,628.5,0.0,4.20677e-08,--,na
50.162,628.75,0.0,4.42895e-08,--,na
50.162,629.0,0.0,4.511975e-08,--,na
50.162,629.25,0.0,4.45189e-08,--,na
50.162,629.5,0.0,4.50555e-08,--,na
50.162,629.75,0.0,4.49648e-08,--,na
50.162,630.0,0.0,4.51503e-08,--,na
50.162,630.25,0.0,4.5731e-08,--,na
50.162,630.5,0.0,4.53354e-08,--,na
50.162,630.75,0.0,4.49184e-08,--,na
50.162,631.0,0.0,4.5709599999999995e-08,--,na
50.162,631.25,0.0,4.613475e-08,--,na
50.162,631.5,0.0,4.5815949999999995e-08,--,na
50.162,631.75,0.0,4.54757e-08,--,na
50.162,632.0,0.0,4.624145e-08,--,na
50.162,632.25,0.0,4.71771e-08,--,na
50.162,632.5,0.0,4.66516e-08,--,na
50.162,632.75,0.0,4.731225e-08,--,na
50.162,633.0,0.0,4.73381e-08,--,na
50.162,633.25,0.0,4.802965e-08,--,na
50.162,633.5,0.0,4.75237e-08,--,na
50.162,633.75,0.0,4.71762e-08,--,na
50.162,634.0,0.0,4.77999e-08,--,na
50.162,634.25,0.0,4.756285e-08,--,na
50.162,634.5,0.0,4.72735e-08,--,na
50.162,634.75,0.0,4.77045e-08,--,na
50.162,635.0,0.0,4.7839400000000004e-08,--,na
50.162,635.25,0.0,4.83423e-08,--,na
50.162,635.5,0.0,4.79336e-08,--,na
50.162,635.75,0.0,4.84076e-08,--,na
50.162,636.0,0.0,4.80496e-08,--,na
50.162,636.25,0.0,4.8165499999999995e-08,--,na
50.162,636.5,0.0,4.82414e-08,--,na
50.162,636.75,0.0,4.75484e-08,--,na
50.162,637.0,0.0,4.808125e-08,--,na
50.162,637.25,0.0,4.829335e-08,--,na
50.162,637.5,0.0,4.78548e-08,--,na
50.162,637.75,0.0,4.8128649999999995e-08,--,na
50.162,638.0,0.0,4.81355e-08,--,na
50.162,638.25,0.0,4.797945e-08,--,na
50.162,638.5,0.0,4.7838050000000004e-08,--,na
50.162,638.75,0.0,4.68775e-08,--,na
50.162,639.0,0.0,4.731455e-08,--,na
50.162,639.25,0.0,4.75368e-08,--,na
50.162,639.5,0.0,4.70741e-08,--,na
50.162,639.75,0.0,4.69236e-08,--,na
50.162,640.0,0.0,4.71528e-08,--,na
50.162,640.25,0.0,4.704855e-08,--,na
50.162,640.5,0.0,4.70698e-08,--,na
50.162,640.75,0.0,4.69783e-08,--,na
50.162,641.0,0.0,4.614025e-08,--,na
50.162,641.25,0.0,4.61498e-08,--,na
50.162,641.5,0.0,4.56637e-08,--,na
50.162,641.75,0.0,4.572775e-08,--,na
50.162,642.0,0.0,4.51691e-08,--,na
50.162,642.25,0.0,4.464835e-08,--,na
50.162,642.5,0.0,4.4387e-08,--,na
50.162,642.75,0.0,4.430765e-08,--,na
50.162,643.0,0.0,4.39665e-08,--,na
50.162,643.25,0.0,4.3693700000000004e-08,--,na
50.162,643.5,0.0,4.38957e-08,--,na
50.162,643.75,0.0,4.36638e-08,--,na
50.162,644.0,0.0,4.29699e-08,--,na
50.162,644.25,0.0,4.300585e-08,--,na
50.162,644.5,0.0,4.34361e-08,--,na
50.162,644.75,0.0,4.24373e-08,--,na
50.162,645.0,0.0,4.156875e-08,--,na
50.162,645.25,0.0,4.08633e-08,--,na
50.162,645.5,0.0,4.124945e-08,--,na
50.162,645.75,0.0,4.1586899999999995e-08,--,na
50.162,646.0,0.0,4.04703e-08,--,na
50.162,646.25,0.0,4.053315e-08,--,na
50.162,646.5,0.0,4.05664e-08,--,na
50.162,646.75,0.0,4.064015e-08,--,na
50.162,647.0,0.0,4.1540399999999995e-08,--,na
50.162,647.25,0.0,4.00652e-08,--,na
50.162,647.5,0.0,3.983225e-08,--,na
50.162,647.75,0.0,3.9201e-08,--,na
50.162,648.0,0.0,3.93457e-08,--,na
50.162,648.25,0.0,3.982515e-08,--,na
50.162,648.5,0.0,3.89811e-08,--,na
50.162,648.75,0.0,3.93726e-08,--,na
50.162,649.0,0.0,3.98036e-08,--,na
50.162,649.25,0.0,3.9823100000000004e-08,--,na
50.162,649.5,0.0,3.87967e-08,--,na
50.162,649.75,0.0,3.909955e-08,--,na
50.162,650.0,0.0,3.854135e-08,--,na
50.162,650.25,0.0,3.8449150000000004e-08,--,na
50.162,650.5,0.0,3.79153e-08,--,na
50.162,650.75,0.0,3.852655e-08,--,na
50.162,651.0,0.0,3.839485e-08,--,na
50.162,651.25,0.0,3.99157e-08,--,na
50.162,651.5,0.0,3.822305e-08,--,na
50.162,651.75,0.0,3.79436e-08,--,na
50.162,652.0,0.0,3.806495e-08,--,na
50.162,652.25,0.0,3.771855e-08,--,na
50.162,652.5,0.0,3.71098e-08,--,na
50.162,652.75,0.0,3.763515e-08,--,na
50.162,653.0,0.0,3.72256e-08,--,na
50.162,653.25,0.0,3.72925e-08,--,na
50.162,653.5,0.0,3.67939e-08,--,na
50.162,653.75,0.0,3.6983900000000003e-08,--,na
50.162,654.0,0.0,3.6999e-08,--,na
50.162,654.25,0.0,3.66948e-08,--,na
50.162,654.5,0.0,3.67549e-08,--,na
50.162,654.75,0.0,3.68761e-08,--,na
50.162,655.0,0.0,3.6225050000000004e-08,--,na
50.162,655.25,0.0,3.6167e-08,--,na
50.162,655.5,0.0,3.6244599999999996e-08,--,na
50.162,655.75,0.0,3.57206e-08,--,na
50.162,656.0,0.0,3.61955e-08,--,na
50.162,656.25,0.0,3.6068650000000004e-08,--,na
50.162,656.5,0.0,3.52558e-08,--,na
50.162,656.75,0.0,3.5785049999999995e-08,--,na
50.162,657.0,0.0,3.59745e-08,--,na
50.162,657.25,0.0,3.57363e-08,--,na
50.162,657.5,0.0,3.55452e-08,--,na
50.162,657.75,0.0,3.5993699999999995e-08,--,na
50.162,658.0,0.0,3.580125e-08,--,na
50.162,658.25,0.0,3.61907e-08,--,na
50.162,658.5,0.0,3.59027e-08,--,na
50.162,658.75,0.0,3.59248e-08,--,na
50.162,659.0,0.0,3.56886e-08,--,na
50.162,659.25,0.0,3.5897200000000005e-08,--,na
50.162,659.5,0.0,3.57368e-08,--,na
50.162,659.75,0.0,3.65563e-08,--,na
50.162,660.0,0.0,3.4528599999999996e-08,--,na
50.162,660.25,0.0,3.58193e-08,--,na
50.162,660.5,0.0,3.568555e-08,--,na
50.162,660.75,0.0,3.567255e-08,--,na
50.162,661.0,0.0,3.59586e-08,--,na
50.162,661.25,0.0,3.58609e-08,--,na
50.162,661.5,0.0,3.62685e-08,--,na
50.162,661.75,0.0,3.6420099999999997e-08,--,na
50.162,662.0,0.0,3.66726e-08,--,na
50.162,662.25,0.0,3.61664e-08,--,na
50.162,662.5,0.0,3.59998e-08,--,na
50.162,662.75,0.0,3.60282e-08,--,na
50.162,663.0,0.0,3.534855e-08,--,na
50.162,663.25,0.0,3.60595e-08,--,na
50.162,663.5,0.0,3.604045e-08,--,na
50.162,663.75,0.0,3.603075e-08,--,na
50.162,664.0,0.0,3.597365e-08,--,na
50.162,664.25,0.0,3.59276e-08,--,na
50.162,664.5,0.0,3.64696e-08,--,na
