ECM File Output,,,,,
Filename (includes date): 2025-09-08-08-19-dic13-174.txt,,,,,
AC Collect Speed: 10,,,,,
DC Collect Speed: 25,,,,,
DC Voltage: 1000,,,,,
Note: 3breaks, top 3cm broke off prescan,,,,,
mm per encode step: 0.25,,,,,
Number of Expected tracks: 6,,,,,
ACDC offset: 305,,,,,
Laser offset: -10,,,,,
Y Left: 34.162007812499986,,,,,
Y Right: 105.23587109374995,,,,,
AC edgespace 16,,,,,
DC edgespace 12,,,,,
Index Mark (raw - not laser corrected): 77.415625,,,,,
Index Mark Relative Depth: ,,,,,
Index Mark 2 Relative Depth: 0.0,,,,,
Index Mark 3 Relative Depth: 0.0,,,,,
(first) Index Mark Absolute Depth: ,,,,,
X min Position (raw - not laser corrected): 84.415625,,,,,
X max Position (raw - not laser corrected): 959.4125,,,,,
Y_dimension(mm),X_dimension(mm),Button,AC,DC,True_depth(m)
86.162,487.0,0.0,3.184715e-08,--,na
86.162,487.25,0.0,3.234895e-08,--,na
86.162,487.5,0.0,3.20811e-08,--,na
86.162,487.75,0.0,3.20956e-08,--,na
86.162,488.0,0.0,3.19783e-08,--,na
86.162,488.25,0.0,3.16623e-08,--,na
86.162,488.5,0.0,3.161215e-08,--,na
86.162,488.75,0.0,3.23217e-08,--,na
86.162,489.0,0.0,3.200215e-08,--,na
86.162,489.25,0.0,3.225045e-08,--,na
86.162,489.5,0.0,3.23396e-08,--,na
86.162,489.75,0.0,3.211055e-08,--,na
86.162,490.0,0.0,3.25035e-08,--,na
86.162,490.25,0.0,3.278215e-08,--,na
86.162,490.5,0.0,3.281585e-08,--,na
86.162,490.75,0.0,3.24522e-08,--,na
86.162,491.0,0.0,3.3154149999999995e-08,--,na
86.162,491.25,0.0,3.286795e-08,--,na
86.162,491.5,0.0,3.282465e-08,--,na
86.162,491.75,0.0,3.3262e-08,--,na
86.162,492.0,0.0,3.31022e-08,--,na
86.162,492.25,0.0,3.3281850000000005e-08,--,na
86.162,492.5,0.0,3.31915e-08,--,na
86.162,492.75,0.0,3.350325e-08,--,na
86.162,493.0,0.0,3.34143e-08,--,na
86.162,493.25,0.0,3.380665e-08,--,na
86.162,493.5,0.0,3.365475e-08,--,na
86.162,493.75,0.0,3.37586e-08,--,na
86.162,494.0,0.0,3.375525e-08,--,na
86.162,494.25,0.0,3.376365e-08,--,na
86.162,494.5,0.0,3.428825e-08,--,na
86.162,494.75,0.0,3.46149e-08,--,na
86.162,495.0,0.0,3.443005e-08,--,na
86.162,495.25,0.0,3.505725e-08,--,na
86.162,495.5,0.0,3.38964e-08,--,na
86.162,495.75,0.0,3.4309850000000006e-08,--,na
86.162,496.0,0.0,3.47146e-08,--,na
86.162,496.25,0.0,3.463125e-08,--,na
86.162,496.5,0.0,3.48503e-08,--,na
86.162,496.75,0.0,3.48381e-08,--,na
86.162,497.0,0.0,3.49308e-08,--,na
86.162,497.25,0.0,3.5469100000000004e-08,--,na
86.162,497.5,0.0,3.5241e-08,--,na
86.162,497.75,0.0,3.53754e-08,--,na
86.162,498.0,0.0,3.498615e-08,--,na
86.162,498.25,0.0,3.53041e-08,--,na
86.162,498.5,0.0,3.5774549999999997e-08,--,na
86.162,498.75,0.0,3.59037e-08,--,na
86.162,499.0,0.0,3.6179349999999995e-08,--,na
86.162,499.25,0.0,3.5862649999999996e-08,--,na
86.162,499.5,0.0,3.6589600000000004e-08,--,na
86.162,499.75,0.0,3.66874e-08,--,na
86.162,500.0,0.0,3.7013e-08,--,na
86.162,500.25,0.0,3.720815e-08,--,na
86.162,500.5,0.0,3.76037e-08,--,na
86.162,500.75,0.0,3.73022e-08,--,na
86.162,501.0,0.0,3.7150100000000004e-08,--,na
86.162,501.25,0.0,3.7474349999999994e-08,--,na
86.162,501.5,0.0,3.78334e-08,--,na
86.162,501.75,0.0,3.8162999999999996e-08,--,na
86.162,502.0,0.0,3.76377e-08,--,na
86.162,502.25,0.0,3.861475e-08,--,na
86.162,502.5,0.0,3.775845e-08,--,na
86.162,502.75,0.0,3.93895e-08,--,na
86.162,503.0,0.0,3.866465e-08,--,na
86.162,503.25,0.0,3.90245e-08,--,na
86.162,503.5,0.0,3.90088e-08,--,na
86.162,503.75,0.0,3.861945e-08,--,na
86.162,504.0,0.0,3.83615e-08,--,na
86.162,504.25,0.0,3.845765e-08,--,na
86.162,504.5,0.0,3.91856e-08,--,na
86.162,504.75,0.0,3.8569299999999996e-08,--,na
86.162,505.0,0.0,3.862875e-08,--,na
86.162,505.25,0.0,3.88044e-08,--,na
86.162,505.5,0.0,3.86735e-08,--,na
86.162,505.75,0.0,3.85591e-08,--,na
86.162,506.0,0.0,3.860685e-08,--,na
86.162,506.25,0.0,3.849605e-08,--,na
86.162,506.5,0.0,3.85402e-08,--,na
86.162,506.75,0.0,3.851505e-08,--,na
86.162,507.0,0.0,3.84382e-08,--,na
86.162,507.25,0.0,3.878575e-08,--,na
86.162,507.5,0.0,3.80575e-08,--,na
86.162,507.75,0.0,3.7559e-08,--,na
86.162,508.0,0.0,3.76403e-08,--,na
86.162,508.25,0.0,3.7733e-08,--,na
86.162,508.5,0.0,3.81302e-08,--,na
86.162,508.75,0.0,3.72562e-08,--,na
86.162,509.0,0.0,3.730705e-08,--,na
86.162,509.25,0.0,3.716605e-08,--,na
86.162,509.5,0.0,3.73285e-08,--,na
86.162,509.75,0.0,3.7280899999999996e-08,--,na
86.162,510.0,0.0,3.73408e-08,--,na
86.162,510.25,0.0,3.773175e-08,--,na
86.162,510.5,0.0,3.69511e-08,--,na
86.162,510.75,0.0,3.743125e-08,--,na
86.162,511.0,0.0,3.74128e-08,--,na
86.162,511.25,0.0,3.814255e-08,--,na
86.162,511.5,0.0,3.78596e-08,--,na
86.162,511.75,0.0,3.802305e-08,--,na
86.162,512.0,0.0,3.7777e-08,--,na
86.162,512.25,0.0,3.7925599999999997e-08,--,na
86.162,512.5,0.0,3.79868e-08,--,na
86.162,512.75,0.0,3.8216150000000004e-08,--,na
86.162,513.0,0.0,3.8328e-08,--,na
86.162,513.25,0.0,3.782985e-08,--,na
86.162,513.5,0.0,3.83248e-08,--,na
86.162,513.75,0.0,3.8412950000000005e-08,--,na
86.162,514.0,0.0,3.8347700000000004e-08,--,na
86.162,514.25,0.0,3.8585750000000005e-08,--,na
86.162,514.5,0.0,3.92459e-08,--,na
86.162,514.75,0.0,3.92885e-08,--,na
86.162,515.0,0.0,3.9430249999999997e-08,--,na
86.162,515.25,0.0,3.9145750000000005e-08,--,na
86.162,515.5,0.0,3.9676e-08,--,na
86.162,515.75,0.0,3.92677e-08,--,na
86.162,516.0,0.0,3.9574e-08,--,na
86.162,516.25,0.0,3.94698e-08,--,na
86.162,516.5,0.0,4.02335e-08,--,na
86.162,516.75,0.0,3.98007e-08,--,na
86.162,517.0,0.0,4.024255e-08,--,na
86.162,517.25,0.0,4.02749e-08,--,na
86.162,517.5,0.0,3.99306e-08,--,na
86.162,517.75,0.0,3.9643e-08,--,na
86.162,518.0,0.0,4.0231699999999996e-08,--,na
86.162,518.25,0.0,4.0050350000000004e-08,--,na
86.162,518.5,0.0,3.93595e-08,--,na
86.162,518.75,0.0,4.03135e-08,--,na
86.162,519.0,0.0,3.99789e-08,--,na
86.162,519.25,0.0,4.07754e-08,--,na
86.162,519.5,0.0,3.98749e-08,--,na
86.162,519.75,0.0,4.0327450000000006e-08,--,na
86.162,520.0,0.0,4.0062449999999996e-08,--,na
86.162,520.25,0.0,3.955665e-08,--,na
86.162,520.5,0.0,3.97213e-08,--,na
86.162,520.75,0.0,3.88949e-08,--,na
86.162,521.0,0.0,3.948465e-08,--,na
86.162,521.25,0.0,3.93525e-08,--,na
86.162,521.5,0.0,3.92436e-08,--,na
86.162,521.75,0.0,3.91371e-08,--,na
86.162,522.0,0.0,3.8685e-08,--,na
86.162,522.25,0.0,3.87951e-08,--,na
86.162,522.5,0.0,3.79255e-08,--,na
86.162,522.75,0.0,3.7946e-08,--,na
86.162,523.0,0.0,3.83114e-08,--,na
86.162,523.25,0.0,3.7764200000000004e-08,--,na
86.162,523.5,0.0,3.745765e-08,--,na
86.162,523.75,0.0,3.80248e-08,--,na
86.162,524.0,0.0,4.21058e-08,--,na
86.162,524.25,0.0,3.7894e-08,--,na
86.162,524.5,0.0,3.7403e-08,--,na
86.162,524.75,0.0,3.78275e-08,--,na
86.162,525.0,0.0,3.7812499999999995e-08,--,na
86.162,525.25,0.0,4.05806e-08,--,na
86.162,525.5,0.0,3.71839e-08,--,na
86.162,525.75,0.0,3.745245e-08,--,na
86.162,526.0,0.0,3.737185e-08,--,na
86.162,526.25,0.0,3.69269e-08,--,na
86.162,526.5,0.0,3.54851e-08,--,na
86.162,526.75,0.0,3.71864e-08,--,na
86.162,527.0,0.0,3.76958e-08,--,na
86.162,527.25,0.0,3.705965e-08,--,na
86.162,527.5,0.0,3.70285e-08,--,na
86.162,527.75,0.0,3.676685e-08,--,na
86.162,528.0,0.0,3.67856e-08,--,na
86.162,528.25,0.0,3.6791e-08,--,na
86.162,528.5,0.0,3.72205e-08,--,na
86.162,528.75,0.0,3.72462e-08,--,na
86.162,529.0,0.0,3.74687e-08,--,na
86.162,529.25,0.0,3.750305e-08,--,na
86.162,529.5,0.0,3.75081e-08,--,na
86.162,529.75,0.0,3.45769e-08,--,na
86.162,530.0,0.0,3.7366850000000005e-08,--,na
86.162,530.25,0.0,3.78311e-08,--,na
86.162,530.5,0.0,3.90237e-08,--,na
86.162,530.75,0.0,3.755895e-08,--,na
86.162,531.0,0.0,3.86666e-08,--,na
86.162,531.25,0.0,3.89696e-08,--,na
86.162,531.5,0.0,3.8517450000000005e-08,--,na
86.162,531.75,0.0,3.9176700000000004e-08,--,na
86.162,532.0,0.0,3.9139e-08,--,na
86.162,532.25,0.0,3.85205e-08,--,na
86.162,532.5,0.0,3.86356e-08,--,na
86.162,532.75,0.0,3.9036299999999996e-08,--,na
86.162,533.0,0.0,3.96457e-08,--,na
86.162,533.25,0.0,3.93498e-08,--,na
86.162,533.5,0.0,3.99776e-08,--,na
86.162,533.75,0.0,3.9754049999999996e-08,--,na
86.162,534.0,0.0,3.96323e-08,--,na
86.162,534.25,0.0,3.97914e-08,--,na
86.162,534.5,0.0,4.0096599999999997e-08,--,na
86.162,534.75,0.0,4.162095e-08,--,na
86.162,535.0,0.0,4.1498000000000005e-08,--,na
86.162,535.25,0.0,4.16244e-08,--,na
86.162,535.5,0.0,4.19127e-08,--,na
86.162,535.75,0.0,4.19322e-08,--,na
86.162,536.0,0.0,4.08627e-08,--,na
86.162,536.25,0.0,4.27995e-08,--,na
86.162,536.5,0.0,4.29789e-08,--,na
86.162,536.75,0.0,4.34901e-08,--,na
86.162,537.0,0.0,4.34362e-08,--,na
86.162,537.25,0.0,4.41572e-08,--,na
86.162,537.5,0.0,4.440795e-08,--,na
86.162,537.75,0.0,4.501935e-08,--,na
86.162,538.0,0.0,4.5372449999999995e-08,--,na
86.162,538.25,0.0,4.54759e-08,--,na
86.162,538.5,0.0,4.662925e-08,--,na
86.162,538.75,0.0,4.62331e-08,--,na
86.162,539.0,0.0,4.64516e-08,--,na
86.162,539.25,0.0,4.729865e-08,--,na
86.162,539.5,0.0,4.70901e-08,--,na
86.162,539.75,0.0,4.7243900000000004e-08,--,na
86.162,540.0,0.0,4.782835e-08,--,na
86.162,540.25,0.0,4.87947e-08,--,na
86.162,540.5,0.0,4.84527e-08,--,na
86.162,540.75,0.0,4.781005e-08,--,na
86.162,541.0,0.0,4.88366e-08,--,na
86.162,541.25,0.0,4.931605e-08,--,na
86.162,541.5,0.0,4.87727e-08,--,na
86.162,541.75,0.0,4.8912349999999994e-08,--,na
86.162,542.0,0.0,4.99106e-08,--,na
86.162,542.25,0.0,4.896925e-08,--,na
86.162,542.5,0.0,4.8337949999999996e-08,--,na
86.162,542.75,0.0,4.8547949999999996e-08,--,na
86.162,543.0,0.0,4.85873e-08,--,na
86.162,543.25,0.0,4.86621e-08,--,na
86.162,543.5,0.0,4.874675e-08,--,na
86.162,543.75,0.0,4.8795649999999997e-08,--,na
86.162,544.0,0.0,4.79586e-08,--,na
86.162,544.25,0.0,4.80492e-08,--,na
86.162,544.5,0.0,4.71826e-08,--,na
86.162,544.75,0.0,4.6805800000000005e-08,--,na
86.162,545.0,0.0,4.63037e-08,--,na
86.162,545.25,0.0,4.78773e-08,--,na
86.162,545.5,0.0,4.60363e-08,--,na
86.162,545.75,0.0,4.5293e-08,--,na
86.162,546.0,0.0,4.4789e-08,--,na
86.162,546.25,0.0,4.330575e-08,--,na
86.162,546.5,0.0,4.394215e-08,--,na
86.162,546.75,0.0,4.18942e-08,--,na
86.162,547.0,0.0,4.13885e-08,--,na
86.162,547.25,0.0,4.0064550000000004e-08,--,na
86.162,547.5,0.0,4.0409e-08,--,na
86.162,547.75,0.0,3.93621e-08,--,na
86.162,548.0,0.0,3.8073450000000004e-08,--,na
86.162,548.25,0.0,3.74068e-08,--,na
86.162,548.5,0.0,3.620835e-08,--,na
86.162,548.75,0.0,3.5640200000000004e-08,--,na
86.162,549.0,0.0,3.44108e-08,--,na
86.162,549.25,0.0,3.428255e-08,--,na
86.162,549.5,0.0,3.24191e-08,--,na
86.162,549.75,0.0,3.26109e-08,--,na
86.162,550.0,0.0,3.06299e-08,--,na
86.162,550.25,0.0,2.93438e-08,--,na
86.162,550.5,0.0,2.51781e-08,--,na
86.162,550.75,0.0,2.723125e-08,--,na
86.162,551.0,0.0,2.51088e-08,--,na
86.162,551.25,0.0,2.47743e-08,--,na
86.162,551.5,0.0,2.36098e-08,--,na
86.162,551.75,0.0,2.2383000000000003e-08,--,na
86.162,552.0,0.0,2.155e-08,--,na
86.162,552.25,0.0,2.06884e-08,--,na
86.162,552.5,0.0,1.93986e-08,--,na
86.162,552.75,0.0,1.97606e-08,--,na
86.162,553.0,0.0,1.899345e-08,--,na
86.162,553.25,0.0,1.76832e-08,--,na
86.162,553.5,0.0,1.65708e-08,--,na
86.162,553.75,0.0,1.61936e-08,--,na
86.162,554.0,0.0,1.11327e-08,--,na
86.162,554.25,0.0,1.4160549999999999e-08,--,na
86.162,554.5,0.0,1.39519e-08,--,na
86.162,554.75,0.0,1.38704e-08,--,na
86.162,555.0,0.0,1.3803e-08,--,na
86.162,555.25,0.0,1.43325e-08,--,na
86.162,555.5,0.0,1.47254e-08,--,na
86.162,555.75,0.0,1.5280250000000002e-08,--,na
86.162,556.0,0.0,1.73485e-08,--,na
86.162,556.25,0.0,1.7893449999999998e-08,--,na
86.162,556.5,0.0,1.823715e-08,--,na
86.162,556.75,0.0,2.08399e-08,--,na
86.162,557.0,0.0,2.22228e-08,--,na
86.162,557.25,0.0,2.2628649999999998e-08,--,na
86.162,557.5,0.0,2.44272e-08,--,na
86.162,557.75,0.0,2.577805e-08,--,na
86.162,558.0,0.0,2.64881e-08,--,na
86.162,558.25,0.0,2.699705e-08,--,na
86.162,558.5,0.0,2.676615e-08,--,na
86.162,558.75,0.0,3.0412399999999996e-08,--,na
86.162,559.0,0.0,3.13032e-08,--,na
86.162,559.25,0.0,3.392625e-08,--,na
86.162,559.5,0.0,3.29478e-08,--,na
86.162,559.75,0.0,3.55836e-08,--,na
86.162,560.0,0.0,3.59679e-08,--,na
86.162,560.25,0.0,3.774265e-08,--,na
86.162,560.5,0.0,3.6282649999999996e-08,--,na
86.162,560.75,0.0,3.9096e-08,--,na
86.162,561.0,0.0,4.06689e-08,--,na
86.162,561.25,0.0,4.145645e-08,--,na
86.162,561.5,0.0,4.097225e-08,--,na
86.162,561.75,0.0,4.27336e-08,--,na
86.162,562.0,0.0,4.35236e-08,--,na
86.162,562.25,0.0,4.3235249999999997e-08,--,na
86.162,562.5,0.0,4.44574e-08,--,na
86.162,562.75,0.0,4.30479e-08,--,na
86.162,563.0,0.0,4.35354e-08,--,na
86.162,563.25,0.0,4.273155e-08,--,na
86.162,563.5,0.0,4.41222e-08,--,na
86.162,563.75,0.0,4.6844e-08,--,na
86.162,564.0,0.0,4.6415e-08,--,na
86.162,564.25,0.0,4.66383e-08,--,na
86.162,564.5,0.0,4.70097e-08,--,na
86.162,564.75,0.0,4.825605e-08,--,na
86.162,565.0,0.0,4.72497e-08,--,na
86.162,565.25,0.0,4.67631e-08,--,na
86.162,565.5,0.0,4.68468e-08,--,na
86.162,565.75,0.0,4.68181e-08,--,na
86.162,566.0,0.0,4.638285e-08,--,na
86.162,566.25,0.0,4.71947e-08,--,na
86.162,566.5,0.0,4.72417e-08,--,na
86.162,566.75,0.0,4.88829e-08,--,na
86.162,567.0,0.0,4.84615e-08,--,na
86.162,567.25,0.0,4.8041100000000005e-08,--,na
86.162,567.5,0.0,4.953025e-08,--,na
86.162,567.75,0.0,5.013e-08,--,na
86.162,568.0,0.0,5.018445e-08,--,na
86.162,568.25,0.0,4.98407e-08,--,na
86.162,568.5,0.0,4.96274e-08,--,na
86.162,568.75,0.0,5.005465e-08,--,na
86.162,569.0,0.0,4.98087e-08,--,na
86.162,569.25,0.0,5.0270600000000005e-08,--,na
86.162,569.5,0.0,5.0610749999999995e-08,--,na
86.162,569.75,0.0,5.12243e-08,--,na
86.162,570.0,0.0,5.06584e-08,--,na
86.162,570.25,0.0,5.23719e-08,--,na
86.162,570.5,0.0,5.24168e-08,--,na
86.162,570.75,0.0,5.412e-08,--,na
86.162,571.0,0.0,5.3252799999999996e-08,--,na
86.162,571.25,0.0,5.24675e-08,--,na
86.162,571.5,0.0,5.31437e-08,--,na
86.162,571.75,0.0,5.443835e-08,--,na
86.162,572.0,0.0,5.56328e-08,--,na
86.162,572.25,0.0,5.5262400000000004e-08,--,na
86.162,572.5,0.0,5.5832299999999996e-08,--,na
86.162,572.75,0.0,5.62302e-08,--,na
86.162,573.0,0.0,5.751795e-08,--,na
86.162,573.25,0.0,5.7404650000000004e-08,--,na
86.162,573.5,0.0,5.7263e-08,--,na
86.162,573.75,0.0,5.75506e-08,--,na
86.162,574.0,0.0,5.78167e-08,--,na
86.162,574.25,0.0,5.779765e-08,--,na
86.162,574.5,0.0,5.8471900000000004e-08,--,na
86.162,574.75,0.0,5.70206e-08,--,na
86.162,575.0,0.0,5.837645e-08,--,na
86.162,575.25,0.0,6.021685e-08,--,na
86.162,575.5,0.0,5.94948e-08,--,na
86.162,575.75,0.0,5.94149e-08,--,na
86.162,576.0,0.0,6.12698e-08,--,na
86.162,576.25,0.0,5.997665000000001e-08,--,na
86.162,576.5,0.0,5.991305e-08,--,na
86.162,576.75,0.0,6.08794e-08,--,na
86.162,577.0,0.0,5.962735e-08,--,na
86.162,577.25,0.0,6.132425000000001e-08,--,na
86.162,577.5,0.0,6.12141e-08,--,na
86.162,577.75,0.0,6.131775e-08,--,na
86.162,578.0,0.0,6.10344e-08,--,na
86.162,578.25,0.0,6.1296e-08,--,na
86.162,578.5,0.0,6.127104999999999e-08,--,na
86.162,578.75,0.0,5.98e-08,--,na
86.162,579.0,0.0,6.070424999999999e-08,--,na
86.162,579.25,0.0,6.0174e-08,--,na
86.162,579.5,0.0,6.03976e-08,--,na
86.162,579.75,0.0,6.10309e-08,--,na
86.162,580.0,0.0,5.772515e-08,--,na
86.162,580.25,0.0,6.0014e-08,--,na
86.162,580.5,0.0,5.9831e-08,--,na
86.162,580.75,0.0,5.93951e-08,--,na
86.162,581.0,0.0,6.01426e-08,--,na
86.162,581.25,0.0,5.8763e-08,--,na
86.162,581.5,0.0,5.91869e-08,--,na
86.162,581.75,0.0,5.871145e-08,--,na
86.162,582.0,0.0,5.88714e-08,--,na
86.162,582.25,0.0,5.80288e-08,--,na
86.162,582.5,0.0,5.76652e-08,--,na
86.162,582.75,0.0,5.81917e-08,--,na
86.162,583.0,0.0,5.71855e-08,--,na
86.162,583.25,0.0,5.461135e-08,--,na
86.162,583.5,0.0,5.545e-08,--,na
86.162,583.75,0.0,5.593605e-08,--,na
86.162,584.0,0.0,5.53251e-08,--,na
86.162,584.25,0.0,5.40371e-08,--,na
86.162,584.5,0.0,5.054255e-08,--,na
86.162,584.75,0.0,5.13164e-08,--,na
86.162,585.0,0.0,5.009105e-08,--,na
86.162,585.25,0.0,4.924895e-08,--,na
86.162,585.5,0.0,4.87423e-08,--,na
86.162,585.75,0.0,4.84211e-08,--,na
86.162,586.0,0.0,4.6423949999999997e-08,--,na
86.162,586.25,0.0,4.5429249999999996e-08,--,na
86.162,586.5,0.0,4.52269e-08,--,na
86.162,586.75,0.0,4.50533e-08,--,na
86.162,587.0,0.0,4.441845e-08,--,na
86.162,587.25,0.0,4.34261e-08,--,na
86.162,587.5,0.0,4.18042e-08,--,na
86.162,587.75,0.0,4.0153e-08,--,na
86.162,588.0,0.0,3.898515e-08,--,na
86.162,588.25,0.0,3.8433349999999997e-08,--,na
86.162,588.5,0.0,3.82332e-08,--,na
86.162,588.75,0.0,3.6186949999999996e-08,--,na
86.162,589.0,0.0,3.6979e-08,--,na
86.162,589.25,0.0,3.55373e-08,--,na
86.162,589.5,0.0,3.15856e-08,--,na
86.162,589.75,0.0,2.99674e-08,--,na
86.162,590.0,0.0,2.747625e-08,--,na
86.162,590.25,0.0,2.50248e-08,--,na
86.162,590.5,0.0,2.20745e-08,--,na
86.162,590.75,0.0,2.0480750000000003e-08,--,na
86.162,591.0,0.0,1.88221e-08,--,na
86.162,591.25,0.0,1.84879e-08,--,na
86.162,591.5,0.0,1.70418e-08,--,na
86.162,591.75,0.0,1.68183e-08,--,na
86.162,592.0,0.0,1.638805e-08,--,na
86.162,592.25,0.0,1.4924299999999998e-08,--,na
86.162,592.5,0.0,1.44607e-08,--,na
86.162,592.75,0.0,1.412505e-08,--,na
86.162,593.0,0.0,1.37006e-08,--,na
86.162,593.25,0.0,1.3486549999999999e-08,--,na
86.162,593.5,0.0,1.34883e-08,--,na
86.162,593.75,0.0,1.41566e-08,--,na
86.162,594.0,0.0,1.47883e-08,--,na
86.162,594.25,0.0,1.49352e-08,--,na
86.162,594.5,0.0,1.69673e-08,--,na
86.162,594.75,0.0,1.66197e-08,--,na
86.162,595.0,0.0,1.759525e-08,--,na
86.162,595.25,0.0,1.849205e-08,--,na
86.162,595.5,0.0,2.06258e-08,--,na
86.162,595.75,0.0,2.0641099999999998e-08,--,na
86.162,596.0,0.0,2.144365e-08,--,na
86.162,596.25,0.0,2.25477e-08,--,na
86.162,596.5,0.0,2.4195099999999998e-08,--,na
86.162,596.75,0.0,2.44807e-08,--,na
86.162,597.0,0.0,2.5079600000000002e-08,--,na
86.162,597.25,0.0,2.617585e-08,--,na
86.162,597.5,0.0,2.67608e-08,--,na
86.162,597.75,0.0,2.75106e-08,--,na
86.162,598.0,0.0,2.8645149999999998e-08,--,na
86.162,598.25,0.0,2.70609e-08,--,na
86.162,598.5,0.0,2.8975050000000002e-08,--,na
86.162,598.75,0.0,2.95952e-08,--,na
86.162,599.0,0.0,2.94977e-08,--,na
86.162,599.25,0.0,2.9938549999999996e-08,--,na
86.162,599.5,0.0,3.06104e-08,--,na
86.162,599.75,0.0,3.0784700000000004e-08,--,na
86.162,600.0,0.0,3.055025e-08,--,na
86.162,600.25,0.0,3.11458e-08,--,na
86.162,600.5,0.0,3.0654150000000006e-08,--,na
86.162,600.75,0.0,3.189265e-08,--,na
86.162,601.0,0.0,3.17047e-08,--,na
86.162,601.25,0.0,3.27358e-08,--,na
86.162,601.5,0.0,3.17884e-08,--,na
86.162,601.75,0.0,3.19366e-08,--,na
86.162,602.0,0.0,3.2987249999999996e-08,--,na
86.162,602.25,0.0,3.220225e-08,--,na
86.162,602.5,0.0,3.26104e-08,--,na
86.162,602.75,0.0,3.23481e-08,--,na
86.162,603.0,0.0,3.253545e-08,--,na
86.162,603.25,0.0,3.21629e-08,--,na
86.162,603.5,0.0,3.2940599999999995e-08,--,na
86.162,603.75,0.0,3.313855e-08,--,na
86.162,604.0,0.0,3.3783e-08,--,na
86.162,604.25,0.0,3.30932e-08,--,na
86.162,604.5,0.0,3.113e-08,--,na
86.162,604.75,0.0,3.20638e-08,--,na
86.162,605.0,0.0,3.2854e-08,--,na
86.162,605.25,0.0,3.17125e-08,--,na
86.162,605.5,0.0,3.251125e-08,--,na
86.162,605.75,0.0,3.343595e-08,--,na
86.162,606.0,0.0,3.21855e-08,--,na
86.162,606.25,0.0,3.231705e-08,--,na
86.162,606.5,0.0,3.33328e-08,--,na
86.162,606.75,0.0,3.2013400000000005e-08,--,na
86.162,607.0,0.0,3.30933e-08,--,na
86.162,607.25,0.0,3.17858e-08,--,na
86.162,607.5,0.0,3.137265e-08,--,na
86.162,607.75,0.0,3.181345e-08,--,na
86.162,608.0,0.0,3.124925e-08,--,na
86.162,608.25,0.0,3.10068e-08,--,na
86.162,608.5,0.0,3.158255e-08,--,na
86.162,608.75,0.0,3.11132e-08,--,na
86.162,609.0,0.0,3.27344e-08,--,na
86.162,609.25,0.0,3.16663e-08,--,na
86.162,609.5,0.0,3.06116e-08,--,na
86.162,609.75,0.0,3.03546e-08,--,na
86.162,610.0,0.0,3.09209e-08,--,na
86.162,610.25,0.0,3.11614e-08,--,na
86.162,610.5,0.0,3.12532e-08,--,na
86.162,610.75,0.0,3.0698650000000003e-08,--,na
86.162,611.0,0.0,3.00472e-08,--,na
86.162,611.25,0.0,3.2296399999999995e-08,--,na
86.162,611.5,0.0,3.06758e-08,--,na
86.162,611.75,0.0,3.05263e-08,--,na
86.162,612.0,0.0,3.0574e-08,--,na
86.162,612.25,0.0,3.08868e-08,--,na
86.162,612.5,0.0,3.1603550000000005e-08,--,na
86.162,612.75,0.0,3.034e-08,--,na
86.162,613.0,0.0,3.08025e-08,--,na
86.162,613.25,0.0,3.16502e-08,--,na
86.162,613.5,0.0,3.0967150000000003e-08,--,na
86.162,613.75,0.0,3.112675e-08,--,na
86.162,614.0,0.0,3.09826e-08,--,na
86.162,614.25,0.0,3.12906e-08,--,na
86.162,614.5,0.0,3.11399e-08,--,na
86.162,614.75,0.0,3.1241400000000003e-08,--,na
86.162,615.0,0.0,3.20521e-08,--,na
86.162,615.25,0.0,3.166165e-08,--,na
86.162,615.5,0.0,3.032005e-08,--,na
86.162,615.75,0.0,3.16414e-08,--,na
86.162,616.0,0.0,3.1646350000000003e-08,--,na
86.162,616.25,0.0,3.20162e-08,--,na
86.162,616.5,0.0,3.2096950000000003e-08,--,na
86.162,616.75,0.0,3.229045e-08,--,na
86.162,617.0,0.0,3.29785e-08,--,na
86.162,617.25,0.0,3.254515e-08,--,na
86.162,617.5,0.0,3.39719e-08,--,na
86.162,617.75,0.0,3.35227e-08,--,na
86.162,618.0,0.0,3.35989e-08,--,na
86.162,618.25,0.0,3.37577e-08,--,na
86.162,618.5,0.0,3.515615e-08,--,na
86.162,618.75,0.0,3.192095e-08,--,na
86.162,619.0,0.0,3.51945e-08,--,na
86.162,619.25,0.0,3.50676e-08,--,na
86.162,619.5,0.0,3.4854599999999995e-08,--,na
86.162,619.75,0.0,3.55866e-08,--,na
86.162,620.0,0.0,3.51606e-08,--,na
86.162,620.25,0.0,3.549765e-08,--,na
86.162,620.5,0.0,3.64367e-08,--,na
86.162,620.75,0.0,3.60803e-08,--,na
86.162,621.0,0.0,3.62427e-08,--,na
86.162,621.25,0.0,3.73262e-08,--,na
86.162,621.5,0.0,3.685355e-08,--,na
86.162,621.75,0.0,3.720255e-08,--,na
86.162,622.0,0.0,3.77622e-08,--,na
86.162,622.25,0.0,3.77524e-08,--,na
86.162,622.5,0.0,3.95651e-08,--,na
86.162,622.75,0.0,3.839395e-08,--,na
86.162,623.0,0.0,3.82309e-08,--,na
86.162,623.25,0.0,3.8938300000000004e-08,--,na
86.162,623.5,0.0,3.8714699999999997e-08,--,na
86.162,623.75,0.0,3.8885e-08,--,na
86.162,624.0,0.0,3.89916e-08,--,na
