ECM File Output,,,,,
Filename (includes date): 2025-09-08-12-00-dic1-168.txt,,,,,
AC Collect Speed: 10,,,,,
DC Collect Speed: 25,,,,,
DC Voltage: 1000,,,,,
Note: 1piece, left out bad top 22cm and bottom 26.5cm pre scan,,,,,
mm per encode step: 0.25,,,,,
Number of Expected tracks: 6,,,,,
ACDC offset: 305,,,,,
Laser offset: -10,,,,,
Y Left: 32.43014453124998,,,,,
Y Right: 103.57991015624994,,,,,
AC edgespace 16,,,,,
DC edgespace 12,,,,,
Index Mark (raw - not laser corrected): 254.05937500000002,,,,,
Index Mark Relative Depth: ,,,,,
Index Mark 2 Relative Depth: 0.0,,,,,
Index Mark 3 Relative Depth: 0.0,,,,,
(first) Index Mark Absolute Depth: ,,,,,
X min Position (raw - not laser corrected): 254.05937500000002,,,,,
X max Position (raw - not laser corrected): 730.3453125000001,,,,,
Y_dimension(mm),X_dimension(mm),Button,AC,DC,True_depth(m)
48.43,127.5,0.0,3.968405e-08,--,na
48.43,127.75,0.0,3.8079299999999996e-08,--,na
48.43,128.0,0.0,3.86868e-08,--,na
48.43,128.25,0.0,3.8697e-08,--,na
48.43,128.5,0.0,3.751775e-08,--,na
48.43,128.75,0.0,3.773655e-08,--,na
48.43,129.0,0.0,3.74728e-08,--,na
48.43,129.25,0.0,3.674365e-08,--,na
48.43,129.5,0.0,3.56307e-08,--,na
48.43,129.75,0.0,3.5453e-08,--,na
48.43,130.0,0.0,3.58987e-08,--,na
48.43,130.25,0.0,3.453395e-08,--,na
48.43,130.5,0.0,3.4360549999999995e-08,--,na
48.43,130.75,0.0,3.364115e-08,--,na
48.43,131.0,0.0,3.37424e-08,--,na
48.43,131.25,0.0,3.3312e-08,--,na
48.43,131.5,0.0,3.3409799999999995e-08,--,na
48.43,131.75,0.0,3.25842e-08,--,na
48.43,132.0,0.0,3.2354049999999996e-08,--,na
48.43,132.25,0.0,3.21203e-08,--,na
48.43,132.5,0.0,3.20311e-08,--,na
48.43,132.75,0.0,3.22684e-08,--,na
48.43,133.0,0.0,3.13494e-08,--,na
48.43,133.25,0.0,3.16503e-08,--,na
48.43,133.5,0.0,3.0967150000000003e-08,--,na
48.43,133.75,0.0,3.12405e-08,--,na
48.43,134.0,0.0,3.17301e-08,--,na
48.43,134.25,0.0,3.238055e-08,--,na
48.43,134.5,0.0,3.182025e-08,--,na
48.43,134.75,0.0,3.29701e-08,--,na
48.43,135.0,0.0,3.22276e-08,--,na
48.43,135.25,0.0,3.294205e-08,--,na
48.43,135.5,0.0,3.3729e-08,--,na
48.43,135.75,0.0,3.330855e-08,--,na
48.43,136.0,0.0,3.46424e-08,--,na
48.43,136.25,0.0,3.42283e-08,--,na
48.43,136.5,0.0,3.41482e-08,--,na
48.43,136.75,0.0,3.32921e-08,--,na
48.43,137.0,0.0,3.45054e-08,--,na
48.43,137.25,0.0,3.40455e-08,--,na
48.43,137.5,0.0,3.5132950000000005e-08,--,na
48.43,137.75,0.0,3.47356e-08,--,na
48.43,138.0,0.0,3.51935e-08,--,na
48.43,138.25,0.0,3.469575e-08,--,na
48.43,138.5,0.0,3.41128e-08,--,na
48.43,138.75,0.0,3.50924e-08,--,na
48.43,139.0,0.0,3.50502e-08,--,na
48.43,139.25,0.0,3.496325e-08,--,na
48.43,139.5,0.0,3.468595e-08,--,na
48.43,139.75,0.0,3.49728e-08,--,na
48.43,140.0,0.0,3.47228e-08,--,na
48.43,140.25,0.0,3.43178e-08,--,na
48.43,140.5,0.0,3.4378799999999995e-08,--,na
48.43,140.75,0.0,3.419505e-08,--,na
48.43,141.0,0.0,3.38458e-08,--,na
48.43,141.25,0.0,3.469375e-08,--,na
48.43,141.5,0.0,3.424365e-08,--,na
48.43,141.75,0.0,3.41503e-08,--,na
48.43,142.0,0.0,3.39349e-08,--,na
48.43,142.25,0.0,3.3395749999999996e-08,--,na
48.43,142.5,0.0,3.35671e-08,--,na
48.43,142.75,0.0,3.31456e-08,--,na
48.43,143.0,0.0,3.345555e-08,--,na
48.43,143.25,0.0,3.36254e-08,--,na
48.43,143.5,0.0,3.26064e-08,--,na
48.43,143.75,0.0,3.30379e-08,--,na
48.43,144.0,0.0,3.27088e-08,--,na
48.43,144.25,0.0,3.35925e-08,--,na
48.43,144.5,0.0,3.3040349999999996e-08,--,na
48.43,144.75,0.0,3.24819e-08,--,na
48.43,145.0,0.0,3.283595e-08,--,na
48.43,145.25,0.0,3.24333e-08,--,na
48.43,145.5,0.0,3.33146e-08,--,na
48.43,145.75,0.0,3.27188e-08,--,na
48.43,146.0,0.0,3.22283e-08,--,na
48.43,146.25,0.0,3.297005e-08,--,na
48.43,146.5,0.0,3.2629149999999995e-08,--,na
48.43,146.75,0.0,3.29578e-08,--,na
48.43,147.0,0.0,3.26301e-08,--,na
48.43,147.25,0.0,3.3107e-08,--,na
48.43,147.5,0.0,3.31484e-08,--,na
48.43,147.75,0.0,3.3007199999999997e-08,--,na
48.43,148.0,0.0,3.24594e-08,--,na
48.43,148.25,0.0,3.35263e-08,--,na
48.43,148.5,0.0,3.3545e-08,--,na
48.43,148.75,0.0,3.38895e-08,--,na
48.43,149.0,0.0,3.436225e-08,--,na
48.43,149.25,0.0,3.4587099999999996e-08,--,na
48.43,149.5,0.0,3.52091e-08,--,na
48.43,149.75,0.0,3.52093e-08,--,na
48.43,150.0,0.0,3.56719e-08,--,na
48.43,150.25,0.0,3.57985e-08,--,na
48.43,150.5,0.0,3.6077549999999996e-08,--,na
48.43,150.75,0.0,3.80605e-08,--,na
48.43,151.0,0.0,3.6183899999999996e-08,--,na
48.43,151.25,0.0,3.6671e-08,--,na
48.43,151.5,0.0,3.6419000000000003e-08,--,na
48.43,151.75,0.0,3.62715e-08,--,na
48.43,152.0,0.0,3.65812e-08,--,na
48.43,152.25,0.0,3.63157e-08,--,na
48.43,152.5,0.0,3.62355e-08,--,na
48.43,152.75,0.0,3.655195e-08,--,na
48.43,153.0,0.0,3.60044e-08,--,na
48.43,153.25,0.0,3.58303e-08,--,na
48.43,153.5,0.0,3.582885e-08,--,na
48.43,153.75,0.0,3.55705e-08,--,na
48.43,154.0,0.0,3.49793e-08,--,na
48.43,154.25,0.0,3.55434e-08,--,na
48.43,154.5,0.0,3.52049e-08,--,na
48.43,154.75,0.0,3.5331e-08,--,na
48.43,155.0,0.0,3.48965e-08,--,na
48.43,155.25,0.0,3.5285650000000003e-08,--,na
48.43,155.5,0.0,3.55806e-08,--,na
48.43,155.75,0.0,3.504375e-08,--,na
48.43,156.0,0.0,3.56173e-08,--,na
48.43,156.25,0.0,3.47074e-08,--,na
48.43,156.5,0.0,3.47357e-08,--,na
48.43,156.75,0.0,3.44743e-08,--,na
48.43,157.0,0.0,3.422355e-08,--,na
48.43,157.25,0.0,3.455425e-08,--,na
48.43,157.5,0.0,3.42798e-08,--,na
48.43,157.75,0.0,3.350795e-08,--,na
48.43,158.0,0.0,3.37408e-08,--,na
48.43,158.25,0.0,3.30277e-08,--,na
48.43,158.5,0.0,3.25449e-08,--,na
48.43,158.75,0.0,3.326835e-08,--,na
48.43,159.0,0.0,3.332975e-08,--,na
48.43,159.25,0.0,3.283095e-08,--,na
48.43,159.5,0.0,3.24247e-08,--,na
48.43,159.75,0.0,3.28856e-08,--,na
48.43,160.0,0.0,3.17928e-08,--,na
48.43,160.25,0.0,3.240805e-08,--,na
48.43,160.5,0.0,3.24572e-08,--,na
48.43,160.75,0.0,3.2290850000000006e-08,--,na
48.43,161.0,0.0,3.192475e-08,--,na
48.43,161.25,0.0,3.17863e-08,--,na
48.43,161.5,0.0,3.14131e-08,--,na
48.43,161.75,0.0,3.15509e-08,--,na
48.43,162.0,0.0,3.17542e-08,--,na
48.43,162.25,0.0,3.195175e-08,--,na
48.43,162.5,0.0,3.1631e-08,--,na
48.43,162.75,0.0,3.201735e-08,--,na
48.43,163.0,0.0,3.2024400000000005e-08,--,na
48.43,163.25,0.0,3.1746e-08,--,na
48.43,163.5,0.0,3.22522e-08,--,na
48.43,163.75,0.0,3.1799e-08,--,na
48.43,164.0,0.0,3.0637e-08,--,na
48.43,164.25,0.0,3.16398e-08,--,na
48.43,164.5,0.0,3.14046e-08,--,na
48.43,164.75,0.0,3.25634e-08,--,na
48.43,165.0,0.0,3.15942e-08,--,na
48.43,165.25,0.0,3.2187400000000004e-08,--,na
48.43,165.5,0.0,3.11578e-08,--,na
48.43,165.75,0.0,3.204485e-08,--,na
48.43,166.0,0.0,3.209715e-08,--,na
48.43,166.25,0.0,3.2028100000000006e-08,--,na
48.43,166.5,0.0,3.16583e-08,--,na
48.43,166.75,0.0,3.1909750000000006e-08,--,na
48.43,167.0,0.0,3.1759e-08,--,na
48.43,167.25,0.0,3.16807e-08,--,na
48.43,167.5,0.0,3.08748e-08,--,na
48.43,167.75,0.0,3.09748e-08,--,na
48.43,168.0,0.0,3.152145e-08,--,na
48.43,168.25,0.0,3.06767e-08,--,na
48.43,168.5,0.0,3.04072e-08,--,na
48.43,168.75,0.0,3.034815e-08,--,na
48.43,169.0,0.0,3.00512e-08,--,na
48.43,169.25,0.0,2.99208e-08,--,na
48.43,169.5,0.0,2.96411e-08,--,na
48.43,169.75,0.0,3.060265e-08,--,na
48.43,170.0,0.0,3.0243749999999996e-08,--,na
48.43,170.25,0.0,3.04996e-08,--,na
48.43,170.5,0.0,3.06008e-08,--,na
48.43,170.75,0.0,3.03618e-08,--,na
48.43,171.0,0.0,3.03877e-08,--,na
48.43,171.25,0.0,3.0586550000000003e-08,--,na
48.43,171.5,0.0,3.06443e-08,--,na
48.43,171.75,0.0,3.069325e-08,--,na
48.43,172.0,0.0,3.00603e-08,--,na
48.43,172.25,0.0,3.027555e-08,--,na
48.43,172.5,0.0,2.96822e-08,--,na
48.43,172.75,0.0,2.969275e-08,--,na
48.43,173.0,0.0,3.000425e-08,--,na
48.43,173.25,0.0,2.90417e-08,--,na
48.43,173.5,0.0,2.981035e-08,--,na
48.43,173.75,0.0,3.00915e-08,--,na
48.43,174.0,0.0,3.012045e-08,--,na
48.43,174.25,0.0,3.03152e-08,--,na
48.43,174.5,0.0,3.06793e-08,--,na
48.43,174.75,0.0,3.0999950000000004e-08,--,na
48.43,175.0,0.0,3.14884e-08,--,na
48.43,175.25,0.0,3.12864e-08,--,na
48.43,175.5,0.0,3.224975e-08,--,na
48.43,175.75,0.0,3.125315e-08,--,na
48.43,176.0,0.0,3.10898e-08,--,na
48.43,176.25,0.0,2.97985e-08,--,na
48.43,176.5,0.0,3.08169e-08,--,na
48.43,176.75,0.0,3.070695e-08,--,na
48.43,177.0,0.0,3.05431e-08,--,na
48.43,177.25,0.0,3.00919e-08,--,na
48.43,177.5,0.0,3.018e-08,--,na
48.43,177.75,0.0,3.030845e-08,--,na
48.43,178.0,0.0,3.08669e-08,--,na
48.43,178.25,0.0,2.93099e-08,--,na
48.43,178.5,0.0,2.9788250000000002e-08,--,na
48.43,178.75,0.0,3.01317e-08,--,na
48.43,179.0,0.0,2.93322e-08,--,na
48.43,179.25,0.0,2.906525e-08,--,na
48.43,179.5,0.0,2.91315e-08,--,na
48.43,179.75,0.0,2.9271950000000003e-08,--,na
48.43,180.0,0.0,2.94749e-08,--,na
48.43,180.25,0.0,2.9196e-08,--,na
48.43,180.5,0.0,2.881055e-08,--,na
48.43,180.75,0.0,2.84011e-08,--,na
48.43,181.0,0.0,2.84023e-08,--,na
48.43,181.25,0.0,2.81386e-08,--,na
48.43,181.5,0.0,2.87781e-08,--,na
48.43,181.75,0.0,2.79228e-08,--,na
48.43,182.0,0.0,2.79499e-08,--,na
48.43,182.25,0.0,2.73429e-08,--,na
48.43,182.5,0.0,2.8371e-08,--,na
48.43,182.75,0.0,2.9745e-08,--,na
48.43,183.0,0.0,2.887025e-08,--,na
48.43,183.25,0.0,2.93239e-08,--,na
48.43,183.5,0.0,2.9671250000000002e-08,--,na
48.43,183.75,0.0,2.88399e-08,--,na
48.43,184.0,0.0,2.874835e-08,--,na
48.43,184.25,0.0,2.74157e-08,--,na
48.43,184.5,0.0,2.74564e-08,--,na
48.43,184.75,0.0,2.70408e-08,--,na
48.43,185.0,0.0,2.6498e-08,--,na
48.43,185.25,0.0,2.63831e-08,--,na
48.43,185.5,0.0,2.65253e-08,--,na
48.43,185.75,0.0,2.6489650000000002e-08,--,na
48.43,186.0,0.0,2.63764e-08,--,na
48.43,186.25,0.0,2.61875e-08,--,na
48.43,186.5,0.0,2.6749e-08,--,na
48.43,186.75,0.0,2.52831e-08,--,na
48.43,187.0,0.0,2.56485e-08,--,na
48.43,187.25,0.0,2.58823e-08,--,na
48.43,187.5,0.0,2.590695e-08,--,na
48.43,187.75,0.0,2.58803e-08,--,na
48.43,188.0,0.0,2.56656e-08,--,na
48.43,188.25,0.0,2.60286e-08,--,na
48.43,188.5,0.0,2.563115e-08,--,na
48.43,188.75,0.0,2.5682349999999997e-08,--,na
48.43,189.0,0.0,2.6548650000000003e-08,--,na
48.43,189.25,0.0,2.58472e-08,--,na
48.43,189.5,0.0,2.63627e-08,--,na
48.43,189.75,0.0,2.65795e-08,--,na
48.43,190.0,0.0,2.65335e-08,--,na
48.43,190.25,0.0,2.6616349999999997e-08,--,na
48.43,190.5,0.0,2.63622e-08,--,na
48.43,190.75,0.0,2.61477e-08,--,na
48.43,191.0,0.0,2.719225e-08,--,na
48.43,191.25,0.0,2.60512e-08,--,na
48.43,191.5,0.0,2.653725e-08,--,na
48.43,191.75,0.0,2.658235e-08,--,na
48.43,192.0,0.0,2.59127e-08,--,na
48.43,192.25,0.0,2.5914100000000002e-08,--,na
48.43,192.5,0.0,2.6576e-08,--,na
48.43,192.75,0.0,2.63807e-08,--,na
48.43,193.0,0.0,2.69474e-08,--,na
48.43,193.25,0.0,2.62201e-08,--,na
48.43,193.5,0.0,2.5968249999999998e-08,--,na
48.43,193.75,0.0,2.6389550000000002e-08,--,na
48.43,194.0,0.0,2.6146e-08,--,na
48.43,194.25,0.0,2.6505599999999997e-08,--,na
48.43,194.5,0.0,2.661395e-08,--,na
48.43,194.75,0.0,2.56023e-08,--,na
48.43,195.0,0.0,2.5919e-08,--,na
48.43,195.25,0.0,2.641325e-08,--,na
48.43,195.5,0.0,2.67426e-08,--,na
48.43,195.75,0.0,2.65545e-08,--,na
48.43,196.0,0.0,2.70049e-08,--,na
48.43,196.25,0.0,2.73714e-08,--,na
48.43,196.5,0.0,2.76144e-08,--,na
48.43,196.75,0.0,2.711095e-08,--,na
48.43,197.0,0.0,2.83386e-08,--,na
48.43,197.25,0.0,2.8516049999999998e-08,--,na
48.43,197.5,0.0,2.92471e-08,--,na
48.43,197.75,0.0,2.81967e-08,--,na
48.43,198.0,0.0,2.749285e-08,--,na
48.43,198.25,0.0,2.68027e-08,--,na
48.43,198.5,0.0,2.6788500000000002e-08,--,na
48.43,198.75,0.0,2.6559949999999998e-08,--,na
48.43,199.0,0.0,2.69423e-08,--,na
48.43,199.25,0.0,2.64807e-08,--,na
48.43,199.5,0.0,2.65188e-08,--,na
48.43,199.75,0.0,2.6626600000000002e-08,--,na
48.43,200.0,0.0,2.63184e-08,--,na
48.43,200.25,0.0,2.642e-08,--,na
48.43,200.5,0.0,2.66844e-08,--,na
48.43,200.75,0.0,2.665765e-08,--,na
48.43,201.0,0.0,2.69191e-08,--,na
48.43,201.25,0.0,2.6123899999999997e-08,--,na
48.43,201.5,0.0,2.67472e-08,--,na
48.43,201.75,0.0,2.653195e-08,--,na
48.43,202.0,0.0,2.71028e-08,--,na
48.43,202.25,0.0,2.697335e-08,--,na
48.43,202.5,0.0,2.72376e-08,--,na
48.43,202.75,0.0,2.738785e-08,--,na
48.43,203.0,0.0,2.77962e-08,--,na
48.43,203.25,0.0,2.69182e-08,--,na
48.43,203.5,0.0,2.671845e-08,--,na
48.43,203.75,0.0,2.73897e-08,--,na
48.43,204.0,0.0,2.82421e-08,--,na
48.43,204.25,0.0,2.77033e-08,--,na
48.43,204.5,0.0,2.77166e-08,--,na
48.43,204.75,0.0,2.752905e-08,--,na
48.43,205.0,0.0,2.78578e-08,--,na
48.43,205.25,0.0,2.75882e-08,--,na
48.43,205.5,0.0,2.89254e-08,--,na
48.43,205.75,0.0,2.7774e-08,--,na
48.43,206.0,0.0,2.75417e-08,--,na
48.43,206.25,0.0,2.7371e-08,--,na
48.43,206.5,0.0,2.813195e-08,--,na
48.43,206.75,0.0,2.8319749999999998e-08,--,na
48.43,207.0,0.0,2.80229e-08,--,na
48.43,207.25,0.0,2.822885e-08,--,na
48.43,207.5,0.0,2.83606e-08,--,na
48.43,207.75,0.0,2.788315e-08,--,na
48.43,208.0,0.0,2.87714e-08,--,na
48.43,208.25,0.0,2.834795e-08,--,na
48.43,208.5,0.0,2.837215e-08,--,na
48.43,208.75,0.0,2.82556e-08,--,na
48.43,209.0,0.0,2.87325e-08,--,na
48.43,209.25,0.0,2.866575e-08,--,na
48.43,209.5,0.0,2.87016e-08,--,na
48.43,209.75,0.0,2.87694e-08,--,na
48.43,210.0,0.0,2.9427e-08,--,na
48.43,210.25,0.0,2.9652650000000002e-08,--,na
48.43,210.5,0.0,2.88087e-08,--,na
48.43,210.75,0.0,2.92397e-08,--,na
48.43,211.0,0.0,2.90033e-08,--,na
48.43,211.25,0.0,2.968445e-08,--,na
48.43,211.5,0.0,2.85454e-08,--,na
48.43,211.75,0.0,2.905905e-08,--,na
48.43,212.0,0.0,2.9124600000000003e-08,--,na
48.43,212.25,0.0,2.944085e-08,--,na
48.43,212.5,0.0,2.93933e-08,--,na
48.43,212.75,0.0,2.91022e-08,--,na
48.43,213.0,0.0,2.938425e-08,--,na
48.43,213.25,0.0,2.9651849999999998e-08,--,na
48.43,213.5,0.0,2.8942049999999998e-08,--,na
48.43,213.75,0.0,2.92738e-08,--,na
48.43,214.0,0.0,2.9210299999999998e-08,--,na
48.43,214.25,0.0,2.883995e-08,--,na
48.43,214.5,0.0,2.96089e-08,--,na
48.43,214.75,0.0,2.991115e-08,--,na
48.43,215.0,0.0,3.06824e-08,--,na
48.43,215.25,0.0,2.9961600000000005e-08,--,na
48.43,215.5,0.0,2.967305e-08,--,na
48.43,215.75,0.0,3.00713e-08,--,na
48.43,216.0,0.0,3.01208e-08,--,na
48.43,216.25,0.0,3.0338000000000003e-08,--,na
48.43,216.5,0.0,3.05746e-08,--,na
48.43,216.75,0.0,3.0005750000000004e-08,--,na
48.43,217.0,0.0,2.97264e-08,--,na
48.43,217.25,0.0,3.09596e-08,--,na
48.43,217.5,0.0,2.93732e-08,--,na
48.43,217.75,0.0,3.01197e-08,--,na
48.43,218.0,0.0,2.970505e-08,--,na
48.43,218.25,0.0,2.9622949999999997e-08,--,na
48.43,218.5,0.0,3.05765e-08,--,na
48.43,218.75,0.0,2.9820199999999996e-08,--,na
48.43,219.0,0.0,3.0214849999999995e-08,--,na
48.43,219.25,0.0,3.03369e-08,--,na
48.43,219.5,0.0,2.9947349999999996e-08,--,na
48.43,219.75,0.0,3.02892e-08,--,na
48.43,220.0,0.0,3.01971e-08,--,na
48.43,220.25,0.0,3.03165e-08,--,na
48.43,220.5,0.0,3.03206e-08,--,na
48.43,220.75,0.0,2.97305e-08,--,na
48.43,221.0,0.0,2.9789350000000002e-08,--,na
48.43,221.25,0.0,3.01477e-08,--,na
48.43,221.5,0.0,3.04924e-08,--,na
48.43,221.75,0.0,3.05358e-08,--,na
48.43,222.0,0.0,3.013795e-08,--,na
48.43,222.25,0.0,3.06451e-08,--,na
48.43,222.5,0.0,3.11873e-08,--,na
48.43,222.75,0.0,3.16646e-08,--,na
48.43,223.0,0.0,3.10323e-08,--,na
48.43,223.25,0.0,3.032005e-08,--,na
48.43,223.5,0.0,3.01338e-08,--,na
48.43,223.75,0.0,3.14288e-08,--,na
48.43,224.0,0.0,3.076185e-08,--,na
48.43,224.25,0.0,3.10302e-08,--,na
48.43,224.5,0.0,3.0823699999999996e-08,--,na
48.43,224.75,0.0,3.0721e-08,--,na
48.43,225.0,0.0,3.175005e-08,--,na
48.43,225.25,0.0,3.168375e-08,--,na
48.43,225.5,0.0,3.166705e-08,--,na
48.43,225.75,0.0,3.17044e-08,--,na
48.43,226.0,0.0,3.10695e-08,--,na
48.43,226.25,0.0,3.17867e-08,--,na
48.43,226.5,0.0,3.19732e-08,--,na
48.43,226.75,0.0,3.119665e-08,--,na
48.43,227.0,0.0,3.19626e-08,--,na
48.43,227.25,0.0,3.1829899999999996e-08,--,na
48.43,227.5,0.0,3.22004e-08,--,na
48.43,227.75,0.0,3.24118e-08,--,na
48.43,228.0,0.0,3.287345e-08,--,na
48.43,228.25,0.0,3.313645e-08,--,na
48.43,228.5,0.0,3.25393e-08,--,na
48.43,228.75,0.0,3.288235e-08,--,na
48.43,229.0,0.0,3.28575e-08,--,na
48.43,229.25,0.0,3.2619550000000006e-08,--,na
48.43,229.5,0.0,3.3497950000000004e-08,--,na
48.43,229.75,0.0,3.31948e-08,--,na
48.43,230.0,0.0,3.3449750000000005e-08,--,na
48.43,230.25,0.0,3.22364e-08,--,na
48.43,230.5,0.0,3.38227e-08,--,na
48.43,230.75,0.0,3.353755e-08,--,na
48.43,231.0,0.0,3.33836e-08,--,na
48.43,231.25,0.0,3.34745e-08,--,na
48.43,231.5,0.0,3.3745e-08,--,na
48.43,231.75,0.0,3.38465e-08,--,na
48.43,232.0,0.0,3.365e-08,--,na
48.43,232.25,0.0,3.3685e-08,--,na
48.43,232.5,0.0,3.32083e-08,--,na
48.43,232.75,0.0,3.31278e-08,--,na
48.43,233.0,0.0,3.3524949999999995e-08,--,na
48.43,233.25,0.0,3.34366e-08,--,na
48.43,233.5,0.0,3.28499e-08,--,na
48.43,233.75,0.0,3.29723e-08,--,na
48.43,234.0,0.0,3.36323e-08,--,na
48.43,234.25,0.0,3.3470499999999995e-08,--,na
48.43,234.5,0.0,3.380775e-08,--,na
48.43,234.75,0.0,3.2485e-08,--,na
48.43,235.0,0.0,3.2976099999999996e-08,--,na
48.43,235.25,0.0,3.388825e-08,--,na
48.43,235.5,0.0,3.05876e-08,--,na
48.43,235.75,0.0,3.379555e-08,--,na
48.43,236.0,0.0,3.3742100000000004e-08,--,na
48.43,236.25,0.0,3.3924999999999994e-08,--,na
48.43,236.5,0.0,3.47143e-08,--,na
48.43,236.75,0.0,3.5424e-08,--,na
48.43,237.0,0.0,3.39318e-08,--,na
48.43,237.25,0.0,3.451115e-08,--,na
48.43,237.5,0.0,3.56734e-08,--,na
48.43,237.75,0.0,3.530235e-08,--,na
48.43,238.0,0.0,3.528415e-08,--,na
48.43,238.25,0.0,3.57474e-08,--,na
48.43,238.5,0.0,3.61034e-08,--,na
48.43,238.75,0.0,3.61784e-08,--,na
48.43,239.0,0.0,3.68128e-08,--,na
48.43,239.25,0.0,3.4779250000000004e-08,--,na
48.43,239.5,0.0,3.65553e-08,--,na
48.43,239.75,0.0,3.57814e-08,--,na
48.43,240.0,0.0,3.671365e-08,--,na
48.43,240.25,0.0,3.711125e-08,--,na
48.43,240.5,0.0,3.71865e-08,--,na
48.43,240.75,0.0,3.6680499999999995e-08,--,na
48.43,241.0,0.0,3.7190099999999996e-08,--,na
48.43,241.25,0.0,3.7792600000000005e-08,--,na
48.43,241.5,0.0,3.92132e-08,--,na
48.43,241.75,0.0,3.728585e-08,--,na
48.43,242.0,0.0,3.693295e-08,--,na
48.43,242.25,0.0,3.73055e-08,--,na
48.43,242.5,0.0,3.77042e-08,--,na
48.43,242.75,0.0,3.7675750000000006e-08,--,na
48.43,243.0,0.0,3.79815e-08,--,na
48.43,243.25,0.0,3.7383199999999996e-08,--,na
48.43,243.5,0.0,3.78649e-08,--,na
48.43,243.75,0.0,3.814055e-08,--,na
48.43,244.0,0.0,3.7836999999999997e-08,--,na
48.43,244.25,0.0,3.88691e-08,--,na
48.43,244.5,0.0,3.81678e-08,--,na
48.43,244.75,0.0,3.80343e-08,--,na
48.43,245.0,0.0,3.84902e-08,--,na
48.43,245.25,0.0,3.89731e-08,--,na
48.43,245.5,0.0,3.788145e-08,--,na
48.43,245.75,0.0,3.8198e-08,--,na
48.43,246.0,0.0,3.750035e-08,--,na
48.43,246.25,0.0,3.723945e-08,--,na
48.43,246.5,0.0,3.77019e-08,--,na
48.43,246.75,0.0,3.67793e-08,--,na
48.43,247.0,0.0,3.802805e-08,--,na
48.43,247.25,0.0,3.76178e-08,--,na
48.43,247.5,0.0,3.706e-08,--,na
48.43,247.75,0.0,3.719555e-08,--,na
48.43,248.0,0.0,3.71729e-08,--,na
48.43,248.25,0.0,3.80768e-08,--,na
48.43,248.5,0.0,3.7871e-08,--,na
48.43,248.75,0.0,3.7950350000000005e-08,--,na
48.43,249.0,0.0,3.909405e-08,--,na
48.43,249.25,0.0,3.79962e-08,--,na
48.43,249.5,0.0,3.946855e-08,--,na
48.43,249.75,0.0,3.87864e-08,--,na
48.43,250.0,0.0,3.885e-08,--,na
48.43,250.25,0.0,3.87172e-08,--,na
48.43,250.5,0.0,3.820355e-08,--,na
48.43,250.75,0.0,3.982985e-08,--,na
48.43,251.0,0.0,3.9716849999999996e-08,--,na
48.43,251.25,0.0,3.96884e-08,--,na
48.43,251.5,0.0,3.98761e-08,--,na
48.43,251.75,0.0,4.056355e-08,--,na
48.43,252.0,0.0,4.0364e-08,--,na
48.43,252.25,0.0,4.09594e-08,--,na
48.43,252.5,0.0,4.19705e-08,--,na
48.43,252.75,0.0,4.27252e-08,--,na
48.43,253.0,0.0,4.2262e-08,--,na
48.43,253.25,0.0,4.3578e-08,--,na
48.43,253.5,0.0,4.560775e-08,--,na
48.43,253.75,0.0,4.5539149999999997e-08,--,na
48.43,254.0,0.0,4.67453e-08,--,na
48.43,254.25,0.0,4.66816e-08,--,na
48.43,254.5,0.0,4.72128e-08,--,na
48.43,254.75,0.0,4.8266500000000004e-08,--,na
48.43,255.0,0.0,4.8956350000000004e-08,--,na
48.43,255.25,0.0,5.01643e-08,--,na
48.43,255.5,0.0,5.0546849999999994e-08,--,na
48.43,255.75,0.0,5.137565e-08,--,na
48.43,256.0,0.0,5.3192099999999996e-08,--,na
48.43,256.25,0.0,5.40266e-08,--,na
48.43,256.5,0.0,5.380245e-08,--,na
48.43,256.75,0.0,5.42962e-08,--,na
48.43,257.0,0.0,5.6231849999999995e-08,--,na
48.43,257.25,0.0,5.60088e-08,--,na
48.43,257.5,0.0,5.48607e-08,--,na
48.43,257.75,0.0,5.717225e-08,--,na
48.43,258.0,0.0,5.7811899999999996e-08,--,na
48.43,258.25,0.0,5.87529e-08,--,na
48.43,258.5,0.0,5.816715e-08,--,na
48.43,258.75,0.0,5.9812e-08,--,na
48.43,259.0,0.0,5.8638e-08,--,na
48.43,259.25,0.0,5.9619e-08,--,na
48.43,259.5,0.0,6.052785000000001e-08,--,na
48.43,259.75,0.0,6.055919999999999e-08,--,na
48.43,260.0,0.0,6.00068e-08,--,na
48.43,260.25,0.0,6.03937e-08,--,na
48.43,260.5,0.0,6.09399e-08,--,na
48.43,260.75,0.0,6.142905000000001e-08,--,na
48.43,261.0,0.0,6.1231e-08,--,na
48.43,261.25,0.0,6.16522e-08,--,na
48.43,261.5,0.0,6.02877e-08,--,na
48.43,261.75,0.0,6.129485e-08,--,na
48.43,262.0,0.0,6.075070000000001e-08,--,na
48.43,262.25,0.0,6.06328e-08,--,na
48.43,262.5,0.0,5.96009e-08,--,na
48.43,262.75,0.0,5.9428e-08,--,na
48.43,263.0,0.0,5.90788e-08,--,na
48.43,263.25,0.0,5.96595e-08,--,na
48.43,263.5,0.0,5.839725e-08,--,na
48.43,263.75,0.0,5.77046e-08,--,na
48.43,264.0,0.0,5.6814849999999995e-08,--,na
48.43,264.25,0.0,5.64241e-08,--,na
48.43,264.5,0.0,5.58513e-08,--,na
