True_depth(m),Y_dimension(mm),meas,Button,Button_raw
163.28037968750002,38.589,2.576377e-05,0.0,0.0
163.28037968750002,38.589,-1.945577e-06,0.0,0.0
163.28031291428604,38.589,-1.238746e-06,0.0,0.0
163.28016916795696,38.589,-7.93254e-07,0.0,0.0
163.27997863528208,38.589,-4.622707e-07,0.0,0.0
163.27975201597906,38.589,-1.99303e-07,0.0,0.0
163.27948424625004,38.589,-3.013702e-08,0.0,0.0
163.2791917502858,38.589,-2.706656e-07,0.0,0.0
163.2788383271887,38.589,-7.858034e-10,0.0,0.0
163.27843787942223,38.589,2.249144e-07,0.0,0.0
163.27803757116305,38.589,2.493034e-07,0.0,0.0
163.27764553931627,38.589,4.49043e-07,0.0,0.0
163.2772034848505,38.589,6.33212e-07,0.0,0.0
163.2767933421836,38.589,5.495094e-07,0.0,0.0
163.2763526580029,38.589,5.371257e-07,0.0,0.0
163.275953986286,38.589,5.272741e-07,0.0,0.0
163.27554686020605,38.589,7.627386e-07,0.0,0.0
163.2751259754639,38.589,1.396067e-06,0.0,0.0
163.27469022510172,38.589,1.877896e-06,0.0,0.0
163.27427214607837,38.589,1.921202e-06,0.0,0.0
163.2738665819189,38.589,1.553912e-06,0.0,0.0
163.27343493630607,38.589,1.163819e-06,0.0,0.0
163.27299376317723,38.589,1.029999e-06,0.0,0.0
163.2725771507488,38.589,8.75094e-07,0.0,0.0
163.27217828402755,38.589,9.432697e-07,0.0,0.0
163.2717580524943,38.589,1.22191e-06,0.0,0.0
163.27132096171113,38.589,1.394888e-06,0.0,0.0
163.27088078766013,38.589,1.522087e-06,0.0,0.0
163.27048552537758,38.589,1.650333e-06,0.0,0.0
163.27005509337008,38.589,1.576031e-06,0.0,0.0
163.269658009676,38.589,1.382461e-06,0.0,0.0
163.26926450278384,38.589,1.347551e-06,0.0,0.0
163.2688297381346,38.589,1.294058e-06,0.0,0.0
163.26840204054312,38.589,1.188149e-06,0.0,0.0
163.26800339626445,38.589,7.777853e-07,0.0,0.0
163.26760830497173,38.589,5.947659e-07,0.0,0.0
163.26718089314735,38.589,4.63202e-07,0.0,0.0
163.26675279224943,38.589,4.823378e-07,0.0,0.0
163.26632883172917,38.589,4.677568e-07,0.0,0.0
163.2659338034968,38.589,4.713656e-07,0.0,0.0
163.2655111867832,38.589,6.573391e-07,0.0,0.0
163.26509168918105,38.589,1.112057e-06,0.0,0.0
163.26466326618868,38.589,1.515567e-06,0.0,0.0
163.26426939435922,38.589,1.590772e-06,0.0,0.0
163.26383522400528,38.589,1.608598e-06,0.0,0.0
163.2634054198196,38.589,1.663793e-06,0.0,0.0
163.26298725516648,38.589,1.703767e-06,0.0,0.0
163.2625662149207,38.589,1.756402e-06,0.0,0.0
163.2621450899119,38.589,1.779496e-06,0.0,0.0
163.26173814608902,38.589,1.834575e-06,0.0,0.0
163.26132303338284,38.589,1.680106e-06,0.0,0.0
163.26090525698993,38.589,1.574517e-06,0.0,0.0
163.2604883929311,38.589,1.424982e-06,0.0,0.0
163.26006007992822,38.589,1.147695e-06,0.0,0.0
163.25965309583464,38.589,9.762734e-07,0.0,0.0
163.25924024690974,38.589,7.989147e-07,0.0,0.0
163.2588297753612,38.589,9.019277e-07,0.0,0.0
163.25840030069878,38.589,9.517098e-07,0.0,0.0
163.2579790465958,38.589,1.026085e-06,0.0,0.0
163.2575676825439,38.589,1.167908e-06,0.0,0.0
163.2571485426797,38.589,1.266904e-06,0.0,0.0
163.25671837291085,38.589,1.353692e-06,0.0,0.0
163.25632600022925,38.589,1.533612e-06,0.0,0.0
163.25589680918432,38.589,1.350782e-06,0.0,0.0
163.25547552633054,38.589,1.349123e-06,0.0,0.0
163.25505330440703,38.589,1.210414e-06,0.0,0.0
163.25463489911309,38.589,1.208406e-06,0.0,0.0
163.2542088551214,38.589,1.014152e-06,0.0,0.0
163.2537779552464,38.589,9.853829e-07,0.0,0.0
163.25336408317074,38.589,9.052601e-07,0.0,0.0
163.25293817610526,38.589,1.040957e-06,0.0,0.0
163.2525323593202,38.589,1.07706e-06,0.0,0.0
163.25213529185214,38.589,9.142823e-07,0.0,0.0
163.2516987624118,38.589,8.018105e-07,0.0,0.0
163.2512641482601,38.589,7.004128e-07,0.0,0.0
163.2508429085187,38.589,6.716145e-07,0.0,0.0
163.25041353441702,38.589,7.30055e-07,0.0,0.0
163.25001149247507,38.589,8.152128e-07,0.0,0.0
163.24961386013422,38.589,8.79576e-07,0.0,0.0
163.2491880296057,38.589,1.142093e-06,0.0,0.0
163.2487594708322,38.589,1.547189e-06,0.0,0.0
163.24837130019918,38.589,1.718465e-06,0.0,0.0
163.24792245962757,38.589,1.772976e-06,0.0,0.0
163.24752537769854,38.589,1.761407e-06,0.0,0.0
163.2471363520825,38.589,1.511653e-06,0.0,0.0
163.2467066005995,38.589,1.73584e-06,0.0,0.0
163.24627987801625,38.589,1.676832e-06,0.0,0.0
163.24585182721856,38.589,1.583918e-06,0.0,0.0
163.24543260859286,38.589,1.751105e-06,0.0,0.0
163.2450301455895,38.589,1.962675e-06,0.0,0.0
163.24463554210757,38.589,1.696608e-06,0.0,0.0
163.2442023746368,38.589,1.971581e-06,0.0,0.0
163.24375905406433,38.589,2.217945e-06,0.0,0.0
163.24333721675237,38.589,2.42448e-06,0.0,0.0
163.24291058311707,38.589,2.523695e-06,0.0,0.0
163.24251011204416,38.589,2.665212e-06,0.0,0.0
163.24211481208212,38.589,2.469737e-06,0.0,0.0
163.2416817035915,38.589,2.458037e-06,0.0,0.0
163.2412483911387,38.589,3.352834e-06,0.0,0.0
163.24080184293854,38.589,3.993744e-06,0.0,0.0
163.2404235270075,38.589,4.342888e-06,0.0,0.0
163.2400124567906,38.589,4.720612e-06,0.0,0.0
163.23959160010887,38.589,4.780071e-06,0.0,0.0
163.23918946399075,38.589,4.640358e-06,0.0,0.0
163.23877021415322,38.589,5.000358e-06,0.0,0.0
163.23833638861188,38.589,6.205737e-06,0.0,0.0
163.23790724879998,38.589,6.769595e-06,0.0,0.0
163.23750665822135,38.589,6.73419e-06,0.0,0.0
163.23710645948512,38.589,6.726434e-06,0.0,0.0
163.23667903721858,38.589,6.585848e-06,0.0,0.0
163.23625679827833,38.589,6.577364e-06,0.0,0.0
163.23582673288584,38.589,6.635062e-06,0.0,0.0
163.2353975392872,38.589,6.899776e-06,0.0,0.0
163.23497717395009,38.589,6.697112e-06,0.0,0.0
163.2345750316178,38.589,6.185568e-06,0.0,0.0
163.2341492464833,38.589,5.575406e-06,0.0,0.0
163.23373800454033,38.589,5.354799e-06,0.0,0.0
163.23332504351922,38.589,5.034948e-06,0.0,0.0
163.2328760219696,38.589,4.905582e-06,0.0,0.0
163.2324680490219,38.589,3.856389e-06,0.0,0.0
163.23204919068536,38.589,3.760986e-06,0.0,0.0
163.2316416849071,38.589,3.417212e-06,0.0,0.0
163.23120759366512,38.589,3.417867e-06,0.0,0.0
163.2308117902884,38.589,3.546316e-06,0.0,0.0
163.2303764236251,38.589,3.644687e-06,0.0,0.0
