Y_dimension(mm),Button,True_depth(m),meas
53.002,0.0,0.4421937500000001,1.440165e-08
53.002,0.0,0.4419437500000001,1.4382150000000001e-08
53.002,0.0,0.4416937500000001,1.436885e-08
53.002,0.0,0.4414437500000001,1.41895e-08
53.002,0.0,0.4411937500000001,1.47451e-08
53.002,0.0,0.4409437500000001,1.47721e-08
53.002,0.0,0.4406937500000001,1.669525e-08
53.002,0.0,0.4404437500000001,1.81118e-08
53.002,0.0,0.4401937500000001,1.98814e-08
53.002,0.0,0.4399437500000001,2.1128e-08
53.002,0.0,0.4396937500000001,2.17909e-08
53.002,0.0,0.4394437500000001,2.30545e-08
53.002,0.0,0.4391937500000001,2.487065e-08
53.002,0.0,0.4389437500000001,2.60315e-08
53.002,0.0,0.4386937500000001,2.8306e-08
53.002,0.0,0.4384437500000001,3.00356e-08
53.002,0.0,0.4381937500000001,3.175865e-08
53.002,0.0,0.4379437500000001,3.328385e-08
53.002,0.0,0.4376937500000001,3.54706e-08
53.002,0.0,0.4374437500000001,3.6626600000000006e-08
53.002,0.0,0.4371937500000001,3.90384e-08
53.002,0.0,0.4369437500000001,3.95033e-08
53.002,0.0,0.4366937500000001,3.97835e-08
53.002,0.0,0.4364437500000001,4.11642e-08
53.002,0.0,0.4361937500000001,4.37635e-08
53.002,0.0,0.4359437500000001,4.43901e-08
53.002,0.0,0.4356937500000001,4.56107e-08
53.002,0.0,0.4354437500000001,4.6982500000000004e-08
53.002,0.0,0.4351937500000001,4.78245e-08
53.002,0.0,0.4349437500000001,4.752775e-08
53.002,0.0,0.4346937500000001,4.81413e-08
53.002,0.0,0.4344437500000001,4.79255e-08
53.002,0.0,0.4341937500000001,4.9828e-08
53.002,0.0,0.4339437500000001,4.942045e-08
53.002,0.0,0.4336937500000001,5.01762e-08
53.002,0.0,0.43344375000000007,5.072995e-08
53.002,0.0,0.4331937500000001,5.21794e-08
53.002,0.0,0.43294375000000007,4.95812e-08
53.002,0.0,0.4326937500000001,5.06622e-08
53.002,0.0,0.43244375000000007,5.0741e-08
53.002,0.0,0.4321937500000001,5.19569e-08
53.002,0.0,0.43194375000000007,5.20595e-08
53.002,0.0,0.4316937500000001,5.34516e-08
53.002,0.0,0.43144375000000007,5.13068e-08
53.002,0.0,0.4311937500000001,5.20345e-08
53.002,0.0,0.43094375000000007,5.20396e-08
53.002,0.0,0.4306937500000001,5.12113e-08
53.002,0.0,0.43044375000000007,5.1888900000000003e-08
53.002,0.0,0.4301937500000001,5.16655e-08
53.002,0.0,0.42994375000000007,5.13407e-08
53.002,0.0,0.4296937500000001,5.37786e-08
53.002,0.0,0.42944375000000007,5.25706e-08
53.002,0.0,0.4291937500000001,5.21236e-08
53.002,0.0,0.42894375000000007,5.25792e-08
53.002,0.0,0.4286937500000001,5.24125e-08
53.002,0.0,0.42844375000000007,5.26028e-08
53.002,0.0,0.4281937500000001,5.24346e-08
53.002,0.0,0.42794375000000007,5.227755e-08
53.002,0.0,0.4276937500000001,5.25717e-08
53.002,0.0,0.42744375000000007,5.14118e-08
53.002,0.0,0.4271937500000001,5.34466e-08
53.002,0.0,0.42694375000000007,5.20709e-08
53.002,0.0,0.4266937500000001,4.97236e-08
53.002,0.0,0.42644375000000007,5.3797650000000004e-08
53.002,0.0,0.4261937500000001,5.412025e-08
53.002,0.0,0.42594375000000007,5.38432e-08
53.002,0.0,0.4256937500000001,5.46503e-08
53.002,0.0,0.42544375000000006,5.399855e-08
53.002,0.0,0.4251937500000001,5.36567e-08
53.002,0.0,0.42494375000000006,5.41014e-08
53.002,0.0,0.4246937500000001,5.6486e-08
53.002,0.0,0.42444375000000006,5.51457e-08
53.002,0.0,0.4241937500000001,5.497495e-08
53.002,0.0,0.42394375000000006,5.36822e-08
53.002,0.0,0.4236937500000001,5.58183e-08
53.002,0.0,0.42344375000000006,5.582515e-08
53.002,0.0,0.4231937500000001,5.69642e-08
53.002,0.0,0.42294375000000006,5.66711e-08
53.002,0.0,0.4226937500000001,5.59148e-08
53.002,0.0,0.42244375000000006,5.6025800000000004e-08
53.002,0.0,0.4221937500000001,5.71382e-08
53.002,0.0,0.42194375000000006,5.610055e-08
53.002,0.0,0.4216937500000001,5.69832e-08
53.002,0.0,0.42144375000000006,5.688045e-08
53.002,0.0,0.4211937500000001,5.77089e-08
53.002,0.0,0.42094375000000006,5.767955e-08
53.002,0.0,0.4206937500000001,5.6789e-08
53.002,0.0,0.42044375000000006,5.69317e-08
53.002,0.0,0.4201937500000001,5.68443e-08
53.002,0.0,0.41994375000000006,5.745435000000001e-08
53.002,0.0,0.4196937500000001,5.7684e-08
53.002,0.0,0.41944375000000006,5.779255e-08
53.002,0.0,0.4191937500000001,5.78638e-08
53.002,0.0,0.41894375000000006,5.782745e-08
53.002,0.0,0.4186937500000001,5.63801e-08
53.002,0.0,0.41844375000000006,5.6910600000000004e-08
53.002,0.0,0.4181937500000001,5.663405e-08
53.002,0.0,0.41794375000000006,5.67332e-08
53.002,0.0,0.4176937500000001,5.63867e-08
53.002,0.0,0.41744375000000006,5.57666e-08
53.002,0.0,0.4171937500000001,5.4688e-08
53.002,0.0,0.41694375000000006,5.46957e-08
53.002,0.0,0.4166937500000001,5.46378e-08
53.002,0.0,0.41644375000000006,5.38726e-08
53.002,0.0,0.4161937500000001,5.38211e-08
53.002,0.0,0.41594375000000006,5.33169e-08
53.002,0.0,0.4156937500000001,5.25899e-08
53.002,0.0,0.41544375000000006,5.478585e-08
53.002,0.0,0.4151937500000001,5.09839e-08
53.002,0.0,0.41494375000000006,4.9763e-08
53.002,0.0,0.4146937500000001,5.29572e-08
53.002,0.0,0.41444375000000006,4.778355e-08
53.002,0.0,0.4141937500000001,4.75756e-08
53.002,0.0,0.41394375000000005,4.696815e-08
53.002,0.0,0.4136937500000001,4.65307e-08
53.002,0.0,0.41344375000000005,4.60188e-08
53.002,0.0,0.4131937500000001,4.557695e-08
53.002,0.0,0.41294375000000005,4.45466e-08
53.002,0.0,0.4126937500000001,4.443145e-08
53.002,0.0,0.41244375000000005,4.41566e-08
53.002,0.0,0.4121937500000001,4.285875e-08
53.002,0.0,0.41194375000000005,4.34649e-08
53.002,0.0,0.4116937500000001,4.10582e-08
53.002,0.0,0.4114437500000001,4.13424e-08
53.002,0.0,0.4111937500000001,4.010915e-08
53.002,0.0,0.4109437500000001,3.88781e-08
53.002,0.0,0.4106937500000001,3.91677e-08
53.002,0.0,0.4104437500000001,3.678525e-08
53.002,0.0,0.4101937500000001,3.698425e-08
53.002,0.0,0.4099437500000001,3.73506e-08
53.002,0.0,0.4096937500000001,3.76365e-08
53.002,0.0,0.4094437500000001,3.660385e-08
53.002,0.0,0.4091937500000001,3.74012e-08
53.002,0.0,0.4089437500000001,3.73519e-08
53.002,0.0,0.4086937500000001,3.80182e-08
53.002,0.0,0.4084437500000001,3.83839e-08
53.002,0.0,0.4081937500000001,3.79702e-08
53.002,0.0,0.4079437500000001,3.75534e-08
53.002,0.0,0.4076937500000001,3.75798e-08
53.002,0.0,0.4074437500000001,3.89734e-08
53.002,0.0,0.4071937500000001,3.9007249999999993e-08
53.002,0.0,0.4069437500000001,3.95121e-08
53.002,0.0,0.4066937500000001,3.9686e-08
53.002,0.0,0.4064437500000001,4.0203200000000004e-08
53.002,0.0,0.4061937500000001,4.079260000000001e-08
53.002,0.0,0.4059437500000001,4.3055e-08
53.002,0.0,0.4056937500000001,4.23994e-08
53.002,0.0,0.4054437500000001,4.3177500000000004e-08
53.002,0.0,0.4051937500000001,4.34922e-08
53.002,0.0,0.4049437500000001,4.45627e-08
53.002,0.0,0.4046937500000001,4.46607e-08
53.002,0.0,0.4044437500000001,4.54728e-08
53.002,0.0,0.4041937500000001,4.565565e-08
53.002,0.0,0.4039437500000001,4.63846e-08
53.002,0.0,0.4036937500000001,4.610685e-08
53.002,0.0,0.4034437500000001,4.66985e-08
53.002,0.0,0.4031937500000001,4.591165e-08
53.002,0.0,0.4029437500000001,4.80983e-08
53.002,0.0,0.4026937500000001,4.72587e-08
53.002,0.0,0.4024437500000001,4.76855e-08
53.002,0.0,0.40219375000000007,4.809365e-08
53.002,0.0,0.4019437500000001,4.82719e-08
53.002,0.0,0.40169375000000007,4.878175e-08
53.002,0.0,0.4014437500000001,4.910955e-08
53.002,0.0,0.40119375000000007,4.9379e-08
53.002,0.0,0.4009437500000001,4.864e-08
53.002,0.0,0.40069375000000007,4.81746e-08
53.002,0.0,0.4004437500000001,4.78581e-08
53.002,0.0,0.40019375000000007,4.824495e-08
53.002,0.0,0.3999437500000001,4.71749e-08
53.002,0.0,0.39969375000000007,4.73583e-08
53.002,0.0,0.3994437500000001,4.70018e-08
53.002,0.0,0.39919375000000007,4.6641e-08
53.002,0.0,0.3989437500000001,4.67811e-08
53.002,0.0,0.39869375000000007,4.69021e-08
53.002,0.0,0.3984437500000001,4.73798e-08
53.002,0.0,0.39819375000000007,4.752185e-08
53.002,0.0,0.3979437500000001,4.73185e-08
53.002,0.0,0.39769375000000007,4.73311e-08
53.002,0.0,0.3974437500000001,4.77486e-08
53.002,0.0,0.39719375000000007,4.790655e-08
53.002,0.0,0.3969437500000001,4.87156e-08
53.002,0.0,0.39669375000000007,4.863915e-08
53.002,0.0,0.3964437500000001,4.78685e-08
53.002,0.0,0.39619375000000007,4.939735e-08
53.002,0.0,0.3959437500000001,4.92811e-08
53.002,0.0,0.39569375000000007,4.956295e-08
53.002,0.0,0.3954437500000001,5.012355e-08
53.002,0.0,0.39519375000000007,5.19165e-08
53.002,0.0,0.3949437500000001,5.03098e-08
53.002,0.0,0.39469375000000007,5.02993e-08
53.002,0.0,0.3944437500000001,5.052995e-08
53.002,0.0,0.39419375000000006,5.06567e-08
53.002,0.0,0.3939437500000001,5.03068e-08
53.002,0.0,0.39369375000000006,5.10474e-08
53.002,0.0,0.3934437500000001,5.12461e-08
53.002,0.0,0.39319375000000006,5.09781e-08
53.002,0.0,0.3929437500000001,5.11175e-08
53.002,0.0,0.39269375000000006,5.100465e-08
53.002,0.0,0.3924437500000001,5.091455e-08
53.002,0.0,0.39219375000000006,5.07813e-08
53.002,0.0,0.3919437500000001,5.081755e-08
53.002,0.0,0.39169375000000006,5.10863e-08
53.002,0.0,0.3914437500000001,5.06127e-08
53.002,0.0,0.39119375000000006,5.10061e-08
53.002,0.0,0.3909437500000001,5.085225e-08
53.002,0.0,0.39069375000000006,5.03996e-08
53.002,0.0,0.3904437500000001,5.10689e-08
53.002,0.0,0.39019375000000006,5.11059e-08
53.002,0.0,0.3899437500000001,5.128585e-08
53.002,0.0,0.38969375000000006,5.09543e-08
53.002,0.0,0.3894437500000001,5.04503e-08
53.002,0.0,0.38919375000000006,5.1626e-08
53.002,0.0,0.3889437500000001,5.109515e-08
53.002,0.0,0.38869375000000006,5.06642e-08
53.002,0.0,0.3884437500000001,5.05363e-08
53.002,0.0,0.38819375000000006,5.02255e-08
53.002,0.0,0.3879437500000001,5.06373e-08
53.002,0.0,0.38769375000000006,5.03017e-08
53.002,0.0,0.3874437500000001,5.00578e-08
53.002,0.0,0.38719375000000006,4.99935e-08
53.002,0.0,0.3869437500000001,4.988545e-08
53.002,0.0,0.38669375000000006,4.919825e-08
53.002,0.0,0.3864437500000001,4.93696e-08
53.002,0.0,0.38619375000000006,5.08799e-08
53.002,0.0,0.3859437500000001,4.89957e-08
53.002,0.0,0.38569375000000006,4.88049e-08
53.002,0.0,0.3854437500000001,4.877745e-08
53.002,0.0,0.38519375000000006,4.90122e-08
53.002,0.0,0.3849437500000001,4.76774e-08
53.002,0.0,0.38469375000000006,4.7050300000000004e-08
53.002,0.0,0.3844437500000001,4.67255e-08
53.002,0.0,0.38419375000000006,4.60719e-08
53.002,0.0,0.3839437500000001,4.544345e-08
53.002,0.0,0.38369375000000006,4.55372e-08
53.002,0.0,0.3834437500000001,4.508025e-08
53.002,0.0,0.38319375000000006,4.51021e-08
53.002,0.0,0.3829437500000001,4.40652e-08
53.002,0.0,0.38269375000000005,4.35831e-08
53.002,0.0,0.3824437500000001,4.27353e-08
53.002,0.0,0.38219375000000005,4.2173e-08
53.002,0.0,0.3819437500000001,4.117425e-08
53.002,0.0,0.38169375000000005,4.11547e-08
53.002,0.0,0.3814437500000001,4.06522e-08
53.002,0.0,0.38119375000000005,3.97942e-08
53.002,0.0,0.3809437500000001,3.96061e-08
53.002,0.0,0.38069375000000005,3.9205e-08
53.002,0.0,0.3804437500000001,3.85558e-08
53.002,0.0,0.3801937500000001,3.80548e-08
53.002,0.0,0.3799437500000001,3.77598e-08
53.002,0.0,0.3796937500000001,3.68196e-08
53.002,0.0,0.3794437500000001,3.4934e-08
53.002,0.0,0.3791937500000001,3.57994e-08
53.002,0.0,0.3789437500000001,3.53105e-08
53.002,0.0,0.3786937500000001,3.474675e-08
53.002,0.0,0.3784437500000001,3.45764e-08
53.002,0.0,0.3781937500000001,3.414305e-08
53.002,0.0,0.3779437500000001,3.41428e-08
53.002,0.0,0.3776937500000001,3.3508e-08
53.002,0.0,0.3774437500000001,3.32649e-08
53.002,0.0,0.3771937500000001,3.335595e-08
53.002,0.0,0.3769437500000001,3.32006e-08
53.002,0.0,0.3766937500000001,3.36089e-08
53.002,0.0,0.3764437500000001,3.31247e-08
53.002,0.0,0.3761937500000001,3.30994e-08
53.002,0.0,0.3759437500000001,3.3505e-08
53.002,0.0,0.3756937500000001,3.38258e-08
53.002,0.0,0.3754437500000001,3.3565e-08
53.002,0.0,0.3751937500000001,3.4000399999999995e-08
53.002,0.0,0.3749437500000001,3.449725e-08
53.002,0.0,0.3746937500000001,3.45039e-08
53.002,0.0,0.3744437500000001,3.48531e-08
53.002,0.0,0.3741937500000001,3.52829e-08
53.002,0.0,0.3739437500000001,3.54352e-08
53.002,0.0,0.3736937500000001,3.62327e-08
53.002,0.0,0.3734437500000001,3.64962e-08
53.002,0.0,0.3731937500000001,3.6466850000000003e-08
53.002,0.0,0.3729437500000001,3.68345e-08
53.002,0.0,0.3726937500000001,3.69541e-08
53.002,0.0,0.3724437500000001,3.84901e-08
53.002,0.0,0.3721937500000001,3.80236e-08
53.002,0.0,0.3719437500000001,3.81952e-08
53.002,0.0,0.3716937500000001,3.87603e-08
53.002,0.0,0.3714437500000001,3.91352e-08
53.002,0.0,0.3711937500000001,3.942225e-08
53.002,0.0,0.37094375000000007,3.977845e-08
53.002,0.0,0.3706937500000001,3.91315e-08
53.002,0.0,0.37044375000000007,3.9949e-08
53.002,0.0,0.3701937500000001,3.987035e-08
53.002,0.0,0.36994375000000007,4.037185e-08
53.002,0.0,0.3696937500000001,4.07198e-08
53.002,0.0,0.36944375000000007,4.06789e-08
53.002,0.0,0.3691937500000001,4.091685e-08
53.002,0.0,0.36894375000000007,4.13178e-08
53.002,0.0,0.3686937500000001,4.10602e-08
53.002,0.0,0.36844375000000007,4.14221e-08
53.002,0.0,0.3681937500000001,4.150135e-08
53.002,0.0,0.36794375000000007,4.173545e-08
53.002,0.0,0.3676937500000001,4.1827900000000004e-08
53.002,0.0,0.36744375000000007,4.2224e-08
53.002,0.0,0.3671937500000001,4.23897e-08
53.002,0.0,0.36694375000000007,4.221965e-08
53.002,0.0,0.3666937500000001,4.26935e-08
53.002,0.0,0.36644375000000007,4.24109e-08
53.002,0.0,0.3661937500000001,4.2571e-08
53.002,0.0,0.36594375000000007,4.31945e-08
53.002,0.0,0.3656937500000001,4.28275e-08
53.002,0.0,0.36544375000000007,4.27431e-08
53.002,0.0,0.3651937500000001,4.27663e-08
53.002,0.0,0.36494375000000007,4.3242e-08
53.002,0.0,0.3646937500000001,4.332785e-08
53.002,0.0,0.36444375000000007,4.33446e-08
53.002,0.0,0.3641937500000001,4.332205e-08
53.002,0.0,0.36394375000000007,4.336e-08
53.002,0.0,0.3636937500000001,4.33426e-08
53.002,0.0,0.36344375000000007,4.31783e-08
53.002,0.0,0.3631937500000001,4.34244e-08
53.002,0.0,0.36294375000000006,4.349065e-08
53.002,0.0,0.3626937500000001,4.3281e-08
53.002,0.0,0.36244375000000006,4.31889e-08
53.002,0.0,0.3621937500000001,4.29091e-08
53.002,0.0,0.36194375000000006,4.26346e-08
53.002,0.0,0.3616937500000001,4.29783e-08
53.002,0.0,0.36144375000000006,4.24006e-08
53.002,0.0,0.3611937500000001,4.22802e-08
53.002,0.0,0.36094375000000006,4.252365e-08
53.002,0.0,0.3606937500000001,4.22269e-08
53.002,0.0,0.36044375000000006,4.19562e-08
53.002,0.0,0.3601937500000001,4.19211e-08
53.002,0.0,0.35994375000000006,4.184705e-08
53.002,0.0,0.3596937500000001,4.150835e-08
53.002,0.0,0.35944375000000006,4.17549e-08
53.002,0.0,0.3591937500000001,4.15015e-08
53.002,0.0,0.35894375000000006,4.177475e-08
53.002,0.0,0.3586937500000001,4.14516e-08
53.002,0.0,0.35844375000000006,4.142275e-08
53.002,0.0,0.3581937500000001,4.12977e-08
53.002,0.0,0.35794375000000006,4.153685e-08
53.002,0.0,0.3576937500000001,4.11313e-08
53.002,0.0,0.35744375000000006,4.12095e-08
53.002,0.0,0.3571937500000001,4.06577e-08
53.002,0.0,0.35694375000000006,4.125515e-08
53.002,0.0,0.3566937500000001,4.18133e-08
53.002,0.0,0.35644375000000006,4.097505e-08
53.002,0.0,0.3561937500000001,4.09432e-08
53.002,0.0,0.35594375000000006,4.12274e-08
53.002,0.0,0.3556937500000001,4.29977e-08
53.002,0.0,0.35544375000000006,4.115055e-08
53.002,0.0,0.3551937500000001,4.112125e-08
53.002,0.0,0.35494375000000006,4.061285e-08
53.002,0.0,0.3546937500000001,4.08961e-08
53.002,0.0,0.35444375000000006,4.092445e-08
53.002,0.0,0.3541937500000001,4.07441e-08
53.002,0.0,0.35394375000000006,4.088625e-08
53.002,0.0,0.3536937500000001,4.10693e-08
53.002,0.0,0.35344375000000006,4.08634e-08
53.002,0.0,0.3531937500000001,4.074235e-08
53.002,0.0,0.35294375000000006,4.07301e-08
53.002,0.0,0.3526937500000001,4.08825e-08
53.002,0.0,0.35244375000000006,4.06365e-08
53.002,0.0,0.3521937500000001,4.03864e-08
53.002,0.0,0.35194375000000006,4.011675e-08
53.002,0.0,0.3516937500000001,3.95118e-08
53.002,0.0,0.35144375000000005,4.05942e-08
53.002,0.0,0.3511937500000001,4.02341e-08
53.002,0.0,0.35094375000000005,3.983345e-08
53.002,0.0,0.3506937500000001,3.94291e-08
53.002,0.0,0.35044375000000005,4.001075e-08
53.002,0.0,0.3501937500000001,3.97687e-08
53.002,0.0,0.34994375000000005,3.9529e-08
53.002,0.0,0.3496937500000001,3.94228e-08
53.002,0.0,0.34944375000000005,4.007735e-08
53.002,0.0,0.3491937500000001,4.00683e-08
53.002,0.0,0.3489437500000001,3.955636666666666e-08
53.002,0.0,0.3486937500000001,3.95627e-08
